0,42
1,79
2,64
3,54
4,66
5,46
6,55
7,55
8,49
9,52
10,52
11,56
12,57
13,55
14,63
15,62
16,60
17,53
18,60
19,55
20,55
21,56
22,49
23,62
24,54
25,58
26,65
27,56
28,64
29,59
30,51
31,60
32,55
33,56
34,50
35,57
36,64
37,53
38,59
39,64
40,60
41,57
42,55
43,57
44,58
45,49
46,59
47,57
48,56
49,62
50,56
51,62
52,55
53,59
54,65
55,54
56,56
57,55
58,56
59,61
60,50
61,57
62,62
63,57
64,68
65,56
66,55
67,59
68,55
69,58
70,48
71,56
72,62
73,54
74,61
75,59
76,59
77,65
78,56
79,61
80,48
81,54
82,61
83,50
84,58
85,60
86,58
87,64
88,58
89,61
90,55
91,53
92,58
93,53
94,53
95,57
96,59
97,62
98,53
99,62
100,64
101,58
102,59
103,55
104,52
105,59
106,54
107,51
108,57
109,60
110,64
111,54
112,59
113,63
114,62
115,53
116,57
117,53
118,53
119,57
120,56
121,60
122,55
123,60
124,65
125,60
126,59
127,58
128,55
129,55
130,56
131,54
132,51
133,57
134,61
135,60
136,59
137,59
138,63
139,57
140,57
141,54
142,52
143,53
144,54
145,62
146,56
147,59
148,60
149,62
150,63
151,53
152,57
153,55
154,52
155,56
156,54
157,62
158,54
159,58
160,63
161,65
162,58
163,57
164,56
165,56
166,57
167,53
168,51
169,59
170,61
171,60
172,58
173,60
174,64
175,52
176,58
177,59
178,55
179,54
180,53
181,59
182,59
183,56
184,64
185,59
186,58
187,55
188,61
189,57
190,52
191,55
192,54
193,58
194,57
195,62
196,59
197,56
198,60
199,62
200,58
201,53
202,55
203,55
204,55
205,56
206,60
207,59
208,58
209,58
210,63
211,62
212,54
213,53
214,55
215,57
216,56
217,57
218,56
219,58
220,59
221,60
222,62
223,58
224,54
225,59
226,59
227,55
228,50
229,55
230,60
231,60
232,59
233,62
234,58
235,60
236,56
237,59
238,53
239,51
240,56
241,58
242,60
243,55
244,57
245,64
246,60
247,58
248,60
249,57
250,54
251,58
252,54
253,50
254,56
255,58
256,63
257,52
258,61
259,66
260,61
261,54
262,59
263,55
264,57
265,52
266,52
267,53
268,55
269,67
270,55
271,61
272,61
273,60
274,63
275,49
276,56
277,56
278,52
279,57
280,55
281,63
282,57
283,58
284,61
285,61
286,59
287,57
288,54
289,53
290,54
291,55
292,61
293,53
294,63
295,60
296,57
297,64
298,57
299,57
300,50
301,55
302,59
303,51
304,57
305,59
306,59
307,65
308,57
309,64
310,56
311,49
312,58
313,53
314,56
315,54
316,59
317,65
318,57
319,60
320,60
321,62
322,58
323,54
324,55
325,52
326,53
327,56
328,59
329,63
330,56
331,59
332,63
333,62
334,57
335,55
336,50
337,54
338,57
339,55
340,60
341,54
342,63
343,63
344,56
345,65
346,55
347,54
348,56
349,57
350,53
351,51
352,57
353,67
354,55
355,62
356,58
357,56
358,64
359,54
360,54
361,50
362,50
363,65
364,57
365,54
366,62
367,63
368,65
369,59
370,54
371,54
372,59
373,53
374,52
375,58
376,57
377,64
378,56
379,62
380,56
381,59
382,62
383,54
384,58
385,52
386,53
387,58
388,53
389,60
390,62
391,58
392,65
393,58
394,59
395,54
396,57
397,56
398,50
399,57
400,58
401,59
402,62
403,56
404,62
405,59
406,57
407,60
408,53
409,53
410,59
411,57
412,57
413,52
414,59
415,64
416,55
417,62
418,55
419,55
420,62
421,55
422,55
423,50
424,56
425,65
426,52
427,64
428,60
429,59
430,61
431,56
432,57
433,51
434,52
435,57
436,54
437,62
438,58
439,63
440,60
441,56
442,65
443,53
444,57
445,55
446,51
447,59
448,52
449,60
450,60
451,57
452,64
453,57
454,60
455,61
456,56
457,58
458,49
459,53
460,61
461,54
462,57
463,57
464,63
465,66
466,56
467,60
468,54
469,55
470,59
471,54
472,53
473,54
474,59
475,64
476,50
477,66
478,59
479,59
480,56
481,53
482,58
483,55
484,57
485,61
486,53
487,60
488,57
489,62
490,59
491,56
492,58
493,56
494,54
495,61
496,51
497,55
498,58
499,56
500,64
501,52
502,59
503,64
504,57
505,63
506,53
507,52
508,59
509,56
510,54
511,55
512,58
513,67
514,55
515,59
516,61
517,56
518,62
519,54
520,51
521,56
522,54
523,64
524,51
525,57
526,64
527,59
528,63
529,56
530,57
531,65
532,48
533,60
534,53
535,51
536,60
537,54
538,64
539,61
540,58
541,64
542,61
543,51
544,59
545,54
546,54
547,50
548,51
549,68
550,53
551,61
552,61
553,59
554,65
555,51
556,58
557,54
558,52
559,57
560,55
561,59
562,58
563,60
564,64
565,58
566,60
567,61
568,52
569,56
570,53
571,52
572,60
573,52
574,64
575,55
576,56
577,65
578,60
579,61
580,52
581,55
582,61
583,52
584,55
585,58
586,56
587,59
588,57
589,62
590,59
591,63
592,58
593,58
594,54
595,58
596,55
597,53
598,55
599,59
600,62
601,57
602,57
603,63
604,61
605,55
606,58
607,56
608,52
609,55
610,56
611,60
612,52
613,63
614,62
615,58
616,62
617,53
618,57
619,57
620,56
621,52
622,51
623,60
624,62
625,54
626,64
627,57
628,61
629,59
630,56
631,54
632,48
633,58
634,58
635,57
636,59
637,58
638,66
639,55
640,63
641,61
642,55
643,55
644,54
645,53
646,58
647,54
648,63
649,57
650,57
651,63
652,60
653,62
654,52
655,55
656,63
657,54
658,53
659,57
660,57
661,64
662,50
663,62
664,60
665,55
666,65
667,56
668,56
669,59
670,56
671,58
672,51
673,54
674,68
675,55
676,60
677,59
678,58
679,68
680,47
681,55
682,55
683,54
684,59
685,57
686,58
687,63
688,59
689,65
690,58
691,50
692,62
693,56
694,52
695,54
696,53
697,64
698,51
699,62
700,63
701,59
702,64
703,52
704,57
705,57
706,55
707,58
708,50
709,59
710,61
711,55
712,65
713,55
714,58
715,62
716,56
717,60
718,49
719,59
720,60
721,50
722,62
723,56
724,59
725,63
726,61
727,61
728,54
729,53
730,63
731,52
732,55
733,57
734,53
735,64
736,53
737,64
738,59
739,54
740,65
741,54
742,60
743,55
744,55
745,59
746,48
747,61
748,62
749,56
750,62
751,58
752,61
753,58
754,57
755,60
756,50
757,55
758,57
759,57
760,58
761,52
762,62
763,63
764,58
765,63
766,56
767,54
768,58
769,60
770,49
771,51
772,55
773,64
774,57
775,62
776,60
777,60
778,57
779,58
780,58
781,53
782,52
783,55
784,59
785,62
786,49
787,62
788,58
789,62
790,64
791,53
792,56
793,55
794,56
795,57
796,49
797,57
798,58
799,58
800,66
801,56
802,59
803,59
804,57
805,57
806,54
807,51
808,57
809,56
810,63
811,55
812,57
813,60
814,61
815,61
816,59
817,53
818,57
819,56
820,54
821,55
822,54
823,65
824,52
825,62
826,63
827,57
828,61
829,50
830,57
831,58
832,53
833,59
834,50
835,62
836,64
837,54
838,68
839,52
840,56
841,57
842,60
843,55
844,50
845,52
846,63
847,59
848,59
849,61
850,58
851,62
852,55
853,58
854,54
855,50
856,56
857,55
858,60
859,58
860,60
861,62
862,57
863,61
864,60
865,52
866,57
867,54
868,54
869,59
870,55
871,63
872,55
873,59
874,64
875,60
876,57
877,57
878,53
879,56
880,57
881,54
882,57
883,56
884,66
885,56
886,58
887,63
888,58
889,57
890,55
891,54
892,56
893,53
894,58
895,59
896,58
897,64
898,55
899,60
900,60
901,57
902,57
903,50
904,54
905,59
906,57
907,59
908,53
909,60
910,64
911,57
912,60
913,56
914,55
915,62
916,54
917,53
918,56
919,56
920,63
921,47
922,64
923,65
924,55
925,63
926,52
927,58
928,55
929,56
930,57
931,52
932,56
933,63
934,61
935,62
936,59
937,58
938,61
939,57
940,56
941,52
942,49
943,61
944,57
945,60
946,54
947,60
948,67
949,56
950,63
951,53
952,55
953,60
954,53
955,56
956,53
957,57
958,61
959,54
960,65
961,61
962,57
963,58
964,56
965,56
966,58
967,54
968,56
969,53
970,57
971,65
972,53
973,62
974,58
975,56
976,63
977,54
978,56
979,53
980,53
981,60
982,50
983,64
984,60
985,57
986,63
987,56
988,64
989,55
990,52
991,58
992,51
993,55
994,57
995,60
996,64
997,53
998,65
999,60
1000,57
