[run number],number-strategies,memory-size,overcrowding-threshold,avg-attendance,attendance
1,10,10,40,48.42873563,46
1,10,10,40,48.43168772,51
1,10,10,40,48.43807339,54
1,10,10,40,48.43871707,49
1,10,10,40,48.42448513,36
1,10,10,40,48.42742857,51
1,10,10,40,48.42808219,49
1,10,10,40,48.43101482,51
1,10,10,40,48.4214123,40
1,10,10,40,48.42889647,55
1,10,10,40,48.42954545,49
1,10,10,40,48.43246311,51
1,10,10,40,48.42063492,38
1,10,10,40,48.43261608,59
1,10,10,40,48.42873303,45
1,10,10,40,48.42711864,47
1,10,10,40,48.42099323,43
1,10,10,40,48.421646,49
1,10,10,40,48.42567568,52
1,10,10,40,48.41619798,40
1,10,10,40,48.42247191,54
1,10,10,40,48.42873176,54
1,10,10,40,48.42713004,47
1,10,10,40,48.42105263,43
1,10,10,40,48.43176734,58
1,10,10,40,48.4301676,47
1,10,10,40,48.43415179,52
1,10,10,40,48.42140468,37
1,10,10,40,48.42316258,50
1,10,10,40,48.42269188,48
1,10,10,40,48.41777778,44
1,10,10,40,48.41287458,44
1,10,10,40,48.41906874,54
1,10,10,40,48.42524917,54
1,10,10,40,48.42146018,45
1,10,10,40,48.42541436,52
1,10,10,40,48.42825607,51
1,10,10,40,48.43329658,53
1,10,10,40,48.42951542,45
1,10,10,40,48.4290429,48
1,10,10,40,48.43076923,50
1,10,10,40,48.42151482,40
1,10,10,40,48.41447368,42
1,10,10,40,48.41730559,51
1,10,10,40,48.42122538,52
1,10,10,40,48.41639344,44
1,10,10,40,48.41703057,49
1,10,10,40,48.41657579,48
1,10,10,40,48.41938998,51
1,10,10,40,48.41893362,48
1,10,10,40,48.41956522,49
1,10,10,40,48.4267101,55
1,10,10,40,48.4197397,42
1,10,10,40,48.41820152,47
1,10,10,40,48.41233766,43
1,10,10,40,48.41945946,55
1,10,10,40,48.41360691,43
1,10,10,40,48.41423948,49
1,10,10,40,48.40193966,37
1,10,10,40,48.41334769,59
1,10,10,40,48.41290323,48
1,10,10,40,48.41353383,49
1,10,10,40,48.41738197,52
1,10,10,40,48.42336549,54
1,10,10,40,48.41970021,45
1,10,10,40,48.41604278,45
1,10,10,40,48.42094017,53
1,10,10,40,48.42475987,52
1,10,10,40,48.42537313,49
1,10,10,40,48.40681576,31
1,10,10,40,48.41489362,56
1,10,10,40,48.41339001,47
1,10,10,40,48.41401274,49
1,10,10,40,48.41039236,45
1,10,10,40,48.42372881,61
1,10,10,40,48.41587302,41
1,10,10,40,48.4217759,54
1,10,10,40,48.42027455,47
1,10,10,40,48.42932489,57
1,10,10,40,48.43730242,56
1,10,10,40,48.42421053,36
1,10,10,40,48.42586751,50
1,10,10,40,48.42542017,48
1,10,10,40,48.4207765,44
1,10,10,40,48.4129979,41
1,10,10,40,48.42513089,60
1,10,10,40,48.42050209,44
1,10,10,40,48.42528736,53
1,10,10,40,48.4217119,45
1,10,10,40,48.43065693,57
1,10,10,40,48.43645833,54
1,10,10,40,48.433923,46
1,10,10,40,48.43451143,49
1,10,10,40,48.44132918,55
1,10,10,40,48.43257261,40
1,10,10,40,48.42590674,42
1,10,10,40,48.42857143,51
1,10,10,40,48.42812823,48
1,10,10,40,48.42458678,45
1,10,10,40,48.42208462,46
1,10,10,40,48.4257732,52
1,10,10,40,48.43048404,53
1,10,10,40,48.43312757,51
1,10,10,40,48.43062693,46
1,10,10,40,48.43839836,56
1,10,10,40,48.43487179,45
1,10,10,40,48.43545082,49
1,10,10,40,48.43091095,44
1,10,10,40,48.43762781,55
1,10,10,40,48.42696629,38
1,10,10,40,48.42346939,45
1,10,10,40,48.41794088,43
1,10,10,40,48.42362525,54
1,10,10,40,48.4242116,49
1,10,10,40,48.42479675,49
1,10,10,40,48.42639594,50
1,10,10,40,48.43002028,52
1,10,10,40,48.42654509,45
1,10,10,40,48.42813765,50
1,10,10,40,48.44084934,61
1,10,10,40,48.43636364,44
1,10,10,40,48.43289606,45
1,10,10,40,48.42540323,41
1,10,10,40,48.42900302,52
1,10,10,40,48.42253521,42
1,10,10,40,48.41809045,44
1,10,10,40,48.42068273,51
1,10,10,40,48.42627884,54
1,10,10,40,48.42284569,45
1,10,10,40,48.42042042,46
2,10,10,60,0,99
2,10,10,60,0,59
2,10,10,60,50,50
2,10,10,60,55,60
2,10,10,60,59.33333333,68
2,10,10,60,58.75,57
2,10,10,60,57.4,52
2,10,10,60,57.5,58
2,10,10,60,57,54
2,10,10,60,56.25,51
2,10,10,60,56,54
2,10,10,60,57,66
2,10,10,60,56.90909091,56
2,10,10,60,57,58
2,10,10,60,57.38461538,62
2,10,10,60,57.64285714,61
2,10,10,60,57.06666667,49
2,10,10,60,57.0625,57
2,10,10,60,57.05882353,57
2,10,10,60,56.66666667,50
2,10,10,60,56.57894737,55
2,10,10,60,56.45,54
2,10,10,60,56.38095238,55
2,10,10,60,56.59090909,61
2,10,10,60,56.82608696,62
2,10,10,60,56.5,49
2,10,10,60,56.6,59
2,10,10,60,56.65384615,58
2,10,10,60,56.7037037,58
2,10,10,60,56.57142857,53
2,10,10,60,56.51724138,55
2,10,10,60,56.33333333,51
2,10,10,60,56.4516129,60
2,10,10,60,56.46875,57
2,10,10,60,56.39393939,54
2,10,10,60,56.44117647,58
2,10,10,60,56.42857143,56
2,10,10,60,56.44444444,57
2,10,10,60,56.48648649,58
2,10,10,60,56.60526316,61
2,10,10,60,56.46153846,51
2,10,10,60,56.375,53
2,10,10,60,56.43902439,59
2,10,10,60,56.47619048,58
2,10,10,60,56.44186047,55
2,10,10,60,56.34090909,52
2,10,10,60,56.35555556,57
2,10,10,60,56.36956522,57
2,10,10,60,56.36170213,56
2,10,10,60,56.3125,54
2,10,10,60,56.3877551,60
2,10,10,60,56.46,60
2,10,10,60,56.39215686,53
2,10,10,60,56.42307692,58
2,10,10,60,56.43396226,57
2,10,10,60,56.46296296,58
2,10,10,60,56.43636364,55
2,10,10,60,56.39285714,54
2,10,10,60,56.28070175,50
2,10,10,60,56.39655172,63
2,10,10,60,56.40677966,57
2,10,10,60,56.38333333,55
2,10,10,60,56.40983607,58
2,10,10,60,56.37096774,54
2,10,10,60,56.34920635,55
2,10,10,60,56.40625,60
2,10,10,60,56.47692308,61
2,10,10,60,56.36363636,49
2,10,10,60,56.3880597,58
2,10,10,60,56.41176471,58
2,10,10,60,56.42028986,57
2,10,10,60,56.38571429,54
2,10,10,60,56.33802817,53
2,10,10,60,56.31944444,55
2,10,10,60,56.34246575,58
2,10,10,60,56.36486486,58
2,10,10,60,56.25333333,48
2,10,10,60,56.28947368,59
2,10,10,60,56.33766234,60
2,10,10,60,56.34615385,57
2,10,10,60,56.3164557,54
2,10,10,60,56.325,57
2,10,10,60,56.30864198,55
2,10,10,60,56.32926829,58
2,10,10,60,56.39759036,62
2,10,10,60,56.29761905,48
2,10,10,60,56.27058824,54
2,10,10,60,56.30232558,59
2,10,10,60,56.36781609,62
2,10,10,60,56.30681818,51
2,10,10,60,56.30337079,56
2,10,10,60,56.31111111,57
2,10,10,60,56.31868132,57
2,10,10,60,56.34782609,59
2,10,10,60,56.35483871,57
2,10,10,60,56.34042553,55
2,10,10,60,56.36842105,59
2,10,10,60,56.40625,60
2,10,10,60,56.34020619,50
2,10,10,60,56.36734694,59
2,10,10,60,56.41414141,61
2,10,10,60,56.39,54
2,10,10,60,56.31683168,49
2,10,10,60,56.32352941,57
2,10,10,60,56.33009709,57
2,10,10,60,56.34615385,58
2,10,10,60,56.35238095,57
2,10,10,60,56.33962264,55
2,10,10,60,56.36448598,59
2,10,10,60,56.39814815,60
2,10,10,60,56.3853211,55
2,10,10,60,56.37272727,55
2,10,10,60,56.36936937,56
2,10,10,60,56.375,57
2,10,10,60,56.36283186,55
2,10,10,60,56.36842105,57
2,10,10,60,56.33913043,53
2,10,10,60,56.36206897,59
2,10,10,60,56.4017094,61
2,10,10,60,56.37288136,53
2,10,10,60,56.3697479,56
2,10,10,60,56.36666667,56
2,10,10,60,56.38016529,58
2,10,10,60,56.36885246,55
2,10,10,60,56.36585366,56
2,10,10,60,56.32258065,51
2,10,10,60,56.328,57
2,10,10,60,56.34920635,59
2,10,10,60,56.33070866,54
2,10,10,60,56.34375,58
2,10,10,60,56.34108527,56
2,10,10,60,56.35384615,58
2,10,10,60,56.35114504,56
2,10,10,60,56.35606061,57
2,10,10,60,56.32330827,52
2,10,10,60,56.32089552,56
2,10,10,60,56.34074074,59
2,10,10,60,56.33088235,55
2,10,10,60,56.32846715,56
2,10,10,60,56.30434783,53
2,10,10,60,56.28776978,54
2,10,10,60,56.32142857,61
2,10,10,60,56.33333333,58
2,10,10,60,56.32394366,55
2,10,10,60,56.34965035,60
2,10,10,60,56.34722222,56
2,10,10,60,56.33103448,54
2,10,10,60,56.34931507,59
2,10,10,60,56.34013605,55
2,10,10,60,56.31756757,53
2,10,10,60,56.32885906,58
2,10,10,60,56.32666667,56
2,10,10,60,56.32450331,56
2,10,10,60,56.34210526,59
2,10,10,60,56.31372549,52
2,10,10,60,56.31168831,56
2,10,10,60,56.32903226,59
2,10,10,60,56.32692308,56
2,10,10,60,56.31210191,54
2,10,10,60,56.34810127,62
2,10,10,60,56.31446541,51
2,10,10,60,56.325,58
2,10,10,60,56.33540373,58
2,10,10,60,56.31481481,53
2,10,10,60,56.3006135,54
2,10,10,60,56.33536585,62
2,10,10,60,56.30909091,52
2,10,10,60,56.30722892,56
2,10,10,60,56.34131737,62
2,10,10,60,56.32142857,53
2,10,10,60,56.30177515,53
2,10,10,60,56.32352941,60
2,10,10,60,56.32163743,56
2,10,10,60,56.30232558,53
2,10,10,60,56.32369942,60
2,10,10,60,56.32183908,56
2,10,10,60,56.32571429,57
2,10,10,60,56.33522727,58
2,10,10,60,56.29943503,50
2,10,10,60,56.31460674,59
2,10,10,60,56.31284916,56
2,10,10,60,56.3,54
2,10,10,60,56.29281768,55
2,10,10,60,56.30769231,59
2,10,10,60,56.29508197,54
2,10,10,60,56.28804348,55
2,10,10,60,56.32972973,64
2,10,10,60,56.28494624,48
2,10,10,60,56.28877005,57
2,10,10,60,56.29255319,57
2,10,10,60,56.31216931,60
2,10,10,60,56.3,54
2,10,10,60,56.31413613,59
2,10,10,60,56.29166667,52
2,10,10,60,56.31606218,61
2,10,10,60,56.31958763,57
2,10,10,60,56.31794872,56
2,10,10,60,56.29591837,52
2,10,10,60,56.29949239,57
2,10,10,60,56.28787879,54
2,10,10,60,56.29145729,57
2,10,10,60,56.305,59
2,10,10,60,56.29850746,55
2,10,10,60,56.31188119,59
2,10,10,60,56.30541872,55
2,10,10,60,56.31372549,58
2,10,10,60,56.30731707,55
2,10,10,60,56.31553398,58
2,10,10,60,56.28985507,51
2,10,10,60,56.30288462,59
2,10,10,60,56.3062201,57
2,10,10,60,56.29047619,53
2,10,10,60,56.27962085,54
2,10,10,60,56.29245283,59
2,10,10,60,56.29107981,56
2,10,10,60,56.28504673,55
2,10,10,60,56.31627907,63
2,10,10,60,56.28240741,49
2,10,10,60,56.29032258,58
2,10,10,60,56.28899083,56
2,10,10,60,56.30136986,59
2,10,10,60,56.29545455,55
2,10,10,60,56.29411765,56
2,10,10,60,56.27477477,52
2,10,10,60,56.28251121,58
2,10,10,60,56.30357143,61
2,10,10,60,56.28888889,53
2,10,10,60,56.29646018,58
2,10,10,60,56.29955947,57
2,10,10,60,56.32017544,61
2,10,10,60,56.31004367,54
2,10,10,60,56.31304348,57
2,10,10,60,56.29437229,52
2,10,10,60,56.31034483,60
2,10,10,60,56.30901288,56
2,10,10,60,56.29487179,53
2,10,10,60,56.29787234,57
2,10,10,60,56.30084746,57
2,10,10,60,56.29535865,55
2,10,10,60,56.29831933,57
2,10,10,60,56.32217573,62
2,10,10,60,56.3,51
2,10,10,60,56.29875519,56
2,10,10,60,56.32231405,62
2,10,10,60,56.32098765,56
2,10,10,60,56.31557377,55
2,10,10,60,56.31836735,57
2,10,10,60,56.28861789,49
2,10,10,60,56.29149798,57
2,10,10,60,56.30645161,60
2,10,10,60,56.29718876,54
2,10,10,60,56.3,57
2,10,10,60,56.31075697,59
2,10,10,60,56.30555556,55
2,10,10,60,56.31225296,58
2,10,10,60,56.32677165,60
2,10,10,60,56.30196078,50
2,10,10,60,56.30078125,56
2,10,10,60,56.307393,58
2,10,10,60,56.30232558,55
2,10,10,60,56.3011583,56
2,10,10,60,56.30384615,57
2,10,10,60,56.2835249,51
2,10,10,60,56.29007634,58
2,10,10,60,56.30038023,59
2,10,10,60,56.29166667,54
2,10,10,60,56.30943396,61
2,10,10,60,56.30075188,54
2,10,10,60,56.29962547,56
2,10,10,60,56.30970149,59
2,10,10,60,56.30855019,56
2,10,10,60,56.28888889,51
2,10,10,60,56.30258303,60
2,10,10,60,56.29044118,53
2,10,10,60,56.2967033,58
2,10,10,60,56.30656934,59
2,10,10,60,56.28363636,50
2,10,10,60,56.28623188,57
2,10,10,60,56.29963899,60
2,10,10,60,56.29496403,55
2,10,10,60,56.28673835,54
2,10,10,60,56.31071429,63
2,10,10,60,56.29181495,51
2,10,10,60,56.28723404,55
2,10,10,60,56.29681979,59
2,10,10,60,56.29225352,55
2,10,10,60,56.2877193,55
2,10,10,60,56.3006993,60
2,10,10,60,56.28919861,53
2,10,10,60,56.29166667,57
2,10,10,60,56.30795848,61
2,10,10,60,56.2862069,50
2,10,10,60,56.28522337,56
2,10,10,60,56.29452055,59
2,10,10,60,56.28668942,54
2,10,10,60,56.28231293,55
2,10,10,60,56.29152542,59
2,10,10,60,56.28040541,53
2,10,10,60,56.27946128,56
2,10,10,60,56.30201342,63
2,10,10,60,56.27424749,48
2,10,10,60,56.28,58
2,10,10,60,56.28571429,58
2,10,10,60,56.29139073,58
2,10,10,60,56.28382838,54
2,10,10,60,56.28947368,58
2,10,10,60,56.28196721,54
2,10,10,60,56.28431373,57
2,10,10,60,56.29967427,61
2,10,10,60,56.27922078,50
2,10,10,60,56.28478964,58
2,10,10,60,56.28064516,55
2,10,10,60,56.2829582,57
2,10,10,60,56.27884615,55
2,10,10,60,56.28753994,59
2,10,10,60,56.27388535,52
2,10,10,60,56.27936508,58
2,10,10,60,56.29113924,60
2,10,10,60,56.2807571,53
2,10,10,60,56.29245283,60
2,10,10,60,56.28213166,53
2,10,10,60,56.2875,58
2,10,10,60,56.27725857,53
2,10,10,60,56.29192547,61
2,10,10,60,56.27244582,50
2,10,10,60,56.27777778,58
2,10,10,60,56.26769231,53
2,10,10,60,56.27607362,59
2,10,10,60,56.28440367,59
2,10,10,60,56.28353659,56
2,10,10,60,56.27963526,55
2,10,10,60,56.27575758,55
2,10,10,60,56.28700906,60
2,10,10,60,56.28313253,55
2,10,10,60,56.28828829,58
2,10,10,60,56.28143713,54
2,10,10,60,56.28955224,59
2,10,10,60,56.28571429,55
2,10,10,60,56.28486647,56
2,10,10,60,56.27218935,52
2,10,10,60,56.28908555,62
2,10,10,60,56.29117647,57
2,10,10,60,56.28739003,55
2,10,10,60,56.29824561,60
2,10,10,60,56.29737609,56
2,10,10,60,56.29069767,54
2,10,10,60,56.29565217,58
2,10,10,60,56.29479769,56
2,10,10,60,56.28818444,54
2,10,10,60,56.29597701,59
2,10,10,60,56.29512894,56
2,10,10,60,56.29142857,55
2,10,10,60,56.3019943,60
2,10,10,60,56.29261364,53
2,10,10,60,56.29461756,57
2,10,10,60,56.29943503,58
2,10,10,60,56.29014085,53
2,10,10,60,56.29494382,58
2,10,10,60,56.29691877,57
2,10,10,60,56.28212291,51
2,10,10,60,56.28133705,56
2,10,10,60,56.29444444,61
2,10,10,60,56.28254848,52
2,10,10,60,56.27624309,54
2,10,10,60,56.28650138,60
2,10,10,60,56.28571429,56
2,10,10,60,56.28493151,56
2,10,10,60,56.29781421,61
2,10,10,60,56.28337875,51
2,10,10,60,56.2798913,55
2,10,10,60,56.2899729,60
2,10,10,60,56.27567568,51
2,10,10,60,56.26684636,53
2,10,10,60,56.27956989,61
2,10,10,60,56.27613941,55
2,10,10,60,56.26737968,53
2,10,10,60,56.28266667,62
2,10,10,60,56.28191489,56
2,10,10,60,56.27586207,54
2,10,10,60,56.27513228,56
2,10,10,60,56.26912929,54
2,10,10,60,56.27105263,57
2,10,10,60,56.2808399,60
2,10,10,60,56.2617801,49
2,10,10,60,56.25848564,55
2,10,10,60,56.27083333,61
2,10,10,60,56.27272727,57
2,10,10,60,56.26943005,55
2,10,10,60,56.27906977,60
2,10,10,60,56.26030928,49
2,10,10,60,56.26735219,59
2,10,10,60,56.27948718,61
2,10,10,60,56.26598465,51
2,10,10,60,56.26020408,54
2,10,10,60,56.26463104,58
2,10,10,60,56.25888325,54
2,10,10,60,56.25822785,56
2,10,10,60,56.27525253,63
2,10,10,60,56.26196474,51
2,10,10,60,56.26884422,59
2,10,10,60,56.27067669,57
2,10,10,60,56.27,56
2,10,10,60,56.26932668,56
2,10,10,60,56.26865672,56
2,10,10,60,56.26550868,55
2,10,10,60,56.26237624,55
2,10,10,60,56.27407407,61
2,10,10,60,56.26108374,51
2,10,10,60,56.26535627,58
2,10,10,60,56.26715686,57
2,10,10,60,56.27628362,60
2,10,10,60,56.26829268,53
2,10,10,60,56.27250608,58
2,10,10,60,56.26941748,55
2,10,10,60,56.27602906,59
2,10,10,60,56.27777778,57
2,10,10,60,56.26506024,51
2,10,10,60,56.26682692,57
2,10,10,60,56.26858513,57
2,10,10,60,56.27511962,59
2,10,10,60,56.26491647,52
2,10,10,60,56.26904762,58
2,10,10,60,56.26840855,56
2,10,10,60,56.27725118,60
2,10,10,60,56.27659574,56
2,10,10,60,56.27358491,55
2,10,10,60,56.27058824,55
2,10,10,60,56.27464789,58
2,10,10,60,56.27400468,56
2,10,10,60,56.26635514,53
2,10,10,60,56.26806527,57
2,10,10,60,56.26976744,57
2,10,10,60,56.2737819,58
2,10,10,60,56.26388889,52
2,10,10,60,56.26558891,57
2,10,10,60,56.26958525,58
2,10,10,60,56.27356322,58
2,10,10,60,56.2706422,55
2,10,10,60,56.27231121,57
2,10,10,60,56.2739726,57
2,10,10,60,56.27562642,57
2,10,10,60,56.27727273,57
2,10,10,60,56.27210884,54
2,10,10,60,56.27149321,56
2,10,10,60,56.27765237,59
2,10,10,60,56.28153153,58
2,10,10,60,56.27191011,52
2,10,10,60,56.27130045,56
2,10,10,60,56.27293065,57
2,10,10,60,56.27678571,58
2,10,10,60,56.27394209,55
2,10,10,60,56.27777778,58
2,10,10,60,56.27272727,54
2,10,10,60,56.27433628,57
2,10,10,60,56.28256071,60
2,10,10,60,56.2753304,53
2,10,10,60,56.27252747,55
2,10,10,60,56.27631579,58
2,10,10,60,56.28227571,59
2,10,10,60,56.27292576,52
2,10,10,60,56.2745098,57
2,10,10,60,56.27173913,55
2,10,10,60,56.27982646,60
2,10,10,60,56.27922078,56
2,10,10,60,56.26781857,51
2,10,10,60,56.27586207,60
2,10,10,60,56.27526882,56
2,10,10,60,56.28111588,59
2,10,10,60,56.27623126,54
2,10,10,60,56.27350427,55
2,10,10,60,56.26865672,54
2,10,10,60,56.2787234,61
2,10,10,60,56.27813163,56
2,10,10,60,56.27330508,54
2,10,10,60,56.2769556,58
2,10,10,60,56.27848101,57
2,10,10,60,56.27789474,56
2,10,10,60,56.27941176,57
2,10,10,60,56.27672956,55
2,10,10,60,56.27405858,55
2,10,10,60,56.27557411,57
2,10,10,60,56.275,56
2,10,10,60,56.27442827,56
2,10,10,60,56.2780083,58
2,10,10,60,56.27122153,53
2,10,10,60,56.27272727,57
2,10,10,60,56.27628866,58
2,10,10,60,56.27983539,58
2,10,10,60,56.27926078,56
2,10,10,60,56.27663934,55
2,10,10,60,56.27607362,56
2,10,10,60,56.28367347,60
2,10,10,60,56.2892057,59
2,10,10,60,56.27845528,51
2,10,10,60,56.27383367,54
2,10,10,60,56.27530364,57
2,10,10,60,56.27878788,58
2,10,10,60,56.27419355,54
2,10,10,60,56.26961771,54
2,10,10,60,56.26907631,56
2,10,10,60,56.27655311,60
2,10,10,60,56.278,57
2,10,10,60,56.27944112,57
2,10,10,60,56.28286853,58
2,10,10,60,56.28827038,59
2,10,10,60,56.28373016,54
2,10,10,60,56.27920792,54
2,10,10,60,56.27865613,56
2,10,10,60,56.27810651,56
2,10,10,60,56.28149606,58
2,10,10,60,56.26915521,50
2,10,10,60,56.27058824,57
2,10,10,60,56.27592955,59
2,10,10,60,56.28515625,61
2,10,10,60,56.2748538,51
2,10,10,60,56.28015564,59
2,10,10,60,56.27961165,56
2,10,10,60,56.28682171,60
2,10,10,60,56.28433269,55
2,10,10,60,56.27799228,53
2,10,10,60,56.27552987,55
2,10,10,60,56.27307692,55
2,10,10,60,56.27255278,56
2,10,10,60,56.26245211,51
2,10,10,60,56.26577438,58
2,10,10,60,56.26526718,56
2,10,10,60,56.27238095,60
2,10,10,60,56.26996198,55
2,10,10,60,56.27324478,58
2,10,10,60,56.27840909,59
2,10,10,60,56.2778828,56
2,10,10,60,56.27358491,54
2,10,10,60,56.27495292,57
2,10,10,60,56.27443609,56
2,10,10,60,56.26829268,53
2,10,10,60,56.26217228,53
2,10,10,60,56.26168224,56
2,10,10,60,56.26492537,58
2,10,10,60,56.26629423,57
2,10,10,60,56.26208178,54
2,10,10,60,56.26159555,56
2,10,10,60,56.26851852,60
2,10,10,60,56.27356747,59
2,10,10,60,56.27490775,57
2,10,10,60,56.27440147,56
2,10,10,60,56.27205882,55
2,10,10,60,56.2733945,57
2,10,10,60,56.27289377,56
2,10,10,60,56.26691042,53
2,10,10,60,56.26094891,53
2,10,10,60,56.26411658,58
2,10,10,60,56.26545455,57
2,10,10,60,56.26497278,56
2,10,10,60,56.26630435,57
2,10,10,60,56.26943942,58
2,10,10,60,56.27436823,59
2,10,10,60,56.27747748,58
2,10,10,60,56.27697842,56
2,10,10,60,56.28186715,59
2,10,10,60,56.27777778,54
2,10,10,60,56.27191413,53
2,10,10,60,56.26607143,53
2,10,10,60,56.26916221,58
2,10,10,60,56.27046263,57
2,10,10,60,56.27353464,58
2,10,10,60,56.2677305,53
2,10,10,60,56.27433628,60
2,10,10,60,56.2844523,62
2,10,10,60,56.28218695,55
2,10,10,60,56.27816901,54
2,10,10,60,56.27592267,55
2,10,10,60,56.27894737,58
2,10,10,60,56.27845884,56
2,10,10,60,56.27972028,57
2,10,10,60,56.2600349,45
2,10,10,60,56.26480836,59
2,10,10,60,56.26608696,57
2,10,10,60,56.27256944,60
2,10,10,60,56.26863085,54
2,10,10,60,56.26816609,56
2,10,10,60,56.26943005,57
2,10,10,60,56.27586207,60
2,10,10,60,56.28227194,60
2,10,10,60,56.27319588,51
2,10,10,60,56.27101201,55
2,10,10,60,56.26883562,55
2,10,10,60,56.27350427,59
2,10,10,60,56.26279863,50
2,10,10,60,56.25894378,54
2,10,10,60,56.25510204,54
2,10,10,60,56.25806452,58
2,10,10,60,56.25423729,54
2,10,10,60,56.25888325,59
2,10,10,60,56.26351351,59
2,10,10,60,56.26644182,58
2,10,10,60,56.27104377,59
2,10,10,60,56.26554622,53
2,10,10,60,56.26845638,58
2,10,10,60,56.2680067,56
2,10,10,60,56.26421405,54
2,10,10,60,56.25208681,49
2,10,10,60,56.25333333,57
2,10,10,60,56.24792013,53
2,10,10,60,56.25083056,58
2,10,10,60,56.25041459,56
2,10,10,60,56.25,56
2,10,10,60,56.25123967,57
2,10,10,60,56.25907591,61
2,10,10,60,56.25864909,56
2,10,10,60,56.25986842,57
2,10,10,60,56.26600985,60
2,10,10,60,56.26393443,55
2,10,10,60,56.25531915,51
2,10,10,60,56.25326797,55
2,10,10,60,56.25122349,55
2,10,10,60,56.247557,54
2,10,10,60,56.24878049,57
2,10,10,60,56.24837662,56
2,10,10,60,56.25121556,58
2,10,10,60,56.25566343,59
2,10,10,60,56.24555735,50
2,10,10,60,56.24677419,57
2,10,10,60,56.24798712,57
2,10,10,60,56.25401929,60
2,10,10,60,56.2423756,49
2,10,10,60,56.24358974,57
2,10,10,60,56.2416,55
2,10,10,60,56.24440895,58
2,10,10,60,56.24561404,57
2,10,10,60,56.2388535,52
2,10,10,60,56.23688394,55
2,10,10,60,56.23809524,57
2,10,10,60,56.24405705,60
2,10,10,60,56.23575949,51
2,10,10,60,56.24012638,59
2,10,10,60,56.24290221,58
2,10,10,60,56.24566929,58
2,10,10,60,56.23899371,52
2,10,10,60,56.2433281,59
2,10,10,60,56.23824451,53
2,10,10,60,56.23787167,56
2,10,10,60,56.2375,56
2,10,10,60,56.23400936,54
2,10,10,60,56.23364486,56
2,10,10,60,56.23639191,58
2,10,10,60,56.23447205,55
2,10,10,60,56.23100775,54
2,10,10,60,56.23993808,62
2,10,10,60,56.23183926,51
2,10,10,60,56.2345679,58
2,10,10,60,56.23420647,56
2,10,10,60,56.23846154,59
2,10,10,60,56.23655914,55
2,10,10,60,56.23619632,56
2,10,10,60,56.23124043,53
2,10,10,60,56.23547401,59
2,10,10,60,56.24274809,61
2,10,10,60,56.2347561,51
2,10,10,60,56.23592085,57
2,10,10,60,56.24012158,59
2,10,10,60,56.24279211,58
2,10,10,60,56.24090909,55
2,10,10,60,56.24205749,57
2,10,10,60,56.23564955,52
2,10,10,60,56.23529412,56
2,10,10,60,56.23945783,59
2,10,10,60,56.23759398,55
2,10,10,60,56.24174174,59
2,10,10,60,56.23988006,55
2,10,10,60,56.23802395,55
2,10,10,60,56.2406577,58
2,10,10,60,56.24179104,57
2,10,10,60,56.2414307,56
2,10,10,60,56.24553571,59
2,10,10,60,56.23922734,52
2,10,10,60,56.2388724,56
2,10,10,60,56.24592593,61
2,10,10,60,56.24260355,54
2,10,10,60,56.24076809,55
2,10,10,60,56.24631268,60
2,10,10,60,56.24005891,52
2,10,10,60,56.23970588,56
2,10,10,60,56.24669604,61
2,10,10,60,56.23900293,51
2,10,10,60,56.24011713,57
2,10,10,60,56.24122807,57
2,10,10,60,56.23649635,53
2,10,10,60,56.23760933,57
2,10,10,60,56.24308588,60
2,10,10,60,56.23546512,51
2,10,10,60,56.23512337,56
2,10,10,60,56.24492754,63
2,10,10,60,56.23733719,51
2,10,10,60,56.23843931,57
2,10,10,60,56.23665224,55
2,10,10,60,56.23919308,58
2,10,10,60,56.23453237,53
2,10,10,60,56.2341954,56
2,10,10,60,56.23529412,57
2,10,10,60,56.23638968,57
2,10,10,60,56.23748212,57
2,10,10,60,56.23285714,53
2,10,10,60,56.23680456,59
2,10,10,60,56.23361823,54
2,10,10,60,56.23328592,56
2,10,10,60,56.23295455,56
2,10,10,60,56.23404255,57
2,10,10,60,56.22946176,53
2,10,10,60,56.23196605,58
2,10,10,60,56.23587571,59
2,10,10,60,56.23272214,54
2,10,10,60,56.23239437,56
2,10,10,60,56.23066104,55
2,10,10,60,56.23314607,58
2,10,10,60,56.23562412,58
2,10,10,60,56.23389356,55
2,10,10,60,56.22937063,53
2,10,10,60,56.23184358,58
2,10,10,60,56.23570432,59
2,10,10,60,56.23119777,53
2,10,10,60,56.2294854,55
2,10,10,60,56.22777778,55
2,10,10,60,56.23300971,60
2,10,10,60,56.23268698,56
2,10,10,60,56.22959889,54
2,10,10,60,56.22928177,56
2,10,10,60,56.23172414,58
2,10,10,60,56.23278237,57
2,10,10,60,56.23108666,55
2,10,10,60,56.23351648,58
2,10,10,60,56.23319616,56
2,10,10,60,56.23287671,56
2,10,10,60,56.23392613,57
2,10,10,60,56.23497268,57
2,10,10,60,56.23328786,55
2,10,10,60,56.23705722,59
2,10,10,60,56.23265306,53
2,10,10,60,56.23233696,56
2,10,10,60,56.23880597,61
2,10,10,60,56.23441734,53
2,10,10,60,56.23274696,55
2,10,10,60,56.23378378,57
2,10,10,60,56.23346829,56
2,10,10,60,56.23180593,55
2,10,10,60,56.23687752,60
2,10,10,60,56.22849462,50
2,10,10,60,56.23221477,59
2,10,10,60,56.23458445,58
