[run number],attendance 
17.0,36.0
17.0,39.0
17.0,37.0
17.0,41.0
17.0,52.0
17.0,54.0
17.0,38.0
17.0,39.0
17.0,37.0
17.0,40.0
17.0,51.0
17.0,50.0
17.0,42.0
17.0,38.0
17.0,39.0
17.0,43.0
17.0,49.0
17.0,46.0
17.0,43.0
17.0,38.0
17.0,43.0
17.0,45.0
17.0,42.0
17.0,46.0
17.0,48.0
17.0,36.0
17.0,44.0
17.0,41.0
17.0,44.0
17.0,50.0
17.0,46.0
17.0,34.0
17.0,43.0
17.0,42.0
17.0,43.0
17.0,52.0
17.0,49.0
17.0,34.0
17.0,40.0
17.0,39.0
17.0,41.0
17.0,55.0
17.0,52.0
17.0,37.0
17.0,38.0
17.0,36.0
17.0,45.0
17.0,53.0
17.0,50.0
17.0,37.0
17.0,40.0
17.0,37.0
17.0,45.0
17.0,51.0
17.0,50.0
17.0,38.0
17.0,40.0
17.0,38.0
17.0,45.0
17.0,52.0
17.0,47.0
17.0,37.0
17.0,40.0
17.0,39.0
17.0,47.0
17.0,48.0
17.0,49.0
17.0,36.0
17.0,41.0
17.0,41.0
17.0,45.0
17.0,51.0
17.0,47.0
17.0,34.0
17.0,42.0
17.0,42.0
17.0,41.0
17.0,51.0
17.0,52.0
17.0,37.0
17.0,40.0
17.0,37.0
17.0,42.0
17.0,53.0
17.0,52.0
17.0,38.0
17.0,38.0
17.0,35.0
17.0,46.0
17.0,51.0
17.0,50.0
17.0,38.0
17.0,42.0
17.0,37.0
17.0,44.0
17.0,52.0
17.0,48.0
17.0,38.0
17.0,41.0
17.0,38.0
17.0,46.0
17.0,51.0
17.0,48.0
17.0,35.0
17.0,43.0
17.0,39.0
17.0,42.0
17.0,53.0
17.0,52.0
17.0,37.0
17.0,38.0
17.0,34.0
17.0,44.0
17.0,56.0
17.0,52.0
17.0,38.0
17.0,41.0
17.0,37.0
17.0,39.0
17.0,53.0
17.0,51.0
17.0,40.0
17.0,40.0
17.0,39.0
17.0,39.0
17.0,52.0
17.0,48.0
17.0,43.0
17.0,38.0
17.0,40.0
17.0,46.0
17.0,44.0
17.0,47.0
17.0,45.0
17.0,38.0
17.0,41.0
17.0,43.0
17.0,45.0
17.0,46.0
17.0,45.0
17.0,36.0
17.0,49.0
17.0,41.0
17.0,40.0
17.0,49.0
17.0,51.0
17.0,37.0
17.0,42.0
17.0,39.0
17.0,40.0
17.0,54.0
17.0,52.0
17.0,36.0
17.0,38.0
17.0,36.0
17.0,43.0
17.0,56.0
17.0,51.0
17.0,37.0
17.0,40.0
17.0,36.0
17.0,43.0
17.0,54.0
17.0,52.0
17.0,35.0
17.0,42.0
17.0,35.0
17.0,42.0
17.0,51.0
17.0,55.0
17.0,39.0
17.0,43.0
17.0,33.0
17.0,40.0
17.0,52.0
17.0,54.0
17.0,40.0
17.0,44.0
17.0,35.0
17.0,39.0
17.0,51.0
17.0,52.0
17.0,41.0
17.0,40.0
17.0,38.0
17.0,41.0
17.0,54.0
17.0,46.0
17.0,40.0
17.0,40.0
17.0,40.0
17.0,45.0
17.0,49.0
17.0,45.0
17.0,38.0
17.0,42.0
17.0,41.0
17.0,43.0
17.0,47.0
17.0,49.0
17.0,38.0
17.0,41.0
17.0,44.0
17.0,41.0
17.0,47.0
17.0,50.0
17.0,42.0
17.0,36.0
17.0,44.0
17.0,44.0
17.0,43.0
17.0,49.0
17.0,44.0
17.0,36.0
17.0,44.0
17.0,42.0
17.0,41.0
17.0,53.0
17.0,48.0
17.0,35.0
17.0,40.0
17.0,39.0
17.0,45.0
17.0,52.0
17.0,49.0
17.0,35.0
17.0,38.0
17.0,39.0
17.0,45.0
17.0,51.0
17.0,49.0
17.0,37.0
17.0,36.0
17.0,40.0
17.0,46.0
17.0,49.0
17.0,48.0
17.0,41.0
17.0,36.0
17.0,44.0
17.0,44.0
17.0,45.0
17.0,46.0
17.0,47.0
18.0,44.0
18.0,46.0
18.0,65.0
18.0,69.0
18.0,53.0
18.0,54.0
18.0,50.0
18.0,49.0
18.0,58.0
18.0,59.0
18.0,55.0
18.0,55.0
18.0,53.0
18.0,50.0
18.0,56.0
18.0,56.0
18.0,50.0
18.0,55.0
18.0,53.0
18.0,52.0
18.0,55.0
18.0,54.0
18.0,51.0
18.0,56.0
18.0,54.0
18.0,49.0
18.0,56.0
18.0,54.0
18.0,53.0
18.0,56.0
18.0,52.0
18.0,51.0
18.0,53.0
18.0,55.0
18.0,53.0
18.0,54.0
18.0,54.0
18.0,52.0
18.0,52.0
18.0,53.0
18.0,53.0
18.0,54.0
18.0,54.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,53.0
18.0,54.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
18.0,52.0
19.0,93.0
19.0,69.0
19.0,43.0
19.0,49.0
19.0,46.0
19.0,54.0
19.0,68.0
19.0,63.0
19.0,60.0
19.0,54.0
19.0,54.0
19.0,54.0
19.0,60.0
19.0,65.0
19.0,60.0
19.0,60.0
19.0,58.0
19.0,53.0
19.0,57.0
19.0,61.0
19.0,63.0
19.0,64.0
19.0,60.0
19.0,53.0
19.0,54.0
19.0,59.0
19.0,59.0
19.0,68.0
19.0,62.0
19.0,55.0
19.0,56.0
19.0,54.0
19.0,55.0
19.0,66.0
19.0,65.0
19.0,59.0
19.0,58.0
19.0,57.0
19.0,50.0
19.0,60.0
19.0,65.0
19.0,61.0
19.0,60.0
19.0,61.0
19.0,50.0
19.0,54.0
19.0,60.0
19.0,64.0
19.0,61.0
19.0,61.0
19.0,57.0
19.0,55.0
19.0,55.0
19.0,61.0
19.0,62.0
19.0,63.0
19.0,59.0
19.0,56.0
19.0,57.0
19.0,56.0
19.0,60.0
19.0,64.0
19.0,62.0
19.0,60.0
19.0,58.0
19.0,54.0
19.0,56.0
19.0,62.0
19.0,64.0
19.0,63.0
19.0,59.0
19.0,53.0
19.0,55.0
19.0,60.0
19.0,61.0
19.0,65.0
19.0,59.0
19.0,58.0
19.0,58.0
19.0,53.0
19.0,61.0
19.0,64.0
19.0,61.0
19.0,61.0
19.0,59.0
19.0,52.0
19.0,57.0
19.0,62.0
19.0,62.0
19.0,63.0
19.0,60.0
19.0,55.0
19.0,55.0
19.0,58.0
19.0,62.0
19.0,64.0
19.0,61.0
19.0,60.0
19.0,56.0
19.0,54.0
19.0,58.0
19.0,63.0
19.0,63.0
19.0,61.0
19.0,61.0
19.0,53.0
19.0,54.0
19.0,60.0
19.0,64.0
19.0,63.0
19.0,57.0
19.0,56.0
19.0,57.0
19.0,55.0
19.0,63.0
19.0,64.0
19.0,59.0
19.0,62.0
19.0,56.0
19.0,52.0
19.0,60.0
19.0,64.0
19.0,60.0
19.0,61.0
19.0,61.0
19.0,51.0
19.0,55.0
19.0,59.0
19.0,64.0
19.0,63.0
19.0,61.0
19.0,56.0
19.0,55.0
19.0,54.0
19.0,63.0
19.0,64.0
19.0,61.0
19.0,62.0
19.0,56.0
19.0,51.0
19.0,58.0
19.0,64.0
19.0,62.0
19.0,62.0
19.0,61.0
19.0,53.0
19.0,54.0
19.0,59.0
19.0,63.0
19.0,63.0
19.0,59.0
19.0,59.0
19.0,56.0
19.0,52.0
19.0,63.0
19.0,64.0
19.0,61.0
19.0,62.0
19.0,55.0
19.0,51.0
19.0,58.0
19.0,64.0
19.0,62.0
19.0,61.0
19.0,62.0
19.0,53.0
19.0,53.0
19.0,60.0
19.0,62.0
19.0,63.0
19.0,59.0
19.0,58.0
19.0,55.0
19.0,55.0
19.0,60.0
19.0,65.0
19.0,63.0
19.0,58.0
19.0,56.0
19.0,54.0
19.0,55.0
19.0,65.0
19.0,65.0
19.0,59.0
19.0,61.0
19.0,56.0
19.0,51.0
19.0,61.0
19.0,65.0
19.0,60.0
19.0,60.0
19.0,59.0
19.0,51.0
19.0,59.0
19.0,61.0
19.0,63.0
19.0,63.0
19.0,60.0
19.0,55.0
19.0,54.0
19.0,57.0
19.0,65.0
19.0,62.0
19.0,60.0
19.0,62.0
19.0,56.0
19.0,52.0
19.0,60.0
19.0,62.0
19.0,62.0
19.0,62.0
19.0,59.0
19.0,54.0
19.0,56.0
19.0,60.0
19.0,63.0
19.0,64.0
19.0,58.0
19.0,56.0
19.0,56.0
19.0,55.0
19.0,64.0
19.0,64.0
19.0,59.0
19.0,61.0
19.0,56.0
19.0,50.0
19.0,61.0
19.0,66.0
19.0,60.0
19.0,61.0
19.0,58.0
19.0,51.0
19.0,57.0
19.0,62.0
19.0,63.0
19.0,63.0
19.0,61.0
19.0,54.0
19.0,55.0
19.0,57.0
19.0,62.0
19.0,64.0
19.0,61.0
19.0,62.0
19.0,55.0
19.0,53.0
19.0,59.0
19.0,64.0
19.0,62.0
19.0,61.0
19.0,59.0
19.0,54.0
19.0,56.0
19.0,61.0
19.0,62.0
19.0,64.0
19.0,58.0
19.0,56.0
19.0,57.0
19.0,56.0
19.0,62.0
19.0,65.0
19.0,59.0
19.0,62.0
19.0,56.0
19.0,51.0
19.0,60.0
19.0,65.0
19.0,60.0
19.0,61.0
19.0,61.0
19.0,51.0
19.0,55.0
19.0,60.0
19.0,64.0
19.0,63.0
19.0,61.0
19.0,56.0
19.0,56.0
19.0,54.0
19.0,62.0
19.0,63.0
19.0,61.0
19.0,62.0
19.0,57.0
19.0,54.0
19.0,58.0
19.0,60.0
19.0,64.0
19.0,62.0
19.0,60.0
19.0,56.0
19.0,57.0
19.0,55.0
19.0,61.0
19.0,61.0
19.0,61.0
19.0,60.0
19.0,58.0
19.0,53.0
19.0,58.0
19.0,59.0
19.0,64.0
19.0,62.0
19.0,60.0
19.0,56.0
19.0,56.0
19.0,55.0
19.0,63.0
19.0,63.0
19.0,60.0
19.0,63.0
19.0,57.0
19.0,53.0
19.0,57.0
19.0,63.0
19.0,62.0
19.0,63.0
19.0,60.0
19.0,53.0
19.0,54.0
19.0,59.0
19.0,62.0
19.0,65.0
19.0,60.0
19.0,58.0
19.0,58.0
19.0,52.0
19.0,60.0
19.0,64.0
19.0,62.0
19.0,60.0
19.0,58.0
19.0,54.0
19.0,54.0
19.0,62.0
19.0,65.0
19.0,62.0
19.0,60.0
19.0,54.0
19.0,55.0
19.0,58.0
19.0,63.0
19.0,64.0
19.0,60.0
19.0,59.0
19.0,57.0
19.0,51.0
19.0,61.0
19.0,65.0
19.0,61.0
19.0,61.0
19.0,59.0
19.0,52.0
19.0,55.0
19.0,61.0
19.0,64.0
19.0,62.0
19.0,59.0
19.0,56.0
19.0,55.0
19.0,55.0
19.0,64.0
19.0,64.0
19.0,59.0
19.0,61.0
19.0,57.0
19.0,50.0
19.0,60.0
19.0,64.0
19.0,61.0
19.0,62.0
19.0,60.0
19.0,52.0
19.0,53.0
19.0,62.0
19.0,63.0
19.0,64.0
19.0,59.0
19.0,56.0
19.0,56.0
19.0,54.0
19.0,62.0
19.0,65.0
19.0,59.0
19.0,62.0
19.0,57.0
19.0,51.0
19.0,58.0
19.0,64.0
19.0,60.0
19.0,64.0
19.0,61.0
19.0,52.0
19.0,55.0
19.0,58.0
19.0,59.0
19.0,66.0
19.0,61.0
19.0,56.0
19.0,55.0
19.0,55.0
19.0,57.0
19.0,63.0
19.0,65.0
19.0,58.0
19.0,59.0
19.0,57.0
19.0,51.0
19.0,62.0
19.0,67.0
19.0,59.0
19.0,61.0
19.0,58.0
19.0,51.0
19.0,58.0
19.0,63.0
19.0,62.0
19.0,62.0
19.0,62.0
19.0,53.0
19.0,54.0
19.0,59.0
19.0,63.0
19.0,63.0
19.0,59.0
19.0,59.0
19.0,56.0
19.0,52.0
19.0,63.0
19.0,64.0
19.0,61.0
19.0,62.0
19.0,55.0
19.0,51.0
19.0,58.0
19.0,64.0
19.0,62.0
19.0,61.0
19.0,62.0
19.0,53.0
19.0,53.0
19.0,60.0
19.0,62.0
19.0,63.0
19.0,59.0
19.0,58.0
19.0,55.0
19.0,55.0
19.0,60.0
19.0,65.0
19.0,63.0
19.0,58.0
19.0,56.0
19.0,54.0
19.0,55.0
19.0,65.0
19.0,65.0
19.0,59.0
19.0,61.0
19.0,56.0
19.0,51.0
19.0,61.0
19.0,65.0
19.0,60.0
19.0,60.0
19.0,59.0
19.0,51.0
19.0,59.0
19.0,61.0
19.0,63.0
19.0,63.0
19.0,60.0
19.0,55.0
19.0,54.0
19.0,57.0
19.0,65.0
19.0,62.0
19.0,60.0
19.0,62.0
19.0,56.0
19.0,52.0
19.0,60.0
19.0,62.0
19.0,62.0
19.0,62.0
19.0,59.0
19.0,54.0
19.0,56.0
19.0,60.0
19.0,63.0
19.0,64.0
19.0,58.0
19.0,56.0
19.0,56.0
19.0,55.0
19.0,64.0
19.0,64.0
19.0,59.0
19.0,61.0
20.0,73.0
20.0,65.0
20.0,69.0
20.0,73.0
20.0,67.0
20.0,45.0
20.0,61.0
20.0,66.0
20.0,65.0
20.0,73.0
20.0,61.0
20.0,64.0
20.0,59.0
20.0,67.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,65.0
20.0,63.0
20.0,65.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,64.0
20.0,63.0
20.0,66.0
20.0,65.0
20.0,64.0
20.0,64.0
20.0,65.0
20.0,63.0
20.0,66.0
21.0,87.0
