[run number],attendance 
160.0,65.0
160.0,67.0
160.0,60.0
160.0,68.0
160.0,63.0
160.0,63.0
160.0,65.0
160.0,66.0
160.0,63.0
160.0,65.0
160.0,64.0
160.0,61.0
160.0,68.0
160.0,60.0
160.0,61.0
160.0,69.0
160.0,62.0
160.0,60.0
160.0,66.0
160.0,61.0
160.0,65.0
160.0,68.0
160.0,62.0
160.0,67.0
160.0,70.0
160.0,59.0
160.0,63.0
160.0,67.0
160.0,60.0
160.0,64.0
160.0,70.0
160.0,63.0
160.0,65.0
160.0,70.0
160.0,61.0
160.0,65.0
160.0,66.0
160.0,60.0
160.0,62.0
160.0,64.0
160.0,62.0
160.0,66.0
160.0,64.0
160.0,63.0
160.0,64.0
160.0,63.0
160.0,64.0
160.0,62.0
160.0,64.0
160.0,62.0
160.0,62.0
160.0,63.0
160.0,64.0
160.0,67.0
160.0,64.0
160.0,64.0
160.0,64.0
160.0,64.0
160.0,63.0
160.0,63.0
160.0,64.0
160.0,66.0
160.0,67.0
160.0,65.0
160.0,63.0
160.0,65.0
160.0,62.0
160.0,62.0
160.0,63.0
160.0,62.0
160.0,62.0
160.0,62.0
160.0,65.0
160.0,63.0
160.0,65.0
160.0,66.0
160.0,66.0
160.0,69.0
160.0,67.0
160.0,62.0
160.0,64.0
160.0,64.0
160.0,61.0
160.0,67.0
160.0,67.0
160.0,59.0
160.0,63.0
160.0,61.0
160.0,60.0
160.0,66.0
160.0,64.0
160.0,62.0
160.0,59.0
160.0,60.0
160.0,62.0
160.0,68.0
160.0,67.0
160.0,64.0
160.0,67.0
160.0,65.0
160.0,65.0
160.0,67.0
160.0,65.0
160.0,64.0
160.0,63.0
160.0,64.0
160.0,63.0
160.0,65.0
160.0,63.0
160.0,59.0
160.0,66.0
160.0,65.0
160.0,61.0
160.0,65.0
160.0,60.0
160.0,64.0
160.0,62.0
160.0,61.0
160.0,68.0
160.0,68.0
160.0,69.0
160.0,64.0
160.0,65.0
160.0,63.0
160.0,64.0
160.0,66.0
160.0,67.0
160.0,62.0
160.0,60.0
160.0,66.0
160.0,59.0
160.0,60.0
160.0,65.0
160.0,70.0
160.0,66.0
160.0,62.0
160.0,56.0
160.0,63.0
160.0,66.0
160.0,66.0
160.0,65.0
160.0,62.0
160.0,62.0
160.0,64.0
160.0,66.0
160.0,66.0
160.0,67.0
160.0,61.0
160.0,63.0
160.0,63.0
160.0,62.0
160.0,63.0
160.0,64.0
160.0,68.0
160.0,65.0
160.0,61.0
160.0,61.0
160.0,64.0
160.0,65.0
160.0,65.0
160.0,64.0
160.0,65.0
160.0,64.0
160.0,66.0
160.0,65.0
160.0,65.0
160.0,64.0
160.0,65.0
160.0,64.0
160.0,62.0
160.0,61.0
161.0,26.0
161.0,39.0
161.0,60.0
161.0,61.0
161.0,34.0
161.0,41.0
161.0,39.0
161.0,50.0
161.0,47.0
161.0,44.0
161.0,39.0
161.0,39.0
161.0,39.0
161.0,48.0
161.0,43.0
161.0,40.0
161.0,38.0
161.0,46.0
161.0,37.0
161.0,45.0
161.0,48.0
161.0,40.0
161.0,31.0
161.0,55.0
161.0,36.0
161.0,48.0
161.0,45.0
161.0,47.0
161.0,29.0
161.0,39.0
161.0,49.0
161.0,42.0
161.0,48.0
161.0,41.0
161.0,35.0
161.0,40.0
161.0,48.0
161.0,43.0
161.0,41.0
161.0,43.0
161.0,36.0
161.0,44.0
161.0,44.0
161.0,48.0
161.0,33.0
161.0,42.0
161.0,44.0
161.0,43.0
161.0,38.0
161.0,53.0
161.0,35.0
161.0,38.0
161.0,50.0
161.0,52.0
161.0,33.0
161.0,44.0
161.0,39.0
161.0,44.0
161.0,43.0
161.0,50.0
161.0,32.0
161.0,39.0
161.0,51.0
161.0,46.0
161.0,37.0
161.0,50.0
161.0,28.0
161.0,41.0
161.0,51.0
161.0,59.0
161.0,30.0
161.0,49.0
161.0,40.0
161.0,32.0
161.0,53.0
161.0,54.0
161.0,35.0
161.0,38.0
161.0,43.0
161.0,44.0
161.0,48.0
161.0,45.0
161.0,38.0
161.0,35.0
161.0,47.0
161.0,44.0
161.0,48.0
161.0,43.0
161.0,42.0
161.0,28.0
161.0,46.0
161.0,48.0
161.0,48.0
161.0,41.0
161.0,46.0
161.0,28.0
161.0,50.0
161.0,50.0
161.0,48.0
161.0,35.0
161.0,45.0
161.0,28.0
161.0,50.0
161.0,56.0
161.0,49.0
161.0,25.0
161.0,47.0
161.0,29.0
161.0,51.0
161.0,53.0
161.0,52.0
161.0,19.0
161.0,49.0
161.0,43.0
161.0,49.0
161.0,54.0
161.0,50.0
161.0,16.0
161.0,50.0
161.0,49.0
161.0,52.0
161.0,52.0
161.0,54.0
161.0,16.0
161.0,54.0
161.0,60.0
161.0,51.0
161.0,35.0
161.0,51.0
161.0,19.0
161.0,55.0
161.0,58.0
161.0,47.0
161.0,25.0
161.0,53.0
161.0,24.0
161.0,50.0
161.0,55.0
161.0,48.0
161.0,29.0
161.0,48.0
161.0,33.0
161.0,53.0
161.0,54.0
161.0,41.0
161.0,29.0
161.0,46.0
161.0,33.0
161.0,56.0
161.0,56.0
161.0,37.0
161.0,28.0
161.0,52.0
161.0,22.0
161.0,59.0
161.0,61.0
161.0,54.0
161.0,19.0
161.0,48.0
161.0,32.0
161.0,57.0
161.0,57.0
161.0,46.0
161.0,23.0
161.0,57.0
161.0,31.0
161.0,49.0
161.0,59.0
161.0,48.0
161.0,29.0
161.0,44.0
161.0,36.0
161.0,59.0
161.0,48.0
161.0,44.0
161.0,29.0
161.0,48.0
161.0,32.0
161.0,47.0
161.0,63.0
161.0,43.0
161.0,28.0
161.0,47.0
161.0,39.0
161.0,50.0
161.0,47.0
161.0,51.0
161.0,21.0
161.0,41.0
161.0,49.0
161.0,48.0
161.0,53.0
161.0,56.0
161.0,21.0
161.0,48.0
161.0,47.0
161.0,49.0
161.0,41.0
161.0,58.0
161.0,27.0
161.0,40.0
161.0,54.0
161.0,49.0
161.0,46.0
161.0,49.0
161.0,26.0
161.0,48.0
161.0,45.0
161.0,48.0
161.0,32.0
161.0,55.0
161.0,37.0
161.0,35.0
161.0,45.0
161.0,48.0
161.0,45.0
161.0,45.0
161.0,33.0
161.0,43.0
161.0,38.0
161.0,50.0
161.0,44.0
161.0,46.0
161.0,35.0
161.0,40.0
161.0,40.0
161.0,50.0
161.0,42.0
161.0,46.0
161.0,26.0
161.0,43.0
161.0,45.0
161.0,51.0
161.0,46.0
161.0,47.0
161.0,28.0
161.0,43.0
161.0,47.0
161.0,50.0
161.0,43.0
161.0,55.0
161.0,20.0
161.0,36.0
161.0,56.0
161.0,53.0
161.0,40.0
161.0,58.0
161.0,20.0
161.0,42.0
161.0,52.0
161.0,60.0
161.0,34.0
161.0,54.0
161.0,33.0
161.0,38.0
161.0,46.0
161.0,49.0
161.0,40.0
161.0,45.0
161.0,31.0
161.0,46.0
161.0,45.0
161.0,44.0
161.0,35.0
161.0,44.0
161.0,42.0
161.0,41.0
161.0,43.0
161.0,48.0
161.0,33.0
161.0,42.0
161.0,41.0
161.0,53.0
161.0,38.0
161.0,48.0
161.0,33.0
161.0,38.0
161.0,45.0
161.0,56.0
161.0,34.0
161.0,47.0
161.0,39.0
161.0,34.0
161.0,41.0
161.0,59.0
161.0,37.0
161.0,44.0
161.0,34.0
161.0,40.0
161.0,40.0
161.0,54.0
161.0,43.0
161.0,39.0
161.0,34.0
161.0,42.0
161.0,39.0
161.0,60.0
161.0,47.0
161.0,38.0
161.0,35.0
161.0,43.0
161.0,31.0
161.0,60.0
161.0,53.0
161.0,36.0
161.0,32.0
161.0,48.0
161.0,28.0
161.0,61.0
161.0,57.0
161.0,39.0
161.0,22.0
161.0,51.0
161.0,23.0
161.0,61.0
161.0,65.0
161.0,47.0
161.0,20.0
161.0,55.0
161.0,26.0
161.0,60.0
161.0,66.0
161.0,43.0
161.0,22.0
161.0,62.0
161.0,24.0
161.0,58.0
161.0,58.0
161.0,49.0
161.0,26.0
161.0,53.0
161.0,33.0
161.0,54.0
161.0,59.0
161.0,38.0
161.0,23.0
161.0,54.0
161.0,28.0
161.0,59.0
161.0,59.0
161.0,45.0
161.0,21.0
161.0,55.0
161.0,29.0
161.0,59.0
161.0,64.0
161.0,37.0
161.0,27.0
161.0,55.0
161.0,30.0
161.0,63.0
161.0,54.0
161.0,44.0
161.0,20.0
161.0,59.0
161.0,29.0
161.0,54.0
161.0,66.0
161.0,40.0
161.0,31.0
161.0,52.0
161.0,36.0
161.0,51.0
161.0,42.0
161.0,45.0
161.0,34.0
161.0,43.0
161.0,43.0
161.0,44.0
161.0,41.0
161.0,45.0
161.0,31.0
161.0,46.0
161.0,50.0
161.0,43.0
161.0,34.0
161.0,45.0
161.0,37.0
161.0,50.0
161.0,49.0
161.0,43.0
161.0,30.0
161.0,45.0
161.0,35.0
161.0,49.0
161.0,56.0
161.0,41.0
161.0,31.0
161.0,45.0
161.0,38.0
161.0,51.0
161.0,51.0
161.0,42.0
161.0,27.0
161.0,53.0
161.0,33.0
161.0,52.0
161.0,57.0
161.0,46.0
161.0,25.0
161.0,45.0
161.0,38.0
161.0,57.0
161.0,53.0
161.0,39.0
161.0,35.0
161.0,49.0
161.0,25.0
161.0,59.0
161.0,57.0
161.0,43.0
161.0,25.0
161.0,53.0
161.0,23.0
161.0,54.0
161.0,61.0
161.0,49.0
161.0,24.0
161.0,48.0
161.0,30.0
161.0,57.0
161.0,50.0
161.0,45.0
161.0,24.0
161.0,55.0
161.0,36.0
161.0,52.0
161.0,62.0
161.0,40.0
161.0,29.0
161.0,49.0
161.0,38.0
161.0,54.0
161.0,46.0
161.0,43.0
161.0,23.0
161.0,52.0
161.0,41.0
161.0,49.0
161.0,56.0
161.0,44.0
161.0,25.0
161.0,45.0
161.0,47.0
161.0,53.0
161.0,48.0
161.0,43.0
161.0,26.0
161.0,47.0
161.0,41.0
161.0,51.0
161.0,51.0
161.0,47.0
161.0,21.0
161.0,47.0
161.0,45.0
161.0,50.0
161.0,53.0
161.0,51.0
161.0,16.0
161.0,50.0
161.0,51.0
161.0,51.0
161.0,47.0
161.0,57.0
161.0,17.0
161.0,52.0
161.0,57.0
161.0,58.0
161.0,36.0
161.0,51.0
161.0,25.0
161.0,47.0
161.0,56.0
161.0,50.0
161.0,31.0
161.0,46.0
161.0,33.0
161.0,46.0
161.0,47.0
161.0,51.0
161.0,29.0
161.0,42.0
161.0,44.0
161.0,42.0
161.0,46.0
161.0,54.0
161.0,26.0
161.0,43.0
161.0,44.0
161.0,51.0
161.0,41.0
161.0,56.0
161.0,30.0
161.0,36.0
161.0,51.0
161.0,57.0
161.0,37.0
161.0,51.0
161.0,29.0
161.0,40.0
162.0,7.0
162.0,41.0
162.0,36.0
162.0,65.0
162.0,72.0
162.0,61.0
162.0,30.0
162.0,60.0
162.0,24.0
162.0,60.0
162.0,75.0
162.0,70.0
162.0,31.0
162.0,54.0
162.0,16.0
162.0,64.0
162.0,72.0
162.0,67.0
162.0,39.0
162.0,68.0
162.0,12.0
162.0,57.0
162.0,78.0
162.0,62.0
162.0,38.0
162.0,62.0
162.0,15.0
162.0,59.0
162.0,75.0
162.0,67.0
162.0,32.0
162.0,72.0
162.0,13.0
162.0,53.0
162.0,83.0
162.0,69.0
162.0,37.0
162.0,60.0
162.0,17.0
162.0,60.0
162.0,68.0
162.0,74.0
162.0,31.0
162.0,72.0
162.0,19.0
162.0,38.0
162.0,83.0
162.0,79.0
162.0,38.0
162.0,68.0
162.0,16.0
162.0,45.0
162.0,70.0
162.0,77.0
162.0,34.0
162.0,78.0
162.0,19.0
162.0,31.0
162.0,81.0
162.0,87.0
162.0,38.0
162.0,71.0
162.0,18.0
162.0,37.0
162.0,71.0
162.0,87.0
162.0,32.0
162.0,80.0
162.0,19.0
162.0,23.0
162.0,76.0
162.0,92.0
162.0,35.0
162.0,78.0
162.0,22.0
162.0,30.0
162.0,69.0
162.0,90.0
162.0,33.0
162.0,81.0
162.0,23.0
162.0,24.0
162.0,75.0
162.0,89.0
162.0,29.0
162.0,79.0
162.0,21.0
162.0,28.0
162.0,72.0
162.0,89.0
162.0,32.0
162.0,78.0
162.0,19.0
162.0,28.0
162.0,76.0
162.0,91.0
162.0,30.0
162.0,83.0
162.0,17.0
162.0,27.0
162.0,74.0
162.0,93.0
162.0,30.0
162.0,78.0
162.0,16.0
162.0,28.0
162.0,79.0
162.0,91.0
162.0,29.0
162.0,82.0
162.0,18.0
162.0,28.0
162.0,77.0
162.0,92.0
162.0,28.0
162.0,77.0
162.0,17.0
162.0,26.0
162.0,80.0
162.0,90.0
162.0,28.0
162.0,81.0
162.0,20.0
162.0,29.0
162.0,75.0
162.0,91.0
162.0,27.0
162.0,76.0
162.0,15.0
162.0,26.0
162.0,80.0
162.0,91.0
162.0,28.0
162.0,82.0
162.0,19.0
162.0,28.0
162.0,76.0
162.0,92.0
162.0,27.0
162.0,78.0
162.0,16.0
162.0,26.0
162.0,79.0
162.0,92.0
162.0,28.0
162.0,79.0
162.0,20.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
162.0,28.0
162.0,77.0
162.0,90.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,27.0
162.0,76.0
162.0,89.0
162.0,28.0
162.0,76.0
162.0,19.0
162.0,28.0
162.0,77.0
162.0,89.0
162.0,28.0
162.0,78.0
162.0,20.0
163.0,13.0
163.0,66.0
163.0,71.0
163.0,80.0
163.0,57.0
163.0,54.0
163.0,28.0
163.0,63.0
163.0,63.0
163.0,57.0
163.0,68.0
163.0,66.0
163.0,26.0
163.0,53.0
163.0,67.0
163.0,64.0
163.0,64.0
163.0,60.0
163.0,31.0
163.0,46.0
163.0,65.0
163.0,61.0
163.0,68.0
163.0,58.0
163.0,42.0
163.0,45.0
163.0,70.0
163.0,55.0
163.0,68.0
163.0,67.0
163.0,41.0
163.0,35.0
163.0,70.0
163.0,54.0
163.0,70.0
163.0,63.0
163.0,44.0
163.0,32.0
163.0,73.0
163.0,54.0
163.0,71.0
163.0,70.0
163.0,38.0
163.0,29.0
163.0,76.0
163.0,51.0
163.0,71.0
163.0,72.0
163.0,42.0
163.0,26.0
163.0,75.0
163.0,50.0
163.0,73.0
163.0,75.0
163.0,38.0
163.0,24.0
163.0,77.0
163.0,44.0
163.0,73.0
163.0,73.0
163.0,44.0
163.0,26.0
163.0,71.0
163.0,49.0
163.0,74.0
163.0,74.0
163.0,39.0
163.0,28.0
163.0,75.0
163.0,43.0
163.0,72.0
163.0,73.0
163.0,42.0
163.0,29.0
163.0,68.0
163.0,49.0
163.0,77.0
163.0,71.0
163.0,39.0
163.0,34.0
163.0,73.0
163.0,42.0
163.0,73.0
163.0,72.0
163.0,42.0
163.0,31.0
163.0,64.0
163.0,49.0
163.0,80.0
163.0,69.0
163.0,38.0
163.0,37.0
163.0,70.0
163.0,44.0
163.0,76.0
163.0,69.0
163.0,43.0
163.0,34.0
163.0,66.0
163.0,48.0
163.0,80.0
163.0,65.0
163.0,47.0
163.0,33.0
163.0,69.0
163.0,46.0
163.0,68.0
163.0,76.0
163.0,38.0
163.0,32.0
163.0,61.0
163.0,50.0
163.0,78.0
163.0,71.0
163.0,46.0
163.0,39.0
163.0,64.0
163.0,46.0
163.0,72.0
163.0,70.0
163.0,51.0
163.0,42.0
163.0,59.0
163.0,50.0
163.0,72.0
163.0,65.0
163.0,61.0
163.0,41.0
163.0,57.0
163.0,52.0
163.0,61.0
163.0,75.0
163.0,55.0
163.0,50.0
163.0,59.0
163.0,45.0
163.0,56.0
163.0,80.0
163.0,62.0
163.0,52.0
163.0,49.0
163.0,43.0
163.0,59.0
163.0,69.0
163.0,58.0
163.0,65.0
163.0,52.0
163.0,41.0
163.0,55.0
163.0,71.0
163.0,57.0
163.0,68.0
163.0,55.0
163.0,33.0
163.0,49.0
163.0,75.0
163.0,54.0
163.0,71.0
163.0,53.0
163.0,38.0
163.0,40.0
163.0,80.0
163.0,60.0
163.0,69.0
163.0,55.0
163.0,36.0
163.0,39.0
163.0,81.0
163.0,58.0
163.0,69.0
163.0,56.0
163.0,35.0
163.0,37.0
163.0,79.0
163.0,58.0
163.0,68.0
163.0,56.0
163.0,37.0
163.0,36.0
163.0,79.0
163.0,61.0
163.0,67.0
163.0,58.0
163.0,35.0
163.0,36.0
163.0,78.0
163.0,59.0
163.0,69.0
163.0,58.0
163.0,41.0
163.0,29.0
163.0,79.0
163.0,65.0
163.0,68.0
163.0,60.0
163.0,34.0
163.0,32.0
163.0,79.0
163.0,60.0
163.0,66.0
163.0,64.0
163.0,38.0
163.0,26.0
163.0,82.0
163.0,65.0
163.0,70.0
163.0,62.0
163.0,31.0
163.0,27.0
163.0,83.0
163.0,59.0
163.0,67.0
163.0,64.0
163.0,40.0
163.0,24.0
163.0,83.0
163.0,62.0
163.0,70.0
163.0,62.0
163.0,37.0
163.0,25.0
163.0,81.0
163.0,62.0
163.0,69.0
163.0,64.0
163.0,37.0
163.0,24.0
163.0,82.0
163.0,62.0
163.0,68.0
163.0,64.0
163.0,38.0
163.0,25.0
163.0,82.0
163.0,63.0
163.0,68.0
163.0,66.0
163.0,36.0
163.0,25.0
163.0,83.0
163.0,62.0
163.0,69.0
163.0,67.0
163.0,35.0
163.0,24.0
163.0,82.0
163.0,62.0
163.0,71.0
163.0,67.0
163.0,35.0
163.0,24.0
163.0,82.0
163.0,61.0
163.0,73.0
163.0,67.0
163.0,36.0
163.0,24.0
163.0,83.0
163.0,60.0
163.0,70.0
163.0,69.0
163.0,35.0
163.0,25.0
163.0,80.0
163.0,61.0
163.0,74.0
163.0,66.0
163.0,36.0
163.0,27.0
163.0,79.0
163.0,57.0
163.0,70.0
163.0,68.0
163.0,37.0
163.0,27.0
163.0,77.0
163.0,59.0
163.0,73.0
163.0,66.0
163.0,37.0
163.0,27.0
163.0,80.0
163.0,57.0
163.0,69.0
163.0,70.0
163.0,35.0
163.0,24.0
163.0,77.0
163.0,59.0
163.0,74.0
163.0,67.0
163.0,36.0
163.0,27.0
163.0,77.0
163.0,55.0
163.0,74.0
163.0,67.0
163.0,36.0
163.0,29.0
163.0,74.0
163.0,54.0
163.0,76.0
163.0,68.0
163.0,35.0
163.0,32.0
163.0,76.0
163.0,47.0
163.0,77.0
163.0,70.0
163.0,39.0
163.0,27.0
163.0,73.0
163.0,53.0
163.0,75.0
163.0,69.0
163.0,36.0
163.0,31.0
163.0,74.0
163.0,48.0
163.0,76.0
163.0,72.0
163.0,41.0
163.0,28.0
163.0,70.0
163.0,52.0
163.0,73.0
163.0,72.0
163.0,39.0
163.0,31.0
163.0,75.0
163.0,44.0
163.0,71.0
163.0,73.0
163.0,44.0
163.0,28.0
163.0,69.0
163.0,50.0
163.0,75.0
163.0,72.0
163.0,39.0
163.0,32.0
163.0,74.0
163.0,42.0
163.0,73.0
163.0,70.0
163.0,44.0
163.0,32.0
163.0,65.0
163.0,50.0
163.0,77.0
163.0,66.0
163.0,47.0
163.0,34.0
163.0,68.0
163.0,48.0
163.0,69.0
163.0,74.0
163.0,42.0
163.0,36.0
163.0,65.0
163.0,44.0
163.0,75.0
163.0,74.0
163.0,44.0
163.0,34.0
163.0,67.0
163.0,41.0
163.0,76.0
163.0,76.0
163.0,40.0
163.0,29.0
163.0,68.0
163.0,38.0
163.0,78.0
163.0,75.0
163.0,44.0
163.0,26.0
163.0,68.0
163.0,41.0
163.0,78.0
163.0,82.0
163.0,40.0
163.0,25.0
163.0,73.0
163.0,34.0
163.0,80.0
163.0,79.0
163.0,49.0
163.0,23.0
163.0,71.0
163.0,34.0
163.0,79.0
163.0,88.0
163.0,45.0
163.0,19.0
163.0,67.0
163.0,31.0
163.0,81.0
163.0,84.0
163.0,49.0
163.0,20.0
163.0,72.0
163.0,29.0
163.0,77.0
163.0,87.0
163.0,50.0
163.0,22.0
163.0,66.0
163.0,28.0
163.0,79.0
163.0,89.0
163.0,48.0
163.0,20.0
163.0,67.0
163.0,28.0
163.0,79.0
163.0,81.0
163.0,55.0
163.0,26.0
163.0,72.0
163.0,29.0
163.0,74.0
163.0,89.0
163.0,50.0
163.0,26.0
163.0,58.0
163.0,29.0
163.0,78.0
163.0,76.0
163.0,59.0
163.0,36.0
163.0,65.0
163.0,26.0
163.0,71.0
163.0,85.0
163.0,55.0
163.0,39.0
163.0,45.0
163.0,38.0
163.0,72.0
163.0,66.0
163.0,63.0
163.0,56.0
163.0,52.0
163.0,38.0
163.0,75.0
163.0,68.0
163.0,60.0
163.0,61.0
163.0,46.0
163.0,33.0
163.0,72.0
163.0,68.0
163.0,63.0
163.0,61.0
163.0,41.0
163.0,33.0
163.0,75.0
163.0,69.0
163.0,60.0
163.0,67.0
163.0,38.0
163.0,24.0
163.0,81.0
163.0,70.0
163.0,63.0
163.0,64.0
163.0,38.0
163.0,28.0
163.0,80.0
163.0,68.0
163.0,62.0
163.0,61.0
163.0,35.0
163.0,26.0
163.0,81.0
163.0,69.0
163.0,62.0
163.0,64.0
163.0,37.0
163.0,29.0
163.0,79.0
163.0,67.0
163.0,62.0
163.0,63.0
163.0,36.0
163.0,27.0
163.0,79.0
163.0,69.0
163.0,62.0
163.0,63.0
163.0,35.0
163.0,31.0
163.0,77.0
163.0,70.0
163.0,61.0
163.0,68.0
163.0,33.0
163.0,29.0
163.0,78.0
163.0,67.0
164.0,32.0
164.0,46.0
164.0,51.0
164.0,69.0
164.0,63.0
164.0,90.0
164.0,55.0
164.0,46.0
164.0,62.0
164.0,62.0
164.0,69.0
164.0,85.0
164.0,57.0
164.0,47.0
164.0,62.0
164.0,52.0
164.0,72.0
164.0,83.0
164.0,63.0
164.0,47.0
164.0,63.0
164.0,40.0
164.0,73.0
164.0,79.0
164.0,73.0
164.0,39.0
164.0,64.0
164.0,38.0
164.0,68.0
164.0,85.0
164.0,72.0
164.0,42.0
164.0,70.0
164.0,35.0
164.0,61.0
164.0,81.0
164.0,83.0
164.0,46.0
164.0,72.0
164.0,36.0
164.0,54.0
164.0,83.0
164.0,82.0
164.0,49.0
164.0,81.0
164.0,36.0
164.0,47.0
164.0,80.0
164.0,86.0
164.0,53.0
164.0,84.0
164.0,38.0
164.0,38.0
164.0,81.0
164.0,85.0
164.0,58.0
164.0,84.0
164.0,40.0
164.0,38.0
164.0,72.0
164.0,84.0
164.0,56.0
164.0,89.0
164.0,44.0
164.0,40.0
164.0,64.0
164.0,83.0
164.0,58.0
164.0,89.0
164.0,44.0
164.0,46.0
164.0,59.0
164.0,79.0
164.0,59.0
