number-strategies,avg-attendance
5.0,45.77222222
5.0,45.77562327
5.0,45.79558011
5.0,45.815427
5.0,45.79945055
5.0,45.8
5.0,45.77595628
5.0,45.79019074
5.0,45.79891304
5.0,45.82655827
5.0,45.8
5.0,45.80592992
5.0,45.78494624
5.0,45.78820375
5.0,45.79946524
5.0,45.816
5.0,45.80585106
5.0,45.80636605
5.0,45.79365079
5.0,45.78364116
5.0,45.79210526
5.0,45.80577428
5.0,45.80366492
5.0,45.80417755
5.0,45.7890625
5.0,45.77402597
5.0,45.77979275
5.0,45.79069767
5.0,45.80154639
5.0,45.79691517
5.0,45.78717949
5.0,45.76470588
5.0,45.77040816
5.0,45.78117048
5.0,45.80203046
5.0,45.79240506
5.0,45.78787879
5.0,45.77078086
5.0,45.77386935
5.0,45.78446115
5.0,45.805
5.0,45.79551122
5.0,45.79104478
5.0,45.77419355
5.0,45.77475248
5.0,45.78765432
5.0,45.80541872
5.0,45.79361179
5.0,45.79411765
5.0,45.7799511
5.0,45.77804878
5.0,45.78588808
5.0,45.80582524
5.0,45.79176755
5.0,45.79468599
5.0,45.77349398
5.0,45.77403846
5.0,45.78417266
5.0,45.8062201
5.0,45.78997613
5.0,45.79285714
5.0,45.7719715
5.0,45.77488152
5.0,45.78014184
5.0,45.80188679
5.0,45.78823529
5.0,45.79107981
5.0,45.77283372
5.0,45.77102804
5.0,45.77855478
5.0,45.79767442
5.0,45.78886311
5.0,45.79166667
5.0,45.77367206
5.0,45.76728111
5.0,45.77241379
5.0,45.78899083
5.0,45.78947368
5.0,45.78995434
5.0,45.77448747
5.0,45.76136364
5.0,45.76417234
5.0,45.77828054
5.0,45.79006772
5.0,45.78603604
5.0,45.77752809
5.0,45.75784753
5.0,45.7606264
5.0,45.77455357
5.0,45.79287305
5.0,45.78444444
5.0,45.7804878
5.0,45.76106195
5.0,45.76379691
5.0,45.77973568
5.0,45.7956044
5.0,45.78289474
5.0,45.7833698
5.0,45.76419214
5.0,45.77559913
5.0,45.7826087
5.0,45.80477223
5.0,45.78354978
5.0,45.78833693
5.0,45.77155172
5.0,45.77419355
5.0,45.7832618
5.0,45.79657388
5.0,45.78846154
5.0,45.78891258
5.0,45.7787234
5.0,45.77070064
5.0,45.77754237
5.0,45.78858351
5.0,45.78691983
5.0,45.78736842
5.0,45.77521008
5.0,45.76310273
5.0,45.76778243
5.0,45.77661795
5.0,45.78541667
5.0,45.78170478
5.0,45.77385892
5.0,45.75569358
5.0,45.76033058
5.0,45.76907216
5.0,45.78600823
5.0,45.77823409
5.0,45.77459016
5.0,45.7607362
5.0,45.76326531
5.0,45.77189409
5.0,45.78861789
5.0,45.78093306
5.0,45.77732794
5.0,45.76363636
5.0,45.7641129
5.0,45.77464789
5.0,45.78915663
5.0,45.77955912
5.0,0.0
5.0,0.0
5.0,74.0
5.0,60.5
5.0,54.66666667
5.0,49.5
5.0,48.8
5.0,50.16666667
5.0,52.0
5.0,52.0
5.0,51.66666667
5.0,50.9
5.0,50.09090909
5.0,50.58333333
5.0,50.76923077
5.0,51.42857143
5.0,51.33333333
5.0,51.5
5.0,50.82352941
5.0,51.0
5.0,51.05263158
5.0,51.4
5.0,51.47619048
5.0,51.63636364
5.0,51.13043478
5.0,51.25
5.0,51.12
5.0,51.38461538
5.0,51.48148148
5.0,51.60714286
5.0,51.34482759
5.0,51.4
5.0,51.25806452
5.0,51.46875
5.0,51.51515152
5.0,51.70588235
5.0,51.4
5.0,51.55555556
5.0,51.35135135
5.0,51.52631579
5.0,51.56410256
5.0,51.7
5.0,51.51219512
5.0,51.64285714
5.0,51.37209302
5.0,51.45454545
5.0,51.51111111
5.0,51.60869565
5.0,51.55319149
5.0,51.625
5.0,51.42857143
5.0,51.52
5.0,51.47058824
5.0,51.61538462
5.0,51.62264151
5.0,51.72222222
5.0,51.50909091
5.0,51.60714286
5.0,51.56140351
5.0,51.67241379
5.0,51.71186441
5.0,51.78333333
5.0,51.62295082
5.0,51.64516129
5.0,51.58730159
5.0,51.65625
5.0,51.69230769
5.0,51.78787879
5.0,51.65671642
5.0,51.69117647
5.0,51.60869565
5.0,51.68571429
5.0,51.69014085
5.0,51.79166667
5.0,51.68493151
5.0,51.72972973
5.0,51.64
5.0,51.73684211
5.0,51.72727273
5.0,51.80769231
5.0,51.72151899
5.0,51.775
5.0,51.67901235
5.0,51.7804878
5.0,51.74698795
5.0,51.79761905
5.0,51.74117647
5.0,51.79069767
5.0,51.70114943
5.0,51.80681818
5.0,51.76404494
5.0,51.78888889
5.0,51.73626374
5.0,51.79347826
5.0,51.7311828
5.0,51.77659574
5.0,51.73684211
5.0,51.79166667
5.0,51.74226804
5.0,51.7755102
5.0,51.72727273
5.0,51.79
5.0,51.75247525
5.0,51.78431373
5.0,51.73786408
5.0,51.79807692
5.0,51.75238095
5.0,51.77358491
5.0,51.73831776
5.0,51.7962963
5.0,51.75229358
5.0,51.79090909
5.0,51.75675676
5.0,51.79464286
5.0,51.75221239
5.0,51.79824561
5.0,51.76521739
5.0,51.79310345
5.0,51.75213675
5.0,51.81355932
5.0,51.77310924
5.0,51.8
5.0,51.76033058
5.0,51.81147541
5.0,51.77235772
5.0,51.7983871
5.0,51.776
5.0,51.80952381
5.0,51.76377953
5.0,51.8125
5.0,51.78294574
5.0,51.80769231
5.0,51.77099237
5.0,51.83333333
5.0,51.78947368
5.0,51.80597015
5.0,51.77037037
5.0,51.81617647
5.0,51.77372263
5.0,51.79710145
5.0,51.76258993
5.0,51.81428571
5.0,51.78014184
5.0,51.79577465
5.0,51.75524476
5.0,51.79861111
5.0,51.76551724
5.0,51.80136986
5.0,51.7755102
5.0,51.80405405
5.0,51.75838926
5.0,51.80666667
5.0,51.78145695
5.0,51.79605263
5.0,51.77124183
5.0,51.81818182
5.0,51.78064516
5.0,51.79487179
5.0,51.75796178
5.0,51.79746835
5.0,51.78616352
5.0,51.825
5.0,51.7826087
5.0,51.80246914
5.0,51.76687117
5.0,51.81707317
5.0,51.80606061
5.0,51.8253012
5.0,51.79041916
5.0,51.80357143
5.0,51.76923077
5.0,51.82352941
5.0,51.81871345
5.0,51.8255814
5.0,51.79190751
5.0,51.79310345
5.0,51.77142857
5.0,51.80681818
5.0,51.80225989
5.0,51.83146067
5.0,51.7877095
5.0,51.81111111
5.0,51.7679558
5.0,51.80769231
5.0,51.79234973
5.0,51.81521739
5.0,51.79459459
5.0,51.82258065
5.0,51.77005348
5.0,51.78723404
5.0,51.78306878
5.0,51.80526316
5.0,51.80104712
5.0,51.83854167
5.0,51.78238342
5.0,51.79896907
5.0,51.8
5.0,51.80102041
5.0,51.79695431
5.0,51.83333333
5.0,51.78894472
5.0,51.79
5.0,51.78606965
5.0,51.7970297
5.0,51.79310345
5.0,51.82352941
5.0,51.7902439
5.0,51.7815534
5.0,51.76328502
5.0,51.78365385
5.0,51.77511962
5.0,51.8
5.0,51.77725118
5.0,51.79716981
5.0,51.75117371
5.0,51.78504673
5.0,51.77209302
5.0,51.7962963
5.0,51.78801843
5.0,51.81192661
5.0,51.76255708
5.0,51.78181818
5.0,51.77375566
5.0,51.8018018
5.0,51.80717489
5.0,51.82589286
5.0,51.78666667
5.0,51.79646018
5.0,51.77973568
5.0,51.80263158
5.0,51.80349345
5.0,51.83478261
5.0,51.78787879
5.0,51.81034483
5.0,51.79828326
5.0,51.81196581
5.0,51.80851064
5.0,51.83898305
5.0,51.79746835
5.0,51.80252101
5.0,51.79079498
5.0,51.8
5.0,51.80082988
5.0,51.82231405
5.0,51.80246914
5.0,51.81557377
5.0,51.79183673
5.0,51.81707317
5.0,51.8097166
5.0,51.83467742
5.0,51.81124498
5.0,51.824
5.0,51.80478088
5.0,51.82142857
5.0,51.80632411
5.0,51.82677165
5.0,51.81176471
5.0,51.8203125
5.0,51.79766537
5.0,51.82170543
5.0,51.81467181
5.0,51.82307692
5.0,51.81609195
5.0,51.82061069
5.0,51.80608365
5.0,51.81818182
5.0,51.81132075
5.0,51.81954887
5.0,51.80898876
5.0,51.81716418
5.0,51.80669145
5.0,51.81481481
5.0,51.81180812
5.0,51.81985294
5.0,51.81684982
5.0,51.81386861
5.0,51.81454545
5.0,51.81521739
5.0,51.82310469
5.0,51.82374101
5.0,51.8172043
5.0,51.81428571
5.0,51.81850534
5.0,51.81914894
5.0,51.83038869
5.0,51.82746479
5.0,51.8245614
5.0,51.81818182
5.0,51.81881533
5.0,51.82291667
5.0,51.82698962
5.0,51.83103448
5.0,51.83161512
5.0,51.82534247
5.0,51.82935154
5.0,51.82653061
5.0,51.83389831
5.0,51.8277027
5.0,51.83164983
5.0,51.82214765
5.0,51.82943144
5.0,51.82333333
5.0,51.82724252
5.0,51.82450331
5.0,51.83168317
5.0,51.82894737
5.0,51.82622951
5.0,51.82679739
5.0,51.82736156
5.0,51.83441558
5.0,51.83495146
5.0,51.82903226
5.0,51.82636656
5.0,51.83012821
5.0,51.83067093
5.0,51.84076433
5.0,51.83809524
5.0,51.83544304
5.0,51.829653
5.0,51.83018868
5.0,51.8338558
5.0,51.8375
5.0,51.8411215
5.0,51.84161491
5.0,51.83591331
5.0,51.83950617
5.0,51.83692308
5.0,51.84355828
5.0,51.83792049
5.0,51.84146341
5.0,51.83282675
5.0,51.83939394
5.0,51.83383686
5.0,51.8373494
5.0,51.83483483
5.0,51.84131737
5.0,51.83880597
5.0,51.83630952
5.0,51.83679525
5.0,51.83727811
5.0,51.84365782
5.0,51.84411765
5.0,51.83870968
5.0,51.83625731
5.0,51.83965015
5.0,51.84011628
5.0,51.84927536
5.0,51.84682081
5.0,51.8443804
5.0,51.83908046
5.0,51.83954155
5.0,51.84285714
5.0,51.84615385
5.0,51.84943182
5.0,51.84985836
5.0,51.84463277
5.0,51.84788732
5.0,51.84550562
5.0,51.85154062
5.0,51.84636872
5.0,51.84958217
5.0,51.84166667
5.0,51.84764543
5.0,51.84254144
5.0,51.84573003
5.0,51.84340659
5.0,51.84931507
5.0,51.84699454
5.0,51.84468665
5.0,51.8451087
5.0,51.84552846
5.0,51.85135135
5.0,51.85175202
5.0,51.84677419
5.0,51.84450402
5.0,51.84759358
5.0,51.848
5.0,51.85638298
5.0,51.85411141
5.0,51.85185185
5.0,51.8469657
5.0,51.84736842
5.0,51.8503937
5.0,51.85340314
5.0,51.85639687
5.0,51.85677083
5.0,51.85194805
5.0,51.85492228
5.0,51.85271318
5.0,51.85824742
5.0,51.85347044
5.0,51.85641026
5.0,51.84910486
5.0,51.85459184
5.0,51.84987277
5.0,51.85279188
5.0,51.85063291
5.0,51.85606061
5.0,51.85390428
5.0,51.85175879
5.0,51.85213033
5.0,51.8525
5.0,51.85785536
5.0,51.85820896
5.0,51.85359801
5.0,51.85148515
5.0,51.85432099
5.0,51.8546798
5.0,51.86240786
5.0,51.86029412
5.0,51.85819071
5.0,51.85365854
5.0,51.8540146
5.0,51.85679612
5.0,51.85956416
5.0,51.86231884
5.0,51.8626506
5.0,51.85817308
5.0,51.86091127
5.0,51.85885167
5.0,51.86396181
5.0,51.85952381
5.0,51.86223278
5.0,51.85545024
5.0,51.86052009
5.0,51.85613208
5.0,51.85882353
5.0,51.85680751
5.0,51.8618267
5.0,51.85981308
5.0,51.85780886
5.0,51.85813953
5.0,51.85846868
5.0,51.86342593
5.0,51.86374134
5.0,51.859447
5.0,51.85747126
5.0,51.86009174
5.0,51.8604119
5.0,51.86757991
5.0,51.86560364
5.0,51.86363636
5.0,51.85941043
5.0,51.85972851
5.0,51.86230248
5.0,51.86486486
5.0,51.86741573
5.0,51.867713
5.0,51.86353468
5.0,51.86607143
5.0,51.86414254
5.0,51.86888889
5.0,51.86474501
5.0,51.86725664
5.0,51.86092715
5.0,51.86563877
5.0,51.86153846
5.0,51.86403509
5.0,51.86214442
5.0,51.86681223
5.0,51.86492375
5.0,51.86304348
5.0,51.86334056
5.0,51.86363636
5.0,51.86825054
5.0,51.86853448
5.0,51.86451613
5.0,51.86266094
5.0,51.86509636
5.0,51.86538462
5.0,51.87206823
5.0,51.87021277
5.0,51.86836518
5.0,51.86440678
5.0,51.86469345
5.0,51.86708861
5.0,51.86947368
5.0,51.87184874
5.0,51.8721174
5.0,51.86820084
5.0,51.87056367
5.0,51.86875
5.0,51.87318087
5.0,51.86929461
5.0,51.87163561
5.0,51.86570248
5.0,51.87010309
5.0,51.86625514
5.0,51.86858316
5.0,51.86680328
5.0,51.87116564
5.0,51.86938776
5.0,51.86761711
5.0,51.86788618
5.0,51.86815416
5.0,51.87246964
5.0,51.87272727
5.0,51.86895161
5.0,51.86720322
5.0,51.86947791
5.0,51.86973948
5.0,0.0
5.0,0.0
5.0,50.0
5.0,59.0
5.0,62.33333333
5.0,59.0
5.0,58.6
5.0,59.16666667
5.0,58.71428571
5.0,59.25
5.0,59.66666667
5.0,59.2
5.0,59.45454545
5.0,59.5
5.0,59.38461538
5.0,59.28571429
5.0,59.4
5.0,59.4375
5.0,59.47058824
5.0,59.5
5.0,59.47368421
5.0,59.5
5.0,59.52380952
5.0,59.54545455
5.0,59.56521739
5.0,59.58333333
5.0,59.6
5.0,59.61538462
5.0,59.62962963
5.0,59.64285714
5.0,59.65517241
5.0,59.66666667
5.0,59.67741935
5.0,59.6875
5.0,59.6969697
5.0,59.70588235
5.0,59.71428571
5.0,59.72222222
5.0,59.72972973
5.0,59.73684211
5.0,59.74358974
5.0,59.75
5.0,59.75609756
5.0,59.76190476
5.0,59.76744186
5.0,59.77272727
5.0,59.77777778
5.0,59.7826087
5.0,59.78723404
5.0,59.79166667
5.0,59.79591837
5.0,59.8
5.0,59.80392157
5.0,59.80769231
5.0,59.81132075
5.0,59.81481481
5.0,59.81818182
5.0,59.82142857
5.0,59.8245614
5.0,59.82758621
5.0,59.83050847
5.0,59.83333333
5.0,59.83606557
5.0,59.83870968
5.0,59.84126984
5.0,59.84375
5.0,59.84615385
5.0,59.84848485
5.0,59.85074627
5.0,59.85294118
5.0,59.85507246
5.0,59.85714286
5.0,59.85915493
5.0,59.86111111
5.0,59.8630137
5.0,59.86486486
5.0,59.86666667
5.0,59.86842105
5.0,59.87012987
5.0,59.87179487
5.0,59.87341772
5.0,59.875
5.0,59.87654321
5.0,59.87804878
5.0,59.87951807
5.0,59.88095238
5.0,59.88235294
5.0,59.88372093
5.0,59.88505747
5.0,59.88636364
5.0,59.88764045
5.0,59.88888889
5.0,59.89010989
5.0,59.89130435
5.0,59.89247312
5.0,59.89361702
5.0,59.89473684
5.0,59.89583333
5.0,59.89690722
5.0,59.89795918
5.0,59.8989899
5.0,59.9
5.0,59.9009901
5.0,59.90196078
5.0,59.90291262
5.0,59.90384615
5.0,59.9047619
5.0,59.90566038
5.0,59.90654206
5.0,59.90740741
5.0,59.90825688
5.0,59.90909091
5.0,59.90990991
5.0,59.91071429
5.0,59.91150442
5.0,59.9122807
5.0,59.91304348
5.0,59.9137931
5.0,59.91452991
5.0,59.91525424
5.0,59.91596639
5.0,59.91666667
5.0,59.91735537
5.0,59.91803279
5.0,59.91869919
5.0,59.91935484
5.0,59.92
5.0,59.92063492
5.0,59.92125984
5.0,59.921875
5.0,59.92248062
5.0,59.92307692
5.0,59.92366412
5.0,59.92424242
5.0,59.92481203
5.0,59.92537313
5.0,59.92592593
5.0,59.92647059
5.0,59.9270073
5.0,59.92753623
5.0,59.92805755
5.0,59.92857143
5.0,59.92907801
5.0,59.92957746
5.0,59.93006993
5.0,59.93055556
5.0,59.93103448
5.0,59.93150685
5.0,59.93197279
5.0,59.93243243
5.0,59.93288591
5.0,59.93333333
5.0,59.93377483
5.0,59.93421053
5.0,59.93464052
5.0,59.93506494
5.0,59.93548387
5.0,59.93589744
5.0,59.93630573
5.0,59.93670886
5.0,59.93710692
5.0,59.9375
5.0,59.9378882
5.0,59.9382716
5.0,59.93865031
5.0,59.93902439
5.0,59.93939394
5.0,59.93975904
5.0,59.94011976
5.0,59.94047619
5.0,59.9408284
5.0,59.94117647
5.0,59.94152047
5.0,59.94186047
5.0,59.94219653
5.0,59.94252874
5.0,59.94285714
5.0,59.94318182
5.0,59.94350282
5.0,59.94382022
5.0,59.94413408
5.0,59.94444444
5.0,59.94475138
5.0,59.94505495
5.0,59.94535519
5.0,59.94565217
5.0,59.94594595
5.0,59.94623656
5.0,59.94652406
5.0,59.94680851
5.0,59.94708995
5.0,59.94736842
5.0,59.94764398
5.0,59.94791667
5.0,59.94818653
5.0,59.94845361
5.0,59.94871795
5.0,59.94897959
5.0,59.94923858
5.0,59.94949495
5.0,59.94974874
5.0,59.95
5.0,59.95024876
5.0,59.95049505
5.0,59.95073892
5.0,59.95098039
5.0,59.95121951
5.0,59.95145631
5.0,59.95169082
5.0,59.95192308
5.0,59.95215311
5.0,59.95238095
5.0,59.95260664
5.0,59.95283019
5.0,59.95305164
5.0,59.95327103
5.0,59.95348837
5.0,59.9537037
5.0,59.95391705
5.0,59.95412844
5.0,59.9543379
5.0,59.95454545
5.0,59.95475113
5.0,59.95495495
5.0,59.95515695
5.0,59.95535714
5.0,59.95555556
5.0,59.95575221
5.0,59.95594714
5.0,59.95614035
5.0,59.95633188
5.0,59.95652174
5.0,59.95670996
5.0,59.95689655
5.0,59.95708155
5.0,59.95726496
5.0,59.95744681
5.0,59.95762712
5.0,59.95780591
5.0,59.95798319
5.0,59.958159
5.0,59.95833333
5.0,59.95850622
5.0,59.95867769
5.0,59.95884774
5.0,59.95901639
5.0,59.95918367
5.0,59.95934959
5.0,59.95951417
5.0,59.95967742
5.0,59.95983936
5.0,59.96
5.0,59.96015936
5.0,59.96031746
5.0,59.96047431
5.0,59.96062992
5.0,59.96078431
5.0,59.9609375
5.0,59.96108949
5.0,59.96124031
5.0,59.96138996
5.0,59.96153846
5.0,59.96168582
5.0,59.96183206
5.0,59.96197719
5.0,59.96212121
5.0,59.96226415
5.0,59.96240602
5.0,59.96254682
5.0,59.96268657
5.0,59.96282528
5.0,59.96296296
5.0,59.96309963
5.0,59.96323529
5.0,59.96336996
5.0,59.96350365
5.0,59.96363636
5.0,59.96376812
5.0,59.96389892
5.0,59.96402878
5.0,59.96415771
5.0,59.96428571
5.0,59.96441281
5.0,59.96453901
5.0,59.96466431
5.0,59.96478873
5.0,59.96491228
5.0,59.96503497
5.0,59.96515679
5.0,59.96527778
5.0,59.96539792
5.0,59.96551724
5.0,59.96563574
5.0,59.96575342
5.0,59.96587031
5.0,59.96598639
5.0,59.96610169
5.0,59.96621622
5.0,59.96632997
5.0,59.96644295
5.0,59.96655518
5.0,59.96666667
5.0,59.96677741
5.0,59.96688742
5.0,59.9669967
5.0,59.96710526
5.0,59.96721311
5.0,59.96732026
5.0,59.96742671
5.0,59.96753247
5.0,59.96763754
5.0,59.96774194
5.0,59.96784566
5.0,59.96794872
5.0,59.96805112
5.0,59.96815287
5.0,59.96825397
5.0,59.96835443
5.0,59.96845426
5.0,59.96855346
5.0,59.96865204
5.0,59.96875
5.0,59.96884735
5.0,59.9689441
5.0,59.96904025
5.0,59.9691358
5.0,59.96923077
5.0,59.96932515
5.0,59.96941896
5.0,59.9695122
5.0,59.96960486
5.0,59.96969697
5.0,59.96978852
5.0,59.96987952
5.0,59.96996997
5.0,59.97005988
5.0,59.97014925
5.0,59.9702381
5.0,59.97032641
5.0,59.9704142
5.0,59.97050147
5.0,59.97058824
5.0,59.97067449
5.0,59.97076023
5.0,59.97084548
5.0,59.97093023
5.0,59.97101449
5.0,59.97109827
5.0,59.97118156
5.0,59.97126437
5.0,59.9713467
5.0,59.97142857
5.0,59.97150997
5.0,59.97159091
5.0,59.97167139
5.0,59.97175141
5.0,59.97183099
5.0,59.97191011
5.0,59.9719888
5.0,59.97206704
5.0,59.97214485
5.0,59.97222222
5.0,59.97229917
5.0,59.97237569
5.0,59.97245179
5.0,59.97252747
5.0,59.97260274
5.0,59.9726776
5.0,59.97275204
5.0,59.97282609
5.0,59.97289973
5.0,59.97297297
5.0,59.97304582
5.0,59.97311828
5.0,59.97319035
5.0,59.97326203
5.0,59.97333333
5.0,59.97340426
5.0,59.9734748
5.0,59.97354497
5.0,59.97361478
5.0,59.97368421
5.0,59.97375328
5.0,59.97382199
5.0,59.97389034
5.0,59.97395833
5.0,59.97402597
5.0,59.97409326
5.0,59.97416021
5.0,59.9742268
5.0,59.97429306
5.0,59.97435897
5.0,59.97442455
5.0,59.9744898
5.0,59.97455471
5.0,59.97461929
5.0,59.97468354
5.0,59.97474747
5.0,59.97481108
5.0,59.97487437
5.0,59.97493734
5.0,59.975
5.0,59.97506234
5.0,59.97512438
5.0,59.9751861
5.0,59.97524752
5.0,59.97530864
5.0,59.97536946
5.0,59.97542998
5.0,59.9754902
5.0,59.97555012
5.0,59.97560976
