number-strategies,avg-attendance 
8.0,44.01736111
8.0,44.03806228
8.0,44.04137931
8.0,44.05154639
8.0,44.03424658
8.0,44.02047782
8.0,44.01020408
8.0,44.02372881
8.0,44.03716216
8.0,44.03703704
8.0,44.04697987
8.0,44.03010033
8.0,44.01666667
8.0,43.99667774
8.0,44.00331126
8.0,44.01320132
8.0,44.02631579
8.0,44.03278689
8.0,44.01633987
8.0,44.0
8.0,43.98376623
8.0,43.97411003
8.0,43.98387097
8.0,43.99678457
8.0,44.01282051
8.0,44.01597444
8.0,44.0
8.0,43.99047619
8.0,43.97151899
8.0,43.96529968
8.0,43.97798742
8.0,44.0031348
8.0,44.01875
8.0,44.00311526
8.0,43.98757764
8.0,43.97213622
8.0,43.95679012
8.0,43.95384615
8.0,43.98159509
8.0,43.99082569
8.0,43.9847561
8.0,43.96960486
8.0,43.96060606
8.0,43.94561934
8.0,43.94277108
8.0,43.96696697
8.0,43.98203593
8.0,43.99104478
8.0,43.97916667
8.0,43.96142433
8.0,43.94970414
8.0,43.94100295
8.0,43.95
8.0,43.96774194
8.0,43.97368421
8.0,43.97084548
8.0,43.94476744
8.0,43.93913043
8.0,43.92485549
8.0,43.92795389
8.0,43.94827586
8.0,43.95702006
8.0,43.96857143
8.0,43.95441595
8.0,43.94602273
8.0,43.93201133
8.0,43.93502825
8.0,43.95492958
8.0,43.97191011
8.0,43.9719888
8.0,43.96927374
8.0,43.94986072
8.0,43.93611111
8.0,43.93074792
8.0,43.94475138
8.0,43.95316804
8.0,43.9532967
8.0,43.95342466
8.0,43.93989071
8.0,43.92915531
8.0,43.91847826
8.0,43.91869919
8.0,43.93513514
8.0,43.94339623
8.0,43.94623656
8.0,43.93565684
8.0,43.9171123
8.0,43.90933333
8.0,43.90957447
8.0,43.933687
8.0,43.95238095
8.0,43.94986807
8.0,43.93947368
8.0,43.93700787
8.0,43.92408377
8.0,43.91644909
8.0,43.92708333
8.0,43.94545455
8.0,43.9507772
8.0,43.95348837
8.0,43.94587629
8.0,43.92802057
8.0,43.91538462
8.0,43.92327366
8.0,43.93877551
8.0,43.94147583
8.0,43.93908629
8.0,43.91392405
8.0,43.8989899
8.0,43.89420655
8.0,43.88944724
8.0,43.9047619
8.0,43.915
8.0,43.9201995
8.0,43.92039801
8.0,43.90818859
8.0,43.90594059
8.0,43.8962963
8.0,43.91133005
8.0,43.93366093
8.0,43.93872549
8.0,43.93643032
8.0,43.9195122
8.0,43.91484185
8.0,43.90533981
8.0,43.91525424
8.0,43.92995169
8.0,43.93975904
8.0,43.93990385
8.0,43.92565947
8.0,43.92344498
8.0,43.90692124
8.0,43.90714286
8.0,43.9216152
8.0,43.93601896
8.0,43.93853428
8.0,43.91981132
8.0,43.91294118
8.0,43.90140845
8.0,43.90163934
8.0,43.9135514
8.0,43.92307692
8.0,43.92790698
8.0,43.92111369
8.0,43.90972222
8.0,43.89838337
8.0,43.89631336
8.0,43.90344828
8.0,43.91743119
8.0,43.9221968
8.0,43.92237443
8.0,43.90888383
8.0,43.90227273
8.0,43.90022676
8.0,43.90723982
8.0,43.91647856
8.0,43.91891892
8.0,43.92808989
8.0,43.9058296
8.0,43.89261745
8.0,43.88169643
8.0,43.87750557
8.0,43.89111111
8.0,43.90243902
8.0,43.90707965
8.0,43.89624724
8.0,43.88546256
8.0,43.87912088
8.0,43.87061404
8.0,43.88183807
8.0,43.8930131
8.0,43.90196078
8.0,43.90869565
8.0,43.89804772
8.0,43.8961039
8.0,43.88336933
8.0,43.89439655
8.0,43.90752688
8.0,43.91416309
8.0,43.92077088
8.0,43.90598291
8.0,43.89339019
8.0,43.88297872
8.0,43.88322718
8.0,43.88983051
8.0,43.90063425
8.0,43.89873418
8.0,43.89052632
8.0,43.88445378
8.0,43.87421384
8.0,43.87238494
8.0,43.87682672
8.0,43.8875
8.0,43.8981289
8.0,43.90248963
8.0,43.89233954
8.0,43.88429752
8.0,43.87216495
8.0,43.87654321
8.0,43.89117043
8.0,43.90163934
8.0,43.90797546
8.0,43.89591837
8.0,43.88798371
8.0,43.88414634
8.0,43.87221095
8.0,43.8805668
8.0,43.89292929
8.0,43.89717742
8.0,43.89939638
8.0,43.88955823
8.0,43.87775551
8.0,0.0
8.0,0.0
8.0,67.0
8.0,68.5
8.0,64.66666667
8.0,60.75
8.0,58.0
8.0,58.0
8.0,58.0
8.0,58.625
8.0,58.55555556
8.0,58.5
8.0,58.27272727
8.0,57.0
8.0,55.76923077
8.0,55.28571429
8.0,54.4
8.0,54.1875
8.0,53.82352941
8.0,53.55555556
8.0,53.36842105
8.0,52.7
8.0,52.0
8.0,52.13636364
8.0,52.30434783
8.0,52.33333333
8.0,52.56
8.0,52.61538462
8.0,52.74074074
8.0,52.92857143
8.0,52.68965517
8.0,52.5
8.0,52.5483871
8.0,52.5
8.0,52.51515152
8.0,52.58823529
8.0,52.68571429
8.0,52.66666667
8.0,52.62162162
8.0,52.47368421
8.0,52.41025641
8.0,52.475
8.0,52.3902439
8.0,52.28571429
8.0,52.13953488
8.0,52.04545455
8.0,52.06666667
8.0,52.02173913
8.0,51.9787234
8.0,52.02083333
8.0,52.10204082
8.0,52.08
8.0,52.01960784
8.0,51.96153846
8.0,51.9245283
8.0,51.98148148
8.0,51.98181818
8.0,51.91071429
8.0,51.89473684
8.0,52.0
8.0,51.98305085
8.0,51.9
8.0,51.85245902
8.0,51.83870968
8.0,51.87301587
8.0,51.890625
8.0,51.8
8.0,51.74242424
8.0,51.76119403
8.0,51.77941176
8.0,51.76811594
8.0,51.7
8.0,51.66197183
8.0,51.73611111
8.0,51.68493151
8.0,51.66216216
8.0,51.66666667
8.0,51.63157895
8.0,51.63636364
8.0,51.6025641
8.0,51.49367089
8.0,51.525
8.0,51.58024691
8.0,51.56097561
8.0,51.55421687
8.0,51.55952381
8.0,51.52941176
8.0,51.59302326
8.0,51.59770115
8.0,51.53409091
8.0,51.5505618
8.0,51.54444444
8.0,51.51648352
8.0,51.48913043
8.0,51.4516129
8.0,51.45744681
8.0,51.49473684
8.0,51.5
8.0,51.44329897
8.0,51.41836735
8.0,51.41414141
8.0,51.45
8.0,51.42574257
8.0,51.38235294
8.0,51.39805825
8.0,51.40384615
8.0,51.40952381
8.0,51.38679245
8.0,51.31775701
8.0,51.33333333
8.0,51.34862385
8.0,51.33636364
8.0,51.31531532
8.0,51.29464286
8.0,51.31858407
8.0,51.34210526
8.0,51.31304348
8.0,51.27586207
8.0,51.2991453
8.0,51.3220339
8.0,51.31932773
8.0,51.28333333
8.0,51.24793388
8.0,51.30327869
8.0,51.31707317
8.0,51.2983871
8.0,51.264
8.0,51.26984127
8.0,51.32283465
8.0,51.3125
8.0,51.25581395
8.0,51.23076923
8.0,51.26717557
8.0,51.3030303
8.0,51.28571429
8.0,51.23880597
8.0,51.26666667
8.0,51.30882353
8.0,51.27737226
8.0,51.22463768
8.0,51.22302158
8.0,51.25714286
8.0,51.29787234
8.0,51.28169014
8.0,51.24475524
8.0,51.25694444
8.0,51.30344828
8.0,51.26027397
8.0,51.20408163
8.0,51.18918919
8.0,51.22147651
8.0,51.24
8.0,51.23178808
8.0,51.20394737
8.0,51.21568627
8.0,51.24025974
8.0,51.20645161
8.0,51.16666667
8.0,51.17197452
8.0,51.20886076
8.0,51.20754717
8.0,51.175
8.0,51.17391304
8.0,51.19753086
8.0,51.23312883
8.0,51.2195122
8.0,51.16969697
8.0,51.18072289
8.0,51.23353293
8.0,51.21428571
8.0,51.15384615
8.0,51.15294118
8.0,51.1754386
8.0,51.21511628
8.0,51.21965318
8.0,51.18390805
8.0,51.18857143
8.0,51.22159091
8.0,51.22033898
8.0,51.1741573
8.0,51.15642458
8.0,51.16111111
8.0,51.16574586
8.0,51.16483516
8.0,51.16939891
8.0,51.18478261
8.0,51.2
8.0,51.1827957
8.0,51.14438503
8.0,51.14893617
8.0,51.18518519
8.0,51.17368421
8.0,51.13612565
8.0,51.109375
8.0,51.11917098
8.0,51.13917526
8.0,51.14358974
8.0,51.11734694
8.0,51.11675127
8.0,51.16161616
8.0,51.1758794
8.0,51.155
8.0,51.13432836
8.0,51.13366337
8.0,51.15270936
8.0,51.14705882
8.0,51.10243902
8.0,51.08252427
8.0,51.09661836
8.0,51.12980769
8.0,51.11961722
8.0,51.09047619
8.0,51.09478673
8.0,51.13207547
8.0,51.10798122
8.0,51.08411215
8.0,51.08372093
8.0,51.09259259
8.0,51.11059908
8.0,51.11009174
8.0,51.08675799
8.0,51.1
8.0,51.11312217
8.0,51.11261261
8.0,51.0941704
8.0,51.08928571
8.0,51.11111111
8.0,51.13274336
8.0,51.11453744
8.0,51.07894737
8.0,51.07860262
8.0,51.11304348
8.0,51.1038961
8.0,51.08189655
8.0,51.06437768
8.0,51.08974359
8.0,51.09787234
8.0,51.09322034
8.0,51.06751055
8.0,51.07563025
8.0,51.10041841
8.0,51.0875
8.0,51.05394191
8.0,51.05371901
8.0,51.07407407
8.0,51.09016393
8.0,51.06938776
8.0,51.04065041
8.0,51.048583
8.0,51.08870968
8.0,51.08433735
8.0,51.048
8.0,51.0438247
8.0,51.04761905
8.0,51.05533597
8.0,51.05905512
8.0,51.04313725
8.0,51.05078125
8.0,51.07392996
8.0,51.05426357
8.0,51.02702703
8.0,51.03461538
8.0,51.04597701
8.0,51.0610687
8.0,51.04562738
8.0,51.04924242
8.0,51.06415094
8.0,51.06390977
8.0,51.04494382
8.0,51.0261194
8.0,51.02230483
8.0,51.05555556
8.0,51.04797048
8.0,51.01838235
8.0,51.01465201
8.0,51.03284672
8.0,51.05090909
8.0,51.05434783
8.0,51.03610108
8.0,51.03956835
8.0,51.06810036
8.0,51.06071429
8.0,51.03558719
8.0,51.0248227
8.0,51.03180212
8.0,51.04929577
8.0,51.04912281
8.0,51.02797203
8.0,51.03135889
8.0,51.04861111
8.0,51.03806228
8.0,51.02758621
8.0,51.02749141
8.0,51.04452055
8.0,51.05802048
8.0,51.04081633
8.0,51.02033898
8.0,51.02364865
8.0,51.04713805
8.0,51.03691275
8.0,51.02006689
8.0,51.01666667
8.0,51.02990033
8.0,51.04304636
8.0,51.03960396
8.0,51.01644737
8.0,51.02295082
8.0,51.05228758
8.0,51.05537459
8.0,51.02922078
8.0,51.01941748
8.0,51.02580645
8.0,51.04180064
8.0,51.04807692
8.0,51.02875399
8.0,51.03184713
8.0,51.05396825
8.0,51.03797468
8.0,51.02208202
8.0,51.01572327
8.0,51.01253918
8.0,51.028125
8.0,51.02803738
8.0,51.00931677
8.0,51.01857585
8.0,51.03395062
8.0,51.02769231
8.0,51.01533742
8.0,51.00917431
8.0,51.02134146
8.0,51.02735562
8.0,51.01212121
8.0,51.0
8.0,51.0060241
8.0,51.02102102
8.0,51.0239521
8.0,51.0
8.0,50.98809524
8.0,51.00296736
8.0,51.0147929
8.0,51.01474926
8.0,51.00294118
8.0,51.00293255
8.0,51.01754386
8.0,51.00874636
8.0,50.99127907
8.0,50.99130435
8.0,50.99421965
8.0,51.00864553
8.0,51.01149425
8.0,50.99426934
8.0,50.99714286
8.0,51.01424501
8.0,51.0
8.0,50.98866856
8.0,50.99435028
8.0,50.9971831
8.0,51.00842697
8.0,51.00560224
8.0,50.98603352
8.0,50.99164345
8.0,51.00277778
8.0,50.99445983
8.0,50.98342541
8.0,50.98071625
8.0,50.99175824
8.0,50.99726027
8.0,50.9863388
8.0,50.98365123
8.0,50.99184783
8.0,51.00542005
8.0,51.0
8.0,50.97574124
8.0,50.96236559
8.0,50.97050938
8.0,50.97860963
8.0,50.98133333
8.0,50.97340426
8.0,50.98408488
8.0,50.9973545
8.0,50.99208443
8.0,50.97105263
8.0,50.96850394
8.0,50.97905759
8.0,50.98694517
8.0,50.98697917
8.0,50.97402597
8.0,50.97927461
8.0,50.99483204
8.0,50.98969072
8.0,50.96401028
8.0,50.96153846
8.0,50.97442455
8.0,50.98214286
8.0,50.96946565
8.0,50.95431472
8.0,50.96962025
8.0,50.98484848
8.0,50.97984887
8.0,50.96231156
8.0,50.95989975
8.0,50.9775
8.0,50.99002494
8.0,50.9800995
8.0,50.95781638
8.0,50.96039604
8.0,50.97283951
8.0,50.9679803
8.0,50.95823096
8.0,50.96568627
8.0,50.97310513
8.0,50.97317073
8.0,50.96836983
8.0,50.95631068
8.0,50.96125908
8.0,50.98067633
8.0,50.97349398
8.0,50.96153846
8.0,50.96642686
8.0,50.97129187
8.0,50.97136038
8.0,50.96666667
8.0,50.96437055
8.0,50.97393365
8.0,50.9929078
8.0,50.97877358
8.0,50.96
8.0,50.95305164
8.0,50.95784543
8.0,50.96728972
8.0,50.96503497
8.0,50.95348837
8.0,50.95823666
8.0,50.96759259
8.0,50.96535797
8.0,50.95391705
8.0,50.94482759
8.0,50.95183486
8.0,50.96338673
8.0,50.956621
8.0,50.94077449
8.0,50.94090909
8.0,50.95011338
8.0,50.95022624
8.0,50.94130926
8.0,50.93693694
8.0,50.9505618
8.0,50.95515695
8.0,50.93959732
8.0,50.92410714
8.0,50.92650334
8.0,50.94444444
8.0,50.94235033
8.0,50.92920354
8.0,50.92715232
8.0,50.93612335
8.0,50.94725275
8.0,50.94078947
8.0,50.92122538
8.0,50.92576419
8.0,50.94553377
8.0,50.94347826
8.0,50.93275488
8.0,50.93290043
8.0,50.93520518
8.0,50.94827586
8.0,50.93978495
8.0,50.92918455
8.0,50.93361884
8.0,50.94444444
8.0,50.94029851
8.0,50.93404255
8.0,50.92569002
8.0,50.93644068
8.0,50.94714588
8.0,50.94303797
8.0,50.92842105
8.0,50.92857143
8.0,50.93501048
8.0,50.93933054
8.0,50.93736952
8.0,50.92916667
8.0,50.93762994
8.0,50.95020747
8.0,50.94616977
8.0,50.93181818
8.0,50.92783505
8.0,50.9382716
8.0,50.94455852
8.0,50.94262295
8.0,50.93456033
8.0,50.94285714
8.0,50.95315682
8.0,50.93699187
8.0,50.9188641
8.0,50.92105263
8.0,50.93737374
8.0,50.94758065
8.0,50.93963783
8.0,50.92570281
8.0,50.92785571
8.0,0.0
8.0,0.0
8.0,50.0
8.0,53.0
8.0,51.33333333
8.0,51.75
8.0,51.6
8.0,51.83333333
8.0,52.28571429
8.0,52.25
8.0,52.0
8.0,52.2
8.0,52.36363636
8.0,53.08333333
8.0,53.38461538
8.0,53.71428571
8.0,54.26666667
8.0,54.75
8.0,55.0
8.0,55.61111111
8.0,55.73684211
8.0,55.9
8.0,55.85714286
8.0,55.81818182
8.0,55.73913043
8.0,55.625
8.0,55.4
8.0,55.26923077
8.0,55.07407407
8.0,54.85714286
8.0,54.68965517
8.0,54.66666667
8.0,54.58064516
8.0,54.53125
8.0,54.45454545
8.0,54.55882353
8.0,54.51428571
8.0,54.63888889
8.0,54.59459459
8.0,54.71052632
8.0,54.74358974
8.0,54.925
8.0,55.07317073
8.0,55.19047619
8.0,55.30232558
8.0,55.29545455
8.0,55.31111111
8.0,55.34782609
8.0,55.27659574
8.0,55.22916667
8.0,55.14285714
8.0,55.08
8.0,54.94117647
8.0,54.92307692
8.0,54.86792453
8.0,54.88888889
8.0,54.87272727
8.0,54.96428571
8.0,54.96491228
8.0,55.0
8.0,54.93220339
8.0,54.91666667
8.0,54.95081967
8.0,54.9516129
8.0,55.04761905
8.0,55.078125
8.0,55.13846154
8.0,55.15151515
8.0,55.19402985
8.0,55.25
8.0,55.27536232
8.0,55.4
8.0,55.33802817
8.0,55.34722222
8.0,55.24657534
8.0,55.2027027
8.0,55.08
8.0,55.11842105
8.0,55.07792208
8.0,55.15384615
8.0,55.17721519
8.0,55.2
8.0,55.20987654
8.0,55.2195122
8.0,55.26506024
8.0,55.29761905
8.0,55.34117647
8.0,55.37209302
8.0,55.28735632
8.0,55.26136364
8.0,55.23595506
8.0,55.27777778
8.0,55.2967033
8.0,55.35869565
8.0,55.39784946
8.0,55.41489362
8.0,55.36842105
8.0,55.375
8.0,55.32989691
8.0,55.33673469
8.0,55.29292929
8.0,55.29
8.0,55.26732673
8.0,55.23529412
8.0,55.23300971
8.0,55.22115385
8.0,55.31428571
8.0,55.36792453
8.0,55.42990654
8.0,55.43518519
8.0,55.44954128
8.0,55.4
8.0,55.38738739
8.0,55.38392857
8.0,55.39823009
8.0,55.40350877
8.0,55.4173913
8.0,55.4137931
8.0,55.41025641
8.0,55.41525424
8.0,55.40336134
8.0,55.425
8.0,55.47933884
8.0,55.48360656
8.0,55.4796748
8.0,55.41935484
8.0,55.384
8.0,55.34920635
8.0,55.38582677
8.0,55.3828125
8.0,55.44186047
8.0,55.46153846
8.0,55.48091603
8.0,55.46212121
8.0,55.46616541
8.0,55.45522388
8.0,55.48148148
8.0,55.49264706
8.0,55.50364964
8.0,55.47826087
8.0,55.4676259
8.0,55.46428571
8.0,55.4751773
8.0,55.50704225
8.0,55.52447552
8.0,55.56944444
8.0,55.5862069
8.0,55.56164384
8.0,55.55782313
8.0,55.52702703
8.0,55.52348993
8.0,55.52
8.0,55.52980132
8.0,55.53947368
8.0,55.52287582
8.0,55.50649351
8.0,55.52903226
8.0,55.53846154
8.0,55.56687898
8.0,55.58227848
8.0,55.61006289
8.0,55.61875
8.0,55.57763975
8.0,55.56790123
8.0,55.54601227
8.0,55.56707317
8.0,55.58787879
8.0,55.62048193
8.0,55.65868263
8.0,55.66071429
8.0,55.65088757
8.0,55.62941176
8.0,55.64327485
8.0,55.6627907
8.0,55.66473988
8.0,55.64942529
8.0,55.61714286
8.0,55.59090909
8.0,55.5819209
8.0,55.57865169
8.0,55.60335196
8.0,55.62777778
8.0,55.65745856
8.0,55.65934066
8.0,55.66120219
8.0,55.66304348
8.0,55.65945946
8.0,55.67204301
8.0,55.68983957
8.0,55.70212766
8.0,55.68253968
8.0,55.67368421
8.0,55.65445026
8.0,55.66666667
8.0,55.68393782
8.0,55.71134021
8.0,55.72820513
8.0,55.72959184
8.0,55.72588832
8.0,55.68686869
8.0,55.69346734
8.0,55.665
8.0,55.68656716
8.0,55.67821782
8.0,55.68965517
8.0,55.67647059
8.0,55.66829268
8.0,55.65533981
8.0,55.67149758
8.0,55.70192308
8.0,55.73684211
8.0,55.74761905
8.0,55.74881517
8.0,55.72169811
8.0,55.71830986
8.0,55.71495327
8.0,55.73953488
8.0,55.75
8.0,55.75576037
8.0,55.76146789
8.0,55.75342466
8.0,55.74545455
8.0,55.75113122
8.0,55.75675676
8.0,55.76233184
8.0,55.77232143
8.0,55.75555556
8.0,55.7300885
8.0,55.71365639
8.0,55.70614035
8.0,55.72052402
8.0,55.73478261
8.0,55.75757576
8.0,55.76293103
8.0,55.76824034
8.0,55.74786325
8.0,55.76170213
8.0,55.77118644
8.0,55.80168776
8.0,55.80672269
8.0,55.79916318
8.0,55.77916667
8.0,55.77593361
8.0,55.76446281
8.0,55.77366255
8.0,55.78688525
8.0,55.80408163
8.0,55.80487805
8.0,55.7854251
8.0,55.77016129
8.0,55.75903614
8.0,55.768
8.0,55.78087649
8.0,55.8015873
8.0,55.80237154
8.0,55.7992126
8.0,55.77254902
8.0,55.7890625
8.0,55.79766537
8.0,55.82170543
8.0,55.84169884
8.0,55.84230769
8.0,55.83524904
8.0,55.82061069
8.0,55.80988593
8.0,55.81818182
8.0,55.82641509
8.0,55.85338346
8.0,55.84644195
8.0,55.84328358
8.0,55.81040892
8.0,55.80740741
8.0,55.78597786
8.0,55.80514706
8.0,55.80952381
8.0,55.82846715
8.0,55.83636364
8.0,55.82608696
8.0,55.81588448
8.0,55.81294964
8.0,55.83512545
8.0,55.85714286
8.0,55.87544484
8.0,55.87588652
8.0,55.86219081
8.0,55.84507042
8.0,55.83859649
8.0,55.85664336
8.0,55.86062718
8.0,55.87847222
8.0,55.88927336
8.0,55.88965517
8.0,55.86597938
8.0,55.86643836
8.0,55.84300341
8.0,55.86054422
8.0,55.86440678
8.0,55.87837838
8.0,55.85858586
8.0,55.84563758
8.0,55.8361204
8.0,55.84
8.0,55.86046512
8.0,55.88741722
8.0,55.90429043
8.0,55.92105263
8.0,55.90491803
8.0,55.90196078
8.0,55.89576547
8.0,55.9025974
8.0,55.91585761
8.0,55.91935484
8.0,55.91961415
8.0,55.91346154
8.0,55.89456869
8.0,55.89808917
8.0,55.88888889
8.0,55.90822785
8.0,55.91167192
8.0,55.92767296
8.0,55.92163009
8.0,55.9125
8.0,55.90654206
8.0,55.9068323
8.0,55.91331269
8.0,55.92592593
8.0,55.93230769
8.0,55.93865031
8.0,55.9266055
8.0,55.91768293
8.0,55.92705167
8.0,55.93030303
8.0,55.94259819
8.0,55.95783133
8.0,55.95195195
8.0,55.95808383
8.0,55.93731343
8.0,55.93452381
8.0,55.9347181
8.0,55.95266272
8.0,55.95575221
8.0,55.95882353
8.0,55.95014663
8.0,55.93567251
8.0,55.93877551
8.0,55.94186047
8.0,55.95362319
8.0,55.96531792
8.0,55.96541787
8.0,55.95114943
8.0,55.94269341
8.0,55.93142857
8.0,55.94017094
8.0,55.94886364
8.0,55.95750708
8.0,55.96327684
8.0,55.95492958
8.0,55.95786517
8.0,55.94957983
8.0,55.96927374
8.0,55.97214485
8.0,55.99166667
8.0,55.98614958
8.0,55.97790055
8.0,55.95867769
8.0,55.95879121
8.0,55.95616438
8.0,55.96994536
8.0,55.97275204
8.0,55.98641304
8.0,55.97560976
8.0,55.97297297
8.0,55.95956873
8.0,55.96236559
8.0,55.96514745
8.0,55.97860963
8.0,55.98133333
8.0,55.97340426
8.0,55.95490716
8.0,55.94973545
8.0,55.94459103
8.0,55.96578947
8.0,55.97637795
8.0,55.9947644
8.0,55.9921671
8.0,55.98958333
8.0,55.97142857
8.0,55.97409326
8.0,55.96899225
8.0,55.98195876
8.0,55.98457584
8.0,55.98205128
8.0,55.96930946
8.0,55.96683673
8.0,55.956743
8.0,55.95685279
8.0,55.96962025
8.0,55.98989899
8.0,55.99244332
8.0,55.99246231
8.0,55.98496241
8.0,55.9775
8.0,55.98254364
8.0,55.98756219
8.0,55.99255583
8.0,55.99752475
8.0,55.98765432
8.0,55.98275862
8.0,55.97788698
8.0,55.97794118
8.0,55.9804401
8.0,55.98780488
8.0,55.99270073
8.0,56.0
8.0,55.99273608
8.0,55.98550725
8.0,55.98072289
8.0,55.98798077
8.0,55.99520384
8.0,56.00478469
8.0,56.0071599
8.0,55.99761905
8.0,55.99524941
8.0,55.98815166
8.0,55.99527187
8.0,56.01179245
8.0,56.01882353
8.0,56.03051643
8.0,56.01639344
8.0,56.02102804
8.0,56.00932401
8.0,56.01627907
8.0,56.01856148
8.0,56.02083333
8.0,56.03233256
8.0,56.02534562
8.0,56.01149425
8.0,56.01146789
8.0,56.00915332
8.0,56.02054795
8.0,56.02050114
8.0,56.03181818
8.0,56.02040816
8.0,56.01809955
8.0,56.0
8.0,56.0
8.0,56.00449438
8.0,56.01569507
8.0,56.0246085
8.0,56.02901786
8.0,56.03340757
8.0,56.02444444
8.0,56.02882483
8.0,56.03318584
8.0,56.04415011
8.0,56.05947137
8.0,56.05274725
8.0,56.04824561
8.0,56.02625821
8.0,56.02401747
8.0,56.01742919
8.0,56.02608696
8.0,56.03036876
8.0,56.04329004
8.0,56.04103672
8.0,56.04525862
8.0,56.03655914
8.0,56.03433476
8.0,56.04496788
8.0,56.05128205
8.0,56.05970149
8.0,56.05531915
8.0,56.04246285
8.0,56.03601695
8.0,56.03382664
8.0,56.04852321
8.0,56.04842105
8.0,56.05882353
8.0,56.05450734
8.0,56.05648536
8.0,56.04175365
8.0,56.04791667
8.0,56.04158004
8.0,56.04771784
8.0,56.04761905
8.0,56.04545455
8.0,56.05154639
8.0,56.04320988
8.0,56.04312115
8.0,56.04508197
8.0,56.06134969
8.0,56.0755102
8.0,56.08350305
8.0,56.07723577
8.0,56.07099391
8.0,56.06477733
8.0,56.06060606
8.0,56.06854839
8.0,56.07042254
8.0,56.07630522
8.0,56.07214429
8.0,0.0
8.0,0.0
8.0,58.0
8.0,58.0
8.0,57.33333333
8.0,55.5
8.0,55.6
8.0,55.83333333
8.0,55.85714286
8.0,55.25
8.0,55.11111111
8.0,54.7
8.0,55.0
8.0,55.58333333
8.0,56.53846154
8.0,57.21428571
8.0,57.6
8.0,57.4375
8.0,57.70588235
8.0,57.88888889
8.0,58.15789474
8.0,58.3
8.0,58.38095238
8.0,58.5
8.0,58.82608696
8.0,59.0
8.0,59.0
8.0,59.07692308
8.0,59.07407407
8.0,59.07142857
8.0,59.06896552
8.0,58.93333333
8.0,58.77419355
8.0,58.78125
8.0,58.78787879
8.0,58.61764706
8.0,58.65714286
8.0,58.86111111
8.0,58.97297297
8.0,58.97368421
8.0,58.97435897
8.0,58.95
8.0,59.04878049
8.0,59.16666667
8.0,59.18604651
8.0,59.22727273
8.0,59.37777778
8.0,59.45652174
8.0,59.53191489
8.0,59.60416667
8.0,59.63265306
8.0,59.7
8.0,59.76470588
8.0,59.78846154
8.0,59.75471698
8.0,59.77777778
8.0,59.76363636
8.0,59.69642857
8.0,59.68421053
8.0,59.65517241
8.0,59.62711864
8.0,59.66666667
8.0,59.6557377
8.0,59.59677419
8.0,59.61904762
8.0,59.625
8.0,59.58461538
8.0,59.56060606
8.0,59.55223881
8.0,59.51470588
8.0,59.55072464
8.0,59.6
8.0,59.5915493
8.0,59.625
8.0,59.78082192
8.0,59.7972973
8.0,59.81333333
8.0,59.82894737
8.0,59.84415584
8.0,59.92307692
8.0,59.98734177
8.0,60.0
8.0,60.01234568
8.0,60.07317073
8.0,60.08433735
8.0,60.07142857
8.0,60.07058824
8.0,60.04651163
8.0,60.03448276
8.0,60.03409091
8.0,59.98876404
8.0,59.92222222
8.0,59.94505495
8.0,59.92391304
8.0,59.87096774
8.0,59.88297872
8.0,59.87368421
8.0,59.86458333
8.0,59.86597938
8.0,59.85714286
8.0,59.83838384
8.0,59.9
8.0,59.98019802
8.0,60.0
8.0,60.04854369
8.0,60.09615385
8.0,60.1047619
8.0,60.13207547
8.0,60.1588785
8.0,60.13888889
8.0,60.1559633
8.0,60.18181818
8.0,60.16216216
8.0,60.16964286
8.0,60.18584071
8.0,60.14035088
8.0,60.13043478
8.0,60.13793103
8.0,60.05982906
8.0,60.00847458
8.0,60.03361345
8.0,59.98333333
8.0,59.9338843
8.0,59.95901639
8.0,59.94308943
8.0,59.9516129
8.0,59.976
8.0,59.96825397
8.0,59.96850394
8.0,60.0234375
8.0,60.06976744
8.0,60.06153846
8.0,60.13740458
8.0,60.17424242
8.0,60.18045113
8.0,60.2238806
8.0,60.26666667
8.0,60.25735294
8.0,60.25547445
8.0,60.26086957
8.0,60.25179856
8.0,60.26428571
8.0,60.24113475
8.0,60.21830986
8.0,60.21678322
8.0,60.22222222
8.0,60.17241379
8.0,60.13013699
8.0,60.14285714
8.0,60.10135135
8.0,60.0738255
8.0,60.08
8.0,60.05298013
8.0,60.04605263
8.0,60.07843137
8.0,60.09090909
8.0,60.11612903
8.0,60.1474359
8.0,60.1656051
8.0,60.1835443
8.0,60.2327044
8.0,60.26875
8.0,60.26086957
8.0,60.30246914
8.0,60.33128834
8.0,60.33536585
8.0,60.34545455
8.0,60.3373494
8.0,60.31736527
8.0,60.32142857
8.0,60.30177515
8.0,60.27647059
8.0,60.29239766
8.0,60.27906977
8.0,60.23699422
8.0,60.2183908
8.0,60.22857143
8.0,60.19318182
8.0,60.15254237
8.0,60.15730337
8.0,60.13407821
8.0,60.13333333
8.0,60.16022099
8.0,60.15934066
8.0,60.17486339
8.0,60.22826087
8.0,60.24864865
8.0,60.26344086
8.0,60.29946524
8.0,60.32446809
8.0,60.32804233
8.0,60.35263158
8.0,60.38743455
8.0,60.375
8.0,60.37305699
8.0,60.37628866
8.0,60.36923077
8.0,60.37755102
8.0,60.36548223
8.0,60.34848485
8.0,60.35175879
8.0,60.335
8.0,60.29353234
8.0,60.27227723
8.0,60.25123153
8.0,60.21568627
8.0,60.19512195
