[run number],avg-attendance 
11.0,53.34683544
11.0,53.34848485
11.0,53.35012594
11.0,53.34924623
11.0,53.35087719
11.0,53.3525
11.0,53.35162095
11.0,53.35074627
11.0,53.35235732
11.0,53.35148515
11.0,53.35061728
11.0,53.35221675
11.0,53.35135135
11.0,53.3504902
11.0,53.35207824
11.0,53.35121951
11.0,53.35036496
11.0,53.35194175
11.0,53.35108959
11.0,53.35024155
11.0,53.35180723
11.0,53.35336538
11.0,53.35251799
11.0,53.35406699
11.0,53.35560859
11.0,53.3547619
11.0,53.35629454
11.0,53.35781991
11.0,53.356974
11.0,53.35613208
11.0,53.35764706
11.0,53.35680751
11.0,53.3559719
11.0,53.35747664
11.0,53.35664336
11.0,53.35581395
11.0,53.35730858
11.0,53.35648148
11.0,53.3556582
11.0,53.35714286
11.0,53.35632184
11.0,53.35550459
11.0,53.35697941
11.0,53.35844749
11.0,53.35763098
11.0,53.35909091
11.0,53.36054422
11.0,53.35972851
11.0,53.36117381
11.0,53.36261261
11.0,53.36179775
11.0,53.36098655
11.0,53.36241611
11.0,53.36160714
11.0,53.36080178
11.0,53.36222222
11.0,53.36141907
11.0,53.36061947
11.0,53.36203091
11.0,53.36123348
11.0,53.36043956
11.0,53.36184211
11.0,53.36105033
11.0,53.36026201
11.0,53.36165577
11.0,53.36304348
11.0,53.36225597
11.0,53.36363636
11.0,53.3650108
11.0,53.36422414
11.0,53.3655914
11.0,53.36695279
11.0,53.36616702
11.0,53.36538462
11.0,53.36673774
11.0,53.36595745
11.0,53.36518047
11.0,53.36652542
11.0,53.36575053
11.0,53.3649789
11.0,53.36631579
11.0,53.36554622
11.0,53.36477987
11.0,53.36610879
11.0,53.36534447
11.0,53.36458333
11.0,53.36590437
11.0,53.36721992
11.0,53.36645963
11.0,53.3677686
11.0,53.36907216
11.0,53.36831276
11.0,53.36960986
11.0,53.37090164
11.0,53.37014315
11.0,53.36938776
11.0,53.3706721
11.0,53.3699187
11.0,53.36916836
11.0,53.37044534
11.0,53.36969697
11.0,53.36895161
11.0,53.37022133
11.0,53.36947791
11.0,53.36873747
12.0,0.0
12.0,0.0
12.0,56.0
12.0,60.0
12.0,56.33333333
12.0,56.0
12.0,56.2
12.0,57.33333333
12.0,57.71428571
12.0,58.0
12.0,57.11111111
12.0,57.2
12.0,56.90909091
12.0,57.41666667
12.0,57.84615385
12.0,58.5
12.0,58.53333333
12.0,59.0625
12.0,59.47058824
12.0,60.05555556
12.0,60.21052632
12.0,60.25
12.0,60.14285714
12.0,60.22727273
12.0,60.13043478
12.0,60.29166667
12.0,60.32
12.0,60.38461538
12.0,60.33333333
12.0,60.53571429
12.0,60.65517241
12.0,60.7
12.0,60.58064516
12.0,60.65625
12.0,60.72727273
12.0,60.91176471
12.0,61.14285714
12.0,61.38888889
12.0,61.45945946
12.0,61.5
12.0,61.61538462
12.0,61.775
12.0,61.68292683
12.0,61.57142857
12.0,61.48837209
12.0,61.56818182
12.0,61.6
12.0,61.67391304
12.0,61.70212766
12.0,61.77083333
12.0,61.71428571
12.0,61.74
12.0,61.82352941
12.0,61.90384615
12.0,61.86792453
12.0,61.85185185
12.0,61.96363636
12.0,62.08928571
12.0,62.14035088
12.0,62.24137931
12.0,62.27118644
12.0,62.23333333
12.0,62.18032787
12.0,62.20967742
12.0,62.25396825
12.0,62.25
12.0,62.21538462
12.0,62.24242424
12.0,62.34328358
12.0,62.41176471
12.0,62.44927536
12.0,62.47142857
12.0,62.42253521
12.0,62.375
12.0,62.36986301
12.0,62.41891892
12.0,62.44
12.0,62.44736842
12.0,62.46753247
12.0,62.56410256
12.0,62.64556962
12.0,62.7
12.0,62.71604938
12.0,62.68292683
12.0,62.61445783
12.0,62.57142857
12.0,62.57647059
12.0,62.60465116
12.0,62.59770115
12.0,62.56818182
12.0,62.60674157
12.0,62.66666667
12.0,62.68131868
12.0,62.69565217
12.0,62.65591398
12.0,62.61702128
12.0,62.6
12.0,62.625
12.0,62.69072165
12.0,62.74489796
12.0,62.73737374
12.0,62.75
12.0,62.81188119
12.0,62.87254902
12.0,62.85436893
12.0,62.80769231
12.0,62.78095238
12.0,62.78301887
12.0,62.78504673
12.0,62.83333333
12.0,62.85321101
12.0,62.84545455
12.0,62.81081081
12.0,62.83035714
12.0,62.88495575
12.0,62.88596491
12.0,62.83478261
12.0,62.80172414
12.0,62.82905983
12.0,62.88135593
12.0,62.91596639
12.0,62.96666667
12.0,62.95041322
12.0,62.91803279
12.0,62.91056911
12.0,62.92741935
12.0,62.92
12.0,62.88095238
12.0,62.8503937
12.0,62.875
12.0,62.91472868
12.0,62.96153846
12.0,62.97709924
12.0,62.96212121
12.0,62.90977444
12.0,62.91044776
12.0,62.91851852
12.0,62.93382353
12.0,62.9270073
12.0,62.91304348
12.0,62.94964029
12.0,63.00714286
12.0,63.04255319
12.0,63.04929577
12.0,63.01398601
12.0,62.99305556
12.0,62.96551724
12.0,62.97945205
12.0,63.0
12.0,62.98648649
12.0,62.94630872
12.0,62.95333333
12.0,62.98675497
12.0,63.01973684
12.0,63.0130719
12.0,62.98051948
12.0,62.96774194
12.0,62.96153846
12.0,62.96815287
12.0,62.99367089
12.0,62.98113208
12.0,62.96875
12.0,62.95652174
12.0,62.98765432
12.0,63.02453988
12.0,63.03658537
12.0,63.01212121
12.0,62.9939759
12.0,63.00598802
12.0,63.0297619
12.0,63.04733728
12.0,63.04705882
12.0,63.0
12.0,62.99418605
12.0,63.01156069
12.0,63.04597701
12.0,63.06285714
12.0,63.02272727
12.0,62.98870056
12.0,62.98876404
12.0,63.02234637
12.0,63.03888889
12.0,63.02762431
12.0,62.97802198
12.0,62.98360656
12.0,63.00543478
12.0,63.04324324
12.0,63.05376344
12.0,63.0
12.0,62.97340426
12.0,62.98412698
12.0,63.01052632
12.0,63.03664921
12.0,63.01041667
12.0,62.98445596
12.0,62.9742268
12.0,63.01025641
12.0,63.03061224
12.0,63.02538071
12.0,62.97474747
12.0,62.95979899
12.0,62.975
12.0,63.00995025
12.0,63.01485149
12.0,62.98522167
12.0,62.95588235
12.0,62.96585366
12.0,62.99029126
12.0,63.01449275
12.0,62.99519231
12.0,62.9569378
12.0,62.94285714
12.0,62.96682464
12.0,62.99528302
12.0,63.00469484
12.0,62.96261682
12.0,62.95348837
12.0,62.95833333
12.0,62.99078341
12.0,62.99541284
12.0,62.96803653
12.0,62.93181818
12.0,62.93665158
12.0,62.95945946
12.0,62.98206278
12.0,62.97767857
12.0,62.94666667
12.0,62.9380531
12.0,62.96035242
12.0,62.98684211
12.0,62.99126638
12.0,62.93913043
12.0,62.93073593
12.0,62.93534483
12.0,62.95708155
12.0,62.97435897
12.0,62.96595745
12.0,62.93644068
12.0,62.92405063
12.0,62.94537815
12.0,62.9707113
12.0,62.97083333
12.0,62.93775934
12.0,62.9214876
12.0,62.94238683
12.0,62.97131148
12.0,62.9755102
12.0,62.95121951
12.0,62.93117409
12.0,62.93548387
12.0,62.95180723
12.0,62.964
12.0,62.97211155
12.0,62.93253968
12.0,62.91699605
12.0,62.93307087
12.0,62.96470588
12.0,62.97265625
12.0,62.94552529
12.0,62.91860465
12.0,62.93436293
12.0,62.95769231
12.0,62.96551724
12.0,62.96183206
12.0,62.92775665
12.0,62.91666667
12.0,62.93962264
12.0,62.96240602
12.0,62.96629213
12.0,62.93283582
12.0,62.91821561
12.0,62.92222222
12.0,62.94833948
12.0,62.96323529
12.0,62.94871795
12.0,62.92335766
12.0,62.92363636
12.0,62.94565217
12.0,62.9566787
12.0,62.95323741
12.0,62.91756272
12.0,62.91785714
12.0,62.93238434
12.0,62.95744681
12.0,62.95759717
12.0,62.93309859
12.0,62.92631579
12.0,62.92657343
12.0,62.94076655
12.0,62.95486111
12.0,62.94117647
12.0,62.91724138
12.0,62.91408935
12.0,62.93493151
12.0,62.95904437
12.0,62.95578231
12.0,62.93220339
12.0,62.92567568
12.0,62.93602694
12.0,62.95637584
12.0,62.95986622
12.0,62.93666667
12.0,62.91694352
12.0,62.91721854
12.0,62.93729373
12.0,62.95394737
12.0,62.95081967
12.0,62.92156863
12.0,62.9218241
12.0,62.92857143
12.0,62.95145631
12.0,62.95806452
12.0,62.92604502
12.0,62.91346154
12.0,62.92332268
12.0,62.93949045
12.0,62.95238095
12.0,62.93037975
12.0,62.90851735
12.0,62.90880503
12.0,62.92163009
12.0,62.93125
12.0,62.94080997
12.0,62.90993789
12.0,62.90092879
12.0,62.90740741
12.0,62.92923077
12.0,62.93558282
12.0,62.91131498
12.0,62.89329268
12.0,62.90273556
12.0,62.91818182
12.0,62.93353474
12.0,62.93072289
12.0,62.90690691
12.0,62.88922156
12.0,62.90746269
12.0,62.92857143
12.0,62.93175074
12.0,62.90828402
12.0,62.89970501
12.0,62.90882353
12.0,62.93255132
12.0,62.93567251
12.0,62.91836735
12.0,62.89534884
12.0,62.89275362
12.0,62.89595376
12.0,62.90778098
12.0,62.90804598
12.0,62.88825215
12.0,62.88285714
12.0,62.88888889
12.0,62.91193182
12.0,62.92351275
12.0,62.9039548
12.0,62.88732394
12.0,62.89044944
12.0,62.91036415
12.0,62.91340782
12.0,62.91643454
12.0,62.9
12.0,62.90027701
12.0,62.90883978
12.0,62.92011019
12.0,62.92307692
12.0,62.89315068
12.0,62.8715847
12.0,62.8719346
12.0,62.88858696
12.0,62.90514905
12.0,62.90540541
12.0,62.90026954
12.0,62.89516129
12.0,62.90616622
12.0,62.92245989
12.0,62.92266667
12.0,62.8962766
12.0,62.88594164
12.0,62.8968254
12.0,62.9182058
12.0,62.92631579
12.0,62.92650919
12.0,62.91099476
12.0,62.90861619
12.0,62.90364583
12.0,62.90909091
12.0,62.89637306
12.0,62.87338501
12.0,62.86082474
12.0,62.87660668
12.0,62.89487179
12.0,62.90792839
12.0,62.90306122
12.0,62.90076336
12.0,62.90101523
12.0,62.91392405
12.0,62.92171717
12.0,62.92191436
12.0,62.90201005
12.0,62.89974937
12.0,62.905
12.0,62.91521197
12.0,62.91791045
12.0,62.90818859
12.0,62.89356436
12.0,62.90123457
12.0,62.908867
12.0,62.91891892
12.0,62.90931373
12.0,62.90220049
12.0,62.90243902
12.0,62.91970803
12.0,62.92961165
12.0,62.94188862
12.0,62.92995169
12.0,62.92289157
12.0,62.91826923
12.0,62.93045564
12.0,62.9354067
12.0,62.93556086
12.0,62.91666667
12.0,62.91448931
12.0,62.92654028
12.0,62.94562648
12.0,62.9504717
12.0,62.93411765
12.0,62.91549296
12.0,62.91803279
12.0,62.92523364
12.0,62.93473193
12.0,62.93023256
12.0,62.91183295
12.0,62.90740741
12.0,62.92147806
12.0,62.93548387
12.0,62.94252874
12.0,62.91972477
12.0,62.91075515
12.0,62.91324201
12.0,62.92938497
12.0,62.93636364
12.0,62.93424036
12.0,62.91402715
12.0,62.91196388
12.0,62.92117117
12.0,62.93258427
12.0,62.93273543
12.0,62.91275168
12.0,62.90178571
12.0,62.91091314
12.0,62.92222222
12.0,62.92904656
12.0,62.91814159
12.0,62.90286976
12.0,62.89867841
12.0,62.91208791
12.0,62.92324561
12.0,62.92778993
12.0,62.90829694
12.0,62.90196078
12.0,62.91086957
12.0,62.93058568
12.0,62.93290043
12.0,62.92008639
12.0,62.90086207
12.0,62.90107527
12.0,62.90987124
12.0,62.91648822
12.0,62.91025641
12.0,62.89552239
12.0,62.89148936
12.0,62.9044586
12.0,62.91737288
12.0,62.9217759
12.0,62.90295359
12.0,62.89684211
12.0,62.89915966
12.0,62.91614256
12.0,62.92050209
12.0,62.92066806
12.0,62.90625
12.0,62.91060291
12.0,62.91701245
12.0,62.92546584
12.0,62.92355372
12.0,62.90309278
12.0,62.8909465
12.0,62.89938398
12.0,62.90983607
12.0,62.91820041
12.0,62.90612245
12.0,62.90020367
12.0,62.90650407
12.0,62.92089249
12.0,62.92510121
12.0,62.92727273
12.0,62.90524194
12.0,62.90342052
12.0,62.90763052
12.0,62.92184369
13.0,0.0
13.0,0.0
13.0,51.0
13.0,50.0
13.0,47.66666667
13.0,47.25
13.0,48.4
13.0,47.66666667
13.0,47.28571429
13.0,46.375
13.0,45.66666667
13.0,45.0
13.0,45.54545455
13.0,45.66666667
13.0,45.15384615
13.0,45.35714286
13.0,45.2
13.0,44.75
13.0,45.11764706
13.0,45.27777778
13.0,45.31578947
13.0,45.35
13.0,45.23809524
13.0,45.22727273
13.0,45.13043478
13.0,45.0
13.0,45.08
13.0,45.03846154
13.0,45.22222222
13.0,45.32142857
13.0,45.4137931
13.0,45.3
13.0,45.35483871
13.0,45.40625
13.0,45.33333333
13.0,45.26470588
13.0,45.14285714
13.0,44.94444444
13.0,44.89189189
13.0,44.71052632
13.0,44.61538462
13.0,44.55
13.0,44.41463415
13.0,44.38095238
13.0,44.27906977
13.0,44.22727273
13.0,44.2
13.0,44.15217391
13.0,44.21276596
13.0,44.20833333
13.0,44.24489796
13.0,44.3
13.0,44.33333333
13.0,44.44230769
13.0,44.43396226
13.0,44.46296296
13.0,44.49090909
13.0,44.5
13.0,44.61403509
13.0,44.53448276
13.0,44.57627119
13.0,44.6
13.0,44.57377049
13.0,44.62903226
13.0,44.58730159
13.0,44.578125
13.0,44.56923077
13.0,44.5
13.0,44.43283582
13.0,44.38235294
13.0,44.31884058
13.0,44.21428571
13.0,44.11267606
13.0,44.09722222
13.0,44.08219178
13.0,44.06756757
13.0,44.09333333
13.0,44.06578947
13.0,44.12987013
13.0,44.08974359
13.0,44.12658228
13.0,44.15
13.0,44.14814815
13.0,44.18292683
13.0,44.18072289
13.0,44.20238095
13.0,44.23529412
13.0,44.25581395
13.0,44.32183908
13.0,44.32954545
13.0,44.34831461
13.0,44.36666667
13.0,44.32967033
13.0,44.35869565
13.0,44.31182796
13.0,44.28723404
13.0,44.28421053
13.0,44.21875
13.0,44.19587629
13.0,44.14285714
13.0,44.07070707
13.0,44.04
13.0,44.0
13.0,44.00980392
13.0,44.02912621
13.0,44.03846154
13.0,44.06666667
13.0,44.05660377
13.0,44.09345794
13.0,44.09259259
13.0,44.11009174
13.0,44.12727273
13.0,44.10810811
13.0,44.15178571
13.0,44.12389381
13.0,44.15789474
13.0,44.19130435
13.0,44.19827586
13.0,44.24786325
13.0,44.26271186
13.0,44.27731092
13.0,44.29166667
13.0,44.23966942
13.0,44.23770492
13.0,44.21138211
13.0,44.18548387
13.0,44.16
13.0,44.1031746
13.0,44.08661417
13.0,44.046875
13.0,44.00775194
13.0,43.97692308
13.0,43.95419847
13.0,43.97727273
13.0,43.96992481
13.0,43.98507463
13.0,44.00740741
13.0,44.02941176
13.0,44.0729927
13.0,44.07246377
13.0,44.09352518
13.0,44.12142857
13.0,44.11347518
13.0,44.14084507
13.0,44.13286713
13.0,44.17361111
13.0,44.1862069
13.0,44.18493151
13.0,44.21088435
13.0,44.22297297
13.0,44.22147651
13.0,44.23333333
13.0,44.19205298
13.0,44.18421053
13.0,44.16993464
13.0,44.14285714
13.0,44.12258065
13.0,44.07692308
13.0,44.06369427
13.0,44.03164557
13.0,44.01257862
13.0,44.00625
13.0,43.99378882
13.0,44.01234568
13.0,44.0
13.0,44.01219512
13.0,44.03636364
13.0,44.04216867
13.0,44.07185629
13.0,44.06547619
13.0,44.07692308
13.0,44.09411765
13.0,44.09356725
13.0,44.13372093
13.0,44.13294798
13.0,44.14367816
13.0,44.18857143
13.0,44.17613636
13.0,44.20338983
13.0,44.19662921
13.0,44.20111732
13.0,44.21111111
13.0,44.19337017
13.0,44.18681319
13.0,44.15300546
13.0,44.13586957
13.0,44.11351351
13.0,44.08064516
13.0,44.06951872
13.0,44.04255319
13.0,44.02116402
13.0,44.01578947
13.0,44.0052356
13.0,44.02083333
13.0,44.01036269
13.0,44.0257732
13.0,44.04102564
13.0,44.05612245
13.0,44.08629442
13.0,44.09090909
13.0,44.09547739
13.0,44.105
13.0,44.11442786
13.0,44.14851485
13.0,44.13793103
13.0,44.16176471
13.0,44.1804878
13.0,44.18446602
13.0,44.20772947
13.0,44.19230769
13.0,44.19617225
13.0,44.2047619
13.0,44.18483412
13.0,44.16981132
13.0,44.15023474
13.0,44.12616822
13.0,44.11162791
13.0,44.07407407
13.0,44.06451613
13.0,44.04587156
13.0,44.03196347
13.0,44.03181818
13.0,44.03167421
13.0,44.04504505
13.0,44.03587444
13.0,44.04464286
13.0,44.05777778
13.0,44.07522124
13.0,44.10572687
13.0,44.11403509
13.0,44.12227074
13.0,44.14347826
13.0,44.15151515
13.0,44.17241379
13.0,44.16309013
13.0,44.16239316
13.0,44.18723404
13.0,44.16949153
13.0,44.1814346
13.0,44.17226891
13.0,44.17154812
13.0,44.16666667
13.0,44.14937759
13.0,44.1322314
13.0,44.11934156
13.0,44.09836066
13.0,44.08571429
13.0,44.06504065
13.0,44.05668016
13.0,44.05241935
13.0,44.05220884
13.0,44.04
13.0,44.0438247
13.0,44.04365079
13.0,44.03952569
13.0,44.04724409
13.0,44.0627451
13.0,44.0703125
13.0,44.08949416
13.0,44.08527132
13.0,44.09266409
13.0,44.10769231
13.0,44.11111111
13.0,44.1221374
13.0,44.11026616
13.0,44.11742424
13.0,44.1245283
13.0,44.10902256
13.0,44.10861423
13.0,44.09701493
13.0,44.09665428
13.0,44.09259259
13.0,44.08856089
13.0,44.08088235
13.0,44.07326007
13.0,44.05474453
13.0,44.04
13.0,44.02536232
13.0,44.02888087
13.0,44.02158273
13.0,44.01433692
13.0,44.01428571
13.0,44.01067616
13.0,44.02836879
13.0,44.02120141
13.0,44.02816901
13.0,44.03157895
13.0,44.04195804
13.0,44.04878049
13.0,44.04861111
13.0,44.04844291
13.0,44.05862069
13.0,44.06872852
13.0,44.07876712
13.0,44.08191126
13.0,44.07823129
13.0,44.08135593
13.0,44.07094595
13.0,44.08080808
13.0,44.0738255
13.0,44.07023411
13.0,44.06666667
13.0,44.05315615
13.0,44.05629139
13.0,44.04620462
13.0,44.02302632
13.0,44.00983607
13.0,44.00653595
13.0,44.00651466
13.0,44.00974026
13.0,43.99352751
13.0,43.99354839
13.0,43.99678457
13.0,44.00641026
13.0,44.00638978
13.0,44.0
13.0,44.01269841
13.0,44.01265823
13.0,44.02523659
13.0,44.02830189
13.0,44.03134796
13.0,44.046875
13.0,44.03738318
13.0,44.0621118
13.0,44.0619195
13.0,44.06790123
13.0,44.07076923
13.0,44.06441718
13.0,44.06422018
13.0,44.06707317
13.0,44.04863222
13.0,44.04545455
13.0,44.03625378
13.0,44.03313253
13.0,44.03003003
13.0,44.00898204
13.0,44.0
13.0,43.98809524
13.0,43.99406528
13.0,43.99112426
13.0,43.99705015
13.0,43.99705882
13.0,43.9941349
13.0,43.99415205
13.0,43.98833819
13.0,43.99709302
13.0,44.00289855
13.0,44.00578035
13.0,44.00864553
13.0,44.01724138
13.0,44.02578797
13.0,44.03142857
13.0,44.03133903
13.0,44.04545455
13.0,44.05665722
13.0,44.06497175
13.0,44.05633803
13.0,44.04775281
13.0,44.05042017
13.0,44.03910615
13.0,44.04456825
13.0,44.03055556
13.0,44.02770083
13.0,44.01657459
13.0,43.99449036
13.0,43.98901099
13.0,43.98082192
13.0,43.97540984
13.0,43.97547684
13.0,43.9673913
13.0,43.98102981
13.0,43.98918919
13.0,43.99460916
13.0,44.0
13.0,44.0
13.0,44.02406417
13.0,44.02133333
13.0,44.01595745
13.0,44.02917772
13.0,44.01851852
13.0,44.0474934
13.0,44.03947368
13.0,44.05249344
13.0,44.06020942
13.0,44.05744125
13.0,44.05729167
13.0,44.06493506
13.0,44.05440415
13.0,44.0620155
13.0,44.05154639
13.0,44.05655527
13.0,44.05128205
13.0,44.03836317
13.0,44.03061224
13.0,44.02035623
13.0,44.0177665
13.0,44.02025316
13.0,44.01262626
13.0,44.01007557
13.0,44.01507538
13.0,44.01754386
13.0,44.01
13.0,44.00997506
13.0,44.01741294
13.0,44.01240695
13.0,44.01485149
13.0,44.01728395
13.0,44.01724138
13.0,44.03194103
13.0,44.02941176
13.0,44.04156479
13.0,44.05365854
13.0,44.06326034
13.0,44.0631068
13.0,44.05811138
13.0,44.06280193
13.0,44.06987952
13.0,44.0625
13.0,44.05515588
13.0,44.05502392
13.0,44.0548926
13.0,44.0452381
13.0,44.03087886
13.0,44.01895735
13.0,44.01654846
13.0,44.01415094
13.0,44.00705882
13.0,44.0
13.0,43.99765808
13.0,43.9953271
13.0,43.997669
13.0,43.99302326
13.0,44.0
13.0,44.00462963
13.0,44.01154734
13.0,44.00691244
13.0,44.01149425
13.0,44.02293578
13.0,44.02517162
13.0,44.02283105
13.0,44.03416856
13.0,44.04090909
13.0,44.04988662
13.0,44.03846154
13.0,44.04514673
13.0,44.04504505
13.0,44.04719101
13.0,44.0470852
13.0,44.03579418
13.0,44.03571429
13.0,44.03563474
13.0,44.02666667
13.0,44.01773836
13.0,44.01327434
13.0,44.00441501
13.0,44.0
13.0,43.9956044
13.0,43.99561404
13.0,43.99124726
13.0,43.99344978
13.0,43.9956427
13.0,44.0
13.0,44.00650759
13.0,44.0
13.0,44.00863931
13.0,44.00862069
13.0,44.01290323
13.0,44.01716738
13.0,44.01070664
13.0,44.02350427
13.0,44.02771855
13.0,44.04042553
13.0,44.04670913
13.0,44.04661017
13.0,44.05285412
13.0,44.05274262
13.0,44.05263158
13.0,44.05462185
13.0,44.04402516
13.0,44.04393305
13.0,44.03340292
13.0,44.02291667
13.0,44.01663202
13.0,43.99792531
13.0,43.99171843
13.0,43.98553719
13.0,43.9814433
13.0,43.98765432
13.0,43.98973306
13.0,43.98565574
13.0,43.98364008
13.0,43.9877551
13.0,43.99592668
13.0,43.99186992
13.0,43.9979716
13.0,44.0
13.0,44.01010101
13.0,44.01814516
13.0,44.01810865
13.0,44.02409639
13.0,44.0260521
14.0,0.0
14.0,0.0
14.0,52.0
14.0,49.5
14.0,52.0
14.0,51.25
14.0,52.2
14.0,51.33333333
14.0,51.28571429
14.0,51.125
14.0,50.88888889
14.0,50.5
14.0,50.27272727
14.0,49.83333333
14.0,48.76923077
14.0,48.28571429
14.0,47.46666667
14.0,47.125
14.0,46.94117647
14.0,46.88888889
14.0,46.89473684
14.0,47.25
14.0,47.38095238
14.0,47.36363636
14.0,47.56521739
14.0,47.70833333
14.0,47.84
14.0,47.84615385
14.0,47.96296296
14.0,48.10714286
14.0,48.17241379
14.0,48.16666667
14.0,48.06451613
14.0,48.09375
14.0,48.12121212
14.0,48.0
14.0,47.85714286
14.0,47.77777778
14.0,47.7027027
14.0,47.52631579
14.0,47.30769231
14.0,47.125
14.0,47.09756098
14.0,47.07142857
14.0,47.0
14.0,47.0
14.0,47.08888889
14.0,47.17391304
14.0,47.25531915
14.0,47.3125
14.0,47.44897959
14.0,47.64
14.0,47.70588235
14.0,47.78846154
14.0,47.88679245
14.0,47.90740741
14.0,47.83636364
14.0,47.73214286
14.0,47.64912281
14.0,47.65517241
14.0,47.61016949
14.0,47.45
14.0,47.3442623
14.0,47.29032258
14.0,47.26984127
14.0,47.15625
14.0,47.06153846
14.0,47.01515152
14.0,46.97014925
14.0,46.91176471
14.0,46.95652174
14.0,47.08571429
14.0,47.22535211
14.0,47.27777778
14.0,47.32876712
14.0,47.43243243
14.0,47.56
14.0,47.60526316
14.0,47.5974026
14.0,47.6025641
14.0,47.62025316
14.0,47.575
14.0,47.49382716
14.0,47.37804878
14.0,47.38554217
14.0,47.36904762
14.0,47.28235294
14.0,47.23255814
14.0,47.2183908
14.0,47.15909091
14.0,47.08988764
14.0,47.06666667
14.0,47.06593407
14.0,47.08695652
14.0,47.09677419
14.0,47.11702128
14.0,47.16842105
14.0,47.27083333
14.0,47.31958763
14.0,47.35714286
14.0,47.4040404
14.0,47.49
14.0,47.4950495
14.0,47.47058824
14.0,47.4368932
14.0,47.43269231
14.0,47.42857143
14.0,47.40566038
14.0,47.35514019
14.0,47.30555556
14.0,47.27522936
14.0,47.2
14.0,47.14414414
14.0,47.08928571
14.0,47.05309735
14.0,47.04385965
14.0,47.0173913
14.0,47.03448276
14.0,47.1025641
14.0,47.19491525
14.0,47.22689076
14.0,47.275
14.0,47.31404959
14.0,47.35245902
14.0,47.3902439
14.0,47.42741935
14.0,47.456
14.0,47.44444444
14.0,47.42519685
14.0,47.375
14.0,47.35658915
14.0,47.34615385
14.0,47.3129771
14.0,47.26515152
14.0,47.2556391
14.0,47.26119403
14.0,47.22222222
14.0,47.15441176
14.0,47.10218978
14.0,47.08695652
14.0,47.09352518
14.0,47.1
14.0,47.10638298
14.0,47.12676056
14.0,47.17482517
14.0,47.22222222
14.0,47.26206897
14.0,47.31506849
14.0,47.36054422
14.0,47.37837838
14.0,47.39597315
14.0,47.4
14.0,47.40397351
14.0,47.40789474
14.0,47.37908497
14.0,47.33116883
14.0,47.30967742
14.0,47.30769231
14.0,47.2866242
14.0,47.24683544
14.0,47.20754717
14.0,47.18125
14.0,47.16149068
14.0,47.13580247
14.0,47.12883436
14.0,47.1402439
14.0,47.15151515
14.0,47.1746988
14.0,47.20359281
14.0,47.23214286
14.0,47.26627219
14.0,47.27647059
14.0,47.29824561
14.0,47.34302326
14.0,47.35260116
14.0,47.35632184
14.0,47.34857143
14.0,47.34090909
14.0,47.33898305
14.0,47.3258427
14.0,47.29608939
14.0,47.27222222
14.0,47.24861878
14.0,47.21978022
14.0,47.18579235
14.0,47.15217391
14.0,47.11351351
14.0,47.10752688
14.0,47.10160428
14.0,47.10638298
14.0,47.12698413
14.0,47.14736842
14.0,47.17801047
14.0,47.22395833
14.0,47.25906736
14.0,47.28865979
14.0,47.31282051
14.0,47.35204082
14.0,47.37055838
14.0,47.37878788
14.0,47.36180905
14.0,47.35
14.0,47.33830846
14.0,47.31683168
14.0,47.2955665
14.0,47.2745098
14.0,47.25853659
14.0,47.23300971
14.0,47.20289855
14.0,47.17788462
14.0,47.16267943
14.0,47.13809524
14.0,47.12322275
14.0,47.13207547
14.0,47.15023474
14.0,47.1728972
14.0,47.2
14.0,47.24074074
14.0,47.2764977
14.0,47.29357798
14.0,47.31050228
14.0,47.33636364
14.0,47.3438914
14.0,47.34684685
14.0,47.34529148
14.0,47.33482143
14.0,47.32444444
14.0,47.30530973
14.0,47.28193833
14.0,47.25438596
14.0,47.23580786
14.0,47.21304348
14.0,47.18614719
14.0,47.15948276
14.0,47.14592275
14.0,47.13247863
14.0,47.13191489
14.0,47.1440678
14.0,47.16455696
14.0,47.18907563
14.0,47.20920502
14.0,47.24166667
14.0,47.26970954
14.0,47.29338843
14.0,47.32921811
14.0,47.34836066
14.0,47.35918367
14.0,47.35772358
14.0,47.34817814
14.0,47.33870968
14.0,47.32931727
14.0,47.316
14.0,47.30278884
14.0,47.28571429
14.0,47.26482213
14.0,47.24409449
14.0,47.21960784
14.0,47.19921875
14.0,47.17509728
14.0,47.16666667
14.0,47.16602317
14.0,47.17307692
14.0,47.18773946
14.0,47.20992366
14.0,47.24334601
14.0,47.27272727
14.0,47.28679245
14.0,47.31203008
14.0,47.33333333
14.0,47.35074627
14.0,47.36802974
14.0,47.37037037
14.0,47.36162362
14.0,47.35294118
14.0,47.33699634
14.0,47.32481752
14.0,47.31272727
14.0,47.29710145
14.0,47.27797834
14.0,47.25539568
14.0,47.24014337
14.0,47.22857143
14.0,47.21708185
14.0,47.20921986
14.0,47.2155477
14.0,47.22183099
14.0,47.2245614
14.0,47.23776224
14.0,47.26132404
14.0,47.28472222
14.0,47.31141869
14.0,47.33448276
14.0,47.35051546
14.0,47.3630137
14.0,47.36860068
14.0,47.36734694
14.0,47.35932203
14.0,47.36486486
14.0,47.35690236
14.0,47.33892617
14.0,47.32441472
14.0,47.32
14.0,47.3089701
14.0,47.28476821
14.0,47.27062706
14.0,47.25986842
14.0,47.24262295
14.0,47.2254902
14.0,47.22801303
14.0,47.23376623
14.0,47.24919094
14.0,47.26451613
14.0,47.2829582
14.0,47.30128205
