[run number],avg-attendance
2.0,51.78888889
2.0,51.73626374
2.0,51.79347826
2.0,51.7311828
2.0,51.77659574
2.0,51.73684211
2.0,51.79166667
2.0,51.74226804
2.0,51.7755102
2.0,51.72727273
2.0,51.79
2.0,51.75247525
2.0,51.78431373
2.0,51.73786408
2.0,51.79807692
2.0,51.75238095
2.0,51.77358491
2.0,51.73831776
2.0,51.7962963
2.0,51.75229358
2.0,51.79090909
2.0,51.75675676
2.0,51.79464286
2.0,51.75221239
2.0,51.79824561
2.0,51.76521739
2.0,51.79310345
2.0,51.75213675
2.0,51.81355932
2.0,51.77310924
2.0,51.8
2.0,51.76033058
2.0,51.81147541
2.0,51.77235772
2.0,51.7983871
2.0,51.776
2.0,51.80952381
2.0,51.76377953
2.0,51.8125
2.0,51.78294574
2.0,51.80769231
2.0,51.77099237
2.0,51.83333333
2.0,51.78947368
2.0,51.80597015
2.0,51.77037037
2.0,51.81617647
2.0,51.77372263
2.0,51.79710145
2.0,51.76258993
2.0,51.81428571
2.0,51.78014184
2.0,51.79577465
2.0,51.75524476
2.0,51.79861111
2.0,51.76551724
2.0,51.80136986
2.0,51.7755102
2.0,51.80405405
2.0,51.75838926
2.0,51.80666667
2.0,51.78145695
2.0,51.79605263
2.0,51.77124183
2.0,51.81818182
2.0,51.78064516
2.0,51.79487179
2.0,51.75796178
2.0,51.79746835
2.0,51.78616352
2.0,51.825
2.0,51.7826087
2.0,51.80246914
2.0,51.76687117
2.0,51.81707317
2.0,51.80606061
2.0,51.8253012
2.0,51.79041916
2.0,51.80357143
2.0,51.76923077
2.0,51.82352941
2.0,51.81871345
2.0,51.8255814
2.0,51.79190751
2.0,51.79310345
2.0,51.77142857
2.0,51.80681818
2.0,51.80225989
2.0,51.83146067
2.0,51.7877095
2.0,51.81111111
2.0,51.7679558
2.0,51.80769231
2.0,51.79234973
2.0,51.81521739
2.0,51.79459459
2.0,51.82258065
2.0,51.77005348
2.0,51.78723404
2.0,51.78306878
2.0,51.80526316
2.0,51.80104712
2.0,51.83854167
2.0,51.78238342
2.0,51.79896907
2.0,51.8
2.0,51.80102041
2.0,51.79695431
2.0,51.83333333
2.0,51.78894472
2.0,51.79
2.0,51.78606965
2.0,51.7970297
2.0,51.79310345
2.0,51.82352941
2.0,51.7902439
2.0,51.7815534
2.0,51.76328502
2.0,51.78365385
2.0,51.77511962
2.0,51.8
2.0,51.77725118
2.0,51.79716981
2.0,51.75117371
2.0,51.78504673
2.0,51.77209302
2.0,51.7962963
2.0,51.78801843
2.0,51.81192661
2.0,51.76255708
2.0,51.78181818
2.0,51.77375566
2.0,51.8018018
2.0,51.80717489
2.0,51.82589286
2.0,51.78666667
2.0,51.79646018
2.0,51.77973568
2.0,51.80263158
2.0,51.80349345
2.0,51.83478261
2.0,51.78787879
2.0,51.81034483
2.0,51.79828326
2.0,51.81196581
2.0,51.80851064
2.0,51.83898305
2.0,51.79746835
2.0,51.80252101
2.0,51.79079498
2.0,51.8
2.0,51.80082988
2.0,51.82231405
2.0,51.80246914
2.0,51.81557377
2.0,51.79183673
2.0,51.81707317
2.0,51.8097166
2.0,51.83467742
2.0,51.81124498
2.0,51.824
2.0,51.80478088
2.0,51.82142857
2.0,51.80632411
2.0,51.82677165
2.0,51.81176471
2.0,51.8203125
2.0,51.79766537
2.0,51.82170543
2.0,51.81467181
2.0,51.82307692
2.0,51.81609195
2.0,51.82061069
2.0,51.80608365
2.0,51.81818182
2.0,51.81132075
2.0,51.81954887
2.0,51.80898876
2.0,51.81716418
2.0,51.80669145
2.0,51.81481481
2.0,51.81180812
2.0,51.81985294
2.0,51.81684982
2.0,51.81386861
2.0,51.81454545
2.0,51.81521739
2.0,51.82310469
2.0,51.82374101
2.0,51.8172043
2.0,51.81428571
2.0,51.81850534
2.0,51.81914894
2.0,51.83038869
2.0,51.82746479
2.0,51.8245614
2.0,51.81818182
2.0,51.81881533
2.0,51.82291667
2.0,51.82698962
2.0,51.83103448
2.0,51.83161512
2.0,51.82534247
2.0,51.82935154
2.0,51.82653061
2.0,51.83389831
2.0,51.8277027
2.0,51.83164983
2.0,51.82214765
2.0,51.82943144
2.0,51.82333333
2.0,51.82724252
2.0,51.82450331
2.0,51.83168317
2.0,51.82894737
2.0,51.82622951
2.0,51.82679739
2.0,51.82736156
2.0,51.83441558
2.0,51.83495146
2.0,51.82903226
2.0,51.82636656
2.0,51.83012821
2.0,51.83067093
2.0,51.84076433
2.0,51.83809524
2.0,51.83544304
2.0,51.829653
2.0,51.83018868
2.0,51.8338558
2.0,51.8375
2.0,51.8411215
2.0,51.84161491
2.0,51.83591331
2.0,51.83950617
2.0,51.83692308
2.0,51.84355828
2.0,51.83792049
2.0,51.84146341
2.0,51.83282675
2.0,51.83939394
2.0,51.83383686
2.0,51.8373494
2.0,51.83483483
2.0,51.84131737
2.0,51.83880597
2.0,51.83630952
2.0,51.83679525
2.0,51.83727811
2.0,51.84365782
2.0,51.84411765
2.0,51.83870968
2.0,51.83625731
2.0,51.83965015
2.0,51.84011628
2.0,51.84927536
2.0,51.84682081
2.0,51.8443804
2.0,51.83908046
2.0,51.83954155
2.0,51.84285714
2.0,51.84615385
2.0,51.84943182
2.0,51.84985836
2.0,51.84463277
2.0,51.84788732
2.0,51.84550562
2.0,51.85154062
2.0,51.84636872
2.0,51.84958217
2.0,51.84166667
2.0,51.84764543
2.0,51.84254144
2.0,51.84573003
2.0,51.84340659
2.0,51.84931507
2.0,51.84699454
2.0,51.84468665
2.0,51.8451087
2.0,51.84552846
2.0,51.85135135
2.0,51.85175202
2.0,51.84677419
2.0,51.84450402
2.0,51.84759358
2.0,51.848
2.0,51.85638298
2.0,51.85411141
2.0,51.85185185
2.0,51.8469657
2.0,51.84736842
2.0,51.8503937
2.0,51.85340314
2.0,51.85639687
2.0,51.85677083
2.0,51.85194805
2.0,51.85492228
2.0,51.85271318
2.0,51.85824742
2.0,51.85347044
2.0,51.85641026
2.0,51.84910486
2.0,51.85459184
2.0,51.84987277
2.0,51.85279188
2.0,51.85063291
2.0,51.85606061
2.0,51.85390428
2.0,51.85175879
2.0,51.85213033
2.0,51.8525
2.0,51.85785536
2.0,51.85820896
2.0,51.85359801
2.0,51.85148515
2.0,51.85432099
2.0,51.8546798
2.0,51.86240786
2.0,51.86029412
2.0,51.85819071
2.0,51.85365854
2.0,51.8540146
2.0,51.85679612
2.0,51.85956416
2.0,51.86231884
2.0,51.8626506
2.0,51.85817308
2.0,51.86091127
2.0,51.85885167
2.0,51.86396181
2.0,51.85952381
2.0,51.86223278
2.0,51.85545024
2.0,51.86052009
2.0,51.85613208
2.0,51.85882353
2.0,51.85680751
2.0,51.8618267
2.0,51.85981308
2.0,51.85780886
2.0,51.85813953
2.0,51.85846868
2.0,51.86342593
2.0,51.86374134
2.0,51.859447
2.0,51.85747126
2.0,51.86009174
2.0,51.8604119
2.0,51.86757991
2.0,51.86560364
2.0,51.86363636
2.0,51.85941043
2.0,51.85972851
2.0,51.86230248
2.0,51.86486486
2.0,51.86741573
2.0,51.867713
2.0,51.86353468
2.0,51.86607143
2.0,51.86414254
2.0,51.86888889
2.0,51.86474501
2.0,51.86725664
2.0,51.86092715
2.0,51.86563877
2.0,51.86153846
2.0,51.86403509
2.0,51.86214442
2.0,51.86681223
2.0,51.86492375
2.0,51.86304348
2.0,51.86334056
2.0,51.86363636
2.0,51.86825054
2.0,51.86853448
2.0,51.86451613
2.0,51.86266094
2.0,51.86509636
2.0,51.86538462
2.0,51.87206823
2.0,51.87021277
2.0,51.86836518
2.0,51.86440678
2.0,51.86469345
2.0,51.86708861
2.0,51.86947368
2.0,51.87184874
2.0,51.8721174
2.0,51.86820084
2.0,51.87056367
2.0,51.86875
2.0,51.87318087
2.0,51.86929461
2.0,51.87163561
2.0,51.86570248
2.0,51.87010309
2.0,51.86625514
2.0,51.86858316
2.0,51.86680328
2.0,51.87116564
2.0,51.86938776
2.0,51.86761711
2.0,51.86788618
2.0,51.86815416
2.0,51.87246964
2.0,51.87272727
2.0,51.86895161
2.0,51.86720322
2.0,51.86947791
2.0,51.86973948
3.0,0.0
3.0,0.0
3.0,50.0
3.0,59.0
3.0,62.33333333
3.0,59.0
3.0,58.6
3.0,59.16666667
3.0,58.71428571
3.0,59.25
3.0,59.66666667
3.0,59.2
3.0,59.45454545
3.0,59.5
3.0,59.38461538
3.0,59.28571429
3.0,59.4
3.0,59.4375
3.0,59.47058824
3.0,59.5
3.0,59.47368421
3.0,59.5
3.0,59.52380952
3.0,59.54545455
3.0,59.56521739
3.0,59.58333333
3.0,59.6
3.0,59.61538462
3.0,59.62962963
3.0,59.64285714
3.0,59.65517241
3.0,59.66666667
3.0,59.67741935
3.0,59.6875
3.0,59.6969697
3.0,59.70588235
3.0,59.71428571
3.0,59.72222222
3.0,59.72972973
3.0,59.73684211
3.0,59.74358974
3.0,59.75
3.0,59.75609756
3.0,59.76190476
3.0,59.76744186
3.0,59.77272727
3.0,59.77777778
3.0,59.7826087
3.0,59.78723404
3.0,59.79166667
3.0,59.79591837
3.0,59.8
3.0,59.80392157
3.0,59.80769231
3.0,59.81132075
3.0,59.81481481
3.0,59.81818182
3.0,59.82142857
3.0,59.8245614
3.0,59.82758621
3.0,59.83050847
3.0,59.83333333
3.0,59.83606557
3.0,59.83870968
3.0,59.84126984
3.0,59.84375
3.0,59.84615385
3.0,59.84848485
3.0,59.85074627
3.0,59.85294118
3.0,59.85507246
3.0,59.85714286
3.0,59.85915493
3.0,59.86111111
3.0,59.8630137
3.0,59.86486486
3.0,59.86666667
3.0,59.86842105
3.0,59.87012987
3.0,59.87179487
3.0,59.87341772
3.0,59.875
3.0,59.87654321
3.0,59.87804878
3.0,59.87951807
3.0,59.88095238
3.0,59.88235294
3.0,59.88372093
3.0,59.88505747
3.0,59.88636364
3.0,59.88764045
3.0,59.88888889
3.0,59.89010989
3.0,59.89130435
3.0,59.89247312
3.0,59.89361702
3.0,59.89473684
3.0,59.89583333
3.0,59.89690722
3.0,59.89795918
3.0,59.8989899
3.0,59.9
3.0,59.9009901
3.0,59.90196078
3.0,59.90291262
3.0,59.90384615
3.0,59.9047619
3.0,59.90566038
3.0,59.90654206
3.0,59.90740741
3.0,59.90825688
3.0,59.90909091
3.0,59.90990991
3.0,59.91071429
3.0,59.91150442
3.0,59.9122807
3.0,59.91304348
3.0,59.9137931
3.0,59.91452991
3.0,59.91525424
3.0,59.91596639
3.0,59.91666667
3.0,59.91735537
3.0,59.91803279
3.0,59.91869919
3.0,59.91935484
3.0,59.92
3.0,59.92063492
3.0,59.92125984
3.0,59.921875
3.0,59.92248062
3.0,59.92307692
3.0,59.92366412
3.0,59.92424242
3.0,59.92481203
3.0,59.92537313
3.0,59.92592593
3.0,59.92647059
3.0,59.9270073
3.0,59.92753623
3.0,59.92805755
3.0,59.92857143
3.0,59.92907801
3.0,59.92957746
3.0,59.93006993
3.0,59.93055556
3.0,59.93103448
3.0,59.93150685
3.0,59.93197279
3.0,59.93243243
3.0,59.93288591
3.0,59.93333333
3.0,59.93377483
3.0,59.93421053
3.0,59.93464052
3.0,59.93506494
3.0,59.93548387
3.0,59.93589744
3.0,59.93630573
3.0,59.93670886
3.0,59.93710692
3.0,59.9375
3.0,59.9378882
3.0,59.9382716
3.0,59.93865031
3.0,59.93902439
3.0,59.93939394
3.0,59.93975904
3.0,59.94011976
3.0,59.94047619
3.0,59.9408284
3.0,59.94117647
3.0,59.94152047
3.0,59.94186047
3.0,59.94219653
3.0,59.94252874
3.0,59.94285714
3.0,59.94318182
3.0,59.94350282
3.0,59.94382022
3.0,59.94413408
3.0,59.94444444
3.0,59.94475138
3.0,59.94505495
3.0,59.94535519
3.0,59.94565217
3.0,59.94594595
3.0,59.94623656
3.0,59.94652406
3.0,59.94680851
3.0,59.94708995
3.0,59.94736842
3.0,59.94764398
3.0,59.94791667
3.0,59.94818653
3.0,59.94845361
3.0,59.94871795
3.0,59.94897959
3.0,59.94923858
3.0,59.94949495
3.0,59.94974874
3.0,59.95
3.0,59.95024876
3.0,59.95049505
3.0,59.95073892
3.0,59.95098039
3.0,59.95121951
3.0,59.95145631
3.0,59.95169082
3.0,59.95192308
3.0,59.95215311
3.0,59.95238095
3.0,59.95260664
3.0,59.95283019
3.0,59.95305164
3.0,59.95327103
3.0,59.95348837
3.0,59.9537037
3.0,59.95391705
3.0,59.95412844
3.0,59.9543379
3.0,59.95454545
3.0,59.95475113
3.0,59.95495495
3.0,59.95515695
3.0,59.95535714
3.0,59.95555556
3.0,59.95575221
3.0,59.95594714
3.0,59.95614035
3.0,59.95633188
3.0,59.95652174
3.0,59.95670996
3.0,59.95689655
3.0,59.95708155
3.0,59.95726496
3.0,59.95744681
3.0,59.95762712
3.0,59.95780591
3.0,59.95798319
3.0,59.958159
3.0,59.95833333
3.0,59.95850622
3.0,59.95867769
3.0,59.95884774
3.0,59.95901639
3.0,59.95918367
3.0,59.95934959
3.0,59.95951417
3.0,59.95967742
3.0,59.95983936
3.0,59.96
3.0,59.96015936
3.0,59.96031746
3.0,59.96047431
3.0,59.96062992
3.0,59.96078431
3.0,59.9609375
3.0,59.96108949
3.0,59.96124031
3.0,59.96138996
3.0,59.96153846
3.0,59.96168582
3.0,59.96183206
3.0,59.96197719
3.0,59.96212121
3.0,59.96226415
3.0,59.96240602
3.0,59.96254682
3.0,59.96268657
3.0,59.96282528
3.0,59.96296296
3.0,59.96309963
3.0,59.96323529
3.0,59.96336996
3.0,59.96350365
3.0,59.96363636
3.0,59.96376812
3.0,59.96389892
3.0,59.96402878
3.0,59.96415771
3.0,59.96428571
3.0,59.96441281
3.0,59.96453901
3.0,59.96466431
3.0,59.96478873
3.0,59.96491228
3.0,59.96503497
3.0,59.96515679
3.0,59.96527778
3.0,59.96539792
3.0,59.96551724
3.0,59.96563574
3.0,59.96575342
3.0,59.96587031
3.0,59.96598639
3.0,59.96610169
3.0,59.96621622
3.0,59.96632997
3.0,59.96644295
3.0,59.96655518
3.0,59.96666667
3.0,59.96677741
3.0,59.96688742
3.0,59.9669967
3.0,59.96710526
3.0,59.96721311
3.0,59.96732026
3.0,59.96742671
3.0,59.96753247
3.0,59.96763754
3.0,59.96774194
3.0,59.96784566
3.0,59.96794872
3.0,59.96805112
3.0,59.96815287
3.0,59.96825397
3.0,59.96835443
3.0,59.96845426
3.0,59.96855346
3.0,59.96865204
3.0,59.96875
3.0,59.96884735
3.0,59.9689441
3.0,59.96904025
3.0,59.9691358
3.0,59.96923077
3.0,59.96932515
3.0,59.96941896
3.0,59.9695122
3.0,59.96960486
3.0,59.96969697
3.0,59.96978852
3.0,59.96987952
3.0,59.96996997
3.0,59.97005988
3.0,59.97014925
3.0,59.9702381
3.0,59.97032641
3.0,59.9704142
3.0,59.97050147
3.0,59.97058824
3.0,59.97067449
3.0,59.97076023
3.0,59.97084548
3.0,59.97093023
3.0,59.97101449
3.0,59.97109827
3.0,59.97118156
3.0,59.97126437
3.0,59.9713467
3.0,59.97142857
3.0,59.97150997
3.0,59.97159091
3.0,59.97167139
3.0,59.97175141
3.0,59.97183099
3.0,59.97191011
3.0,59.9719888
3.0,59.97206704
3.0,59.97214485
3.0,59.97222222
3.0,59.97229917
3.0,59.97237569
3.0,59.97245179
3.0,59.97252747
3.0,59.97260274
3.0,59.9726776
3.0,59.97275204
3.0,59.97282609
3.0,59.97289973
3.0,59.97297297
3.0,59.97304582
3.0,59.97311828
3.0,59.97319035
3.0,59.97326203
3.0,59.97333333
3.0,59.97340426
3.0,59.9734748
3.0,59.97354497
3.0,59.97361478
3.0,59.97368421
3.0,59.97375328
3.0,59.97382199
3.0,59.97389034
3.0,59.97395833
3.0,59.97402597
3.0,59.97409326
3.0,59.97416021
3.0,59.9742268
3.0,59.97429306
3.0,59.97435897
3.0,59.97442455
3.0,59.9744898
3.0,59.97455471
3.0,59.97461929
3.0,59.97468354
3.0,59.97474747
3.0,59.97481108
3.0,59.97487437
3.0,59.97493734
3.0,59.975
3.0,59.97506234
3.0,59.97512438
3.0,59.9751861
3.0,59.97524752
3.0,59.97530864
3.0,59.97536946
3.0,59.97542998
3.0,59.9754902
3.0,59.97555012
3.0,59.97560976
3.0,59.9756691
