memory-size,avg-attendance 
15.0,52.18731118
15.0,52.19578313
15.0,52.2012012
15.0,52.21257485
15.0,52.20597015
15.0,52.20238095
15.0,52.20771513
15.0,52.20118343
15.0,52.20648968
15.0,52.21470588
15.0,52.2170088
15.0,52.21637427
15.0,52.20991254
15.0,52.2122093
15.0,52.20869565
15.0,52.21387283
15.0,52.21037464
15.0,52.20977011
15.0,52.22063037
15.0,52.22857143
15.0,52.23931624
15.0,52.23579545
15.0,52.23512748
15.0,52.23446328
15.0,52.23661972
15.0,52.24438202
15.0,52.23809524
15.0,52.24022346
15.0,52.24233983
15.0,52.24444444
15.0,52.23822715
15.0,52.22651934
15.0,52.2231405
15.0,52.22802198
15.0,52.23013699
15.0,52.23224044
15.0,52.23978202
15.0,52.24728261
15.0,52.24932249
15.0,52.25675676
15.0,52.25606469
15.0,52.26075269
15.0,52.26005362
15.0,52.26203209
15.0,52.264
15.0,52.26595745
15.0,52.25994695
15.0,52.25661376
15.0,52.25065963
15.0,52.24736842
15.0,52.24146982
15.0,52.2486911
15.0,52.24804178
15.0,52.25
15.0,52.25714286
15.0,52.26165803
15.0,52.27131783
15.0,52.26804124
15.0,52.27249357
15.0,52.27692308
15.0,52.27109974
15.0,52.2755102
15.0,52.27226463
15.0,52.2715736
15.0,52.26835443
15.0,52.26515152
15.0,52.26196474
15.0,52.24874372
15.0,52.25313283
15.0,52.2475
15.0,52.25187032
15.0,52.25373134
15.0,52.26054591
15.0,52.26980198
15.0,52.26666667
15.0,52.27093596
15.0,52.27272727
15.0,52.27205882
15.0,52.27628362
15.0,52.27073171
15.0,52.27493917
15.0,52.27669903
15.0,52.27845036
15.0,52.27294686
15.0,52.26746988
15.0,52.26682692
15.0,52.25899281
15.0,52.26076555
15.0,52.25775656
15.0,52.26428571
15.0,52.27078385
15.0,52.27251185
15.0,52.28132388
15.0,52.2759434
15.0,52.28
15.0,52.27464789
15.0,52.27400468
15.0,52.28504673
15.0,52.28205128
15.0,52.28604651
15.0,52.28538283
15.0,52.28240741
15.0,52.27944573
15.0,52.26728111
15.0,52.27126437
15.0,52.26834862
15.0,52.27231121
15.0,52.2739726
15.0,52.27790433
15.0,52.28409091
15.0,52.27891156
15.0,52.28733032
15.0,52.29119639
15.0,52.29279279
15.0,52.29662921
15.0,52.29596413
15.0,52.29530201
15.0,52.29910714
15.0,52.29844098
15.0,52.29111111
15.0,52.28603104
15.0,52.28539823
15.0,52.2803532
15.0,52.28193833
15.0,52.27912088
15.0,52.28289474
15.0,52.28227571
15.0,52.29039301
15.0,52.2962963
15.0,52.29130435
15.0,52.29284165
15.0,52.29220779
15.0,52.29805616
15.0,52.29741379
15.0,52.29462366
15.0,52.29613734
15.0,52.29336188
15.0,52.29487179
15.0,52.28144989
15.0,52.28085106
15.0,52.28237792
15.0,52.27966102
15.0,52.2769556
15.0,52.27848101
15.0,52.28842105
15.0,52.28361345
15.0,52.28930818
15.0,52.29497908
15.0,52.29853862
15.0,52.30208333
15.0,52.2972973
15.0,52.29875519
15.0,52.30434783
15.0,52.29958678
15.0,52.29896907
15.0,52.29423868
15.0,52.2936345
15.0,52.28688525
15.0,52.28629857
15.0,52.28571429
15.0,52.28309572
15.0,52.28455285
15.0,52.28600406
15.0,52.29554656
15.0,52.2969697
15.0,52.29637097
15.0,52.30382294
15.0,52.30722892
15.0,52.30661323
15.0,0.0
15.0,0.0
15.0,55.0
15.0,57.5
15.0,60.33333333
15.0,61.5
15.0,61.2
15.0,60.5
15.0,60.57142857
15.0,59.5
15.0,58.55555556
15.0,58.0
15.0,58.27272727
15.0,57.83333333
15.0,57.69230769
15.0,57.71428571
15.0,57.4
15.0,57.25
15.0,57.35294118
15.0,57.16666667
15.0,57.26315789
15.0,57.15
15.0,56.95238095
15.0,56.95454545
15.0,57.08695652
15.0,57.04166667
15.0,57.16
15.0,57.03846154
15.0,57.0
15.0,57.0
15.0,56.93103448
15.0,56.93333333
15.0,56.90322581
15.0,56.8125
15.0,56.78787879
15.0,56.73529412
15.0,56.82857143
15.0,56.80555556
15.0,56.89189189
15.0,56.76315789
15.0,56.74358974
15.0,56.8
15.0,56.70731707
15.0,56.73809524
15.0,56.74418605
15.0,56.68181818
15.0,56.64444444
15.0,56.60869565
15.0,56.63829787
15.0,56.60416667
15.0,56.67346939
15.0,56.56
15.0,56.56862745
15.0,56.61538462
15.0,56.56603774
15.0,56.61111111
15.0,56.58181818
15.0,56.58928571
15.0,56.59649123
15.0,56.5862069
15.0,56.57627119
15.0,56.56666667
15.0,56.59016393
15.0,56.53225806
15.0,56.57142857
15.0,56.515625
15.0,56.52307692
15.0,56.56060606
15.0,56.50746269
15.0,56.54411765
15.0,56.53623188
15.0,56.54285714
15.0,56.52112676
15.0,56.51388889
15.0,56.52054795
15.0,56.48648649
15.0,56.48
15.0,56.44736842
15.0,56.46753247
15.0,56.44871795
15.0,56.44303797
15.0,56.475
15.0,56.41975309
15.0,56.45121951
15.0,56.40963855
15.0,56.42857143
15.0,56.43529412
15.0,56.40697674
15.0,56.4137931
15.0,56.38636364
15.0,56.40449438
15.0,56.37777778
15.0,56.3956044
15.0,56.40217391
15.0,56.3655914
15.0,56.38297872
15.0,56.35789474
15.0,56.36458333
15.0,56.37113402
15.0,56.36734694
15.0,56.35353535
15.0,56.34
15.0,56.36633663
15.0,56.33333333
15.0,56.34951456
15.0,56.32692308
15.0,56.33333333
15.0,56.33962264
15.0,56.31775701
15.0,56.35185185
15.0,56.33944954
15.0,56.34545455
15.0,56.34234234
15.0,56.33928571
15.0,56.34513274
15.0,56.34210526
15.0,56.34782609
15.0,56.32758621
15.0,56.33333333
15.0,56.34745763
15.0,56.31932773
15.0,56.325
15.0,56.31404959
15.0,56.32786885
15.0,56.32520325
15.0,56.33870968
15.0,56.344
15.0,56.34126984
15.0,56.34645669
15.0,56.3125
15.0,56.33333333
15.0,56.32307692
15.0,56.32061069
15.0,56.32575758
15.0,56.31578947
15.0,56.32835821
15.0,56.33333333
15.0,56.33823529
15.0,56.33576642
15.0,56.32608696
15.0,56.33093525
15.0,56.30714286
15.0,56.31205674
15.0,56.29577465
15.0,56.30769231
15.0,56.3125
15.0,56.29655172
15.0,56.31506849
15.0,56.31292517
15.0,56.32432432
15.0,56.31543624
15.0,56.32
15.0,56.32450331
15.0,56.30921053
15.0,56.30718954
15.0,56.30519481
15.0,56.31612903
15.0,56.31410256
15.0,56.31210191
15.0,56.32278481
15.0,56.3081761
15.0,56.33125
15.0,56.31055901
15.0,56.32098765
15.0,56.32515337
15.0,56.31097561
15.0,56.31515152
15.0,56.31325301
15.0,56.31137725
15.0,56.30952381
15.0,56.30769231
15.0,56.3
15.0,56.29239766
15.0,56.30232558
15.0,56.28323699
15.0,56.3045977
15.0,56.29714286
15.0,56.30681818
15.0,56.31073446
15.0,56.29775281
15.0,56.31284916
15.0,56.30555556
15.0,56.30939227
15.0,56.3021978
15.0,56.30054645
15.0,56.30434783
15.0,56.29189189
15.0,56.29569892
15.0,56.28342246
15.0,56.30319149
15.0,56.29100529
15.0,56.29473684
15.0,56.30890052
15.0,56.29166667
15.0,56.30569948
15.0,56.29381443
15.0,56.29230769
15.0,56.29081633
15.0,56.2893401
15.0,56.29292929
15.0,56.28643216
15.0,56.3
15.0,56.28358209
15.0,56.29207921
15.0,56.29064039
15.0,56.28921569
15.0,56.29756098
15.0,56.29126214
15.0,56.29468599
15.0,56.28365385
15.0,56.29186603
15.0,56.28571429
15.0,56.27488152
15.0,56.28773585
15.0,56.27230047
15.0,56.27570093
15.0,56.2744186
15.0,56.28240741
15.0,56.28110599
15.0,56.27981651
15.0,56.28310502
15.0,56.26818182
15.0,56.2760181
15.0,56.26576577
15.0,56.2690583
15.0,56.27678571
15.0,56.26666667
15.0,56.2699115
15.0,56.26431718
15.0,56.27192982
15.0,56.26200873
15.0,56.26086957
15.0,56.26406926
15.0,56.25
15.0,56.25321888
15.0,56.24786325
15.0,56.25957447
15.0,56.26271186
15.0,56.25738397
15.0,56.2605042
15.0,56.24686192
15.0,56.25416667
15.0,56.24896266
15.0,56.25206612
15.0,56.25102881
15.0,56.24180328
15.0,56.23673469
15.0,56.23577236
15.0,56.25506073
15.0,56.24596774
15.0,56.24899598
15.0,56.252
15.0,56.23904382
15.0,56.24603175
15.0,56.24110672
15.0,56.2480315
15.0,56.24313725
15.0,56.23828125
15.0,56.23346304
15.0,56.22868217
15.0,56.24324324
15.0,56.23461538
15.0,56.24904215
15.0,56.24045802
15.0,56.23954373
15.0,56.25
15.0,56.24150943
15.0,56.2518797
15.0,56.24719101
15.0,56.24253731
15.0,56.24535316
15.0,56.24444444
15.0,56.24354244
15.0,56.24264706
15.0,56.25274725
15.0,56.24087591
15.0,56.24727273
15.0,56.23913043
15.0,56.24187726
15.0,56.25179856
15.0,56.2437276
15.0,56.24642857
15.0,56.24199288
15.0,56.24113475
15.0,56.24028269
15.0,56.23591549
15.0,56.23508772
15.0,56.23076923
15.0,56.2369338
15.0,56.22569444
15.0,56.23875433
15.0,56.23793103
15.0,56.2371134
15.0,56.24315068
15.0,56.23549488
15.0,56.24489796
15.0,56.23728814
15.0,56.23648649
15.0,56.23905724
15.0,56.23154362
15.0,56.23076923
15.0,56.23
15.0,56.2358804
15.0,56.23509934
15.0,56.23762376
15.0,56.23684211
15.0,56.23278689
15.0,56.24183007
15.0,56.23127036
15.0,56.23701299
15.0,56.23624595
15.0,56.23225806
15.0,56.22829582
15.0,56.22435897
15.0,56.23322684
15.0,56.22611465
15.0,56.23174603
15.0,56.22468354
15.0,56.22397476
15.0,56.2327044
15.0,56.22257053
15.0,56.23125
15.0,56.2305296
15.0,56.22981366
15.0,56.23219814
15.0,56.22839506
15.0,56.23076923
15.0,56.22699387
15.0,56.23547401
15.0,56.22560976
15.0,56.23100304
15.0,56.23939394
15.0,56.2265861
15.0,56.23192771
15.0,56.22522523
15.0,56.2245509
15.0,56.22985075
15.0,56.22916667
15.0,56.23145401
15.0,56.22781065
15.0,56.23303835
15.0,56.22941176
15.0,56.23753666
15.0,56.23099415
15.0,56.2244898
15.0,56.22965116
15.0,56.22028986
15.0,56.22543353
15.0,56.22478386
15.0,56.2183908
15.0,56.21776504
15.0,56.21142857
15.0,56.21652422
15.0,56.21022727
15.0,56.21813031
15.0,56.21468927
15.0,56.21408451
15.0,56.21348315
15.0,56.21008403
15.0,56.2150838
15.0,56.21448468
15.0,56.21666667
15.0,56.21606648
15.0,56.20994475
15.0,56.21763085
15.0,56.21153846
15.0,56.21917808
15.0,56.21584699
15.0,56.21798365
15.0,56.2173913
15.0,56.21409214
15.0,56.22162162
15.0,56.21293801
15.0,56.21774194
15.0,56.21179625
15.0,56.20855615
15.0,56.21066667
15.0,56.20744681
15.0,56.22015915
15.0,56.21428571
15.0,56.21372032
15.0,56.21842105
15.0,56.2152231
15.0,56.21727749
15.0,56.21148825
15.0,56.21614583
15.0,56.21558442
15.0,56.21761658
15.0,56.21705426
15.0,56.21649485
15.0,56.22622108
15.0,56.22051282
15.0,56.22506394
15.0,56.2244898
15.0,56.22391858
15.0,56.22335025
15.0,56.22025316
15.0,56.22727273
15.0,56.22166247
15.0,56.22613065
15.0,56.22556391
15.0,56.22
15.0,56.2244389
15.0,56.22139303
15.0,56.22084367
15.0,56.22029703
15.0,56.22222222
15.0,56.21921182
15.0,56.21375921
15.0,56.22058824
15.0,56.21026895
15.0,56.21463415
15.0,56.21167883
15.0,56.21116505
15.0,56.20823245
15.0,56.20531401
15.0,56.20963855
15.0,56.20673077
15.0,56.21103118
15.0,56.20813397
15.0,56.2052506
15.0,56.20952381
15.0,56.19952494
15.0,56.20616114
15.0,56.20330969
15.0,56.20283019
15.0,56.20705882
15.0,56.20422535
15.0,56.20608899
15.0,56.20794393
15.0,56.21212121
15.0,56.20930233
15.0,56.20881671
15.0,56.21296296
15.0,56.20323326
15.0,56.20737327
15.0,56.2
15.0,56.20412844
15.0,56.20366133
15.0,56.20091324
15.0,56.20501139
15.0,56.20227273
15.0,56.21088435
15.0,56.2081448
15.0,56.20993228
15.0,56.21396396
15.0,56.20674157
15.0,56.20627803
15.0,56.20357942
15.0,56.20535714
15.0,56.20044543
15.0,56.20444444
15.0,56.20177384
15.0,56.19690265
15.0,56.20529801
15.0,56.1938326
15.0,56.1978022
15.0,56.19298246
15.0,56.19256018
15.0,56.19213974
15.0,56.18954248
15.0,56.19347826
15.0,56.19088937
15.0,56.19480519
15.0,56.19222462
15.0,56.19396552
15.0,56.19569892
15.0,56.18669528
15.0,56.19271949
15.0,56.18803419
15.0,56.18976546
15.0,56.19361702
15.0,56.19320594
15.0,56.19491525
15.0,56.19661734
15.0,56.19831224
15.0,56.19368421
15.0,56.19957983
15.0,56.19706499
15.0,56.19456067
15.0,56.19832985
15.0,56.1875
15.0,56.19334719
15.0,56.19294606
15.0,56.19254658
15.0,56.19421488
15.0,56.19175258
15.0,56.19341564
15.0,56.19096509
15.0,56.19467213
15.0,56.19018405
15.0,56.19387755
15.0,56.19551935
15.0,56.18902439
15.0,56.19269777
15.0,56.1902834
15.0,56.19393939
15.0,56.19354839
15.0,56.18913481
15.0,56.19076305
15.0,56.18837675
15.0,0.0
15.0,0.0
15.0,64.0
15.0,66.0
15.0,67.0
15.0,68.0
15.0,67.0
15.0,67.0
15.0,66.0
15.0,65.625
15.0,65.44444444
15.0,64.2
15.0,63.18181818
15.0,63.0
15.0,62.61538462
15.0,62.07142857
15.0,61.13333333
15.0,60.75
15.0,60.35294118
15.0,60.38888889
15.0,60.68421053
15.0,60.8
15.0,60.71428571
15.0,60.54545455
15.0,60.56521739
15.0,60.70833333
15.0,60.92
15.0,60.92307692
15.0,61.0
15.0,61.07142857
15.0,61.10344828
15.0,61.1
15.0,61.12903226
15.0,61.03125
15.0,60.96969697
15.0,60.97058824
15.0,60.94285714
15.0,60.97222222
15.0,61.0
15.0,60.97368421
15.0,61.05128205
15.0,61.15
15.0,61.2195122
15.0,61.28571429
15.0,61.34883721
15.0,61.36363636
15.0,61.44444444
15.0,61.5
15.0,61.5106383
15.0,61.54166667
15.0,61.48979592
15.0,61.44
15.0,61.39215686
15.0,61.40384615
15.0,61.41509434
15.0,61.42592593
15.0,61.47272727
15.0,61.46428571
15.0,61.49122807
15.0,61.53448276
15.0,61.59322034
15.0,61.65
15.0,61.70491803
15.0,61.74193548
15.0,61.77777778
15.0,61.828125
15.0,61.83076923
15.0,61.81818182
15.0,61.79104478
15.0,61.76470588
15.0,61.73913043
15.0,61.72857143
15.0,61.70422535
15.0,61.69444444
15.0,61.7260274
15.0,61.72972973
15.0,61.76
15.0,61.78947368
15.0,61.79220779
15.0,61.79487179
15.0,61.82278481
15.0,61.85
15.0,61.86419753
15.0,61.8902439
15.0,61.89156627
15.0,61.91666667
15.0,61.94117647
15.0,61.95348837
15.0,61.93103448
15.0,61.90909091
15.0,61.88764045
15.0,61.88888889
15.0,61.9010989
15.0,61.90217391
15.0,61.90322581
15.0,61.90425532
15.0,61.90526316
15.0,61.91666667
15.0,61.93814433
15.0,61.96938776
15.0,62.0
15.0,62.02
15.0,62.03960396
15.0,62.06862745
15.0,62.0776699
15.0,62.07692308
15.0,62.06666667
15.0,62.04716981
15.0,62.02803738
15.0,62.00925926
15.0,62.01834862
15.0,62.01818182
15.0,62.02702703
15.0,62.04464286
15.0,62.04424779
15.0,62.04385965
15.0,62.06086957
15.0,62.0862069
15.0,62.11965812
15.0,62.1440678
15.0,62.1512605
15.0,62.16666667
15.0,62.17355372
15.0,62.18032787
15.0,62.17073171
15.0,62.16935484
15.0,62.152
15.0,62.13492063
15.0,62.12598425
15.0,62.1015625
15.0,62.10077519
15.0,62.11538462
15.0,62.11450382
15.0,62.12121212
15.0,62.13533835
15.0,62.14925373
15.0,62.14814815
15.0,62.16176471
15.0,62.17518248
15.0,62.18115942
15.0,62.18705036
15.0,62.19285714
15.0,62.20567376
15.0,62.21126761
15.0,62.20979021
15.0,62.1875
15.0,62.17241379
15.0,62.16438356
15.0,62.17006803
15.0,62.18243243
15.0,62.18120805
15.0,62.18666667
15.0,62.19205298
15.0,62.19736842
15.0,62.20261438
15.0,62.22077922
15.0,62.23870968
15.0,62.25
15.0,62.2611465
15.0,62.2721519
15.0,62.27672956
15.0,62.26875
15.0,62.26086957
15.0,62.24691358
15.0,62.2392638
15.0,62.24390244
15.0,62.23636364
15.0,62.24096386
15.0,62.24550898
15.0,62.24404762
15.0,62.24852071
15.0,62.26470588
15.0,62.28070175
15.0,62.30232558
15.0,62.32369942
15.0,62.33333333
15.0,62.34857143
15.0,62.34659091
15.0,62.34463277
15.0,62.34269663
15.0,62.32960894
15.0,62.31666667
15.0,62.28176796
15.0,62.28571429
15.0,62.28415301
15.0,62.2826087
15.0,62.28108108
15.0,62.27956989
15.0,62.27807487
15.0,62.28723404
15.0,62.2962963
15.0,62.30526316
15.0,62.32460733
15.0,62.328125
15.0,62.33678756
15.0,62.34536082
15.0,62.34871795
15.0,62.35204082
15.0,62.35025381
15.0,62.34848485
15.0,62.33165829
15.0,62.315
15.0,62.30348259
15.0,62.3019802
15.0,62.31034483
15.0,62.30882353
15.0,62.30731707
15.0,62.30582524
15.0,62.30917874
15.0,62.31730769
15.0,62.33492823
15.0,62.34761905
15.0,62.35545024
15.0,62.35849057
15.0,62.36619718
15.0,62.37850467
15.0,62.37674419
15.0,62.375
15.0,62.3640553
15.0,62.34862385
15.0,62.33789954
15.0,62.32727273
15.0,62.32126697
15.0,62.31981982
15.0,62.32735426
15.0,62.32589286
15.0,62.32888889
15.0,62.34070796
15.0,62.33920705
15.0,62.34210526
15.0,62.34934498
15.0,62.35652174
15.0,62.35930736
15.0,62.36637931
15.0,62.36909871
15.0,62.37606838
15.0,62.3787234
15.0,62.37288136
15.0,62.35864979
15.0,62.35294118
15.0,62.35146444
15.0,62.34583333
15.0,62.3526971
15.0,62.3553719
15.0,62.35390947
15.0,62.3442623
15.0,62.34693878
15.0,62.35772358
15.0,62.36842105
15.0,62.37903226
15.0,62.3815261
15.0,62.384
15.0,62.38645418
15.0,62.3968254
15.0,62.39920949
15.0,62.4015748
15.0,62.39215686
15.0,62.37890625
15.0,62.36575875
15.0,62.36434109
15.0,62.36293436
15.0,62.36153846
15.0,62.36781609
15.0,62.36259542
15.0,62.36501901
15.0,62.36742424
15.0,62.37735849
15.0,62.39097744
15.0,62.40074906
15.0,62.40671642
15.0,62.41263941
15.0,62.41851852
15.0,62.41697417
15.0,62.41911765
15.0,62.41391941
15.0,62.40510949
15.0,62.39636364
15.0,62.38405797
15.0,62.38267148
15.0,62.38489209
15.0,62.38351254
15.0,62.38214286
15.0,62.38790036
15.0,62.39007092
15.0,62.38869258
15.0,62.39788732
15.0,62.40350877
15.0,62.41258741
15.0,62.41463415
15.0,62.42013889
15.0,62.42214533
15.0,62.42413793
15.0,62.42611684
15.0,62.42123288
15.0,62.42320819
15.0,62.41496599
15.0,62.40677966
15.0,62.39864865
15.0,62.39393939
15.0,62.39932886
15.0,62.40133779
15.0,62.40666667
15.0,62.40531561
15.0,62.41059603
15.0,62.41584158
15.0,62.42105263
15.0,62.4295082
15.0,62.43464052
15.0,62.43973941
15.0,62.44480519
15.0,62.44983819
15.0,62.44516129
15.0,62.43729904
15.0,62.42948718
15.0,62.42172524
15.0,62.42038217
15.0,62.41904762
15.0,62.42088608
15.0,62.41955836
15.0,62.4245283
15.0,62.42319749
15.0,62.428125
15.0,62.43302181
15.0,62.44099379
15.0,62.44891641
15.0,62.4537037
15.0,62.46153846
15.0,62.46319018
15.0,62.46788991
15.0,62.46341463
15.0,62.46200608
15.0,62.45454545
15.0,62.44410876
15.0,62.43975904
15.0,62.43543544
15.0,62.43113772
15.0,62.42985075
15.0,62.43154762
15.0,62.43323442
15.0,62.43491124
15.0,62.43952802
15.0,62.44411765
15.0,62.4516129
15.0,62.45321637
15.0,62.45772595
15.0,62.45930233
15.0,62.46376812
15.0,62.46820809
15.0,62.46685879
15.0,62.4683908
15.0,62.46131805
15.0,62.45428571
15.0,62.44444444
15.0,62.44602273
15.0,62.44192635
15.0,62.44350282
15.0,62.44788732
15.0,62.4494382
15.0,62.44537815
15.0,62.44413408
15.0,62.45125348
15.0,62.45277778
15.0,62.46260388
15.0,62.4640884
15.0,62.46831956
15.0,62.47252747
15.0,62.4739726
15.0,62.47814208
15.0,62.47411444
15.0,62.4701087
15.0,62.46070461
15.0,62.45135135
15.0,62.44743935
15.0,62.4516129
15.0,62.45576408
15.0,62.44919786
15.0,62.45333333
15.0,62.45212766
15.0,62.4535809
15.0,62.45502646
15.0,62.46174142
15.0,62.46842105
15.0,62.47244094
15.0,62.47905759
15.0,62.47780679
15.0,62.48177083
15.0,62.48051948
15.0,62.47927461
15.0,62.4754522
15.0,62.46649485
15.0,62.46015424
15.0,62.45384615
15.0,62.45268542
15.0,62.45408163
15.0,62.45547074
15.0,62.45685279
15.0,62.4556962
15.0,62.45959596
15.0,62.46599496
15.0,62.47487437
15.0,62.48120301
15.0,62.485
15.0,62.48628429
15.0,62.49253731
15.0,62.49379653
15.0,62.49009901
15.0,62.48395062
15.0,62.47783251
15.0,62.47420147
15.0,62.46813725
15.0,62.46699267
15.0,62.46341463
15.0,62.46472019
15.0,62.4684466
15.0,62.46731235
15.0,62.47101449
15.0,62.4746988
15.0,62.47355769
15.0,62.47482014
15.0,62.4784689
15.0,62.4797136
15.0,62.48095238
15.0,62.48218527
15.0,62.48104265
15.0,62.48463357
15.0,62.48820755
15.0,62.48470588
15.0,62.47652582
15.0,62.470726
15.0,62.46495327
15.0,62.47319347
15.0,62.4744186
15.0,62.47331787
15.0,62.47222222
15.0,62.46882217
15.0,62.47465438
15.0,62.47586207
15.0,62.48394495
15.0,62.48283753
15.0,62.48401826
15.0,62.48519362
15.0,62.48863636
15.0,62.49433107
15.0,62.48642534
15.0,62.48081264
15.0,62.47747748
15.0,62.47865169
15.0,62.47982063
15.0,62.48098434
15.0,62.48214286
15.0,62.4766147
15.0,62.47555556
15.0,62.4789357
15.0,62.48451327
15.0,62.49006623
15.0,62.49339207
15.0,62.4967033
15.0,62.49780702
15.0,62.50328228
15.0,62.50218341
15.0,62.49891068
15.0,62.49565217
15.0,62.49240781
15.0,62.49350649
15.0,62.49028078
15.0,62.48706897
15.0,62.48602151
15.0,62.48927039
15.0,62.49464668
15.0,62.49358974
15.0,62.4989339
15.0,62.50212766
15.0,62.50530786
15.0,62.50847458
15.0,62.51162791
15.0,62.51476793
15.0,62.51789474
15.0,62.51680672
15.0,62.51362683
15.0,62.5125523
15.0,62.50939457
15.0,62.50833333
15.0,62.5010395
15.0,62.50207469
15.0,62.50310559
15.0,62.50619835
15.0,62.50927835
15.0,62.50823045
15.0,62.51129363
15.0,62.51229508
15.0,62.51738241
15.0,62.52040816
15.0,62.52342159
15.0,62.52642276
15.0,62.52738337
15.0,62.53036437
15.0,62.52929293
15.0,62.52822581
15.0,62.52515091
15.0,62.52008032
15.0,62.51703407
20.0,0.0
20.0,0.0
20.0,47.0
20.0,49.0
20.0,44.33333333
20.0,46.5
20.0,46.6
20.0,45.83333333
20.0,45.85714286
20.0,45.5
20.0,45.77777778
20.0,46.0
20.0,45.72727273
20.0,46.41666667
20.0,46.61538462
20.0,46.57142857
20.0,46.33333333
20.0,46.75
20.0,46.88235294
20.0,47.27777778
20.0,47.57894737
20.0,47.4
20.0,47.80952381
20.0,47.95454545
20.0,48.13043478
20.0,48.125
20.0,48.16
20.0,48.26923077
20.0,48.33333333
20.0,48.17857143
20.0,48.17241379
20.0,48.13333333
20.0,48.03225806
20.0,48.03125
20.0,47.90909091
20.0,47.94117647
20.0,48.05714286
20.0,48.08333333
20.0,47.97297297
20.0,48.05263158
20.0,48.02564103
20.0,48.075
20.0,48.02439024
20.0,48.02380952
20.0,48.06976744
20.0,48.06818182
20.0,48.0
20.0,48.06521739
20.0,48.0212766
20.0,48.08333333
20.0,48.02040816
20.0,48.0
20.0,48.03921569
20.0,48.03846154
20.0,48.0
20.0,48.0
20.0,48.01818182
20.0,48.0
20.0,48.03508772
20.0,47.96551724
20.0,48.0
20.0,48.03333333
20.0,48.01639344
20.0,48.01612903
20.0,47.98412698
20.0,47.953125
20.0,47.98461538
20.0,47.96969697
20.0,47.98507463
20.0,48.04411765
20.0,48.02898551
20.0,48.0
20.0,48.01408451
20.0,48.0
20.0,48.05479452
20.0,48.04054054
20.0,48.0
20.0,48.01315789
20.0,48.0
20.0,48.02564103
20.0,47.98734177
20.0,47.95
20.0,47.97530864
20.0,47.97560976
20.0,47.97590361
20.0,47.97619048
20.0,47.98823529
20.0,47.97674419
20.0,47.95402299
20.0,47.95454545
20.0,47.97752809
20.0,48.0
20.0,47.98901099
20.0,47.9673913
20.0,47.98924731
20.0,47.96808511
20.0,47.97894737
20.0,47.96875
20.0,47.95876289
20.0,47.97959184
20.0,47.97979798
20.0,47.97
20.0,47.95049505
20.0,47.97058824
20.0,47.95145631
20.0,47.96153846
20.0,47.95238095
20.0,47.98113208
20.0,47.99065421
20.0,47.9537037
20.0,47.94495413
20.0,47.93636364
20.0,47.92792793
20.0,47.94642857
20.0,47.92920354
20.0,47.93859649
20.0,47.94782609
20.0,47.95689655
20.0,47.91452991
20.0,47.93220339
20.0,47.90756303
20.0,47.94166667
20.0,47.96694215
20.0,47.93442623
20.0,47.98373984
20.0,47.94354839
20.0,47.952
20.0,47.95238095
20.0,47.92913386
20.0,47.9609375
20.0,47.96124031
20.0,47.98461538
20.0,48.01526718
20.0,47.99242424
20.0,47.98496241
20.0,48.02238806
20.0,48.00740741
20.0,48.00735294
20.0,48.02919708
20.0,48.00724638
20.0,47.98561151
20.0,48.0
20.0,47.9929078
20.0,48.00704225
20.0,48.00699301
20.0,48.0
20.0,48.0
20.0,47.97260274
20.0,47.97959184
20.0,47.99324324
20.0,47.96644295
20.0,47.96666667
20.0,47.98675497
20.0,47.98026316
20.0,47.98039216
20.0,48.0
20.0,47.98709677
20.0,47.98717949
20.0,47.99363057
20.0,47.99367089
20.0,48.0
20.0,47.99375
20.0,47.98136646
20.0,47.96296296
20.0,47.96932515
20.0,47.95731707
20.0,47.95757576
20.0,47.96385542
20.0,47.97005988
20.0,47.97619048
20.0,47.9704142
20.0,47.94705882
20.0,47.96491228
20.0,47.94767442
20.0,47.93641618
20.0,47.94827586
20.0,47.95428571
20.0,47.97159091
20.0,47.96045198
20.0,47.94382022
20.0,47.94413408
20.0,47.95
20.0,47.95027624
20.0,47.95604396
20.0,47.93989071
20.0,47.94021739
20.0,47.95675676
20.0,47.93548387
20.0,47.95187166
20.0,47.97340426
20.0,47.96296296
20.0,47.98947368
20.0,47.96858639
20.0,47.97395833
20.0,47.98963731
20.0,47.96907216
20.0,47.97435897
20.0,47.98469388
20.0,47.97969543
20.0,48.0
20.0,47.9798995
20.0,47.975
20.0,47.98507463
20.0,47.9950495
20.0,48.0
20.0,47.99509804
20.0,47.99512195
20.0,48.00485437
20.0,48.02898551
20.0,48.00961538
20.0,48.03827751
20.0,48.02857143
20.0,48.02369668
20.0,48.04245283
20.0,48.03755869
20.0,48.02803738
20.0,48.0372093
20.0,48.02777778
20.0,48.02304147
20.0,48.04587156
20.0,48.01826484
20.0,48.03636364
20.0,48.03167421
20.0,48.02252252
20.0,48.04932735
20.0,48.03125
20.0,48.02666667
20.0,48.03982301
20.0,48.03964758
20.0,48.04385965
20.0,48.06550218
20.0,48.04347826
20.0,48.06493506
20.0,48.07327586
20.0,48.06437768
20.0,48.08547009
20.0,48.08085106
20.0,48.06779661
20.0,48.06329114
20.0,48.05042017
20.0,48.05857741
20.0,48.06666667
20.0,48.06639004
20.0,48.07024793
20.0,48.07407407
20.0,48.06967213
20.0,48.08979592
20.0,48.08943089
20.0,48.08502024
20.0,48.10483871
