attendance,avg-attendance 
43.0,45.73958333
46.0,45.74093264
47.0,45.74742268
45.0,45.74358974
44.0,45.73469388
46.0,45.73604061
44.0,45.72727273
46.0,45.72864322
46.0,45.73
44.0,45.72139303
45.0,45.71782178
46.0,45.71921182
44.0,45.71078431
45.0,45.70731707
45.0,45.7038835
45.0,45.70048309
44.0,45.69230769
44.0,45.68421053
47.0,45.69047619
45.0,45.68720379
44.0,45.67924528
46.0,45.68075117
44.0,45.6728972
45.0,45.66976744
45.0,45.66666667
43.0,45.65437788
47.0,45.66055046
46.0,45.66210046
44.0,45.65454545
46.0,45.6561086
43.0,45.64414414
46.0,45.64573991
46.0,45.64732143
45.0,45.64444444
44.0,45.63716814
43.0,45.62555066
46.0,45.62719298
47.0,45.63318777
44.0,45.62608696
44.0,45.61904762
45.0,45.61637931
45.0,45.61373391
43.0,45.6025641
44.0,45.59574468
46.0,45.59745763
44.0,45.5907173
46.0,45.59243697
45.0,45.58995816
48.0,45.6
45.0,45.59751037
43.0,45.58677686
45.0,45.58436214
48.0,45.5942623
43.0,45.58367347
47.0,45.58943089
44.0,45.58299595
46.0,45.58467742
47.0,45.59036145
45.0,45.588
45.0,45.58565737
44.0,45.57936508
42.0,45.56521739
46.0,45.56692913
44.0,45.56078431
45.0,45.55859375
46.0,45.56031128
45.0,45.55813953
47.0,45.56370656
44.0,45.55769231
43.0,45.54789272
47.0,45.55343511
41.0,45.53612167
46.0,45.53787879
45.0,45.53584906
45.0,45.53383459
52.0,45.55805243
43.0,45.54850746
47.0,45.55390335
44.0,45.54814815
42.0,45.53505535
47.0,45.54044118
43.0,45.53113553
47.0,45.53649635
51.0,45.55636364
45.0,45.55434783
49.0,45.566787
43.0,45.55755396
45.0,45.55555556
44.0,45.55
42.0,45.53736655
50.0,45.55319149
45.0,45.55123675
48.0,45.55985915
48.0,45.56842105
42.0,45.55594406
46.0,45.55749129
45.0,45.55555556
41.0,45.53979239
49.0,45.55172414
41.0,45.53608247
49.0,45.54794521
48.0,45.55631399
45.0,45.55442177
46.0,45.5559322
46.0,45.55743243
45.0,45.55555556
45.0,45.55369128
42.0,45.54180602
49.0,45.55333333
46.0,45.55481728
46.0,45.55629139
46.0,45.55775578
45.0,45.55592105
47.0,45.56065574
43.0,45.55228758
46.0,45.55374593
46.0,45.55519481
43.0,45.54692557
48.0,45.55483871
44.0,45.54983923
46.0,45.55128205
45.0,45.54952077
43.0,45.54140127
48.0,45.54920635
42.0,45.53797468
46.0,45.53943218
48.0,45.54716981
45.0,45.54545455
47.0,45.55
40.0,45.53271028
47.0,45.53726708
46.0,45.53869969
44.0,45.53395062
47.0,45.53846154
45.0,45.53680982
47.0,45.5412844
45.0,45.53963415
44.0,45.53495441
49.0,45.54545455
42.0,45.5347432
46.0,45.53614458
47.0,45.54054054
45.0,45.53892216
49.0,45.54925373
43.0,45.54166667
45.0,45.54005935
44.0,45.53550296
43.0,45.5280236
46.0,45.52941176
43.0,45.52199413
48.0,45.52923977
50.0,45.54227405
46.0,45.54360465
47.0,45.54782609
43.0,45.54046243
46.0,45.54178674
43.0,45.53448276
44.0,45.53008596
49.0,45.54
47.0,45.54415954
48.0,45.55113636
45.0,45.54957507
45.0,45.5480226
46.0,45.54929577
43.0,45.54213483
45.0,45.54061625
47.0,45.54469274
44.0,45.54038997
49.0,45.55
45.0,45.54847645
46.0,45.54972376
47.0,45.55371901
43.0,45.5467033
45.0,45.54520548
44.0,45.54098361
45.0,45.53950954
49.0,45.54891304
44.0,45.54471545
48.0,45.55135135
46.0,45.55256065
45.0,45.55107527
44.0,45.54691689
42.0,45.53743316
47.0,45.54133333
46.0,45.54255319
43.0,45.53580902
47.0,45.53968254
47.0,45.54353562
47.0,45.54736842
43.0,45.54068241
42.0,45.53141361
50.0,45.54308094
42.0,45.53385417
45.0,45.53246753
46.0,45.53367876
46.0,45.53488372
48.0,45.54123711
46.0,45.54241645
46.0,45.54358974
44.0,45.53964194
45.0,45.53826531
44.0,45.53435115
46.0,45.53553299
42.0,45.52658228
51.0,45.54040404
45.0,45.53904282
48.0,45.54522613
47.0,45.54887218
44.0,45.545
45.0,45.5436409
43.0,45.53731343
45.0,45.53598015
47.0,45.53960396
43.0,45.53333333
48.0,45.53940887
47.0,45.54299754
45.0,45.54166667
45.0,45.5403423
43.0,45.53414634
48.0,45.54014599
45.0,45.53883495
45.0,45.53753027
48.0,45.54347826
45.0,45.54216867
47.0,45.54567308
44.0,45.54196643
45.0,45.54066986
47.0,45.54415274
42.0,45.53571429
44.0,45.53206651
48.0,45.53791469
45.0,45.53664303
46.0,45.53773585
43.0,45.53176471
48.0,45.53755869
47.0,45.54098361
44.0,45.53738318
46.0,45.53846154
43.0,45.53255814
45.0,45.53132251
45.0,45.53009259
44.0,45.52655889
50.0,45.53686636
45.0,45.53563218
43.0,45.52981651
49.0,45.53775744
42.0,45.52968037
47.0,45.53302961
43.0,45.52727273
46.0,45.52834467
52.0,45.54298643
44.0,45.53950339
47.0,45.54279279
47.0,45.54606742
44.0,45.5426009
46.0,45.54362416
44.0,45.54017857
44.0,45.53674833
49.0,45.54444444
45.0,45.54323725
46.0,45.54424779
46.0,45.54525386
44.0,45.54185022
46.0,45.54285714
44.0,45.53947368
44.0,45.53610503
47.0,45.53930131
44.0,45.53594771
46.0,45.53695652
48.0,45.54229935
44.0,45.53896104
45.0,45.53779698
44.0,45.53448276
46.0,45.53548387
46.0,45.53648069
44.0,45.53319058
45.0,45.53205128
47.0,45.53518124
45.0,45.53404255
47.0,45.53715499
43.0,45.53177966
46.0,45.53276956
44.0,45.52953586
44.0,45.52631579
47.0,45.52941176
43.0,45.52410901
44.0,45.5209205
47.0,45.52400835
43.0,45.51875
48.0,45.52390852
46.0,45.52489627
43.0,45.51966874
49.0,45.5268595
43.0,45.52164948
47.0,45.52469136
46.0,45.52566735
43.0,45.5204918
48.0,45.52556237
43.0,45.52040816
46.0,45.52138493
50.0,45.5304878
43.0,45.52535497
47.0,45.52834008
44.0,45.52525253
49.0,45.53225806
45.0,45.53118712
43.0,45.52610442
47.0,45.52905812
81.0,0.0
63.0,0.0
55.0,55.0
49.0,52.0
45.0,49.66666667
50.0,49.75
48.0,49.4
44.0,48.5
48.0,48.42857143
48.0,48.375
43.0,47.77777778
48.0,47.8
45.0,47.54545455
49.0,47.66666667
53.0,48.07692308
43.0,47.71428571
54.0,48.13333333
52.0,48.375
54.0,48.70588235
53.0,48.94444444
48.0,48.89473684
54.0,49.15
49.0,49.14285714
47.0,49.04545455
56.0,49.34782609
50.0,49.375
53.0,49.52
50.0,49.53846154
48.0,49.48148148
52.0,49.57142857
50.0,49.5862069
50.0,49.6
48.0,49.5483871
51.0,49.59375
56.0,49.78787879
51.0,49.82352941
47.0,49.74285714
54.0,49.86111111
55.0,50.0
51.0,50.02631579
51.0,50.05128205
54.0,50.15
55.0,50.26829268
50.0,50.26190476
52.0,50.30232558
52.0,50.34090909
50.0,50.33333333
55.0,50.43478261
47.0,50.36170213
53.0,50.41666667
55.0,50.51020408
51.0,50.52
51.0,50.52941176
49.0,50.5
52.0,50.52830189
56.0,50.62962963
51.0,50.63636364
53.0,50.67857143
53.0,50.71929825
52.0,50.74137931
52.0,50.76271186
54.0,50.81666667
53.0,50.85245902
51.0,50.85483871
51.0,50.85714286
53.0,50.890625
53.0,50.92307692
53.0,50.95454545
50.0,50.94029851
52.0,50.95588235
53.0,50.98550725
51.0,50.98571429
50.0,50.97183099
51.0,50.97222222
53.0,51.0
52.0,51.01351351
51.0,51.01333333
54.0,51.05263158
54.0,51.09090909
54.0,51.12820513
51.0,51.12658228
53.0,51.15
54.0,51.18518519
52.0,51.19512195
52.0,51.20481928
52.0,51.21428571
52.0,51.22352941
53.0,51.24418605
52.0,51.25287356
52.0,51.26136364
50.0,51.24719101
52.0,51.25555556
53.0,51.27472527
50.0,51.26086957
52.0,51.2688172
52.0,51.27659574
54.0,51.30526316
52.0,51.3125
55.0,51.35051546
54.0,51.37755102
51.0,51.37373737
52.0,51.38
52.0,51.38613861
54.0,51.41176471
50.0,51.39805825
53.0,51.41346154
55.0,51.44761905
52.0,51.45283019
52.0,51.45794393
50.0,51.44444444
51.0,51.44036697
55.0,51.47272727
49.0,51.45045045
53.0,51.46428571
53.0,51.47787611
53.0,51.49122807
54.0,51.51304348
51.0,51.50862069
56.0,51.54700855
51.0,51.54237288
52.0,51.54621849
53.0,51.55833333
53.0,51.57024793
54.0,51.59016393
51.0,51.58536585
56.0,51.62096774
52.0,51.624
51.0,51.61904762
52.0,51.62204724
50.0,51.609375
53.0,51.62015504
51.0,51.61538462
55.0,51.64122137
53.0,51.65151515
54.0,51.66917293
55.0,51.69402985
51.0,51.68888889
57.0,51.72794118
47.0,51.69343066
54.0,51.71014493
53.0,51.71942446
52.0,51.72142857
54.0,51.73758865
51.0,51.73239437
53.0,51.74125874
50.0,51.72916667
53.0,51.73793103
52.0,51.73972603
52.0,51.7414966
54.0,51.75675676
53.0,51.76510067
54.0,51.78
52.0,51.78145695
55.0,51.80263158
53.0,51.81045752
52.0,51.81168831
54.0,51.82580645
54.0,51.83974359
54.0,51.85350318
52.0,51.85443038
53.0,51.86163522
51.0,51.85625
51.0,51.85093168
50.0,51.83950617
50.0,51.82822086
53.0,51.83536585
53.0,51.84242424
53.0,51.84939759
54.0,51.86227545
55.0,51.88095238
52.0,51.8816568
53.0,51.88823529
54.0,51.9005848
53.0,51.90697674
53.0,51.9132948
51.0,51.90804598
55.0,51.92571429
53.0,51.93181818
52.0,51.93220339
51.0,51.92696629
50.0,51.91620112
51.0,51.91111111
51.0,51.90607735
53.0,51.91208791
52.0,51.91256831
53.0,51.91847826
54.0,51.92972973
53.0,51.93548387
54.0,51.94652406
50.0,51.93617021
55.0,51.95238095
53.0,51.95789474
53.0,51.96335079
53.0,51.96875
51.0,51.96373057
54.0,51.9742268
52.0,51.97435897
53.0,51.97959184
50.0,51.96954315
51.0,51.96464646
53.0,51.96984925
51.0,51.965
52.0,51.96517413
51.0,51.96039604
54.0,51.97044335
53.0,51.9754902
53.0,51.9804878
55.0,51.99514563
53.0,52.0
55.0,52.01442308
50.0,52.00478469
54.0,52.01428571
54.0,52.02369668
52.0,52.02358491
53.0,52.02816901
52.0,52.02803738
52.0,52.02790698
52.0,52.02777778
50.0,52.01843318
53.0,52.02293578
51.0,52.01826484
52.0,52.01818182
53.0,52.02262443
55.0,52.03603604
55.0,52.04932735
52.0,52.04910714
56.0,52.06666667
51.0,52.0619469
56.0,52.07929515
51.0,52.0745614
54.0,52.08296943
54.0,52.09130435
52.0,52.09090909
52.0,52.09051724
50.0,52.08154506
52.0,52.08119658
50.0,52.07234043
47.0,52.05084746
55.0,52.06329114
52.0,52.06302521
55.0,52.07531381
53.0,52.07916667
55.0,52.09128631
57.0,52.11157025
52.0,52.11111111
53.0,52.1147541
52.0,52.11428571
54.0,52.12195122
55.0,52.13360324
51.0,52.12903226
52.0,52.12851406
50.0,52.12
50.0,52.11155378
49.0,52.09920635
49.0,52.08695652
51.0,52.08267717
51.0,52.07843137
55.0,52.08984375
52.0,52.08949416
55.0,52.10077519
54.0,52.10810811
54.0,52.11538462
55.0,52.12643678
51.0,52.1221374
53.0,52.12547529
53.0,52.12878788
52.0,52.12830189
53.0,52.13157895
52.0,52.13108614
52.0,52.13059701
51.0,52.12639405
50.0,52.11851852
51.0,52.11439114
49.0,52.10294118
53.0,52.10622711
51.0,52.10218978
53.0,52.10545455
54.0,52.11231884
53.0,52.11552347
55.0,52.12589928
51.0,52.1218638
56.0,52.13571429
52.0,52.13523132
50.0,52.12765957
56.0,52.14134276
51.0,52.13732394
54.0,52.14385965
50.0,52.13636364
51.0,52.13240418
54.0,52.13888889
48.0,52.12456747
52.0,52.12413793
52.0,52.12371134
54.0,52.13013699
52.0,52.12969283
51.0,52.12585034
54.0,52.13220339
55.0,52.14189189
56.0,52.15488215
50.0,52.14765101
54.0,52.15384615
53.0,52.15666667
52.0,52.15614618
53.0,52.1589404
51.0,52.15511551
52.0,52.15460526
51.0,52.15081967
53.0,52.15359477
51.0,52.14983713
50.0,52.14285714
52.0,52.14239482
52.0,52.14193548
54.0,52.14790997
51.0,52.14423077
56.0,52.15654952
53.0,52.15923567
57.0,52.17460317
53.0,52.17721519
51.0,52.17350158
54.0,52.17924528
52.0,52.17868339
52.0,52.178125
51.0,52.17445483
53.0,52.17701863
56.0,52.18885449
53.0,52.19135802
50.0,52.18461538
50.0,52.17791411
51.0,52.17431193
51.0,52.17073171
54.0,52.17629179
53.0,52.17878788
55.0,52.18731118
55.0,52.19578313
54.0,52.2012012
56.0,52.21257485
50.0,52.20597015
51.0,52.20238095
54.0,52.20771513
50.0,52.20118343
54.0,52.20648968
55.0,52.21470588
53.0,52.2170088
52.0,52.21637427
50.0,52.20991254
53.0,52.2122093
51.0,52.20869565
54.0,52.21387283
51.0,52.21037464
52.0,52.20977011
56.0,52.22063037
55.0,52.22857143
56.0,52.23931624
51.0,52.23579545
52.0,52.23512748
52.0,52.23446328
53.0,52.23661972
55.0,52.24438202
50.0,52.23809524
53.0,52.24022346
53.0,52.24233983
53.0,52.24444444
50.0,52.23822715
48.0,52.22651934
51.0,52.2231405
54.0,52.22802198
53.0,52.23013699
53.0,52.23224044
55.0,52.23978202
55.0,52.24728261
53.0,52.24932249
55.0,52.25675676
52.0,52.25606469
54.0,52.26075269
52.0,52.26005362
53.0,52.26203209
53.0,52.264
53.0,52.26595745
50.0,52.25994695
51.0,52.25661376
50.0,52.25065963
51.0,52.24736842
50.0,52.24146982
55.0,52.2486911
52.0,52.24804178
53.0,52.25
55.0,52.25714286
54.0,52.26165803
56.0,52.27131783
51.0,52.26804124
54.0,52.27249357
54.0,52.27692308
50.0,52.27109974
54.0,52.2755102
51.0,52.27226463
52.0,52.2715736
51.0,52.26835443
51.0,52.26515152
51.0,52.26196474
47.0,52.24874372
54.0,52.25313283
50.0,52.2475
54.0,52.25187032
53.0,52.25373134
55.0,52.26054591
56.0,52.26980198
51.0,52.26666667
54.0,52.27093596
53.0,52.27272727
52.0,52.27205882
54.0,52.27628362
50.0,52.27073171
54.0,52.27493917
53.0,52.27669903
53.0,52.27845036
50.0,52.27294686
50.0,52.26746988
52.0,52.26682692
49.0,52.25899281
53.0,52.26076555
51.0,52.25775656
55.0,52.26428571
55.0,52.27078385
53.0,52.27251185
56.0,52.28132388
50.0,52.2759434
54.0,52.28
50.0,52.27464789
52.0,52.27400468
57.0,52.28504673
51.0,52.28205128
54.0,52.28604651
52.0,52.28538283
51.0,52.28240741
51.0,52.27944573
47.0,52.26728111
54.0,52.27126437
51.0,52.26834862
54.0,52.27231121
53.0,52.2739726
54.0,52.27790433
55.0,52.28409091
50.0,52.27891156
56.0,52.28733032
54.0,52.29119639
53.0,52.29279279
54.0,52.29662921
52.0,52.29596413
52.0,52.29530201
54.0,52.29910714
52.0,52.29844098
49.0,52.29111111
50.0,52.28603104
52.0,52.28539823
50.0,52.2803532
53.0,52.28193833
51.0,52.27912088
54.0,52.28289474
52.0,52.28227571
56.0,52.29039301
55.0,52.2962963
50.0,52.29130435
53.0,52.29284165
52.0,52.29220779
55.0,52.29805616
52.0,52.29741379
51.0,52.29462366
53.0,52.29613734
51.0,52.29336188
53.0,52.29487179
46.0,52.28144989
52.0,52.28085106
53.0,52.28237792
51.0,52.27966102
51.0,52.2769556
53.0,52.27848101
57.0,52.28842105
50.0,52.28361345
55.0,52.28930818
55.0,52.29497908
54.0,52.29853862
54.0,52.30208333
50.0,52.2972973
53.0,52.29875519
55.0,52.30434783
50.0,52.29958678
52.0,52.29896907
50.0,52.29423868
52.0,52.2936345
49.0,52.28688525
52.0,52.28629857
52.0,52.28571429
51.0,52.28309572
53.0,52.28455285
53.0,52.28600406
57.0,52.29554656
53.0,52.2969697
52.0,52.29637097
56.0,52.30382294
54.0,52.30722892
52.0,52.30661323
49.0,0.0
53.0,0.0
55.0,55.0
60.0,57.5
66.0,60.33333333
65.0,61.5
60.0,61.2
57.0,60.5
61.0,60.57142857
52.0,59.5
51.0,58.55555556
53.0,58.0
61.0,58.27272727
53.0,57.83333333
56.0,57.69230769
58.0,57.71428571
53.0,57.4
55.0,57.25
59.0,57.35294118
54.0,57.16666667
59.0,57.26315789
55.0,57.15
53.0,56.95238095
57.0,56.95454545
60.0,57.08695652
56.0,57.04166667
60.0,57.16
54.0,57.03846154
56.0,57.0
57.0,57.0
55.0,56.93103448
57.0,56.93333333
56.0,56.90322581
54.0,56.8125
56.0,56.78787879
55.0,56.73529412
60.0,56.82857143
56.0,56.80555556
60.0,56.89189189
52.0,56.76315789
56.0,56.74358974
59.0,56.8
53.0,56.70731707
58.0,56.73809524
57.0,56.74418605
54.0,56.68181818
55.0,56.64444444
55.0,56.60869565
58.0,56.63829787
55.0,56.60416667
60.0,56.67346939
51.0,56.56
57.0,56.56862745
59.0,56.61538462
54.0,56.56603774
59.0,56.61111111
55.0,56.58181818
57.0,56.58928571
57.0,56.59649123
56.0,56.5862069
56.0,56.57627119
56.0,56.56666667
58.0,56.59016393
53.0,56.53225806
59.0,56.57142857
53.0,56.515625
57.0,56.52307692
59.0,56.56060606
53.0,56.50746269
59.0,56.54411765
56.0,56.53623188
57.0,56.54285714
55.0,56.52112676
56.0,56.51388889
57.0,56.52054795
54.0,56.48648649
56.0,56.48
54.0,56.44736842
58.0,56.46753247
55.0,56.44871795
56.0,56.44303797
59.0,56.475
52.0,56.41975309
59.0,56.45121951
53.0,56.40963855
58.0,56.42857143
57.0,56.43529412
54.0,56.40697674
57.0,56.4137931
54.0,56.38636364
58.0,56.40449438
54.0,56.37777778
58.0,56.3956044
57.0,56.40217391
53.0,56.3655914
58.0,56.38297872
54.0,56.35789474
57.0,56.36458333
57.0,56.37113402
56.0,56.36734694
55.0,56.35353535
55.0,56.34
59.0,56.36633663
53.0,56.33333333
58.0,56.34951456
54.0,56.32692308
57.0,56.33333333
57.0,56.33962264
54.0,56.31775701
60.0,56.35185185
55.0,56.33944954
57.0,56.34545455
56.0,56.34234234
56.0,56.33928571
57.0,56.34513274
56.0,56.34210526
57.0,56.34782609
54.0,56.32758621
57.0,56.33333333
58.0,56.34745763
53.0,56.31932773
57.0,56.325
55.0,56.31404959
58.0,56.32786885
56.0,56.32520325
58.0,56.33870968
57.0,56.344
56.0,56.34126984
57.0,56.34645669
52.0,56.3125
59.0,56.33333333
55.0,56.32307692
56.0,56.32061069
57.0,56.32575758
55.0,56.31578947
58.0,56.32835821
57.0,56.33333333
57.0,56.33823529
56.0,56.33576642
55.0,56.32608696
57.0,56.33093525
53.0,56.30714286
57.0,56.31205674
54.0,56.29577465
58.0,56.30769231
57.0,56.3125
54.0,56.29655172
59.0,56.31506849
56.0,56.31292517
58.0,56.32432432
55.0,56.31543624
57.0,56.32
57.0,56.32450331
54.0,56.30921053
56.0,56.30718954
56.0,56.30519481
58.0,56.31612903
56.0,56.31410256
56.0,56.31210191
58.0,56.32278481
54.0,56.3081761
60.0,56.33125
53.0,56.31055901
58.0,56.32098765
57.0,56.32515337
54.0,56.31097561
57.0,56.31515152
56.0,56.31325301
56.0,56.31137725
56.0,56.30952381
56.0,56.30769231
55.0,56.3
55.0,56.29239766
58.0,56.30232558
53.0,56.28323699
60.0,56.3045977
55.0,56.29714286
58.0,56.30681818
57.0,56.31073446
54.0,56.29775281
59.0,56.31284916
55.0,56.30555556
57.0,56.30939227
55.0,56.3021978
56.0,56.30054645
57.0,56.30434783
54.0,56.29189189
57.0,56.29569892
54.0,56.28342246
60.0,56.30319149
54.0,56.29100529
57.0,56.29473684
59.0,56.30890052
53.0,56.29166667
59.0,56.30569948
54.0,56.29381443
56.0,56.29230769
56.0,56.29081633
56.0,56.2893401
57.0,56.29292929
55.0,56.28643216
59.0,56.3
53.0,56.28358209
58.0,56.29207921
56.0,56.29064039
56.0,56.28921569
58.0,56.29756098
55.0,56.29126214
57.0,56.29468599
54.0,56.28365385
58.0,56.29186603
55.0,56.28571429
54.0,56.27488152
59.0,56.28773585
53.0,56.27230047
57.0,56.27570093
56.0,56.2744186
58.0,56.28240741
56.0,56.28110599
56.0,56.27981651
57.0,56.28310502
53.0,56.26818182
58.0,56.2760181
54.0,56.26576577
57.0,56.2690583
58.0,56.27678571
54.0,56.26666667
57.0,56.2699115
55.0,56.26431718
58.0,56.27192982
54.0,56.26200873
56.0,56.26086957
57.0,56.26406926
53.0,56.25
57.0,56.25321888
55.0,56.24786325
59.0,56.25957447
57.0,56.26271186
55.0,56.25738397
57.0,56.2605042
53.0,56.24686192
58.0,56.25416667
55.0,56.24896266
57.0,56.25206612
56.0,56.25102881
54.0,56.24180328
55.0,56.23673469
56.0,56.23577236
61.0,56.25506073
54.0,56.24596774
57.0,56.24899598
57.0,56.252
53.0,56.23904382
58.0,56.24603175
55.0,56.24110672
58.0,56.2480315
55.0,56.24313725
55.0,56.23828125
55.0,56.23346304
55.0,56.22868217
60.0,56.24324324
54.0,56.23461538
60.0,56.24904215
54.0,56.24045802
56.0,56.23954373
59.0,56.25
54.0,56.24150943
59.0,56.2518797
55.0,56.24719101
55.0,56.24253731
57.0,56.24535316
56.0,56.24444444
56.0,56.24354244
56.0,56.24264706
59.0,56.25274725
53.0,56.24087591
58.0,56.24727273
54.0,56.23913043
57.0,56.24187726
59.0,56.25179856
54.0,56.2437276
57.0,56.24642857
55.0,56.24199288
56.0,56.24113475
56.0,56.24028269
55.0,56.23591549
56.0,56.23508772
55.0,56.23076923
58.0,56.2369338
53.0,56.22569444
60.0,56.23875433
56.0,56.23793103
56.0,56.2371134
58.0,56.24315068
54.0,56.23549488
59.0,56.24489796
54.0,56.23728814
56.0,56.23648649
57.0,56.23905724
54.0,56.23154362
56.0,56.23076923
56.0,56.23
58.0,56.2358804
56.0,56.23509934
57.0,56.23762376
56.0,56.23684211
55.0,56.23278689
59.0,56.24183007
53.0,56.23127036
58.0,56.23701299
56.0,56.23624595
55.0,56.23225806
55.0,56.22829582
55.0,56.22435897
59.0,56.23322684
54.0,56.22611465
58.0,56.23174603
54.0,56.22468354
56.0,56.22397476
59.0,56.2327044
53.0,56.22257053
59.0,56.23125
56.0,56.2305296
56.0,56.22981366
57.0,56.23219814
55.0,56.22839506
57.0,56.23076923
55.0,56.22699387
59.0,56.23547401
53.0,56.22560976
58.0,56.23100304
59.0,56.23939394
52.0,56.2265861
58.0,56.23192771
54.0,56.22522523
56.0,56.2245509
58.0,56.22985075
56.0,56.22916667
57.0,56.23145401
55.0,56.22781065
58.0,56.23303835
55.0,56.22941176
59.0,56.23753666
54.0,56.23099415
54.0,56.2244898
58.0,56.22965116
53.0,56.22028986
58.0,56.22543353
56.0,56.22478386
54.0,56.2183908
56.0,56.21776504
54.0,56.21142857
58.0,56.21652422
54.0,56.21022727
59.0,56.21813031
55.0,56.21468927
56.0,56.21408451
56.0,56.21348315
55.0,56.21008403
58.0,56.2150838
56.0,56.21448468
57.0,56.21666667
56.0,56.21606648
54.0,56.20994475
59.0,56.21763085
54.0,56.21153846
59.0,56.21917808
55.0,56.21584699
57.0,56.21798365
56.0,56.2173913
55.0,56.21409214
59.0,56.22162162
53.0,56.21293801
58.0,56.21774194
54.0,56.21179625
55.0,56.20855615
57.0,56.21066667
55.0,56.20744681
61.0,56.22015915
54.0,56.21428571
56.0,56.21372032
58.0,56.21842105
55.0,56.2152231
57.0,56.21727749
54.0,56.21148825
58.0,56.21614583
56.0,56.21558442
57.0,56.21761658
56.0,56.21705426
56.0,56.21649485
60.0,56.22622108
54.0,56.22051282
58.0,56.22506394
56.0,56.2244898
56.0,56.22391858
56.0,56.22335025
55.0,56.22025316
59.0,56.22727273
54.0,56.22166247
58.0,56.22613065
56.0,56.22556391
54.0,56.22
58.0,56.2244389
55.0,56.22139303
56.0,56.22084367
56.0,56.22029703
57.0,56.22222222
55.0,56.21921182
54.0,56.21375921
59.0,56.22058824
52.0,56.21026895
58.0,56.21463415
55.0,56.21167883
56.0,56.21116505
55.0,56.20823245
55.0,56.20531401
58.0,56.20963855
55.0,56.20673077
58.0,56.21103118
55.0,56.20813397
55.0,56.2052506
58.0,56.20952381
52.0,56.19952494
59.0,56.20616114
55.0,56.20330969
56.0,56.20283019
58.0,56.20705882
55.0,56.20422535
57.0,56.20608899
57.0,56.20794393
58.0,56.21212121
55.0,56.20930233
56.0,56.20881671
58.0,56.21296296
52.0,56.20323326
58.0,56.20737327
53.0,56.2
58.0,56.20412844
56.0,56.20366133
55.0,56.20091324
58.0,56.20501139
55.0,56.20227273
60.0,56.21088435
55.0,56.2081448
57.0,56.20993228
58.0,56.21396396
53.0,56.20674157
56.0,56.20627803
55.0,56.20357942
57.0,56.20535714
54.0,56.20044543
58.0,56.20444444
55.0,56.20177384
54.0,56.19690265
60.0,56.20529801
51.0,56.1938326
58.0,56.1978022
54.0,56.19298246
56.0,56.19256018
56.0,56.19213974
55.0,56.18954248
58.0,56.19347826
55.0,56.19088937
58.0,56.19480519
55.0,56.19222462
57.0,56.19396552
57.0,56.19569892
52.0,56.18669528
59.0,56.19271949
54.0,56.18803419
57.0,56.18976546
58.0,56.19361702
56.0,56.19320594
57.0,56.19491525
57.0,56.19661734
57.0,56.19831224
54.0,56.19368421
59.0,56.19957983
55.0,56.19706499
55.0,56.19456067
58.0,56.19832985
51.0,56.1875
59.0,56.19334719
56.0,56.19294606
56.0,56.19254658
57.0,56.19421488
55.0,56.19175258
57.0,56.19341564
55.0,56.19096509
58.0,56.19467213
54.0,56.19018405
58.0,56.19387755
57.0,56.19551935
53.0,56.18902439
58.0,56.19269777
55.0,56.1902834
58.0,56.19393939
56.0,56.19354839
54.0,56.18913481
57.0,56.19076305
55.0,56.18837675
17.0,0.0
62.0,0.0
64.0,64.0
68.0,66.0
69.0,67.0
71.0,68.0
63.0,67.0
67.0,67.0
60.0,66.0
63.0,65.625
64.0,65.44444444
53.0,64.2
53.0,63.18181818
61.0,63.0
58.0,62.61538462
55.0,62.07142857
48.0,61.13333333
55.0,60.75
54.0,60.35294118
61.0,60.38888889
66.0,60.68421053
63.0,60.8
59.0,60.71428571
57.0,60.54545455
61.0,60.56521739
64.0,60.70833333
66.0,60.92
61.0,60.92307692
63.0,61.0
63.0,61.07142857
62.0,61.10344828
61.0,61.1
62.0,61.12903226
58.0,61.03125
59.0,60.96969697
61.0,60.97058824
60.0,60.94285714
62.0,60.97222222
62.0,61.0
60.0,60.97368421
64.0,61.05128205
65.0,61.15
64.0,61.2195122
64.0,61.28571429
64.0,61.34883721
62.0,61.36363636
65.0,61.44444444
64.0,61.5
62.0,61.5106383
63.0,61.54166667
59.0,61.48979592
59.0,61.44
59.0,61.39215686
62.0,61.40384615
62.0,61.41509434
62.0,61.42592593
64.0,61.47272727
61.0,61.46428571
63.0,61.49122807
64.0,61.53448276
65.0,61.59322034
65.0,61.65
65.0,61.70491803
64.0,61.74193548
64.0,61.77777778
65.0,61.828125
62.0,61.83076923
61.0,61.81818182
60.0,61.79104478
60.0,61.76470588
60.0,61.73913043
61.0,61.72857143
60.0,61.70422535
61.0,61.69444444
64.0,61.7260274
62.0,61.72972973
64.0,61.76
64.0,61.78947368
62.0,61.79220779
62.0,61.79487179
64.0,61.82278481
64.0,61.85
63.0,61.86419753
64.0,61.8902439
62.0,61.89156627
64.0,61.91666667
64.0,61.94117647
63.0,61.95348837
60.0,61.93103448
60.0,61.90909091
60.0,61.88764045
62.0,61.88888889
63.0,61.9010989
62.0,61.90217391
62.0,61.90322581
62.0,61.90425532
62.0,61.90526316
63.0,61.91666667
64.0,61.93814433
65.0,61.96938776
65.0,62.0
64.0,62.02
64.0,62.03960396
65.0,62.06862745
63.0,62.0776699
62.0,62.07692308
61.0,62.06666667
60.0,62.04716981
60.0,62.02803738
