std,[run number]
1.258995001,1.0
6.195006313,1.0
0.874127588,1.0
5.105497861,1.0
5.094276986,1.0
4.089124083,1.0
0.153180681,1.0
6.197219694,1.0
3.694209284,1.0
2.275039209,1.0
7.209114689,1.0
6.918014396,1.0
1.563881952,1.0
5.495316924,1.0
0.866776054,1.0
2.981684174,1.0
4.386484679,1.0
2.678846844,1.0
0.149261346,1.0
3.379067725,1.0
2.66628799,1.0
2.27862164,1.0
3.68502794,1.0
0.556436349,1.0
0.150353231,1.0
4.083690213,1.0
4.075129018,1.0
1.578416183,1.0
2.986382084,1.0
2.980160455,1.0
1.259855533,1.0
2.668521234,1.0
6.191210306,1.0
1.583685436,1.0
2.991717763,1.0
5.808169281,1.0
2.671614943,1.0
1.254824739,1.0
4.78056241,1.0
0.874503489,1.0
2.989722358,1.0
5.806323976,1.0
2.673523408,1.0
1.256760635,1.0
4.782613138,1.0
0.166797366,1.0
3.694881913,1.0
5.098836247,1.0
3.379658664,1.0
0.0,2.0
0.0,2.0
0.0,2.0
9.545941546,2.0
8.249579114,2.0
10.96015511,2.0
1.979898987,2.0
4.831896338,2.0
7.778174593,2.0
0.0,2.0
1.885618083,2.0
4.87903679,2.0
5.721136684,2.0
3.830161731,2.0
1.57739205,2.0
6.060915267,2.0
0.942809042,2.0
1.767766953,2.0
7.653391043,2.0
2.121320344,2.0
0.669890635,2.0
4.666904756,2.0
1.077496048,2.0
2.378450082,2.0
7.870405912,2.0
1.944543648,2.0
2.206173157,2.0
4.677783322,2.0
1.780861523,2.0
2.399112293,2.0
5.193577393,2.0
1.13137085,2.0
3.010906294,2.0
4.618291165,2.0
1.049946433,2.0
4.45061327,2.0
7.353910524,2.0
3.849803586,2.0
5.198190391,2.0
4.577586005,2.0
1.015332814,2.0
3.74766594,2.0
5.311924112,2.0
3.788072042,2.0
8.041284093,2.0
2.507014951,2.0
1.759910211,2.0
3.105121083,2.0
1.805379016,2.0
2.386485387,2.0
6.667006794,2.0
3.16783838,2.0
1.746969695,2.0
5.221711615,2.0
0.266832748,2.0
3.731952456,2.0
8.138156227,2.0
3.813325856,2.0
1.81118579,2.0
4.474279115,2.0
1.617956194,2.0
2.981633594,2.0
6.80445378,2.0
0.958015639,2.0
2.536605279,2.0
3.071495081,2.0
1.63178488,2.0
4.392633035,2.0
6.121222882,2.0
1.632584774,2.0
3.965946729,2.0
3.757767466,2.0
0.21910351,2.0
5.097061381,2.0
5.434067181,2.0
2.312430284,2.0
4.695189027,2.0
5.1358282,2.0
0.514259477,2.0
4.37862276,2.0
4.752831656,2.0
2.987526151,2.0
5.429881702,2.0
5.812072811,2.0
1.942413809,2.0
2.971532069,2.0
3.352518033,2.0
2.976426218,2.0
5.445534982,2.0
6.500561204,2.0
2.661581704,2.0
1.563491661,2.0
3.349044205,2.0
3.681566828,2.0
4.052558219,2.0
2.986397789,2.0
2.642346393,2.0
3.682847819,2.0
3.35328989,2.0
2.280058601,2.0
3.342686602,2.0
4.391133111,2.0
2.653400694,2.0
2.273833571,2.0
3.350175818,2.0
4.385421864,2.0
3.360440798,2.0
1.574313211,2.0
2.643389836,2.0
4.386680957,2.0
3.360379015,2.0
2.976276724,2.0
2.656428178,2.0
2.973636553,2.0
3.360321606,2.0
3.6781958,2.0
2.66241075,2.0
2.267618298,2.0
3.360268123,2.0
5.081580936,2.0
3.375097914,2.0
2.2627417,2.0
3.366062033,2.0
4.375947703,2.0
3.374566509,2.0
2.263882195,2.0
1.962928425,2.0
2.963114131,2.0
4.075607589,2.0
4.375223209,2.0
2.674946583,2.0
2.257302417,2.0
3.373601055,2.0
5.77470538,2.0
4.093776102,2.0
1.551413386,2.0
3.373161238,2.0
4.372623551,2.0
4.082638423,2.0
2.264791285,2.0
3.367659634,2.0
5.081067299,2.0
3.380070713,2.0
1.558622694,2.0
4.069572594,2.0
4.385044136,2.0
3.369729557,2.0
3.675986623,2.0
2.669688868,2.0
2.966981832,2.0
4.778902877,2.0
5.086454779,2.0
2.673893855,2.0
1.55842613,2.0
2.666670672,2.0
5.078312338,2.0
4.087533393,2.0
1.559261107,2.0
4.071493823,2.0
4.385852187,2.0
1.263008339,2.0
4.366384374,2.0
4.796028603,2.0
2.260995757,2.0
4.077793707,2.0
5.786203051,2.0
1.277077702,2.0
2.244851046,2.0
4.094444655,2.0
1.553109537,2.0
4.079462199,2.0
6.48874458,2.0
0.578917833,2.0
0.830439359,2.0
4.095497079,2.0
0.146297955,2.0
2.666802718,2.0
4.379240861,2.0
0.567283406,2.0
3.654709206,2.0
5.506742195,2.0
2.961991739,2.0
5.492774223,2.0
5.085729542,2.0
1.974489427,2.0
2.95908816,2.0
2.68318357,2.0
3.660988335,2.0
6.908471065,2.0
2.271768595,2.0
0.553713247,2.0
2.966126866,2.0
0.566425851,2.0
5.063915751,2.0
7.624296433,2.0
2.263470676,2.0
0.141421356,2.0
0.140699819,2.0
0.5635318,2.0
5.067598599,2.0
6.214722414,2.0
0.148492424,2.0
0.555835181,2.0
1.557735236,2.0
0.560808826,2.0
4.367424237,2.0
4.801427509,2.0
1.259748489,2.0
2.66104436,2.0
2.981406957,2.0
1.255199119,2.0
3.676955262,2.0
3.378026708,2.0
2.971849727,2.0
6.895121054,2.0
5.101742384,2.0
1.960165775,2.0
3.679574176,2.0
1.264319959,2.0
3.668521879,2.0
7.610277092,2.0
2.982704968,2.0
1.254234653,2.0
4.382787977,2.0
0.843454726,2.0
2.951539466,2.0
6.213111584,2.0
1.558137951,2.0
2.672676732,2.0
3.675094455,2.0
0.138951114,2.0
5.066573806,2.0
7.628182246,2.0
3.669640364,2.0
1.97868507,2.0
2.254280593,2.0
0.571703355,2.0
5.063603645,2.0
6.927856312,2.0
0.846745515,2.0
1.973390055,2.0
1.555634919,2.0
0.140834546,2.0
3.661176846,2.0
3.395858492,2.0
2.251729381,2.0
4.095447031,2.0
4.371989489,2.0
1.279662879,2.0
4.359541405,2.0
4.109170732,2.0
2.245771137,2.0
3.39749314,2.0
2.954696193,2.0
2.69147759,2.0
3.658024844,2.0
2.695324672,2.0
1.541271812,2.0
4.099568498,2.0
4.368713989,2.0
1.283166746,2.0
1.53931707,2.0
1.284170936,2.0
0.833954181,2.0
2.691307559,2.0
2.249885213,2.0
1.280797189,2.0
1.541811779,2.0
1.986255003,2.0
1.543498011,2.0
1.984630557,2.0
1.545159263,2.0
0.574035025,2.0
1.541596769,2.0
0.577600045,2.0
0.575492015,2.0
0.131136167,2.0
0.130661036,2.0
1.539297433,2.0
0.124633929,2.0
1.284957484,2.0
0.57578695,2.0
0.835442887,2.0
0.127881014,2.0
2.241253649,2.0
0.585105963,2.0
0.58305296,2.0
1.285648693,2.0
0.128116908,2.0
0.832323607,2.0
0.829443595,2.0
0.826583444,2.0
0.11906609,2.0
1.290712036,2.0
0.827773467,2.0
0.584445401,2.0
1.531665197,2.0
1.292380975,2.0
0.826148327,2.0
1.995559742,2.0
1.534823749,2.0
1.289291364,2.0
0.829264763,2.0
0.583011883,2.0
1.533231535,2.0
0.586154305,2.0
0.584232488,2.0
0.122472743,2.0
0.122073809,2.0
1.531299425,2.0
0.116706944,2.0
1.293321113,2.0
0.584329398,2.0
0.827224279,2.0
0.119733736,2.0
2.233916965,2.0
0.592622826,2.0
0.590747437,2.0
1.293760041,2.0
0.120074736,2.0
0.824588472,2.0
0.822011633,2.0
0.819450849,2.0
0.111995173,2.0
1.298186753,2.0
0.820593055,2.0
0.591793983,2.0
1.524834562,2.0
1.299606041,2.0
0.819209076,2.0
2.003111003,2.0
1.527779197,2.0
1.296718478,2.0
0.822118125,2.0
0.590317373,2.0
1.526419129,2.0
0.59312539,2.0
0.591360135,2.0
0.115403184,2.0
0.115061754,2.0
1.52476418,2.0
0.110225469,2.0
1.300164082,2.0
0.591323215,2.0
0.82049125,2.0
0.113054863,2.0
2.227898757,2.0
0.598792737,2.0
0.597067109,2.0
1.300426264,2.0
0.11346126,2.0
0.818223561,2.0
0.81589244,2.0
0.813574564,2.0
0.106166174,2.0
1.304352339,2.0
0.814666686,2.0
0.597862756,2.0
1.519190199,2.0
1.305579839,2.0
0.813468247,2.0
2.00936177,2.0
1.521944512,2.0
1.302873544,2.0
0.816192125,2.0
0.596378521,2.0
1.520763899,2.0
0.59891558,2.0
0.597283657,2.0
0.109524692,2.0
0.109227877,2.0
1.51932403,2.0
0.104827151,2.0
1.305866556,2.0
0.59715452,2.0
0.814874392,2.0
0.107480231,2.0
2.222872913,2.0
0.603947967,2.0
0.602350221,2.0
1.306001971,2.0
0.107926824,2.0
0.81289441,2.0
0.810766414,2.0
0.80864953,2.0
0.101278315,2.0
1.309525026,2.0
0.809692221,2.0
0.602959271,2.0
1.514447771,2.0
1.310601515,2.0
0.808640063,2.0
2.014621366,2.0
1.517032661,2.0
1.308057583,2.0
0.811198642,2.0
0.6014883,2.0
1.515994084,2.0
0.603801508,2.0
0.602284419,2.0
0.104559649,2.0
0.10429825,2.0
1.514725,2.0
0.100261409,2.0
1.310691726,2.0
0.602090923,2.0
0.810117399,2.0
0.102756897,2.0
2.218612677,2.0
0.608319804,2.0
0.60683247,2.0
1.310734521,2.0
0.103227267,2.0
0.808367218,2.0
0.806409913,2.0
0.804462063,2.0
0.09712069,2.0
1.313926783,2.0
0.805457365,2.0
0.607299843,2.0
1.510407086,2.0
1.314881895,2.0
0.804522917,2.0
2.019108226,2.0
1.512840749,2.0
1.312483577,2.0
0.806933621,2.0
0.605854402,2.0
1.511916841,2.0
0.607979662,2.0
0.60656246,2.0
0.100310497,2.0
0.100077758,2.0
1.510786016,2.0
0.096349423,2.0
1.314827586,2.0
0.606323746,2.0
0.806036858,2.0
0.098703693,2.0
2.214955488,2.0
0.612074207,2.0
0.610683129,2.0
1.314801725,2.0
0.099186924,2.0
0.804473629,2.0
0.802661752,2.0
0.800858017,2.0
0.093541032,2.0
1.317718006,2.0
0.801808582,2.0
0.611041049,2.0
1.506923118,2.0
1.318573843,2.0
0.800970513,2.0
2.02298099,2.0
1.509221302,2.0
1.31630647,2.0
0.803248493,2.0
0.609628166,2.0
1.50839154,2.0
0.611593447,2.0
0.610263896,2.0
0.096632814,2.0
0.096423652,2.0
1.507374499,2.0
0.092960159,2.0
1.318411998,2.0
0.609993404,2.0
0.80249806,2.0
0.095187451,2.0
2.211781765,2.0
0.615333348,2.0
0.614026908,2.0
1.318334677,2.0
0.095676182,2.0
0.801089328,2.0
0.799402824,2.0
0.797723407,2.0
0.090426653,2.0
1.32101748,2.0
0.798632085,2.0
0.614299016,2.0
1.503888227,2.0
1.321790892,2.0
0.797874111,2.0
2.026357656,2.0
1.506064546,2.0
1.319641668,2.0
0.800032518,2.0
0.612922476,2.0
1.505313209,2.0
0.614749977,2.0
0.61349794,2.0
0.093418579,2.0
0.093229089,2.0
1.504391148,2.0
0.089995409,2.0
1.321548359,2.0
0.613205277,2.0
0.799399835,2.0
0.092108098,2.0
0.0,3.0
0.0,3.0
0.0,3.0
6.363961031,3.0
4.714045208,3.0
7.071067812,3.0
1.13137085,3.0
2.003469213,3.0
1.919289835,3.0
2.651650429,3.0
2.357022604,3.0
2.969848481,3.0
1.79990817,3.0
0.353553391,3.0
0.979070928,3.0
0.90913729,3.0
1.13137085,3.0
0.397747564,3.0
0.374350649,3.0
0.353553391,3.0
0.334945317,3.0
0.353553391,3.0
0.336717515,3.0
0.321412173,3.0
0.307437731,3.0
0.294627825,3.0
0.282842712,3.0
0.271964147,3.0
0.2618914,3.0
0.252538136,3.0
0.243829925,3.0
0.23570226,3.0
0.228098962,3.0
0.220970869,3.0
0.214274782,3.0
0.207972583,3.0
0.202030509,3.0
0.19641855,3.0
0.191109941,3.0
0.186080732,3.0
0.181309431,3.0
0.176776695,3.0
0.172465069,3.0
0.168358757,3.0
0.164443437,3.0
0.160706087,3.0
0.15713484,3.0
0.153718865,3.0
0.150448251,3.0
0.147313913,3.0
0.144307506,3.0
0.141421356,3.0
0.138648388,3.0
0.135982073,3.0
0.133416374,3.0
0.1309457,3.0
0.128564869,3.0
0.126269068,3.0
0.124053821,3.0
0.121914962,3.0
0.119848607,3.0
0.11785113,3.0
0.115919144,3.0
0.114049481,3.0
0.112239172,3.0
0.110485435,3.0
0.108785659,3.0
0.107137391,3.0
0.105538326,3.0
0.103986291,3.0
0.102479244,3.0
0.101015254,3.0
0.099592504,3.0
0.098209275,3.0
0.096863943,3.0
0.09555497,3.0
0.094280904,3.0
0.093040366,3.0
0.09183205,3.0
0.090654716,3.0
0.089507187,3.0
0.088388348,3.0
0.087297133,3.0
0.086232534,3.0
0.085193588,3.0
0.084179379,3.0
0.083189033,3.0
0.082221719,3.0
0.081276642,3.0
0.080353043,3.0
0.0794502,3.0
0.07856742,3.0
0.077704042,3.0
0.076859433,3.0
0.076032987,3.0
0.075224126,3.0
0.074432293,3.0
0.073656956,3.0
0.072897606,3.0
0.072153753,3.0
0.071424927,3.0
0.070710678,3.0
0.070010572,3.0
0.069324194,3.0
0.068651144,3.0
0.067991037,3.0
0.067343503,3.0
0.066708187,3.0
0.066084746,3.0
0.06547285,3.0
0.064872182,3.0
0.064282435,3.0
0.063703314,3.0
0.063134534,3.0
0.062575821,3.0
0.062026911,3.0
0.061487546,3.0
0.060957481,3.0
0.060436477,3.0
0.059924303,3.0
0.059420738,3.0
0.058925565,3.0
0.058438577,3.0
0.057959572,3.0
0.057488356,3.0
0.05702474,3.0
0.056568542,3.0
0.056119586,3.0
0.055677699,3.0
0.055242717,3.0
0.054814479,3.0
0.054392829,3.0
0.053977617,3.0
0.053568696,3.0
0.053165923,3.0
0.052769163,3.0
0.05237828,3.0
0.051993146,3.0
0.051613634,3.0
0.051239622,3.0
0.050870991,3.0
0.050507627,3.0
0.050149417,3.0
0.049796252,3.0
0.049448027,3.0
0.049104638,3.0
0.048765985,3.0
0.048431971,3.0
0.048102502,3.0
0.047777485,3.0
0.047456831,3.0
0.047140452,3.0
0.046828264,3.0
0.046520183,3.0
0.046216129,3.0
0.045916025,3.0
0.045619792,3.0
0.045327358,3.0
0.045038648,3.0
0.044753594,3.0
0.044472125,3.0
0.044194174,3.0
0.043919676,3.0
0.043648567,3.0
0.043380784,3.0
0.043116267,3.0
0.042854956,3.0
0.042596794,3.0
0.042341723,3.0
0.042089689,3.0
0.041840638,3.0
0.041594517,3.0
0.041351274,3.0
0.041110859,3.0
0.040873224,3.0
0.040638321,3.0
0.040406102,3.0
0.040176522,3.0
0.039949536,3.0
0.0397251,3.0
0.039503172,3.0
0.03928371,3.0
0.039066673,3.0
0.038852021,3.0
0.038639715,3.0
0.038429716,3.0
0.038221988,3.0
0.038016494,3.0
0.037813197,3.0
0.037612063,3.0
0.037413057,3.0
0.037216146,3.0
0.037021297,3.0
0.036828478,3.0
0.036637657,3.0
0.036448803,3.0
0.036261886,3.0
0.036076877,3.0
0.035893745,3.0
0.035712464,3.0
0.035533004,3.0
0.035355339,3.0
0.035179442,3.0
0.035005286,3.0
0.034832846,3.0
0.034662097,3.0
0.034493014,3.0
0.034325572,3.0
0.034159748,3.0
0.033995518,3.0
0.03383286,3.0
0.033671751,3.0
0.03351217,3.0
0.033354093,3.0
0.033197501,3.0
0.033042373,3.0
0.032888687,3.0
0.032736425,3.0
0.032585566,3.0
0.032436091,3.0
0.032287981,3.0
0.032141217,3.0
0.031995782,3.0
0.031851657,3.0
0.031708824,3.0
0.031567267,3.0
0.031426968,3.0
0.031287911,3.0
0.031150078,3.0
0.031013455,3.0
0.030878025,3.0
0.030743773,3.0
0.030610683,3.0
0.030478741,3.0
0.030347931,3.0
0.030218239,3.0
0.03008965,3.0
0.029962152,3.0
0.029835729,3.0
0.029710369,3.0
0.029586058,3.0
0.029462783,3.0
0.02934053,3.0
0.029219288,3.0
0.029099044,3.0
0.028979786,3.0
0.028861501,3.0
0.028744178,3.0
0.028627805,3.0
0.02851237,3.0
0.028397863,3.0
0.028284271,3.0
0.028171585,3.0
0.028059793,3.0
0.027948885,3.0
0.02783885,3.0
0.027729678,3.0
0.027621359,3.0
0.027513883,3.0
0.02740724,3.0
0.02730142,3.0
0.027196415,3.0
0.027092214,3.0
0.026988808,3.0
0.026886189,3.0
0.026784348,3.0
0.026683275,3.0
0.026582962,3.0
0.0264834,3.0
0.026384581,3.0
0.026286497,3.0
0.02618914,3.0
0.026092501,3.0
0.025996573,3.0
0.025901347,3.0
0.025806817,3.0
0.025712974,3.0
0.025619811,3.0
0.025527321,3.0
0.025435496,3.0
0.025344329,3.0
0.025253814,3.0
0.025163942,3.0
0.025074709,3.0
0.024986105,3.0
0.024898126,3.0
0.024810764,3.0
0.024724013,3.0
0.024637867,3.0
0.024552319,3.0
0.024467363,3.0
0.024382992,3.0
0.024299202,3.0
0.024215986,3.0
0.024133337,3.0
0.024051251,3.0
0.023969721,3.0
0.023888743,3.0
0.023808309,3.0
0.023728415,3.0
0.023649056,3.0
0.023570226,3.0
0.02349192,3.0
0.023414132,3.0
0.023336857,3.0
0.023260091,3.0
0.023183829,3.0
0.023108065,3.0
0.023032794,3.0
0.022958012,3.0
0.022883715,3.0
0.022809896,3.0
0.022736552,3.0
0.022663679,3.0
0.022591271,3.0
0.022519324,3.0
0.022447834,3.0
0.022376797,3.0
0.022306208,3.0
0.022236062,3.0
0.022166357,3.0
0.022097087,3.0
0.022028249,3.0
0.021959838,3.0
0.021891851,3.0
0.021824283,3.0
0.021757132,3.0
0.021690392,3.0
0.021624061,3.0
0.021558134,3.0
0.021492607,3.0
0.021427478,3.0
0.021362743,3.0
0.021298397,3.0
0.021234438,3.0
0.021170862,3.0
0.021107665,3.0
0.021044845,3.0
0.020982397,3.0
0.020920319,3.0
0.020858607,3.0
0.020797258,3.0
0.020736269,3.0
0.020675637,3.0
0.020615358,3.0
0.02055543,3.0
0.020495849,3.0
0.020436612,3.0
0.020377717,3.0
0.02031916,3.0
0.020260939,3.0
0.020203051,3.0
0.020145492,3.0
0.020088261,3.0
0.020031354,3.0
0.019974768,3.0
0.019918501,3.0
0.01986255,3.0
0.019806913,3.0
0.019751586,3.0
0.019696568,3.0
0.019641855,3.0
0.019587445,3.0
0.019533336,3.0
0.019479526,3.0
0.01942601,3.0
0.019372789,3.0
0.019319857,3.0
0.019267215,3.0
0.019214858,3.0
0.019162785,3.0
0.019110994,3.0
0.019059482,3.0
0.019008247,3.0
0.018957286,3.0
0.018906598,3.0
0.018856181,3.0
0.018806031,3.0
0.018756148,3.0
0.018706529,3.0
0.018657171,3.0
0.018608073,3.0
0.018559233,3.0
0.018510649,3.0
0.018462318,3.0
0.018414239,3.0
0.01836641,3.0
0.018318829,3.0
0.018271493,3.0
0.018224402,3.0
0.018177552,3.0
0.018130943,3.0
0.018084572,3.0
0.018038438,3.0
0.017992539,3.0
0.017946873,3.0
0.017901437,3.0
