avg-attendance,attendance 
44.36666667,37.0
44.35548173,41.0
44.37417219,50.0
44.39273927,50.0
44.35526316,33.0
44.37377049,50.0
44.37254902,44.0
44.36156352,41.0
44.4025974,57.0
44.40776699,46.0
44.35483871,28.0
44.38585209,54.0
44.38141026,43.0
44.37380192,42.0
44.39808917,52.0
44.40952381,48.0
44.36392405,30.0
44.40063091,56.0
44.39308176,42.0
44.37617555,39.0
44.40625,54.0
44.41744548,48.0
44.3757764,31.0
44.3993808,52.0
44.38271605,39.0
44.38461538,45.0
44.40797546,52.0
44.41896024,48.0
44.36890244,28.0
44.39817629,54.0
44.38787879,41.0
44.3897281,45.0
44.40963855,51.0
44.40840841,44.0
44.36526946,30.0
44.39104478,53.0
44.38690476,43.0
44.38872404,45.0
44.40828402,51.0
44.41297935,46.0
44.37058824,30.0
44.39296188,52.0
44.39181287,44.0
44.3877551,43.0
44.40697674,51.0
44.4173913,48.0
44.37861272,31.0
44.39193084,49.0
44.39367816,45.0
44.39255014,44.0
44.41428571,52.0
44.42450142,48.0
44.39204545,33.0
44.38810198,43.0
44.40960452,52.0
44.38591549,36.0
44.40449438,51.0
44.44257703,58.0
44.39944134,29.0
44.38718663,40.0
44.39444444,47.0
44.40720222,49.0
44.40883978,45.0
44.42975207,52.0
44.39285714,31.0
44.38082192,40.0
44.40437158,53.0
44.40326975,44.0
44.39945652,43.0
44.43089431,56.0
44.4,33.0
44.393531,42.0
44.39247312,44.0
44.4075067,50.0
44.40909091,45.0
44.41066667,45.0
44.39095745,37.0
44.39257294,45.0
44.3968254,46.0
44.3878628,41.0
44.38684211,44.0
44.40682415,52.0
44.39005236,38.0
44.38120104,41.0
44.38020833,44.0
44.37402597,42.0
44.38082902,47.0
44.4005168,52.0
44.37113402,33.0
44.37532134,46.0
44.38205128,47.0
44.3657289,38.0
44.35969388,42.0
44.39949109,60.0
44.37563452,35.0
44.36962025,42.0
44.37121212,45.0
44.36020151,40.0
44.35929648,44.0
44.39097744,57.0
44.3725,37.0
44.35910224,39.0
44.37064677,49.0
44.35980149,40.0
44.35891089,44.0
44.38765432,56.0
44.37192118,38.0
44.35380835,37.0
44.37009804,51.0
44.3594132,40.0
44.35853659,44.0
44.3892944,57.0
44.37378641,38.0
44.34866828,34.0
44.36956522,53.0
44.35662651,39.0
44.36538462,48.0
44.38609113,53.0
44.38277512,43.0
44.35083532,31.0
44.37142857,53.0
44.36342043,41.0
44.36729858,46.0
44.39243499,55.0
44.39622642,46.0
44.35764706,28.0
44.37793427,53.0
44.3676815,40.0
44.36915888,45.0
44.3986014,57.0
44.41395349,51.0
44.36658933,24.0
44.39583333,57.0
44.38106236,38.0
44.37327189,41.0
44.39770115,55.0
44.41743119,53.0
44.37757437,27.0
44.39726027,53.0
44.39863326,45.0
44.39545455,43.0
44.41950113,55.0
44.42760181,48.0
44.39277652,29.0
44.41891892,56.0
44.40674157,39.0
44.40134529,42.0
44.42058166,53.0
44.43526786,51.0
44.39643653,27.0
44.41777778,54.0
44.41019956,41.0
44.40929204,44.0
44.43046358,54.0
44.4339207,46.0
44.3978022,28.0
44.42105263,55.0
44.40700219,38.0
44.40829694,45.0
44.43137255,55.0
44.44347826,50.0
44.39913232,24.0
44.41558442,52.0
44.412527,43.0
44.41163793,44.0
44.44516129,60.0
44.44635193,45.0
44.40685225,26.0
44.43376068,57.0
44.42217484,39.0
44.41489362,41.0
44.42462845,49.0
44.43644068,50.0
44.41860465,36.0
44.43248945,51.0
44.42526316,41.0
44.41806723,41.0
44.42976939,50.0
44.43305439,46.0
44.41544885,36.0
44.42708333,50.0
44.41787942,40.0
44.41701245,44.0
44.42443064,48.0
44.42561983,45.0
44.40618557,35.0
44.41563786,49.0
44.41067762,42.0
44.40778689,43.0
44.4192229,50.0
44.41836735,44.0
44.401222,36.0
44.41260163,50.0
44.40770791,42.0
44.40283401,42.0
44.41010101,48.0
44.41129032,45.0
44.39637827,37.0
44.40361446,48.0
44.39278557,39.0
0.0,62.0
0.0,35.0
29.0,29.0
46.5,64.0
46.0,45.0
49.25,59.0
52.4,65.0
52.33333333,52.0
50.57142857,40.0
50.5,50.0
50.11111111,47.0
51.2,61.0
52.09090909,61.0
51.66666667,47.0
50.61538462,38.0
50.5,49.0
49.66666667,38.0
50.25,59.0
51.64705882,74.0
51.44444444,48.0
50.84210526,40.0
50.75,49.0
49.9047619,33.0
50.04545455,53.0
51.08695652,74.0
51.375,58.0
50.96,41.0
50.96153846,51.0
50.18518519,30.0
50.0,45.0
50.65517241,69.0
51.1,64.0
50.80645161,42.0
51.15625,62.0
50.48484848,29.0
50.11764706,38.0
50.6,67.0
51.02777778,66.0
50.94594595,48.0
51.18421053,60.0
50.66666667,31.0
50.3,36.0
50.53658537,60.0
50.88095238,65.0
50.8372093,49.0
51.11363636,63.0
50.88888889,41.0
50.39130435,28.0
50.57446809,59.0
50.72916667,58.0
50.87755102,58.0
51.16,65.0
51.03921569,45.0
50.65384615,31.0
50.67924528,52.0
50.74074074,54.0
50.78181818,53.0
51.03571429,65.0
50.98245614,48.0
50.68965517,34.0
50.62711864,47.0
50.68333333,54.0
50.68852459,51.0
50.98387097,69.0
50.96825397,50.0
50.734375,36.0
50.6,42.0
50.63636364,53.0
50.53731343,44.0
50.80882353,69.0
50.89855072,57.0
50.74285714,40.0
50.57746479,39.0
50.54166667,48.0
50.43835616,43.0
50.62162162,64.0
50.78666667,63.0
50.65789474,41.0
50.54545455,42.0
50.48717949,46.0
50.34177215,39.0
50.475,61.0
50.75308642,73.0
50.6097561,39.0
50.54216867,45.0
50.4047619,39.0
50.29411765,41.0
50.3372093,54.0
50.71264368,83.0
50.59090909,40.0
50.53932584,46.0
50.46666667,44.0
50.28571429,34.0
50.26086957,48.0
50.59139785,81.0
50.61702128,53.0
50.61052632,50.0
50.48958333,39.0
50.29896907,32.0
50.25510204,46.0
50.48484848,73.0
50.48,50.0
50.54455446,57.0
50.51960784,48.0
50.33980583,32.0
50.18269231,34.0
50.4,73.0
50.41509434,52.0
50.51401869,61.0
50.50925926,50.0
50.30275229,28.0
50.11818182,30.0
50.31531532,72.0
50.28571429,47.0
50.4159292,65.0
50.5,60.0
50.35652174,34.0
50.15517241,27.0
50.31623932,69.0
50.29661017,48.0
50.43697479,67.0
50.55,64.0
50.39669421,32.0
50.19672131,26.0
50.37398374,72.0
50.28225806,39.0
50.408,66.0
50.51587302,64.0
50.40944882,37.0
50.265625,32.0
50.35658915,62.0
50.31538462,45.0
50.46564885,70.0
50.53787879,60.0
50.45112782,39.0
50.32835821,34.0
50.40740741,61.0
50.30147059,36.0
50.42335766,67.0
50.53623188,66.0
50.46043165,40.0
50.37857143,39.0
50.40425532,54.0
50.30985915,37.0
50.41958042,66.0
50.52083333,65.0
50.48275862,45.0
50.40410959,39.0
50.41496599,52.0
50.29054054,32.0
50.40939597,68.0
50.53333333,69.0
50.51655629,48.0
50.45394737,41.0
50.46405229,52.0
50.29220779,24.0
50.37419355,63.0
50.5,70.0
50.50318471,51.0
50.4556962,43.0
50.47798742,54.0
50.3125,24.0
50.32919255,53.0
50.46296296,72.0
50.47239264,52.0
50.48170732,52.0
50.4969697,53.0
50.34939759,26.0
50.32335329,46.0
50.41666667,66.0
50.43786982,54.0
50.47058824,56.0
50.47953216,52.0
50.40116279,37.0
50.31213873,35.0
50.40804598,67.0
50.43428571,55.0
50.47159091,57.0
50.48587571,53.0
50.41011236,37.0
50.27932961,27.0
50.38888889,70.0
50.41436464,55.0
50.47802198,62.0
50.54644809,63.0
50.5,42.0
50.35135135,23.0
50.42473118,64.0
50.42245989,50.0
50.49468085,64.0
50.55555556,62.0
50.53684211,47.0
50.44502618,33.0
50.46354167,54.0
50.4611399,50.0
50.5257732,63.0
50.56410256,58.0
50.56122449,50.0
50.48730964,36.0
50.5,53.0
50.46231156,43.0
50.49,56.0
50.56716418,66.0
50.55940594,49.0
50.50246305,39.0
50.48529412,47.0
50.43902439,41.0
50.45145631,53.0
50.56038647,73.0
50.55769231,50.0
50.51674641,42.0
50.50952381,49.0
50.44075829,36.0
50.41981132,46.0
50.50704225,69.0
50.55140187,60.0
50.50697674,41.0
50.52314815,54.0
50.40552995,25.0
50.37155963,43.0
50.46118721,70.0
50.52272727,64.0
50.49321267,44.0
50.55405405,64.0
50.44843049,27.0
50.38392857,36.0
50.45333333,66.0
50.51769912,65.0
50.5154185,50.0
50.56578947,62.0
50.48908297,33.0
50.40434783,31.0
50.45021645,61.0
50.50431034,63.0
50.50643777,51.0
50.55555556,62.0
50.5106383,40.0
50.41101695,27.0
50.46413502,63.0
50.51260504,62.0
50.54393305,58.0
50.59583333,63.0
50.56846473,44.0
50.47107438,27.0
50.51028807,60.0
50.53278689,56.0
50.55510204,56.0
50.60569106,63.0
50.58704453,46.0
50.50403226,30.0
50.51807229,54.0
50.544,57.0
50.56175299,55.0
50.61904762,65.0
50.59288538,44.0
50.51968504,32.0
50.53333333,54.0
50.546875,54.0
50.54863813,51.0
50.62403101,70.0
50.59459459,43.0
50.53076923,34.0
50.51724138,47.0
50.53435115,55.0
50.52851711,49.0
50.60606061,71.0
50.58867925,46.0
50.53007519,35.0
50.51310861,46.0
50.51119403,50.0
50.49442379,46.0
50.58518519,75.0
50.60147601,55.0
50.5625,40.0
50.53113553,42.0
50.51459854,46.0
50.48,41.0
50.53985507,67.0
50.58122744,62.0
50.56115108,45.0
50.53405018,43.0
50.51071429,44.0
50.46619217,38.0
50.5035461,61.0
50.5795053,72.0
50.55985915,45.0
50.52982456,42.0
50.5,42.0
50.43554007,32.0
50.45833333,57.0
50.55017301,77.0
50.54482759,49.0
50.52920962,46.0
50.52054795,48.0
50.45051195,30.0
50.43537415,46.0
50.51186441,73.0
50.55405405,63.0
50.52861953,43.0
50.54026846,54.0
50.43812709,20.0
50.41,42.0
50.46511628,67.0
50.50331126,62.0
50.49834983,49.0
50.54934211,66.0
50.4852459,31.0
50.41830065,30.0
50.46905537,66.0
50.5,60.0
50.54368932,64.0
50.59032258,65.0
50.54983923,38.0
50.47435897,27.0
50.51757188,64.0
50.50636943,47.0
50.53968254,61.0
50.58544304,65.0
50.57413249,47.0
50.52515723,35.0
50.53605016,54.0
50.528125,48.0
50.57320872,65.0
50.60559006,61.0
50.6006192,49.0
50.56790123,40.0
50.55692308,47.0
50.51533742,37.0
50.54740061,61.0
50.60670732,70.0
50.59878419,48.0
50.57575758,43.0
50.55589124,44.0
50.49698795,31.0
50.51651652,57.0
50.58982036,75.0
50.59104478,51.0
50.57440476,45.0
50.56973294,49.0
50.50295858,28.0
50.49262537,47.0
50.55294118,71.0
50.58944282,63.0
50.57017544,44.0
50.58892128,57.0
50.51162791,24.0
50.48115942,40.0
50.52601156,66.0
50.55907781,62.0
50.55172414,48.0
50.59025788,64.0
50.52571429,28.0
50.48433048,36.0
50.51988636,63.0
50.54674221,60.0
50.56214689,56.0
50.6084507,67.0
50.55617978,32.0
50.50420168,32.0
50.52793296,59.0
50.5264624,50.0
50.55833333,62.0
50.61218837,70.0
50.5801105,39.0
50.53443526,34.0
50.54395604,54.0
50.53424658,47.0
50.57103825,64.0
50.62125341,69.0
50.60054348,43.0
50.56097561,36.0
50.57567568,56.0
50.53638814,36.0
50.55913978,59.0
50.61662198,72.0
50.61229947,49.0
50.59466667,44.0
50.57446809,43.0
50.53846154,37.0
50.53968254,51.0
50.60158311,74.0
50.6,50.0
50.59317585,48.0
50.58638743,48.0
50.54569191,35.0
50.51822917,40.0
50.56623377,69.0
50.58290155,57.0
50.59173127,54.0
50.57989691,46.0
50.53984576,35.0
50.5,35.0
50.5370844,65.0
50.55867347,59.0
50.56997455,55.0
50.58883249,58.0
50.56455696,41.0
50.49494949,23.0
50.52141058,61.0
50.54271357,59.0
50.56140351,58.0
50.59,62.0
50.57605985,45.0
50.50746269,23.0
50.53101737,60.0
50.54455446,56.0
50.55802469,56.0
50.59359606,65.0
50.57985258,45.0
50.52941176,30.0
50.54523227,57.0
50.55365854,54.0
50.57177616,58.0
50.60436893,64.0
50.59079903,45.0
50.55072464,34.0
50.54216867,47.0
50.55048077,54.0
50.56354916,56.0
50.59569378,64.0
50.58711217,47.0
50.55,35.0
50.5415677,47.0
50.54976303,54.0
50.54846336,50.0
50.58962264,68.0
50.59529412,53.0
50.55633803,34.0
50.52693208,38.0
50.53738318,55.0
50.51048951,39.0
50.56744186,75.0
50.57772622,55.0
50.5625,44.0
50.54503464,43.0
50.5483871,52.0
50.50804598,33.0
50.55733945,72.0
50.58810069,64.0
50.57077626,43.0
50.54897494,41.0
50.525,40.0
50.48979592,35.0
50.53167421,69.0
50.56659142,66.0
50.55630631,46.0
50.5505618,48.0
50.5426009,47.0
50.48545861,25.0
50.50669643,60.0
50.54565702,68.0
50.55333333,54.0
50.54545455,47.0
50.53097345,44.0
50.47019868,23.0
50.48237885,56.0
50.52747253,71.0
50.53947368,56.0
50.54704595,54.0
50.55021834,52.0
50.49455338,25.0
50.48478261,46.0
50.52060738,67.0
50.53679654,58.0
50.54427646,54.0
50.56465517,60.0
50.51612903,28.0
50.48283262,35.0
50.51605996,66.0
50.51709402,51.0
50.54157783,62.0
50.57021277,64.0
50.54352442,38.0
50.5,30.0
50.52854123,64.0
50.51265823,43.0
50.54736842,67.0
50.57983193,66.0
50.55974843,41.0
50.52301255,33.0
50.54279749,60.0
50.51041667,35.0
50.54261954,66.0
50.58091286,69.0
50.57142857,46.0
50.54338843,37.0
50.55051546,54.0
50.50411523,28.0
50.5338809,65.0
50.57581967,71.0
50.57259714,49.0
50.55306122,41.0
50.56619145,57.0
50.51219512,24.0
50.52941176,59.0
50.56275304,67.0
50.57575758,57.0
50.55645161,41.0
50.56338028,54.0
50.5060241,22.0
50.51503006,55.0
0.0,45.0
0.0,68.0
68.0,68.0
74.0,80.0
69.33333333,60.0
61.5,38.0
60.6,57.0
59.66666667,55.0
59.85714286,61.0
61.625,74.0
61.66666667,62.0
59.8,43.0
59.36363636,55.0
59.41666667,60.0
58.92307692,53.0
60.0,74.0
60.33333333,65.0
59.375,45.0
58.82352941,50.0
59.22222222,66.0
58.94736842,54.0
59.5,70.0
59.85714286,67.0
59.09090909,43.0
58.43478261,44.0
58.875,69.0
58.84,58.0
59.03846154,64.0
59.37037037,68.0
58.78571429,43.0
58.34482759,46.0
58.73333333,70.0
58.77419355,60.0
58.875,62.0
59.15151515,68.0
58.64705882,42.0
58.22857143,44.0
58.72222222,76.0
58.81081081,62.0
58.84210526,60.0
58.97435897,64.0
58.525,41.0
58.29268293,49.0
58.64285714,73.0
58.69767442,61.0
58.75,61.0
58.8,61.0
58.58695652,49.0
58.38297872,49.0
58.6875,73.0
58.65306122,57.0
58.74,63.0
58.78431373,61.0
58.61538462,50.0
58.33962264,44.0
58.53703704,69.0
58.63636364,64.0
58.625,58.0
58.75438596,66.0
58.5,44.0
58.25423729,44.0
58.46666667,71.0
58.59016393,66.0
58.51612903,54.0
58.73015873,72.0
58.40625,38.0
58.2,45.0
58.3030303,65.0
58.50746269,72.0
58.47058824,56.0
58.5942029,67.0
58.38571429,44.0
58.22535211,47.0
58.36111111,68.0
58.46575342,66.0
58.35135135,50.0
58.50666667,70.0
58.36842105,48.0
58.18181818,44.0
58.37179487,73.0
58.44303797,64.0
58.4,55.0
58.48148148,65.0
58.31707317,45.0
58.14457831,44.0
58.36904762,77.0
58.45882353,66.0
58.40697674,54.0
58.48275862,65.0
58.31818182,44.0
58.15730337,44.0
58.33333333,74.0
58.45054945,69.0
58.36956522,51.0
58.43010753,64.0
58.31914894,48.0
58.15789474,43.0
58.3125,73.0
58.42268041,69.0
58.31632653,48.0
58.38383838,65.0
58.31,51.0
58.15841584,43.0
58.31372549,74.0
58.42718447,70.0
58.32692308,48.0
58.33333333,59.0
58.28301887,53.0
58.17757009,47.0
58.26851852,68.0
58.35779817,68.0
58.29090909,51.0
58.28828829,58.0
58.25892857,55.0
58.16814159,48.0
58.27192982,70.0
58.34782609,67.0
58.28448276,51.0
58.28205128,58.0
58.26271186,56.0
58.21008403,52.0
58.3,69.0
58.34710744,64.0
58.25409836,47.0
58.25203252,58.0
58.26612903,60.0
58.24,55.0
58.32539683,69.0
58.34645669,61.0
58.2890625,51.0
58.26356589,55.0
58.28461538,61.0
58.26717557,56.0
58.34090909,68.0
58.37593985,63.0
58.31343284,50.0
58.26666667,52.0
58.30882353,64.0
58.30656934,58.0
58.33333333,62.0
58.4028777,68.0
58.31428571,46.0
58.26241135,51.0
58.35211268,71.0
58.34265734,57.0
58.35416667,60.0
58.39310345,64.0
58.32191781,48.0
58.24489796,47.0
58.34459459,73.0
58.38255034,64.0
58.38,58.0
58.39735099,61.0
58.34868421,51.0
58.28104575,48.0
58.35714286,70.0
58.38064516,62.0
58.37179487,57.0
58.40764331,64.0
58.36075949,51.0
58.28301887,46.0
58.375,73.0
58.40372671,63.0
58.39506173,57.0
58.42331288,63.0
58.36585366,49.0
58.27878788,44.0
58.40361446,79.0
58.43113772,63.0
58.42857143,58.0
58.43195266,59.0
58.38235294,50.0
58.32748538,49.0
58.40697674,72.0
58.41618497,60.0
58.43678161,62.0
58.42857143,57.0
58.39772727,53.0
58.34463277,49.0
58.39325843,67.0
58.40223464,60.0
58.42777778,63.0
58.43646409,60.0
58.3956044,51.0
58.33879781,48.0
58.39130435,68.0
58.40540541,61.0
58.42473118,62.0
58.45454545,64.0
58.40425532,49.0
58.33862434,46.0
58.38947368,68.0
58.39790576,60.0
58.41666667,62.0
58.44559585,64.0
58.39690722,49.0
58.34871795,49.0
58.40816327,70.0
58.41116751,59.0
58.43939394,64.0
58.46231156,63.0
58.415,49.0
58.35820896,47.0
58.40594059,68.0
58.41871921,61.0
58.44117647,63.0
58.46829268,64.0
58.40776699,46.0
58.36231884,49.0
58.40865385,68.0
58.40669856,58.0
58.44761905,67.0
58.47867299,65.0
58.41037736,44.0
58.35680751,47.0
58.41121495,70.0
58.40930233,58.0
58.43518519,64.0
58.47004608,66.0
58.41743119,47.0
58.35616438,45.0
58.41363636,71.0
58.42533937,61.0
58.43243243,60.0
58.47085202,67.0
58.41071429,45.0
58.33777778,42.0
58.39823009,72.0
58.42731278,65.0
58.4254386,58.0
58.47161572,69.0
58.39565217,41.0
58.32467532,42.0
58.37931034,71.0
58.41630901,67.0
58.41452991,58.0
58.45957447,69.0
58.38135593,40.0
58.3164557,43.0
58.35714286,68.0
58.41004184,71.0
58.4,56.0
58.45643154,72.0
58.37603306,39.0
58.3127572,43.0
58.34016393,65.0
58.38367347,69.0
58.3699187,55.0
58.42510121,72.0
58.35887097,42.0
58.29718876,43.0
58.328,66.0
58.36653386,68.0
58.34920635,54.0
58.40711462,73.0
58.3503937,44.0
58.29019608,43.0
58.3203125,66.0
58.3618677,69.0
58.35271318,56.0
58.4015444,71.0
58.35,45.0
58.28735632,42.0
58.32442748,68.0
58.36501901,69.0
58.35606061,56.0
58.4,70.0
58.35714286,47.0
58.28089888,38.0
58.32835821,71.0
58.36802974,69.0
58.36296296,57.0
58.39114391,66.0
58.33823529,44.0
58.28205128,43.0
58.32481752,70.0
58.36,68.0
58.32971014,50.0
58.38628159,74.0
58.32374101,41.0
58.27598566,45.0
58.3,65.0
58.35231317,73.0
58.34042553,55.0
58.3745583,68.0
58.32042254,43.0
58.27017544,44.0
58.28671329,63.0
58.32055749,68.0
58.3125,56.0
58.35640138,71.0
58.30689655,44.0
58.26116838,45.0
58.28082192,64.0
58.31740614,69.0
58.30952381,56.0
58.3559322,72.0
58.30743243,44.0
58.25925926,44.0
58.27516779,63.0
58.31103679,69.0
58.3,55.0
58.35548173,75.0
58.30794702,44.0
58.24752475,40.0
58.26644737,64.0
58.30491803,70.0
58.30392157,58.0
58.35504886,74.0
58.30194805,42.0
58.24595469,41.0
58.26451613,64.0
58.29903537,69.0
58.28846154,55.0
58.34504792,76.0
58.29936306,44.0
58.23174603,37.0
58.25632911,66.0
58.29652997,71.0
58.29559748,58.0
58.33855799,72.0
58.290625,43.0
58.2305296,39.0
58.25776398,67.0
58.28482972,67.0
58.2808642,57.0
58.33230769,75.0
58.29141104,45.0
58.22018349,35.0
58.25914634,71.0
58.28267477,66.0
58.28484848,59.0
58.32024169,70.0
58.28313253,46.0
58.21321321,35.0
58.24850299,70.0
58.26567164,64.0
58.27380952,61.0
58.30563798,69.0
58.26627219,45.0
58.20648968,38.0
58.25,73.0
58.25219941,59.0
58.25730994,60.0
58.29154519,70.0
58.25872093,47.0
58.19130435,35.0
58.24277457,76.0
58.25360231,62.0
58.26436782,62.0
58.26647564,59.0
58.24571429,51.0
58.21082621,46.0
58.24715909,71.0
58.24645892,58.0
58.25988701,63.0
58.26197183,59.0
58.23876404,50.0
58.20448179,46.0
58.24301676,72.0
58.24791086,60.0
58.25833333,62.0
58.26869806,62.0
58.24033149,48.0
58.20661157,46.0
58.23626374,69.0
58.24383562,61.0
58.25409836,62.0
58.27247956,65.0
58.24184783,47.0
58.20325203,44.0
58.24054054,72.0
58.25336927,63.0
58.24731183,56.0
58.27882038,70.0
58.23262032,41.0
58.192,43.0
58.22606383,71.0
58.25198939,68.0
58.24603175,56.0
58.27176781,68.0
58.22105263,39.0
58.19422572,48.0
58.21989529,68.0
58.25065274,70.0
58.23177083,51.0
58.26753247,72.0
58.21243523,37.0
58.18604651,48.0
58.21134021,68.0
58.23393316,67.0
58.22820513,56.0
58.25063939,67.0
58.20918367,42.0
58.18575064,49.0
58.21573604,70.0
58.23291139,65.0
58.22474747,55.0
58.2418136,65.0
58.20854271,45.0
58.17794486,46.0
58.215,73.0
58.24189526,69.0
58.22139303,50.0
58.24317618,67.0
58.20792079,44.0
58.17777778,46.0
58.2044335,69.0
58.22850123,68.0
58.21078431,51.0
58.23227384,67.0
58.19756098,44.0
58.16788321,46.0
58.19902913,71.0
58.22033898,67.0
58.19565217,48.0
58.22409639,70.0
58.19471154,46.0
58.16786571,47.0
58.20095694,72.0
58.21479714,64.0
58.1952381,50.0
58.21377672,66.0
58.19194313,49.0
58.16312057,46.0
58.20518868,76.0
58.22588235,67.0
58.20422535,49.0
58.20843091,60.0
58.19859813,54.0
58.17715618,49.0
58.20697674,71.0
58.22737819,67.0
58.20601852,49.0
58.19630485,54.0
58.20046083,60.0
58.18390805,51.0
58.21100917,70.0
58.21967963,62.0
58.21232877,55.0
58.20045558,53.0
58.20454545,60.0
58.19954649,56.0
58.21493213,65.0
58.22799097,64.0
58.22072072,55.0
58.20674157,52.0
58.21524664,62.0
58.20134228,52.0
58.21205357,63.0
58.23608018,69.0
58.21777778,50.0
58.20177384,51.0
58.22123894,67.0
58.20971302,53.0
58.22026432,63.0
58.23736264,66.0
58.21929825,50.0
58.19912473,49.0
58.22489083,70.0
58.22440087,58.0
58.22608696,59.0
58.24295011,66.0
58.21645022,46.0
58.19654428,49.0
58.2262931,72.0
58.23655914,63.0
58.23390558,57.0
58.24625268,64.0
58.21794872,45.0
58.19189765,46.0
58.22978723,76.0
58.23779193,62.0
58.23940678,59.0
58.24735729,62.0
58.2278481,49.0
58.19789474,44.0
58.23319328,75.0
58.24528302,64.0
58.24476987,58.0
58.25469729,63.0
58.23125,47.0
58.1995842,43.0
58.23858921,77.0
58.24637681,62.0
58.24793388,59.0
58.2556701,62.0
58.23662551,49.0
58.20533881,43.0
58.23770492,74.0
58.25153374,65.0
58.25102041,58.0
58.26069246,63.0
58.23373984,45.0
58.20283976,43.0
58.23481781,74.0
58.25252525,67.0
58.24798387,56.0
58.26358149,66.0
58.23092369,42.0
58.20240481,44.0
0.0,40.0
0.0,68.0
71.0,71.0
70.5,70.0
59.33333333,37.0
62.5,72.0
60.6,53.0
61.5,66.0
62.85714286,71.0
63.875,71.0
61.33333333,41.0
62.2,70.0
61.54545455,55.0
62.16666667,69.0
62.53846154,67.0
63.21428571,72.0
62.26666667,49.0
62.75,70.0
62.29411765,55.0
62.44444444,65.0
62.89473684,71.0
63.4,73.0
62.80952381,51.0
63.31818182,74.0
62.91304348,54.0
62.70833333,58.0
63.04,71.0
63.5,75.0
63.07407407,52.0
63.46428571,74.0
63.34482759,60.0
63.06666667,55.0
63.29032258,70.0
63.71875,77.0
63.18181818,46.0
63.47058824,73.0
63.34285714,59.0
63.30555556,62.0
63.18918919,59.0
63.57894737,78.0
63.20512821,49.0
63.4,71.0
63.26829268,58.0
63.28571429,64.0
63.20930233,60.0
63.52272727,77.0
63.28888889,53.0
63.47826087,72.0
63.38297872,59.0
63.3125,60.0
63.32653061,64.0
63.62,78.0
63.43137255,54.0
63.65384615,75.0
63.50943396,56.0
63.40740741,58.0
63.45454545,66.0
63.67857143,76.0
63.42105263,49.0
63.65517241,77.0
63.50847458,55.0
63.48333333,62.0
63.37704918,57.0
63.62903226,79.0
63.46031746,53.0
63.5625,70.0
63.58461538,65.0
63.43939394,54.0
63.44776119,64.0
63.63235294,76.0
63.52173913,56.0
63.61428571,70.0
63.61971831,64.0
63.55555556,59.0
63.56164384,64.0
63.75675676,78.0
63.64,55.0
63.72368421,70.0
63.71428571,63.0
63.64102564,58.0
63.67088608,66.0
63.825,76.0
63.69135802,53.0
63.7804878,71.0
63.78313253,64.0
63.70238095,57.0
63.71764706,65.0
63.87209302,77.0
63.74712644,53.0
63.82954545,71.0
63.83146067,64.0
63.78888889,60.0
63.76923077,62.0
63.93478261,79.0
63.82795699,54.0
63.90425532,71.0
63.88421053,62.0
63.86458333,62.0
63.84536082,62.0
64.0,79.0
63.88888889,53.0
63.96,71.0
63.91089109,59.0
63.89215686,62.0
63.89320388,64.0
64.02884615,78.0
63.91428571,52.0
63.99056604,72.0
63.93457944,58.0
63.89814815,60.0
63.89908257,64.0
64.04545455,80.0
63.91891892,50.0
63.99107143,72.0
63.92920354,57.0
63.90350877,61.0
63.88695652,62.0
64.03448276,81.0
63.90598291,49.0
63.95762712,70.0
63.90756303,58.0
63.89166667,62.0
63.85950413,60.0
63.98360656,79.0
63.89430894,53.0
63.94354839,70.0
63.928,62.0
63.88888889,59.0
63.88188976,63.0
63.984375,77.0
63.93023256,57.0
63.99230769,72.0
63.96946565,61.0
63.90909091,56.0
63.95488722,70.0
64.02985075,74.0
63.91111111,48.0
63.97794118,73.0
63.96350365,62.0
63.97101449,65.0
63.9352518,59.0
64.01428571,75.0
63.91489362,50.0
63.97183099,72.0
63.94405594,60.0
63.95138889,65.0
63.92413793,60.0
64.0,75.0
63.92517007,53.0
63.97972973,72.0
63.94630872,59.0
63.94666667,64.0
63.94039735,63.0
64.0,73.0
63.94771242,56.0
64.01298701,74.0
63.98064516,59.0
63.96794872,62.0
63.99363057,68.0
64.0443038,72.0
63.98742138,55.0
64.05625,75.0
64.0310559,60.0
64.00617284,60.0
64.03680982,69.0
64.09146341,73.0
64.01212121,51.0
64.06626506,73.0
64.04191617,60.0
64.03571429,63.0
64.05325444,67.0
64.10588235,73.0
64.02923977,51.0
64.0755814,72.0
64.05780347,61.0
64.05172414,63.0
64.06285714,66.0
64.11931818,74.0
64.06214689,54.0
64.1011236,71.0
64.08938547,62.0
64.05555556,58.0
64.09392265,71.0
64.14285714,73.0
64.07103825,51.0
64.11413043,72.0
64.1027027,62.0
64.09139785,62.0
64.10160428,66.0
64.16489362,76.0
64.0952381,51.0
64.12631579,70.0
64.09947644,59.0
64.08854167,62.0
64.11917098,70.0
64.16494845,73.0
64.11794872,55.0
64.15306122,71.0
64.14720812,63.0
64.12121212,59.0
64.14070352,68.0
64.19,74.0
64.12935323,52.0
64.17326733,73.0
64.16256158,62.0
64.15196078,62.0
64.16097561,66.0
64.21359223,75.0
64.14975845,51.0
64.18269231,71.0
64.16267943,60.0
64.16666667,65.0
64.16113744,63.0
64.21698113,76.0
64.16431925,53.0
64.20093458,72.0
64.17209302,58.0
64.16203704,62.0
64.16129032,64.0
