std,avg-attendance
1.448209081,45.95192308
2.835161475,45.99047619
6.310594481,46.0754717
4.956355943,46.00934579
1.407666277,45.99074074
4.897849723,45.9266055
2.153461561,45.95454545
4.236270356,46.00900901
4.899239841,46.07142857
4.95600505,46.00884956
1.408010871,45.99122807
5.601515458,45.92173913
3.559916898,45.96551724
2.828427125,46.0
4.206686105,46.05084746
4.242640687,46.0
1.402428449,45.98333333
6.299678596,45.90909091
4.271620473,45.95901639
2.83417596,45.99186992
4.214128317,46.04032258
5.639883687,45.976
0.718330698,45.98412698
6.302715561,45.91338583
2.867097027,45.9453125
2.143246135,45.96899225
6.336764616,46.03846154
6.342369984,45.96946565
0.021427478,45.96969697
4.891264953,45.91729323
0.058046079,45.91791045
2.163222968,45.94074074
6.358761716,46.00735294
4.918779288,45.95620438
0.732726592,45.96376812
5.590721961,45.90647482
0.065659915,45.90714286
2.171469761,45.92907801
6.368940656,45.99295775
4.910189047,45.94405594
0.741480027,45.95138889
6.285935455,45.88965517
0.62477243,45.88356164
2.188663847,45.9047619
6.387849773,45.96621622
4.190438173,45.9261745
0.754247233,45.93333333
6.27498733,45.87417219
0.614066415,45.86842105
2.199887764,45.88888889
5.698178672,45.94155844
2.769121395,45.91612903
0.761499611,45.92307692
5.566776953,45.87261146
2.7210185,45.84810127
0.809392668,45.85534591
5.72314551,45.90625
0.768594327,45.91304348
0.061107993,45.91358025
4.858647822,45.87116564
4.126226766,45.83536585
0.818529668,45.84242424
4.327834275,45.87951807
3.599046491,45.91017964
1.34266109,45.89880952
2.740561785,45.87573964
6.239177481,45.82352941
0.827025475,45.83040936
4.337195664,45.86627907
5.718164086,45.9132948
2.751214315,45.8908046
1.329360749,45.88
6.243431466,45.82954545
0.822960435,45.83615819
5.037142688,45.87640449
5.009002227,45.91620112
4.160144896,45.88333333
0.082040013,45.8839779
6.247404968,45.83516484
3.632133193,45.86338798
2.20586572,45.88043478
7.116934198,45.93513514
6.987431526,45.88172043
1.489839956,45.89304813
5.551540474,45.85106383
0.808122036,45.85714286
2.914024261,45.87894737
4.305576893,45.91099476
2.751087321,45.890625
0.07693908,45.89119171
3.440767018,45.86597938
2.719641466,45.84615385
2.21872791,45.8622449
3.614500145,45.88832487
0.624968115,45.88383838
0.081725909,45.88442211
4.140110204,45.855
4.119512641,45.82587065
1.529731007,45.83663366
2.929442379,45.85714286
2.915082368,45.87745098
1.321082425,45.86829268
2.722017852,45.84951456
6.227322039,45.80676329
1.543396532,45.81730769
2.94345885,45.83732057
5.744400803,45.87619048
2.727890616,45.85781991
1.307480463,45.8490566
4.820277213,45.81690141
0.832667798,45.82242991
2.940248662,45.84186047
5.741968955,45.87962963
2.730670427,45.86175115
1.310418072,45.85321101
4.823824343,45.82191781
0.125350748,45.82272727
3.644319565,45.84615385
5.035746942,45.87837838
3.434065668,45.85650224
0.101015254,45.85714286
4.123218209,45.83111111
0.58508393,45.82743363
2.233460626,45.84140969
5.743691924,45.87719298
4.137655401,45.85152838
0.808561232,45.85652174
6.235396161,45.81818182
0.12801071,45.81896552
2.943749261,45.83690987
6.451593922,45.87606838
4.841424727,45.84680851
0.811974312,45.85169492
6.232683822,45.81434599
0.834861368,45.81932773
1.535516399,45.82845188
6.458241935,45.86666667
4.131146672,45.84232365
0.815218149,45.84710744
5.525908549,45.81481481
0.573799765,45.81147541
2.245424799,45.8244898
5.757458873,45.85772358
2.716778686,45.84210526
0.815453788,45.84677419
5.526224081,45.81526104
1.982727414,45.804
1.546620011,45.812749
5.06198664,45.84126984
0.111795539,45.84189723
0.111355399,45.84251969
4.819417983,45.81568627
4.096247486,45.79296875
0.85017897,45.79766537
4.368713989,45.82170543
3.647469728,45.84169884
1.297268979,45.83461538
2.70109372,45.81992337
6.212823703,45.78625954
0.854980823,45.79087452
4.373883991,45.81439394
5.766255676,45.84528302
2.708803797,45.83082707
1.289741582,45.82397004
6.216207375,45.79104478
0.851682517,45.79553903
5.075455341,45.82222222
5.056726723,45.84870849
4.120456795,45.82720588
0.121736332,45.82783883
6.219442856,45.79562044
3.666670073,45.81454545
2.244295436,45.82608696
7.16807163,45.86281588
6.948977432,45.82733813
1.530797476,45.83512545
5.520483656,45.80714286
0.840475676,45.8113879
2.951293197,45.82624113
4.35008094,45.84805654
2.711405932,45.83450704
0.116610592,45.83508772
3.406969037,45.81818182
2.69045507,45.80487805
2.251447633,45.81597222
3.652977247,45.83391003
0.587630118,45.83103448
0.11906609,45.83161512
4.109452766,45.81164384
4.09542733,45.79180887
1.556115944,45.79931973
2.960260592,45.81355932
2.950259712,45.8277027
1.288029524,45.82154882
2.693175157,45.80872483
6.20787726,45.77926421
1.565063009,45.78666667
2.969378643,45.80066445
5.778607735,45.82781457
2.697740723,45.81518152
1.279305032,45.80921053
4.799052581,45.78688525
0.854998396,45.79084967
2.96662389,45.80456026
5.776235914,45.83116883
2.700278323,45.81877023
1.281916165,45.81290323
4.801959877,45.79099678
0.147313913,45.79166667
3.671081532,45.80830671
5.069099887,45.83121019
3.405336467,45.81587302
0.129785422,45.8164557
4.099880958,45.79810726
0.562572376,45.79559748
2.258751756,45.80564263
5.776178519,45.83125
4.110471195,45.81308411
0.836669825,45.81677019
6.215096445,45.78947368
0.148405127,45.79012346
2.967672768,45.80307692
6.483258187,45.83128834
4.815678293,45.81039755
0.838611396,45.81402439
6.213512779,45.78723404
0.854956381,45.79090909
1.557343938,45.79758308
6.487491733,45.8253012
4.106740285,45.80780781
0.84048321,45.81137725
5.506989827,45.7880597
0.5555839,45.78571429
2.266098883,45.79525223
5.784468195,45.81952663
2.692846179,45.80825959
0.840209234,45.81176471
5.507553111,45.7888563
1.966253067,45.78070175
1.564705676,45.78717201
5.085413304,45.80813953
0.135272602,45.80869565
0.13488164,45.80924855
4.800990134,45.78962536
4.08211932,45.77298851
0.865142108,45.7765043
4.388102654,45.79428571
3.670508705,45.80911681
1.275604563,45.80397727
2.682198244,45.79320113
6.200167934,45.76836158
0.868446638,45.77183099
4.391609812,45.78932584
5.789560564,45.81232493
2.688190864,45.80167598
1.270428618,45.79665738
6.202897819,45.77222222
0.865765089,45.77562327
5.094294158,45.79558011
5.08026029,45.815427
4.100830811,45.79945055
0.141421356,45.8
6.2055382,45.77595628
3.683891459,45.79019074
2.263510294,45.79891304
7.193709638,45.82655827
6.929646456,45.8
1.551441833,45.80592992
5.504788275,45.78494624
0.856869343,45.78820375
2.970226613,45.79946524
4.372748335,45.816
2.691143095,45.80585106
0.136919881,45.80636605
3.389622983,45.79365079
2.675438322,45.78364116
2.268324122,45.79210526
3.672872231,45.80577428
0.568276916,45.80366492
0.138467385,45.80417755
4.09348535,45.7890625
4.082852921,45.77402597
1.569923605,45.77979275
2.976426218,45.79069767
2.968755017,45.80154639
1.2706109,45.79691517
2.677940297,45.78717949
6.197582965,45.76470588
1.576559507,45.77040816
2.98316296,45.78117048
5.796839856,45.80203046
2.681635337,45.79240506
1.264221215,45.78787879
4.787665058,45.77078086
0.8670053,45.77386935
2.980836105,45.78446115
5.794740072,45.805
2.683831723,45.79551122
1.266459907,45.79104478
4.790078195,45.77419355
0.159274052,45.77475248
3.685684976,45.78765432
5.087337211,45.80541872
3.389595406,45.79361179
0.145580808,45.79411765
4.087042618,45.7799511
0.550163569,45.77804878
2.272720336,45.78588808
5.794156537,45.80582524
4.095398113,45.79176755
0.85228571,45.79468599
6.203797085,45.77349398
0.159778936,45.77403846
2.981040099,45.78417266
6.500984115,45.8062201
4.801238168,45.78997613
0.8535789,45.79285714
6.20272053,45.7719715
0.866289587,45.77488152
1.569676755,45.78014184
6.504048223,45.80188679
4.092900428,45.78823529
0.854835663,45.79107981
5.496223435,45.77283372
0.545199154,45.77102804
2.277905761,45.77855478
5.79992004,45.79767442
2.679130797,45.78886311
0.854420694,45.79166667
5.496816225,45.77367206
1.956763235,45.76728111
1.575141313,45.77241379
5.098953486,45.78899083
0.148864586,45.78947368
0.148524712,45.78995434
4.79028603,45.77448747
4.073899296,45.76136364
0.873862122,45.76417234
4.399420019,45.77828054
3.683978445,45.79006772
1.262918193,45.78603604
2.671115728,45.77752809
6.19273338,45.75784753
0.876369478,45.7606264
4.402055386,45.77455357
5.80331512,45.79287305
2.67600633,45.78444444
1.258995001,45.7804878
6.195006313,45.76106195
0.874127588,45.76379691
5.105497861,45.77973568
5.094276986,45.7956044
4.089124083,45.78289474
0.153180681,45.7833698
6.197219694,45.76419214
3.694209284,45.77559913
2.275039209,45.7826087
7.209114689,45.80477223
6.918014396,45.78354978
1.563881952,45.78833693
5.495316924,45.77155172
0.866776054,45.77419355
2.981684174,45.7832618
4.386484679,45.79657388
2.678846844,45.78846154
0.149261346,45.78891258
3.379067725,45.7787234
2.66628799,45.77070064
2.27862164,45.77754237
3.68502794,45.78858351
0.556436349,45.78691983
0.150353231,45.78736842
4.083690213,45.77521008
4.075129018,45.76310273
1.578416183,45.76778243
2.986382084,45.77661795
2.980160455,45.78541667
1.259855533,45.78170478
2.668521234,45.77385892
6.191210306,45.75569358
1.583685436,45.76033058
2.991717763,45.76907216
5.808169281,45.78600823
2.671614943,45.77823409
1.254824739,45.77459016
4.78056241,45.7607362
0.874503489,45.76326531
2.989722358,45.77189409
5.806323976,45.78861789
2.673523408,45.78093306
1.256760635,45.77732794
4.782613138,45.76363636
0.166797366,45.7641129
3.694881913,45.77464789
5.098836247,45.78915663
3.379658664,45.77955912
0.0,0.0
0.0,0.0
0.0,74.0
9.545941546,60.5
8.249579114,54.66666667
10.96015511,49.5
1.979898987,48.8
4.831896338,50.16666667
7.778174593,52.0
0.0,52.0
1.885618083,51.66666667
4.87903679,50.9
5.721136684,50.09090909
3.830161731,50.58333333
1.57739205,50.76923077
6.060915267,51.42857143
0.942809042,51.33333333
1.767766953,51.5
7.653391043,50.82352941
2.121320344,51.0
0.669890635,51.05263158
4.666904756,51.4
1.077496048,51.47619048
2.378450082,51.63636364
7.870405912,51.13043478
1.944543648,51.25
2.206173157,51.12
4.677783322,51.38461538
1.780861523,51.48148148
2.399112293,51.60714286
5.193577393,51.34482759
1.13137085,51.4
3.010906294,51.25806452
4.618291165,51.46875
1.049946433,51.51515152
4.45061327,51.70588235
7.353910524,51.4
3.849803586,51.55555556
5.198190391,51.35135135
4.577586005,51.52631579
1.015332814,51.56410256
3.74766594,51.7
5.311924112,51.51219512
3.788072042,51.64285714
8.041284093,51.37209302
2.507014951,51.45454545
1.759910211,51.51111111
3.105121083,51.60869565
1.805379016,51.55319149
2.386485387,51.625
6.667006794,51.42857143
3.16783838,51.52
1.746969695,51.47058824
5.221711615,51.61538462
0.266832748,51.62264151
3.731952456,51.72222222
8.138156227,51.50909091
3.813325856,51.60714286
1.81118579,51.56140351
4.474279115,51.67241379
1.617956194,51.71186441
2.981633594,51.78333333
6.80445378,51.62295082
0.958015639,51.64516129
2.536605279,51.58730159
3.071495081,51.65625
1.63178488,51.69230769
4.392633035,51.78787879
6.121222882,51.65671642
1.632584774,51.69117647
3.965946729,51.60869565
3.757767466,51.68571429
0.21910351,51.69014085
5.097061381,51.79166667
5.434067181,51.68493151
2.312430284,51.72972973
4.695189027,51.64
5.1358282,51.73684211
0.514259477,51.72727273
4.37862276,51.80769231
4.752831656,51.72151899
2.987526151,51.775
5.429881702,51.67901235
5.812072811,51.7804878
1.942413809,51.74698795
2.971532069,51.79761905
3.352518033,51.74117647
2.976426218,51.79069767
5.445534982,51.70114943
6.500561204,51.80681818
2.661581704,51.76404494
1.563491661,51.78888889
3.349044205,51.73626374
3.681566828,51.79347826
4.052558219,51.7311828
2.986397789,51.77659574
2.642346393,51.73684211
3.682847819,51.79166667
3.35328989,51.74226804
2.280058601,51.7755102
3.342686602,51.72727273
4.391133111,51.79
2.653400694,51.75247525
2.273833571,51.78431373
3.350175818,51.73786408
4.385421864,51.79807692
3.360440798,51.75238095
1.574313211,51.77358491
2.643389836,51.73831776
4.386680957,51.7962963
3.360379015,51.75229358
2.976276724,51.79090909
2.656428178,51.75675676
2.973636553,51.79464286
3.360321606,51.75221239
3.6781958,51.79824561
2.66241075,51.76521739
2.267618298,51.79310345
3.360268123,51.75213675
5.081580936,51.81355932
3.375097914,51.77310924
2.2627417,51.8
3.366062033,51.76033058
4.375947703,51.81147541
3.374566509,51.77235772
2.263882195,51.7983871
1.962928425,51.776
2.963114131,51.80952381
4.075607589,51.76377953
4.375223209,51.8125
2.674946583,51.78294574
2.257302417,51.80769231
3.373601055,51.77099237
5.77470538,51.83333333
4.093776102,51.78947368
1.551413386,51.80597015
3.373161238,51.77037037
4.372623551,51.81617647
4.082638423,51.77372263
2.264791285,51.79710145
3.367659634,51.76258993
5.081067299,51.81428571
3.380070713,51.78014184
1.558622694,51.79577465
4.069572594,51.75524476
4.385044136,51.79861111
3.369729557,51.76551724
3.675986623,51.80136986
2.669688868,51.7755102
2.966981832,51.80405405
4.778902877,51.75838926
5.086454779,51.80666667
2.673893855,51.78145695
1.55842613,51.79605263
2.666670672,51.77124183
5.078312338,51.81818182
4.087533393,51.78064516
1.559261107,51.79487179
4.071493823,51.75796178
4.385852187,51.79746835
1.263008339,51.78616352
4.366384374,51.825
4.796028603,51.7826087
2.260995757,51.80246914
4.077793707,51.76687117
5.786203051,51.81707317
1.277077702,51.80606061
2.244851046,51.8253012
4.094444655,51.79041916
1.553109537,51.80357143
4.079462199,51.76923077
6.48874458,51.82352941
0.578917833,51.81871345
0.830439359,51.8255814
4.095497079,51.79190751
0.146297955,51.79310345
2.666802718,51.77142857
4.379240861,51.80681818
0.567283406,51.80225989
3.654709206,51.83146067
5.506742195,51.7877095
2.961991739,51.81111111
5.492774223,51.7679558
5.085729542,51.80769231
1.974489427,51.79234973
2.95908816,51.81521739
2.68318357,51.79459459
3.660988335,51.82258065
6.908471065,51.77005348
2.271768595,51.78723404
0.553713247,51.78306878
2.966126866,51.80526316
0.566425851,51.80104712
5.063915751,51.83854167
7.624296433,51.78238342
2.263470676,51.79896907
0.141421356,51.8
0.140699819,51.80102041
0.5635318,51.79695431
5.067598599,51.83333333
6.214722414,51.78894472
0.148492424,51.79
0.555835181,51.78606965
1.557735236,51.7970297
0.560808826,51.79310345
4.367424237,51.82352941
4.801427509,51.7902439
1.259748489,51.7815534
2.66104436,51.76328502
2.981406957,51.78365385
1.255199119,51.77511962
3.676955262,51.8
3.378026708,51.77725118
2.971849727,51.79716981
6.895121054,51.75117371
5.101742384,51.78504673
1.960165775,51.77209302
3.679574176,51.7962963
1.264319959,51.78801843
3.668521879,51.81192661
7.610277092,51.76255708
2.982704968,51.78181818
1.254234653,51.77375566
4.382787977,51.8018018
0.843454726,51.80717489
2.951539466,51.82589286
6.213111584,51.78666667
1.558137951,51.79646018
2.672676732,51.77973568
3.675094455,51.80263158
0.138951114,51.80349345
5.066573806,51.83478261
7.628182246,51.78787879
3.669640364,51.81034483
1.97868507,51.79828326
2.254280593,51.81196581
0.571703355,51.80851064
5.063603645,51.83898305
6.927856312,51.79746835
0.846745515,51.80252101
1.973390055,51.79079498
1.555634919,51.8
0.140834546,51.80082988
3.661176846,51.82231405
3.395858492,51.80246914
2.251729381,51.81557377
4.095447031,51.79183673
4.371989489,51.81707317
1.279662879,51.8097166
4.359541405,51.83467742
4.109170732,51.81124498
2.245771137,51.824
3.39749314,51.80478088
2.954696193,51.82142857
2.69147759,51.80632411
3.658024844,51.82677165
2.695324672,51.81176471
1.541271812,51.8203125
4.099568498,51.79766537
4.368713989,51.82170543
1.283166746,51.81467181
1.53931707,51.82307692
1.284170936,51.81609195
0.833954181,51.82061069
2.691307559,51.80608365
2.249885213,51.81818182
1.280797189,51.81132075
1.541811779,51.81954887
1.986255003,51.80898876
1.543498011,51.81716418
1.984630557,51.80669145
1.545159263,51.81481481
0.574035025,51.81180812
1.541596769,51.81985294
0.577600045,51.81684982
0.575492015,51.81386861
0.131136167,51.81454545
0.130661036,51.81521739
1.539297433,51.82310469
0.124633929,51.82374101
1.284957484,51.8172043
0.57578695,51.81428571
0.835442887,51.81850534
0.127881014,51.81914894
2.241253649,51.83038869
0.585105963,51.82746479
0.58305296,51.8245614
1.285648693,51.81818182
0.128116908,51.81881533
0.832323607,51.82291667
0.829443595,51.82698962
0.826583444,51.83103448
0.11906609,51.83161512
1.290712036,51.82534247
0.827773467,51.82935154
0.584445401,51.82653061
1.531665197,51.83389831
1.292380975,51.8277027
0.826148327,51.83164983
1.995559742,51.82214765
1.534823749,51.82943144
1.289291364,51.82333333
0.829264763,51.82724252
0.583011883,51.82450331
1.533231535,51.83168317
0.586154305,51.82894737
0.584232488,51.82622951
0.122472743,51.82679739
0.122073809,51.82736156
1.531299425,51.83441558
0.116706944,51.83495146
1.293321113,51.82903226
0.584329398,51.82636656
0.827224279,51.83012821
0.119733736,51.83067093
2.233916965,51.84076433
0.592622826,51.83809524
0.590747437,51.83544304
1.293760041,51.829653
0.120074736,51.83018868
0.824588472,51.8338558
0.822011633,51.8375
0.819450849,51.8411215
0.111995173,51.84161491
1.298186753,51.83591331
0.820593055,51.83950617
0.591793983,51.83692308
1.524834562,51.84355828
1.299606041,51.83792049
0.819209076,51.84146341
2.003111003,51.83282675
1.527779197,51.83939394
1.296718478,51.83383686
0.822118125,51.8373494
0.590317373,51.83483483
1.526419129,51.84131737
0.59312539,51.83880597
0.591360135,51.83630952
0.115403184,51.83679525
0.115061754,51.83727811
1.52476418,51.84365782
0.110225469,51.84411765
1.300164082,51.83870968
0.591323215,51.83625731
0.82049125,51.83965015
0.113054863,51.84011628
2.227898757,51.84927536
0.598792737,51.84682081
0.597067109,51.8443804
1.300426264,51.83908046
0.11346126,51.83954155
0.818223561,51.84285714
0.81589244,51.84615385
0.813574564,51.84943182
0.106166174,51.84985836
1.304352339,51.84463277
0.814666686,51.84788732
0.597862756,51.84550562
1.519190199,51.85154062
1.305579839,51.84636872
0.813468247,51.84958217
2.00936177,51.84166667
1.521944512,51.84764543
1.302873544,51.84254144
0.816192125,51.84573003
0.596378521,51.84340659
1.520763899,51.84931507
0.59891558,51.84699454
0.597283657,51.84468665
0.109524692,51.8451087
0.109227877,51.84552846
1.51932403,51.85135135
0.104827151,51.85175202
1.305866556,51.84677419
0.59715452,51.84450402
0.814874392,51.84759358
0.107480231,51.848
2.222872913,51.85638298
0.603947967,51.85411141
0.602350221,51.85185185
1.306001971,51.8469657
0.107926824,51.84736842
0.81289441,51.8503937
0.810766414,51.85340314
0.80864953,51.85639687
0.101278315,51.85677083
1.309525026,51.85194805
0.809692221,51.85492228
0.602959271,51.85271318
1.514447771,51.85824742
1.310601515,51.85347044
0.808640063,51.85641026
2.014621366,51.84910486
1.517032661,51.85459184
1.308057583,51.84987277
0.811198642,51.85279188
0.6014883,51.85063291
1.515994084,51.85606061
0.603801508,51.85390428
0.602284419,51.85175879
0.104559649,51.85213033
0.10429825,51.8525
1.514725,51.85785536
0.100261409,51.85820896
1.310691726,51.85359801
0.602090923,51.85148515
0.810117399,51.85432099
0.102756897,51.8546798
2.218612677,51.86240786
0.608319804,51.86029412
0.60683247,51.85819071
1.310734521,51.85365854
0.103227267,51.8540146
0.808367218,51.85679612
0.806409913,51.85956416
0.804462063,51.86231884
0.09712069,51.8626506
1.313926783,51.85817308
0.805457365,51.86091127
0.607299843,51.85885167
1.510407086,51.86396181
1.314881895,51.85952381
0.804522917,51.86223278
2.019108226,51.85545024
1.512840749,51.86052009
1.312483577,51.85613208
0.806933621,51.85882353
0.605854402,51.85680751
1.511916841,51.8618267
0.607979662,51.85981308
0.60656246,51.85780886
0.100310497,51.85813953
0.100077758,51.85846868
1.510786016,51.86342593
0.096349423,51.86374134
1.314827586,51.859447
0.606323746,51.85747126
0.806036858,51.86009174
0.098703693,51.8604119
2.214955488,51.86757991
0.612074207,51.86560364
0.610683129,51.86363636
1.314801725,51.85941043
0.099186924,51.85972851
0.804473629,51.86230248
0.802661752,51.86486486
0.800858017,51.86741573
0.093541032,51.867713
1.317718006,51.86353468
0.801808582,51.86607143
0.611041049,51.86414254
1.506923118,51.86888889
1.318573843,51.86474501
0.800970513,51.86725664
2.02298099,51.86092715
1.509221302,51.86563877
1.31630647,51.86153846
0.803248493,51.86403509
0.609628166,51.86214442
1.50839154,51.86681223
0.611593447,51.86492375
0.610263896,51.86304348
0.096632814,51.86334056
0.096423652,51.86363636
1.507374499,51.86825054
0.092960159,51.86853448
1.318411998,51.86451613
0.609993404,51.86266094
0.80249806,51.86509636
0.095187451,51.86538462
2.211781765,51.87206823
0.615333348,51.87021277
0.614026908,51.86836518
1.318334677,51.86440678
0.095676182,51.86469345
0.801089328,51.86708861
0.799402824,51.86947368
0.797723407,51.87184874
0.090426653,51.8721174
1.32101748,51.86820084
0.798632085,51.87056367
0.614299016,51.86875
1.503888227,51.87318087
1.321790892,51.86929461
0.797874111,51.87163561
2.026357656,51.86570248
1.506064546,51.87010309
1.319641668,51.86625514
0.800032518,51.86858316
0.612922476,51.86680328
1.505313209,51.87116564
0.614749977,51.86938776
0.61349794,51.86761711
0.093418579,51.86788618
0.093229089,51.86815416
1.504391148,51.87246964
0.089995409,51.87272727
1.321548359,51.86895161
0.613205277,51.86720322
0.799399835,51.86947791
0.092108098,51.86973948
0.0,0.0
0.0,0.0
0.0,50.0
6.363961031,59.0
4.714045208,62.33333333
7.071067812,59.0
1.13137085,58.6
2.003469213,59.16666667
1.919289835,58.71428571
2.651650429,59.25
2.357022604,59.66666667
2.969848481,59.2
1.79990817,59.45454545
0.353553391,59.5
0.979070928,59.38461538
0.90913729,59.28571429
1.13137085,59.4
0.397747564,59.4375
0.374350649,59.47058824
0.353553391,59.5
0.334945317,59.47368421
0.353553391,59.5
0.336717515,59.52380952
0.321412173,59.54545455
0.307437731,59.56521739
0.294627825,59.58333333
0.282842712,59.6
0.271964147,59.61538462
0.2618914,59.62962963
0.252538136,59.64285714
0.243829925,59.65517241
0.23570226,59.66666667
0.228098962,59.67741935
0.220970869,59.6875
0.214274782,59.6969697
0.207972583,59.70588235
0.202030509,59.71428571
0.19641855,59.72222222
0.191109941,59.72972973
0.186080732,59.73684211
0.181309431,59.74358974
0.176776695,59.75
0.172465069,59.75609756
0.168358757,59.76190476
0.164443437,59.76744186
0.160706087,59.77272727
0.15713484,59.77777778
0.153718865,59.7826087
0.150448251,59.78723404
0.147313913,59.79166667
0.144307506,59.79591837
0.141421356,59.8
0.138648388,59.80392157
0.135982073,59.80769231
0.133416374,59.81132075
0.1309457,59.81481481
0.128564869,59.81818182
0.126269068,59.82142857
0.124053821,59.8245614
0.121914962,59.82758621
0.119848607,59.83050847
0.11785113,59.83333333
0.115919144,59.83606557
0.114049481,59.83870968
0.112239172,59.84126984
0.110485435,59.84375
0.108785659,59.84615385
0.107137391,59.84848485
0.105538326,59.85074627
0.103986291,59.85294118
0.102479244,59.85507246
0.101015254,59.85714286
0.099592504,59.85915493
0.098209275,59.86111111
0.096863943,59.8630137
0.09555497,59.86486486
0.094280904,59.86666667
0.093040366,59.86842105
0.09183205,59.87012987
0.090654716,59.87179487
0.089507187,59.87341772
0.088388348,59.875
0.087297133,59.87654321
0.086232534,59.87804878
0.085193588,59.87951807
0.084179379,59.88095238
0.083189033,59.88235294
0.082221719,59.88372093
0.081276642,59.88505747
0.080353043,59.88636364
0.0794502,59.88764045
0.07856742,59.88888889
0.077704042,59.89010989
0.076859433,59.89130435
0.076032987,59.89247312
0.075224126,59.89361702
0.074432293,59.89473684
0.073656956,59.89583333
0.072897606,59.89690722
0.072153753,59.89795918
0.071424927,59.8989899
0.070710678,59.9
0.070010572,59.9009901
0.069324194,59.90196078
0.068651144,59.90291262
0.067991037,59.90384615
0.067343503,59.9047619
0.066708187,59.90566038
0.066084746,59.90654206
0.06547285,59.90740741
0.064872182,59.90825688
0.064282435,59.90909091
0.063703314,59.90990991
0.063134534,59.91071429
0.062575821,59.91150442
0.062026911,59.9122807
0.061487546,59.91304348
0.060957481,59.9137931
0.060436477,59.91452991
0.059924303,59.91525424
0.059420738,59.91596639
0.058925565,59.91666667
0.058438577,59.91735537
0.057959572,59.91803279
0.057488356,59.91869919
0.05702474,59.91935484
0.056568542,59.92
0.056119586,59.92063492
0.055677699,59.92125984
0.055242717,59.921875
0.054814479,59.92248062
0.054392829,59.92307692
0.053977617,59.92366412
0.053568696,59.92424242
0.053165923,59.92481203
0.052769163,59.92537313
0.05237828,59.92592593
0.051993146,59.92647059
0.051613634,59.9270073
0.051239622,59.92753623
0.050870991,59.92805755
0.050507627,59.92857143
0.050149417,59.92907801
0.049796252,59.92957746
0.049448027,59.93006993
0.049104638,59.93055556
0.048765985,59.93103448
0.048431971,59.93150685
0.048102502,59.93197279
0.047777485,59.93243243
0.047456831,59.93288591
0.047140452,59.93333333
0.046828264,59.93377483
0.046520183,59.93421053
0.046216129,59.93464052
0.045916025,59.93506494
0.045619792,59.93548387
0.045327358,59.93589744
0.045038648,59.93630573
0.044753594,59.93670886
0.044472125,59.93710692
0.044194174,59.9375
0.043919676,59.9378882
0.043648567,59.9382716
0.043380784,59.93865031
0.043116267,59.93902439
0.042854956,59.93939394
0.042596794,59.93975904
0.042341723,59.94011976
0.042089689,59.94047619
0.041840638,59.9408284
0.041594517,59.94117647
0.041351274,59.94152047
0.041110859,59.94186047
0.040873224,59.94219653
0.040638321,59.94252874
0.040406102,59.94285714
0.040176522,59.94318182
0.039949536,59.94350282
