number-strategies,std 
7.0,0.516374031
7.0,1.601434395
7.0,2.303500693
7.0,0.181783443
7.0,0.524181331
7.0,5.462054767
7.0,2.62792715
7.0,3.02238514
7.0,3.015871379
7.0,0.518544973
7.0,1.928610985
7.0,1.924481197
7.0,0.19641855
7.0,0.901598838
7.0,0.899680543
7.0,0.513440593
7.0,0.193255879
7.0,1.923988219
7.0,0.902530807
7.0,1.606248878
7.0,2.308495668
7.0,1.930090208
7.0,3.337307319
7.0,1.21344838
7.0,3.728515132
7.0,1.603853427
7.0,0.894886175
7.0,1.223894967
7.0,4.749595342
7.0,1.611037099
7.0,2.313374037
7.0,2.630959933
7.0,0.508595246
7.0,0.507555174
7.0,0.506519347
7.0,0.200178905
7.0,1.611111182
7.0,0.196498233
7.0,0.901775855
7.0,1.217080763
7.0,0.902416517
7.0,0.194916759
7.0,0.900212248
7.0,0.512971252
7.0,0.0
7.0,0.0
7.0,0.0
7.0,2.474873734
7.0,7.778174593
7.0,1.060660172
7.0,1.414213562
7.0,4.124789557
7.0,6.161930522
7.0,7.601397898
7.0,8.013876853
7.0,1.48492424
7.0,0.707106781
7.0,3.24090608
7.0,4.188247858
7.0,2.020305089
7.0,2.734146221
7.0,1.237436867
7.0,0.499134198
7.0,1.139227592
7.0,1.74915888
7.0,5.727564928
7.0,3.434518651
7.0,1.92847304
7.0,2.520989394
7.0,3.771236166
7.0,3.62038672
7.0,1.278231489
7.0,0.811863341
7.0,0.782868222
7.0,0.073148977
7.0,4.714045208
7.0,2.965286502
7.0,0.817592216
7.0,0.107137391
7.0,2.849224383
7.0,4.828529163
7.0,2.632008574
7.0,3.248868995
7.0,3.85187115
7.0,0.997201871
7.0,0.972271824
7.0,1.121022946
7.0,0.286209888
7.0,1.792433469
7.0,2.442732517
7.0,1.697056275
7.0,0.276693958
7.0,0.421255104
7.0,1.104854346
7.0,5.238362481
7.0,3.74766594
7.0,3.674182294
7.0,2.216507795
7.0,4.255982325
7.0,0.680917641
7.0,0.719963268
7.0,2.070812716
7.0,0.645079871
7.0,2.718703659
7.0,3.367745856
7.0,1.225651754
7.0,0.880985498
7.0,1.562477887
7.0,2.929442379
7.0,2.187611604
7.0,2.850184256
7.0,3.503392689
7.0,4.147656194
7.0,0.093587662
7.0,1.301486394
7.0,1.505127291
7.0,0.089633254
7.0,3.574817616
7.0,2.131006738
7.0,1.404658065
7.0,0.6882506
7.0,0.018608073
7.0,2.810060715
7.0,2.774034295
7.0,2.738919937
7.0,2.006415492
7.0,3.378399066
7.0,1.940232022
7.0,1.57608138
7.0,0.538748024
7.0,0.865165944
7.0,1.553990484
7.0,2.934086759
7.0,1.50260191
7.0,0.786556981
7.0,0.620682619
7.0,2.012534685
7.0,4.088921822
7.0,1.946444473
7.0,3.324906354
7.0,2.590243788
7.0,3.263003167
7.0,2.369172205
7.0,0.245322761
7.0,1.157083824
7.0,3.054701295
7.0,3.024456727
7.0,0.194107744
7.0,0.892464869
7.0,2.984806509
7.0,3.346972098
7.0,4.015832852
7.0,1.176308477
7.0,2.566535724
7.0,3.944228651
7.0,1.105657876
7.0,0.305775905
7.0,1.098540892
7.0,2.415426704
7.0,0.99243057
7.0,4.488590872
7.0,3.047874057
7.0,0.918634451
7.0,0.209735062
7.0,0.493192125
7.0,3.293939089
7.0,2.565453528
7.0,3.245736045
7.0,3.920705892
7.0,3.187682989
7.0,0.345068109
7.0,0.359165349
7.0,1.046740747
7.0,2.441728104
7.0,1.019549312
7.0,3.818376618
7.0,3.789228705
7.0,0.449977043
7.0,0.446593757
7.0,2.548750562
7.0,2.529870928
7.0,3.915083869
7.0,2.482615779
7.0,4.570574267
7.0,1.027594027
7.0,0.383857967
7.0,0.320956269
7.0,1.085558298
7.0,4.588776874
7.0,1.045928781
7.0,2.443175844
7.0,3.830968931
7.0,2.515760861
7.0,0.391775379
7.0,3.198590406
7.0,2.474873734
7.0,3.160907797
7.0,3.842567114
7.0,0.305026455
7.0,1.005560942
7.0,1.811105756
7.0,2.502070149
7.0,3.891339229
7.0,2.461447656
7.0,3.851285991
7.0,1.016465998
7.0,0.395277083
7.0,2.501062874
7.0,2.48571893
7.0,3.876152416
7.0,3.149839298
7.0,3.833711464
7.0,0.999264673
7.0,2.399112293
7.0,2.535542659
7.0,1.817680373
7.0,2.510022317
7.0,3.901420554
7.0,5.284907908
7.0,0.33323423
7.0,0.331330035
7.0,1.07673078
7.0,2.476871211
7.0,3.166090475
7.0,3.148402819
7.0,4.537268513
7.0,3.809000617
7.0,0.975185726
7.0,0.969856842
7.0,2.551733167
7.0,3.944509179
7.0,2.516691877
7.0,3.909884555
7.0,5.295778446
7.0,0.344200126
7.0,0.342388547
7.0,1.066213366
7.0,2.467508039
7.0,5.9719381
7.0,3.830769211
7.0,1.700682463
7.0,1.692005512
7.0,2.386934058
7.0,0.439263303
7.0,7.472590758
7.0,1.103086579
7.0,1.097598586
7.0,7.424621202
7.0,1.055435245
7.0,1.764300743
7.0,2.459351878
7.0,0.336390605
7.0,3.853219561
7.0,3.130987238
7.0,1.708559447
7.0,2.404163056
7.0,1.126008903
7.0,1.694387947
7.0,3.240076143
7.0,3.2249356
7.0,2.506117987
7.0,2.494515589
7.0,4.594564799
7.0,1.057416563
7.0,2.460344143
7.0,1.745268101
7.0,2.441278163
7.0,4.542046261
7.0,3.817742442
7.0,1.830901487
7.0,1.697056275
7.0,0.422386794
7.0,2.532501379
7.0,4.633410224
7.0,1.093082098
7.0,2.496394375
7.0,3.893678899
7.0,0.347457642
7.0,2.458182372
7.0,0.335422447
7.0,4.558582015
7.0,3.131044857
7.0,3.821956906
7.0,0.989355286
7.0,1.6893639
7.0,1.134317128
7.0,1.129610418
7.0,5.35005172
7.0,0.39865691
7.0,4.622275885
7.0,2.49074756
7.0,1.74477161
7.0,1.079268245
7.0,1.037850276
7.0,3.146483187
7.0,3.133897254
7.0,1.712832362
7.0,2.41033621
7.0,0.287873512
7.0,1.121905641
7.0,1.117506011
7.0,1.817485399
7.0,0.401702685
7.0,3.217609927
7.0,2.500810083
7.0,0.378030164
7.0,0.327815787
7.0,3.848604084
7.0,2.425134284
7.0,3.120376515
7.0,1.699724602
7.0,3.10223163
7.0,0.977237462
7.0,0.26912273
7.0,1.84531212
7.0,0.429501897
7.0,1.836912081
7.0,3.239172976
7.0,1.113757934
7.0,1.814219223
7.0,1.010519873
7.0,1.711403369
7.0,3.818887165
7.0,0.986897234
7.0,2.392504665
7.0,3.088541405
7.0,0.259188607
7.0,0.446329812
7.0,0.259855496
7.0,1.150293426
7.0,2.555508718
7.0,3.251207753
7.0,1.830593514
7.0,1.119585737
7.0,0.411051693
7.0,2.409039655
7.0,3.81011489
7.0,1.683011003
7.0,3.086653833
7.0,3.780856667
7.0,0.949200967
7.0,0.2412763
7.0,1.168987978
7.0,1.1650652
7.0,1.865910536
7.0,4.678689869
7.0,1.844115692
7.0,0.981052124
7.0,1.841278054
7.0,0.98390187
7.0,3.095041157
7.0,3.789722618
7.0,0.958164238
7.0,5.183919195
7.0,0.938232299
7.0,1.179271632
7.0,1.175479762
7.0,0.942809042
7.0,3.994136707
7.0,1.86685198
7.0,2.565787463
7.0,2.557667883
7.0,0.974781272
7.0,0.438050427
7.0,3.792663645
7.0,1.666120353
7.0,2.365833903
7.0,1.653575796
7.0,3.763209154
7.0,0.226972547
7.0,0.478656898
7.0,0.477188625
7.0,0.229215042
7.0,3.296238623
7.0,2.58126214
7.0,0.458548034
7.0,2.572074213
7.0,0.255580764
7.0,2.369763267
7.0,2.362668167
7.0,0.945623397
7.0,3.762818228
7.0,1.636626971
7.0,1.893288867
7.0,0.227358818
7.0,0.226690115
7.0,3.299140437
7.0,3.289493827
7.0,1.869812975
7.0,1.159326234
7.0,1.861023065
7.0,1.669671215
7.0,2.369928491
7.0,0.952968622
7.0,3.770560802
7.0,3.759787771
7.0,0.928707197
7.0,0.926068824
7.0,0.218341754
7.0,1.192493639
7.0,2.599364365
7.0,0.476701201
7.0,4.706122443
7.0,2.577581982
7.0,1.160127839
7.0,0.958522526
7.0,1.661015375
7.0,2.361580382
7.0,3.765392309
7.0,3.755047824
7.0,3.03959052
7.0,0.210586446
7.0,1.62037276
7.0,1.909956904
7.0,2.609971371
7.0,1.897721713
7.0,2.597807393
7.0,5.411647866
7.0,0.460662059
7.0,0.459430342
7.0,1.657458295
7.0,1.653050161
7.0,3.764358912
7.0,1.638691906
7.0,5.160573501
7.0,2.326009149
7.0,0.501099294
7.0,0.910723917
7.0,1.91269615
7.0,3.318245885
7.0,1.193816644
7.0,2.601273651
7.0,5.415670541
7.0,1.170006581
7.0,0.2435792
7.0,2.358835698
7.0,0.942206223
7.0,3.055711447
7.0,2.342628573
7.0,3.041994909
7.0,1.623660381
7.0,0.914239071
7.0,0.206610546
7.0,2.6152291
7.0,0.212663694
7.0,4.019902051
7.0,1.89384709
7.0,1.889136027
7.0,1.179096171
7.0,0.939891934
7.0,3.053653729
7.0,2.340767276
7.0,2.335016005
7.0,2.329292926
7.0,3.028975747
7.0,0.20005948
7.0,0.199572717
7.0,0.90447882
7.0,2.624684493
7.0,2.618344675
7.0,1.201229592
7.0,1.903749026
7.0,4.015416925
7.0,3.048340717
7.0,0.924807914
7.0,1.628029184
7.0,3.74044371
7.0,4.437011272
7.0,1.604781347
7.0,1.600996486
7.0,0.519099566
7.0,0.187565883
7.0,1.929225761
7.0,3.33562755
7.0,0.506018139
7.0,2.621228394
7.0,4.026078982
7.0,3.037940245
7.0,0.209029256
7.0,2.324980131
7.0,3.025116597
7.0,4.42914821
7.0,1.597058108
7.0,1.593411856
7.0,1.232202022
7.0,1.592597319
7.0,3.349537564
7.0,1.930945441
7.0,0.189945162
7.0,4.043567832
7.0,2.623445608
7.0,1.615564596
7.0,2.317475245
7.0,1.606773891
7.0,3.71979113
7.0,4.41706036
7.0,1.585110767
7.0,1.581603884
7.0,0.538525032
7.0,0.168210424
7.0,1.948817371
7.0,3.355655865
7.0,1.231634569
7.0,1.93450829
7.0,4.046992406
7.0,3.723070922
7.0,0.518442716
7.0,3.01056069
7.0,2.298478846
7.0,2.999108072
7.0,2.287072256
7.0,2.282164375
7.0,1.250685656
7.0,1.248013251
7.0,2.656550423
7.0,3.356500487
7.0,1.23255768
7.0,3.34677235
7.0,0.517249358
7.0,2.306301864
7.0,3.007064627
7.0,3.000747265
7.0,2.288832013
7.0,2.284043661
7.0,3.690536436
7.0,1.256587676
7.0,2.665248637
7.0,1.574119453
7.0,4.07428193
7.0,5.477155625
7.0,2.643267205
7.0,0.184778933
7.0,4.04952939
7.0,1.604031161
7.0,0.895090179
7.0,2.304590877
7.0,2.299897209
7.0,3.000892193
7.0,2.994805191
7.0,0.166041268
7.0,1.245650734
7.0,0.537458178
7.0,0.536376774
7.0,4.76942104
7.0,1.231414415
7.0,0.0
7.0,0.0
7.0,0.0
7.0,5.303300859
7.0,7.778174593
7.0,2.651650429
7.0,2.404163056
7.0,1.532064693
7.0,3.535533906
7.0,6.187184335
7.0,6.12825877
7.0,9.333809512
7.0,5.271159642
7.0,1.649915823
7.0,5.439282932
7.0,2.424366107
7.0,2.2627417
7.0,1.458407736
7.0,2.703643575
7.0,1.885618083
7.0,4.912531322
7.0,0.707106781
7.0,2.020305089
7.0,0.096423652
7.0,1.936857705
7.0,0.854420694
7.0,3.535533906
7.0,2.719641466
7.0,0.576161081
7.0,0.808122036
7.0,3.998810763
7.0,1.602775371
7.0,2.919666709
7.0,0.773398042
7.0,1.307076171
7.0,2.6412518
7.0,0.868731188
7.0,1.532064693
7.0,4.701304545
7.0,1.823591173
7.0,1.087856586
7.0,3.76534361
7.0,0.224204589
7.0,1.161675426
7.0,0.937327594
7.0,1.607060866
7.0,0.188561808
7.0,5.349416519
7.0,1.775289366
7.0,1.723572779
7.0,0.995721794
7.0,2.48901587
7.0,0.36048581
7.0,3.807498053
7.0,0.960597891
7.0,1.139227592
7.0,3.201265246
7.0,1.022779451
7.0,2.39423875
7.0,4.596194078
7.0,2.432926722
7.0,1.697056275
7.0,3.894883254
7.0,1.744957057
7.0,1.06627213
7.0,1.049611628
7.0,2.447677319
7.0,0.321412173
7.0,3.862702715
7.0,0.374350649
7.0,1.065784134
7.0,0.343451865
7.0,5.21864723
7.0,3.054308458
7.0,3.961735253
7.0,3.908198291
7.0,0.329983165
7.0,2.419049515
7.0,0.404061018
7.0,3.191045987
7.0,1.736439437
7.0,3.809537784
7.0,1.667375249
7.0,2.543859762
7.0,1.116036004
7.0,5.185449729
7.0,1.164646463
7.0,1.151104062
7.0,3.933789449
7.0,2.402555995
7.0,3.074722745
7.0,0.243559002
7.0,3.255799355
7.0,0.976114796
7.0,4.46313635
7.0,0.917734333
7.0,4.689234444
7.0,1.141682824
7.0,3.068989226
7.0,0.46178402
7.0,1.157083824
7.0,2.545584412
7.0,4.480676633
7.0,2.336225346
7.0,1.887906455
7.0,3.270368863
7.0,0.262639662
7.0,5.163213666
7.0,0.48902712
7.0,3.987296572
7.0,0.447618054
7.0,3.760522427
7.0,0.477774852
7.0,2.575888989
7.0,1.151395113
7.0,5.166841656
7.0,0.916164438
7.0,2.596788696
7.0,1.873530788
7.0,4.452375749
7.0,2.311466705
7.0,2.61629509
7.0,3.29593574
7.0,1.164987402
7.0,3.753989659
7.0,1.619502628
7.0,3.303602882
7.0,1.633079947
7.0,3.724838084
7.0,0.187825239
7.0,3.321757437
7.0,1.191202962
7.0,3.028144307
7.0,1.601703997
7.0,1.919289835
7.0,4.010456371
7.0,3.037940245
7.0,2.313694983
7.0,1.59486128
7.0,2.6285926
7.0,0.900416549
7.0,3.702209076
7.0,1.238690603
7.0,3.336348897
7.0,0.504369872
7.0,4.414506919
7.0,1.233779418
7.0,5.438910379
7.0,0.21646126
7.0,5.131301912
7.0,0.882697056
7.0,1.932758535
7.0,1.91995881
7.0,3.009855838
7.0,1.585213241
7.0,2.640171423
7.0,4.028227663
7.0,1.618186672
7.0,4.418291416
7.0,0.528092406
7.0,3.335409345
7.0,0.901561146
7.0,3.706820642
7.0,0.17022941
7.0,4.047427159
7.0,0.508771952
7.0,2.305596656
7.0,0.519680887
7.0,0.516569026
7.0,3.325085459
7.0,4.426739494
7.0,2.291857861
7.0,1.236403085
7.0,3.338201781
7.0,0.899210936
7.0,3.706214853
7.0,0.533360544
7.0,3.342686602
7.0,1.214465884
7.0,5.82369967
7.0,1.943556069
7.0,3.339115356
7.0,0.507866749
7.0,3.714253202
7.0,1.584228308
7.0,3.347228296
7.0,1.219281423
7.0,2.303799513
7.0,1.588154268
7.0,2.640366811
7.0,1.92303114
7.0,3.010786242
7.0,1.58821366
7.0,0.876517781
7.0,3.348681855
7.0,0.185888896
7.0,3.702338583
7.0,1.241044555
7.0,3.345297056
7.0,0.189276058
7.0,5.113199287
7.0,0.540936688
7.0,5.463367319
7.0,0.192529074
7.0,3.709698138
7.0,2.2842322
7.0,3.356170235
7.0,1.932529698
7.0,2.298951033
7.0,0.880483925
7.0,2.642346393
7.0,1.926024185
7.0,2.305637277
7.0,2.29476163
7.0,1.234947054
7.0,2.636781362
7.0,2.302208125
7.0,4.40304917
7.0,1.951875401
7.0,5.462237704
7.0,0.193727885
7.0,3.008417942
7.0,1.586990785
7.0,1.9397659
7.0,2.635003297
7.0,3.008360547
7.0,0.179133718
7.0,1.229614889
7.0,1.224198084
7.0,2.301198384
7.0,2.995168462
7.0,1.946080837
7.0,1.233610532
7.0,0.883883476
7.0,2.288233961
7.0,0.537884646
7.0,4.056084855
7.0,0.185765341
7.0,3.705597562
7.0,1.577620592
7.0,1.949721208
7.0,2.645757873
7.0,2.998602201
7.0,2.28202643
7.0,1.248349009
7.0,2.651650429
7.0,0.176055158
7.0,3.696501303
7.0,0.160315707
7.0,3.361608448
7.0,1.235307027
7.0,5.108139387
7.0,0.862050498
7.0,2.662874347
7.0,3.356661044
7.0,2.291137326
7.0,4.395153914
7.0,0.552427173
7.0,3.367699222
7.0,0.167184161
7.0,2.27966858
7.0,2.270900624
7.0,2.668583063
7.0,1.953989731
7.0,3.688785186
7.0,1.960614257
7.0,1.248777259
7.0,1.244082608
7.0,5.100702849
7.0,3.672733729
7.0,3.385700871
7.0,1.964185503
7.0,2.974545131
7.0,1.554595056
7.0,1.269166018
7.0,4.082638423
7.0,0.545115046
7.0,3.684128809
7.0,0.852612509
7.0,0.144982326
7.0,1.264682021
7.0,2.9673231
7.0,0.138401683
7.0,4.089684965
7.0,1.961409269
7.0,0.863964976
7.0,2.974810634
7.0,0.558762701
7.0,1.966101782
7.0,2.973285806
7.0,0.849017485
7.0,1.55075832
7.0,2.682631912
7.0,0.145295914
7.0,0.849493471
7.0,0.562799275
7.0,0.143818328
7.0,2.675539172
7.0,3.67600293
7.0,0.139997651
7.0,1.269954319
7.0,0.143778379
7.0,1.552815888
7.0,3.661970218
7.0,1.988300256
7.0,2.686540567
7.0,0.141421356
7.0,2.255347119
7.0,1.54319721
7.0,4.10030101
7.0,0.84669744
7.0,2.958443533
7.0,0.575234777
7.0,1.983071902
7.0,1.271888555
7.0,3.666145987
7.0,2.94964543
7.0,2.698641703
7.0,2.690128638
7.0,1.547629936
7.0,1.542778432
7.0,2.242854322
7.0,4.813172327
7.0,0.136150995
7.0,4.365235052
7.0,0.582708366
7.0,1.285846485
7.0,1.986839913
7.0,4.363735426
7.0,2.235578451
7.0,3.410876783
7.0,3.400540793
7.0,2.249496799
7.0,4.357652031
7.0,1.29530071
7.0,3.406391649
7.0,0.576239258
7.0,2.245484927
7.0,1.533813226
7.0,1.29078368
7.0,0.123065782
7.0,3.647839101
7.0,2.708156763
7.0,1.290159741
7.0,1.991443588
7.0,1.539601683
7.0,0.830081874
7.0,1.992569687
7.0,0.128379617
7.0,4.358459901
7.0,2.230729416
7.0,2.006162953
7.0,2.705539621
7.0,1.532734301
7.0,1.528392278
7.0,0.591253128
7.0,2.704932419
7.0,0.828268336
7.0,3.646452617
7.0,0.594522741
7.0,3.413415186
7.0,0.121779501
7.0,5.057478418
7.0,0.812586798
7.0,4.830922362
7.0,1.996993877
7.0,2.239494354
7.0,3.643725107
7.0,2.007643777
7.0,4.117744109
7.0,0.829748608
7.0,2.943093089
7.0,0.819557725
7.0,2.70867517
7.0,0.824641957
7.0,2.232869274
7.0,2.004412022
7.0,1.999081139
7.0,0.583316204
7.0,5.765352115
7.0,0.108211592
7.0,4.123549019
7.0,1.996973482
7.0,3.650299928
7.0,1.524987471
7.0,2.005310637
7.0,2.705372178
7.0,2.238560846
7.0,2.232776451
7.0,0.594115491
7.0,3.413744306
7.0,1.532064693
7.0,3.64404134
7.0,1.302375245
7.0,4.825598949
7.0,0.123833421
7.0,3.650103106
7.0,0.591041274
7.0,3.410855128
7.0,0.580964617
7.0,5.768502689
7.0,0.816708332
7.0,4.122732305
7.0,2.701781134
7.0,2.947740428
7.0,2.940444041
7.0,2.004342185
7.0,3.410135659
7.0,0.830459561
7.0,2.94454515
7.0,0.589543796
7.0,1.998870145
7.0,2.238311247
7.0,2.232878452
7.0,2.004895982
7.0,2.705452032
7.0,0.122678767
7.0,3.649418892
7.0,0.113611881
7.0,4.824565885
7.0,0.124882821
7.0,5.062547836
7.0,1.523386818
7.0,3.418241312
7.0,2.704725229
7.0,2.945166452
7.0,4.349122649
7.0,1.304661808
7.0,3.417958774
7.0,0.588154239
7.0,0.824133778
7.0,0.822217187
7.0,2.001555158
7.0,0.824957911
7.0,4.350421397
7.0,2.008900141
7.0,2.709763228
7.0,0.823876708
7.0,2.232968783
7.0,0.816885916
7.0,4.828943349
7.0,0.120529565
7.0,3.647773078
7.0,0.817492229
7.0,2.006395539
7.0,2.707390829
7.0,3.64835319
7.0,1.523609006
7.0,2.712948836
7.0,3.412421565
7.0,0.828370082
7.0,5.059741856
7.0,0.109750498
7.0,4.829289012
7.0,0.120192543
7.0,3.647674188
7.0,0.817446521
7.0,2.006570559
7.0,3.413298817
7.0,2.94421972
7.0,2.232239054
7.0,1.300461602
7.0,2.708786498
7.0,0.824957911
7.0,2.939914803
7.0,0.111247403
7.0,2.711336324
7.0,1.294339237
7.0,5.058766073
7.0,0.108785659
7.0,4.830639929
7.0,1.292350479
7.0,2.944026323
7.0,3.643397652
7.0,0.597976136
7.0,4.830404552
7.0,1.530327939
7.0,2.93835549
7.0,0.815322284
7.0,2.714520802
7.0,1.524929655
7.0,1.521752719
7.0,2.009594532
7.0,2.005425249
7.0,0.589987646
7.0,4.350752054
7.0,0.107888457
7.0,3.42059268
7.0,0.59094961
7.0,5.76118148
7.0,1.515435392
7.0,3.427303276
7.0,2.71465638
7.0,1.524878648
7.0,3.63880305
7.0,1.308290684
7.0,2.717004238
7.0,0.816879406
7.0,1.520919817
7.0,1.517865761
7.0,2.013624722
7.0,0.0
7.0,0.0
7.0,0.0
7.0,2.474873734
7.0,3.535533906
7.0,2.121320344
7.0,5.091168825
7.0,4.831896338
7.0,6.161930522
7.0,2.298097039
7.0,2.671292284
7.0,1.13137085
7.0,1.028518954
7.0,2.239171474
7.0,0.761499611
7.0,1.262690681
7.0,1.838477631
7.0,2.916815472
7.0,1.247835496
7.0,2.828427125
7.0,0.0
7.0,2.687005769
7.0,1.212183053
7.0,0.867812868
7.0,0.153718865
7.0,0.147313913
7.0,1.216223664
7.0,1.16944583
7.0,0.23570226
7.0,0.454568645
7.0,3.852512808
7.0,0.306412939
7.0,0.980825535
7.0,0.265165043
7.0,1.114228867
7.0,0.977471139
7.0,2.48497526
7.0,0.353553391
7.0,3.783976829
7.0,0.930403659
7.0,3.662450508
7.0,3.570889245
7.0,0.034493014
7.0,0.723942657
7.0,2.055542969
7.0,2.008826083
7.0,2.6555788
7.0,2.597848827
7.0,0.917734333
7.0,0.898614868
7.0,0.187599758
7.0,4.341635636
7.0,1.483537757
7.0,1.455008184
7.0,0.040024912
7.0,1.348740712
7.0,0.064282435
7.0,2.714784963
7.0,0.58305296
7.0,2.206660817
7.0,0.611227896
7.0,0.789602572
7.0,2.863202868
7.0,0.729916677
7.0,0.718330698
7.0,1.381067932
7.0,2.752277164
7.0,0.621396868
7.0,2.701781134
7.0,0.821491702
7.0,1.506444882
7.0,0.787918985
7.0,4.262559188
7.0,2.111499416
7.0,2.082574767
7.0,1.433324556
7.0,2.111892253
7.0,0.009304037
7.0,0.688740371
7.0,0.679910367
7.0,0.725008219
7.0,0.680590277
7.0,0.724566208
7.0,4.208147673
7.0,0.664509987
7.0,2.053976841
7.0,2.16291486
7.0,2.836649297
7.0,0.008127664
7.0,2.804321212
7.0,0.722996821
7.0,0.714963523
7.0,1.39090235
7.0,3.520162019
7.0,2.08330385
7.0,2.061141043
7.0,0.640117718
7.0,2.865255603
7.0,2.835716885
7.0,0.707106781
7.0,2.099892865
7.0,0.021213203
7.0,0.679102552
7.0,0.672444684
7.0,5.636258906
7.0,0.679910367
7.0,2.074179891
7.0,0.747131693
7.0,2.841644074
7.0,1.388024422
7.0,0.726568436
7.0,0.719963268
7.0,1.388732237
7.0,2.127633797
7.0,2.096290015
7.0,4.180613776
7.0,0.63947048
7.0,2.03597987
7.0,2.187800468
7.0,1.468145436
7.0,0.053478664
7.0,2.156675683
7.0,0.035063146
7.0,0.736086567
7.0,1.431460069
7.0,3.489914114
7.0,2.059094947
7.0,0.639763278
7.0,3.440881817
7.0,0.795495129
7.0,1.3155475
7.0,0.799574591
7.0,2.196889007
7.0,0.626753738
7.0,2.185119452
7.0,0.76515286
7.0,2.749859705
7.0,1.481804652
7.0,1.336793112
7.0,1.327106205
7.0,0.086480685
7.0,1.318249071
7.0,0.797375732
7.0,2.898141878
7.0,2.037258698
7.0,2.190066836
7.0,0.068272379
7.0,0.634458824
7.0,1.476746815
7.0,6.258850563
7.0,0.104405028
7.0,0.103708995
7.0,1.50787009
7.0,6.415133232
7.0,0.651647426
7.0,0.757614408
7.0,2.157816177
7.0,4.179182386
7.0,0.063054108
7.0,2.045239234
7.0,2.032376094
7.0,1.493763075
7.0,0.623659397
7.0,3.596641899
7.0,2.871807909
7.0,0.043116267
7.0,2.854140099
7.0,1.380136127
7.0,2.777617057
7.0,0.050507627
7.0,2.761482104
7.0,1.339343433
7.0,2.034482669
7.0,0.086332805
7.0,3.600931065
7.0,4.283279008
7.0,2.149604615
7.0,2.137390952
7.0,0.015979814
7.0,0.01589004
7.0,2.093668123
7.0,5.597928684
7.0,0.058600009
7.0,0.058278031
7.0,0.761202382
7.0,1.460329222
7.0,2.155720133
7.0,2.847435372
7.0,0.72223206
7.0,3.501683049
7.0,0.669693724
7.0,4.183094853
7.0,1.347575227
7.0,0.769715194
7.0,1.344602014
7.0,2.883100329
7.0,3.571795792
7.0,2.850073251
7.0,2.835605874
7.0,2.806999647
7.0,1.385787159
7.0,2.082429471
7.0,2.072069125
7.0,0.049007401
7.0,0.752389481
7.0,2.76950156
7.0,2.169610563
7.0,3.566426921
7.0,1.438125386
7.0,0.023796863
7.0,2.087487483
7.0,2.848630176
7.0,1.387403827
7.0,2.788402213
7.0,0.039837002
7.0,0.743453391
7.0,0.036177556
7.0,1.443676345
7.0,0.029327009
7.0,0.733055654
7.0,1.433586351
7.0,2.796285907
7.0,0.031995782
7.0,4.191678036
7.0,1.357137679
7.0,2.758979137
7.0,1.477067498
7.0,1.470531802
7.0,0.760061915
7.0,2.164739181
7.0,0.043229236
7.0,1.45110609
7.0,0.667312893
7.0,0.664436544
7.0,2.069728862
7.0,0.051371005
7.0,2.061141043
7.0,1.468145436
7.0,1.461950729
7.0,0.656599154
7.0,2.162740824
7.0,2.775394116
7.0,1.461158411
7.0,0.046750862
7.0,0.657638406
7.0,0.753474439
7.0,1.36226286
7.0,0.652492843
7.0,0.75863683
7.0,0.051322266
7.0,0.653150842
7.0,0.053740115
7.0,2.059342857
7.0,1.470333148
7.0,1.352726016
7.0,0.643077427
7.0,1.344889368
7.0,1.339635894
7.0,0.778642876
7.0,0.633107234
7.0,0.630662805
7.0,2.037011458
7.0,0.620411697
7.0,0.086364187
7.0,1.494872131
7.0,0.624075303
7.0,0.787156605
7.0,0.079748885
7.0,0.625008241
7.0,0.081792202
7.0,2.736424384
7.0,0.612825877
7.0,2.72405712
7.0,1.305027956
7.0,2.222335598
7.0,2.214224884
7.0,0.79710219
7.0,0.089669338
7.0,0.615208427
7.0,0.796131016
7.0,1.320439545
7.0,1.315723689
7.0,0.606451012
7.0,2.718098407
7.0,2.223763375
7.0,2.215933223
7.0,2.208158018
7.0,2.200437186
7.0,0.078841174
7.0,0.07856742
7.0,2.035684574
7.0,4.142670418
7.0,1.309726993
7.0,2.00992681
7.0,1.298373544
7.0,2.229550973
7.0,3.631412792
7.0,2.914426598
7.0,2.904613714
7.0,2.190132748
7.0,1.478066014
7.0,0.641110148
7.0,4.86752575
7.0,3.441877379
7.0,3.430518047
7.0,2.009671904
7.0,0.111282379
7.0,0.815714685
7.0,0.813057634
7.0,3.629661757
7.0,2.913096869
7.0,3.608525574
7.0,1.48242322
7.0,1.34168979
7.0,2.747098549
7.0,4.148059525
7.0,3.430029085
7.0,3.419174562
7.0,0.588883881
7.0,0.587032045
7.0,2.939258909
7.0,2.930073725
7.0,2.216041813
7.0,2.914070493
7.0,1.49521341
7.0,0.624174504
7.0,2.737047171
7.0,4.843464547
7.0,2.713819604
7.0,2.705545763
7.0,0.827465382
7.0,2.234885978
7.0,0.591747971
7.0,1.524965227
7.0,2.930352427
7.0,1.511599526
7.0,2.212083304
7.0,1.319511761
7.0,4.840639004
7.0,0.108785659
7.0,3.416639845
7.0,0.586482683
7.0,1.994829101
7.0,0.578917833
7.0,3.653041447
7.0,1.527268426
7.0,2.227898757
7.0,2.221459743
7.0,1.310287205
7.0,0.103627718
7.0,2.011911271
7.0,4.826508858
7.0,0.827979735
7.0,0.58456839
7.0,1.532398548
