number-strategies,std
5.0,4.391609812
5.0,5.789560564
5.0,2.688190864
5.0,1.270428618
5.0,6.202897819
5.0,0.865765089
5.0,5.094294158
5.0,5.08026029
5.0,4.100830811
5.0,0.141421356
5.0,6.2055382
5.0,3.683891459
5.0,2.263510294
5.0,7.193709638
5.0,6.929646456
5.0,1.551441833
5.0,5.504788275
5.0,0.856869343
5.0,2.970226613
5.0,4.372748335
5.0,2.691143095
5.0,0.136919881
5.0,3.389622983
5.0,2.675438322
5.0,2.268324122
5.0,3.672872231
5.0,0.568276916
5.0,0.138467385
5.0,4.09348535
5.0,4.082852921
5.0,1.569923605
5.0,2.976426218
5.0,2.968755017
5.0,1.2706109
5.0,2.677940297
5.0,6.197582965
5.0,1.576559507
5.0,2.98316296
5.0,5.796839856
5.0,2.681635337
5.0,1.264221215
5.0,4.787665058
5.0,0.8670053
5.0,2.980836105
5.0,5.794740072
5.0,2.683831723
5.0,1.266459907
5.0,4.790078195
5.0,0.159274052
5.0,3.685684976
5.0,5.087337211
5.0,3.389595406
5.0,0.145580808
5.0,4.087042618
5.0,0.550163569
5.0,2.272720336
5.0,5.794156537
5.0,4.095398113
5.0,0.85228571
5.0,6.203797085
5.0,0.159778936
5.0,2.981040099
5.0,6.500984115
5.0,4.801238168
5.0,0.8535789
5.0,6.20272053
5.0,0.866289587
5.0,1.569676755
5.0,6.504048223
5.0,4.092900428
5.0,0.854835663
5.0,5.496223435
5.0,0.545199154
5.0,2.277905761
5.0,5.79992004
5.0,2.679130797
5.0,0.854420694
5.0,5.496816225
5.0,1.956763235
5.0,1.575141313
5.0,5.098953486
5.0,0.148864586
5.0,0.148524712
5.0,4.79028603
5.0,4.073899296
5.0,0.873862122
5.0,4.399420019
5.0,3.683978445
5.0,1.262918193
5.0,2.671115728
5.0,6.19273338
5.0,0.876369478
5.0,4.402055386
5.0,5.80331512
5.0,2.67600633
5.0,1.258995001
5.0,6.195006313
5.0,0.874127588
5.0,5.105497861
5.0,5.094276986
5.0,4.089124083
5.0,0.153180681
5.0,6.197219694
5.0,3.694209284
5.0,2.275039209
5.0,7.209114689
5.0,6.918014396
5.0,1.563881952
5.0,5.495316924
5.0,0.866776054
5.0,2.981684174
5.0,4.386484679
5.0,2.678846844
5.0,0.149261346
5.0,3.379067725
5.0,2.66628799
5.0,2.27862164
5.0,3.68502794
5.0,0.556436349
5.0,0.150353231
5.0,4.083690213
5.0,4.075129018
5.0,1.578416183
5.0,2.986382084
5.0,2.980160455
5.0,1.259855533
5.0,2.668521234
5.0,6.191210306
5.0,1.583685436
5.0,2.991717763
5.0,5.808169281
5.0,2.671614943
5.0,1.254824739
5.0,4.78056241
5.0,0.874503489
5.0,2.989722358
5.0,5.806323976
5.0,2.673523408
5.0,1.256760635
5.0,4.782613138
5.0,0.166797366
5.0,3.694881913
5.0,5.098836247
5.0,3.379658664
5.0,0.0
5.0,0.0
5.0,0.0
5.0,9.545941546
5.0,8.249579114
5.0,10.96015511
5.0,1.979898987
5.0,4.831896338
5.0,7.778174593
5.0,0.0
5.0,1.885618083
5.0,4.87903679
5.0,5.721136684
5.0,3.830161731
5.0,1.57739205
5.0,6.060915267
5.0,0.942809042
5.0,1.767766953
5.0,7.653391043
5.0,2.121320344
5.0,0.669890635
5.0,4.666904756
5.0,1.077496048
5.0,2.378450082
5.0,7.870405912
5.0,1.944543648
5.0,2.206173157
5.0,4.677783322
5.0,1.780861523
5.0,2.399112293
5.0,5.193577393
5.0,1.13137085
5.0,3.010906294
5.0,4.618291165
5.0,1.049946433
5.0,4.45061327
5.0,7.353910524
5.0,3.849803586
5.0,5.198190391
5.0,4.577586005
5.0,1.015332814
5.0,3.74766594
5.0,5.311924112
5.0,3.788072042
5.0,8.041284093
5.0,2.507014951
5.0,1.759910211
5.0,3.105121083
5.0,1.805379016
5.0,2.386485387
5.0,6.667006794
5.0,3.16783838
5.0,1.746969695
5.0,5.221711615
5.0,0.266832748
5.0,3.731952456
5.0,8.138156227
5.0,3.813325856
5.0,1.81118579
5.0,4.474279115
5.0,1.617956194
5.0,2.981633594
5.0,6.80445378
5.0,0.958015639
5.0,2.536605279
5.0,3.071495081
5.0,1.63178488
5.0,4.392633035
5.0,6.121222882
5.0,1.632584774
5.0,3.965946729
5.0,3.757767466
5.0,0.21910351
5.0,5.097061381
5.0,5.434067181
5.0,2.312430284
5.0,4.695189027
5.0,5.1358282
5.0,0.514259477
5.0,4.37862276
5.0,4.752831656
5.0,2.987526151
5.0,5.429881702
5.0,5.812072811
5.0,1.942413809
5.0,2.971532069
5.0,3.352518033
5.0,2.976426218
5.0,5.445534982
5.0,6.500561204
5.0,2.661581704
5.0,1.563491661
5.0,3.349044205
5.0,3.681566828
5.0,4.052558219
5.0,2.986397789
5.0,2.642346393
5.0,3.682847819
5.0,3.35328989
5.0,2.280058601
5.0,3.342686602
5.0,4.391133111
5.0,2.653400694
5.0,2.273833571
5.0,3.350175818
5.0,4.385421864
5.0,3.360440798
5.0,1.574313211
5.0,2.643389836
5.0,4.386680957
5.0,3.360379015
5.0,2.976276724
5.0,2.656428178
5.0,2.973636553
5.0,3.360321606
5.0,3.6781958
5.0,2.66241075
5.0,2.267618298
5.0,3.360268123
5.0,5.081580936
5.0,3.375097914
5.0,2.2627417
5.0,3.366062033
5.0,4.375947703
5.0,3.374566509
5.0,2.263882195
5.0,1.962928425
5.0,2.963114131
5.0,4.075607589
5.0,4.375223209
5.0,2.674946583
5.0,2.257302417
5.0,3.373601055
5.0,5.77470538
5.0,4.093776102
5.0,1.551413386
5.0,3.373161238
5.0,4.372623551
5.0,4.082638423
5.0,2.264791285
5.0,3.367659634
5.0,5.081067299
5.0,3.380070713
5.0,1.558622694
5.0,4.069572594
5.0,4.385044136
5.0,3.369729557
5.0,3.675986623
5.0,2.669688868
5.0,2.966981832
5.0,4.778902877
5.0,5.086454779
5.0,2.673893855
5.0,1.55842613
5.0,2.666670672
5.0,5.078312338
5.0,4.087533393
5.0,1.559261107
5.0,4.071493823
5.0,4.385852187
5.0,1.263008339
5.0,4.366384374
5.0,4.796028603
5.0,2.260995757
5.0,4.077793707
5.0,5.786203051
5.0,1.277077702
5.0,2.244851046
5.0,4.094444655
5.0,1.553109537
5.0,4.079462199
5.0,6.48874458
5.0,0.578917833
5.0,0.830439359
5.0,4.095497079
5.0,0.146297955
5.0,2.666802718
5.0,4.379240861
5.0,0.567283406
5.0,3.654709206
5.0,5.506742195
5.0,2.961991739
5.0,5.492774223
5.0,5.085729542
5.0,1.974489427
5.0,2.95908816
5.0,2.68318357
5.0,3.660988335
5.0,6.908471065
5.0,2.271768595
5.0,0.553713247
5.0,2.966126866
5.0,0.566425851
5.0,5.063915751
5.0,7.624296433
5.0,2.263470676
5.0,0.141421356
5.0,0.140699819
5.0,0.5635318
5.0,5.067598599
5.0,6.214722414
5.0,0.148492424
5.0,0.555835181
5.0,1.557735236
5.0,0.560808826
5.0,4.367424237
5.0,4.801427509
5.0,1.259748489
5.0,2.66104436
5.0,2.981406957
5.0,1.255199119
5.0,3.676955262
5.0,3.378026708
5.0,2.971849727
5.0,6.895121054
5.0,5.101742384
5.0,1.960165775
5.0,3.679574176
5.0,1.264319959
5.0,3.668521879
5.0,7.610277092
5.0,2.982704968
5.0,1.254234653
5.0,4.382787977
5.0,0.843454726
5.0,2.951539466
5.0,6.213111584
5.0,1.558137951
5.0,2.672676732
5.0,3.675094455
5.0,0.138951114
5.0,5.066573806
5.0,7.628182246
5.0,3.669640364
5.0,1.97868507
5.0,2.254280593
5.0,0.571703355
5.0,5.063603645
5.0,6.927856312
5.0,0.846745515
5.0,1.973390055
5.0,1.555634919
5.0,0.140834546
5.0,3.661176846
5.0,3.395858492
5.0,2.251729381
5.0,4.095447031
5.0,4.371989489
5.0,1.279662879
5.0,4.359541405
5.0,4.109170732
5.0,2.245771137
5.0,3.39749314
5.0,2.954696193
5.0,2.69147759
5.0,3.658024844
5.0,2.695324672
5.0,1.541271812
5.0,4.099568498
5.0,4.368713989
5.0,1.283166746
5.0,1.53931707
5.0,1.284170936
5.0,0.833954181
5.0,2.691307559
5.0,2.249885213
5.0,1.280797189
5.0,1.541811779
5.0,1.986255003
5.0,1.543498011
5.0,1.984630557
5.0,1.545159263
5.0,0.574035025
5.0,1.541596769
5.0,0.577600045
5.0,0.575492015
5.0,0.131136167
5.0,0.130661036
5.0,1.539297433
5.0,0.124633929
5.0,1.284957484
5.0,0.57578695
5.0,0.835442887
5.0,0.127881014
5.0,2.241253649
5.0,0.585105963
5.0,0.58305296
5.0,1.285648693
5.0,0.128116908
5.0,0.832323607
5.0,0.829443595
5.0,0.826583444
5.0,0.11906609
5.0,1.290712036
5.0,0.827773467
5.0,0.584445401
5.0,1.531665197
5.0,1.292380975
5.0,0.826148327
5.0,1.995559742
5.0,1.534823749
5.0,1.289291364
5.0,0.829264763
5.0,0.583011883
5.0,1.533231535
5.0,0.586154305
5.0,0.584232488
5.0,0.122472743
5.0,0.122073809
5.0,1.531299425
5.0,0.116706944
5.0,1.293321113
5.0,0.584329398
5.0,0.827224279
5.0,0.119733736
5.0,2.233916965
5.0,0.592622826
5.0,0.590747437
5.0,1.293760041
5.0,0.120074736
5.0,0.824588472
5.0,0.822011633
5.0,0.819450849
5.0,0.111995173
5.0,1.298186753
5.0,0.820593055
5.0,0.591793983
5.0,1.524834562
5.0,1.299606041
5.0,0.819209076
5.0,2.003111003
5.0,1.527779197
5.0,1.296718478
5.0,0.822118125
5.0,0.590317373
5.0,1.526419129
5.0,0.59312539
5.0,0.591360135
5.0,0.115403184
5.0,0.115061754
5.0,1.52476418
5.0,0.110225469
5.0,1.300164082
5.0,0.591323215
5.0,0.82049125
5.0,0.113054863
5.0,2.227898757
5.0,0.598792737
5.0,0.597067109
5.0,1.300426264
5.0,0.11346126
5.0,0.818223561
5.0,0.81589244
5.0,0.813574564
5.0,0.106166174
5.0,1.304352339
5.0,0.814666686
5.0,0.597862756
5.0,1.519190199
5.0,1.305579839
5.0,0.813468247
5.0,2.00936177
5.0,1.521944512
5.0,1.302873544
5.0,0.816192125
5.0,0.596378521
5.0,1.520763899
5.0,0.59891558
5.0,0.597283657
5.0,0.109524692
5.0,0.109227877
5.0,1.51932403
5.0,0.104827151
5.0,1.305866556
5.0,0.59715452
5.0,0.814874392
5.0,0.107480231
5.0,2.222872913
5.0,0.603947967
5.0,0.602350221
5.0,1.306001971
5.0,0.107926824
5.0,0.81289441
5.0,0.810766414
5.0,0.80864953
5.0,0.101278315
5.0,1.309525026
5.0,0.809692221
5.0,0.602959271
5.0,1.514447771
5.0,1.310601515
5.0,0.808640063
5.0,2.014621366
5.0,1.517032661
5.0,1.308057583
5.0,0.811198642
5.0,0.6014883
5.0,1.515994084
5.0,0.603801508
5.0,0.602284419
5.0,0.104559649
5.0,0.10429825
5.0,1.514725
5.0,0.100261409
5.0,1.310691726
5.0,0.602090923
5.0,0.810117399
5.0,0.102756897
5.0,2.218612677
5.0,0.608319804
5.0,0.60683247
5.0,1.310734521
5.0,0.103227267
5.0,0.808367218
5.0,0.806409913
5.0,0.804462063
5.0,0.09712069
5.0,1.313926783
5.0,0.805457365
5.0,0.607299843
5.0,1.510407086
5.0,1.314881895
5.0,0.804522917
5.0,2.019108226
5.0,1.512840749
5.0,1.312483577
5.0,0.806933621
5.0,0.605854402
5.0,1.511916841
5.0,0.607979662
5.0,0.60656246
5.0,0.100310497
5.0,0.100077758
5.0,1.510786016
5.0,0.096349423
5.0,1.314827586
5.0,0.606323746
5.0,0.806036858
5.0,0.098703693
5.0,2.214955488
5.0,0.612074207
5.0,0.610683129
5.0,1.314801725
5.0,0.099186924
5.0,0.804473629
5.0,0.802661752
5.0,0.800858017
5.0,0.093541032
5.0,1.317718006
5.0,0.801808582
5.0,0.611041049
5.0,1.506923118
5.0,1.318573843
5.0,0.800970513
5.0,2.02298099
5.0,1.509221302
5.0,1.31630647
5.0,0.803248493
5.0,0.609628166
5.0,1.50839154
5.0,0.611593447
5.0,0.610263896
5.0,0.096632814
5.0,0.096423652
5.0,1.507374499
5.0,0.092960159
5.0,1.318411998
5.0,0.609993404
5.0,0.80249806
5.0,0.095187451
5.0,2.211781765
5.0,0.615333348
5.0,0.614026908
5.0,1.318334677
5.0,0.095676182
5.0,0.801089328
5.0,0.799402824
5.0,0.797723407
5.0,0.090426653
5.0,1.32101748
5.0,0.798632085
5.0,0.614299016
5.0,1.503888227
5.0,1.321790892
5.0,0.797874111
5.0,2.026357656
5.0,1.506064546
5.0,1.319641668
5.0,0.800032518
5.0,0.612922476
5.0,1.505313209
5.0,0.614749977
5.0,0.61349794
5.0,0.093418579
5.0,0.093229089
5.0,1.504391148
5.0,0.089995409
5.0,1.321548359
5.0,0.613205277
5.0,0.799399835
5.0,0.092108098
5.0,0.0
5.0,0.0
5.0,0.0
5.0,6.363961031
5.0,4.714045208
5.0,7.071067812
5.0,1.13137085
5.0,2.003469213
5.0,1.919289835
5.0,2.651650429
5.0,2.357022604
5.0,2.969848481
5.0,1.79990817
5.0,0.353553391
5.0,0.979070928
5.0,0.90913729
5.0,1.13137085
5.0,0.397747564
5.0,0.374350649
5.0,0.353553391
5.0,0.334945317
5.0,0.353553391
5.0,0.336717515
5.0,0.321412173
5.0,0.307437731
5.0,0.294627825
5.0,0.282842712
5.0,0.271964147
5.0,0.2618914
5.0,0.252538136
5.0,0.243829925
5.0,0.23570226
5.0,0.228098962
5.0,0.220970869
5.0,0.214274782
5.0,0.207972583
5.0,0.202030509
5.0,0.19641855
5.0,0.191109941
5.0,0.186080732
5.0,0.181309431
5.0,0.176776695
5.0,0.172465069
5.0,0.168358757
5.0,0.164443437
5.0,0.160706087
5.0,0.15713484
5.0,0.153718865
5.0,0.150448251
5.0,0.147313913
5.0,0.144307506
5.0,0.141421356
5.0,0.138648388
5.0,0.135982073
5.0,0.133416374
5.0,0.1309457
5.0,0.128564869
5.0,0.126269068
5.0,0.124053821
5.0,0.121914962
5.0,0.119848607
5.0,0.11785113
5.0,0.115919144
5.0,0.114049481
5.0,0.112239172
5.0,0.110485435
5.0,0.108785659
5.0,0.107137391
5.0,0.105538326
5.0,0.103986291
5.0,0.102479244
5.0,0.101015254
5.0,0.099592504
5.0,0.098209275
5.0,0.096863943
5.0,0.09555497
5.0,0.094280904
5.0,0.093040366
5.0,0.09183205
5.0,0.090654716
5.0,0.089507187
5.0,0.088388348
5.0,0.087297133
5.0,0.086232534
5.0,0.085193588
5.0,0.084179379
5.0,0.083189033
5.0,0.082221719
5.0,0.081276642
5.0,0.080353043
5.0,0.0794502
5.0,0.07856742
5.0,0.077704042
5.0,0.076859433
5.0,0.076032987
5.0,0.075224126
5.0,0.074432293
5.0,0.073656956
5.0,0.072897606
5.0,0.072153753
5.0,0.071424927
5.0,0.070710678
5.0,0.070010572
5.0,0.069324194
5.0,0.068651144
5.0,0.067991037
5.0,0.067343503
5.0,0.066708187
5.0,0.066084746
5.0,0.06547285
5.0,0.064872182
5.0,0.064282435
5.0,0.063703314
5.0,0.063134534
5.0,0.062575821
5.0,0.062026911
5.0,0.061487546
5.0,0.060957481
5.0,0.060436477
5.0,0.059924303
5.0,0.059420738
5.0,0.058925565
5.0,0.058438577
5.0,0.057959572
5.0,0.057488356
5.0,0.05702474
5.0,0.056568542
5.0,0.056119586
5.0,0.055677699
5.0,0.055242717
5.0,0.054814479
5.0,0.054392829
5.0,0.053977617
5.0,0.053568696
5.0,0.053165923
5.0,0.052769163
5.0,0.05237828
5.0,0.051993146
5.0,0.051613634
5.0,0.051239622
5.0,0.050870991
5.0,0.050507627
5.0,0.050149417
5.0,0.049796252
5.0,0.049448027
5.0,0.049104638
5.0,0.048765985
5.0,0.048431971
5.0,0.048102502
5.0,0.047777485
5.0,0.047456831
5.0,0.047140452
5.0,0.046828264
5.0,0.046520183
5.0,0.046216129
5.0,0.045916025
5.0,0.045619792
5.0,0.045327358
5.0,0.045038648
5.0,0.044753594
5.0,0.044472125
5.0,0.044194174
5.0,0.043919676
5.0,0.043648567
5.0,0.043380784
5.0,0.043116267
5.0,0.042854956
5.0,0.042596794
5.0,0.042341723
5.0,0.042089689
5.0,0.041840638
5.0,0.041594517
5.0,0.041351274
5.0,0.041110859
5.0,0.040873224
5.0,0.040638321
5.0,0.040406102
5.0,0.040176522
5.0,0.039949536
5.0,0.0397251
5.0,0.039503172
5.0,0.03928371
5.0,0.039066673
5.0,0.038852021
5.0,0.038639715
5.0,0.038429716
5.0,0.038221988
5.0,0.038016494
5.0,0.037813197
5.0,0.037612063
5.0,0.037413057
5.0,0.037216146
5.0,0.037021297
5.0,0.036828478
5.0,0.036637657
5.0,0.036448803
5.0,0.036261886
5.0,0.036076877
5.0,0.035893745
5.0,0.035712464
5.0,0.035533004
5.0,0.035355339
5.0,0.035179442
5.0,0.035005286
5.0,0.034832846
5.0,0.034662097
5.0,0.034493014
5.0,0.034325572
5.0,0.034159748
5.0,0.033995518
5.0,0.03383286
5.0,0.033671751
5.0,0.03351217
5.0,0.033354093
5.0,0.033197501
5.0,0.033042373
5.0,0.032888687
5.0,0.032736425
5.0,0.032585566
5.0,0.032436091
5.0,0.032287981
5.0,0.032141217
5.0,0.031995782
5.0,0.031851657
5.0,0.031708824
5.0,0.031567267
5.0,0.031426968
5.0,0.031287911
5.0,0.031150078
5.0,0.031013455
5.0,0.030878025
5.0,0.030743773
5.0,0.030610683
5.0,0.030478741
5.0,0.030347931
5.0,0.030218239
5.0,0.03008965
5.0,0.029962152
5.0,0.029835729
5.0,0.029710369
5.0,0.029586058
5.0,0.029462783
5.0,0.02934053
5.0,0.029219288
5.0,0.029099044
5.0,0.028979786
5.0,0.028861501
5.0,0.028744178
5.0,0.028627805
5.0,0.02851237
5.0,0.028397863
5.0,0.028284271
5.0,0.028171585
5.0,0.028059793
5.0,0.027948885
5.0,0.02783885
5.0,0.027729678
5.0,0.027621359
5.0,0.027513883
5.0,0.02740724
5.0,0.02730142
5.0,0.027196415
5.0,0.027092214
5.0,0.026988808
5.0,0.026886189
5.0,0.026784348
5.0,0.026683275
5.0,0.026582962
5.0,0.0264834
5.0,0.026384581
5.0,0.026286497
5.0,0.02618914
5.0,0.026092501
5.0,0.025996573
5.0,0.025901347
5.0,0.025806817
5.0,0.025712974
5.0,0.025619811
5.0,0.025527321
5.0,0.025435496
5.0,0.025344329
5.0,0.025253814
5.0,0.025163942
5.0,0.025074709
5.0,0.024986105
5.0,0.024898126
5.0,0.024810764
5.0,0.024724013
5.0,0.024637867
5.0,0.024552319
5.0,0.024467363
5.0,0.024382992
5.0,0.024299202
5.0,0.024215986
5.0,0.024133337
5.0,0.024051251
5.0,0.023969721
5.0,0.023888743
5.0,0.023808309
5.0,0.023728415
5.0,0.023649056
5.0,0.023570226
5.0,0.02349192
5.0,0.023414132
5.0,0.023336857
5.0,0.023260091
5.0,0.023183829
5.0,0.023108065
5.0,0.023032794
5.0,0.022958012
5.0,0.022883715
5.0,0.022809896
5.0,0.022736552
5.0,0.022663679
5.0,0.022591271
5.0,0.022519324
5.0,0.022447834
5.0,0.022376797
5.0,0.022306208
5.0,0.022236062
5.0,0.022166357
5.0,0.022097087
5.0,0.022028249
5.0,0.021959838
5.0,0.021891851
5.0,0.021824283
5.0,0.021757132
5.0,0.021690392
5.0,0.021624061
5.0,0.021558134
5.0,0.021492607
5.0,0.021427478
5.0,0.021362743
5.0,0.021298397
5.0,0.021234438
5.0,0.021170862
5.0,0.021107665
5.0,0.021044845
5.0,0.020982397
5.0,0.020920319
5.0,0.020858607
5.0,0.020797258
5.0,0.020736269
5.0,0.020675637
5.0,0.020615358
5.0,0.02055543
5.0,0.020495849
5.0,0.020436612
5.0,0.020377717
5.0,0.02031916
5.0,0.020260939
5.0,0.020203051
5.0,0.020145492
5.0,0.020088261
5.0,0.020031354
5.0,0.019974768
5.0,0.019918501
5.0,0.01986255
5.0,0.019806913
5.0,0.019751586
5.0,0.019696568
5.0,0.019641855
5.0,0.019587445
5.0,0.019533336
5.0,0.019479526
5.0,0.01942601
5.0,0.019372789
5.0,0.019319857
5.0,0.019267215
5.0,0.019214858
5.0,0.019162785
5.0,0.019110994
5.0,0.019059482
5.0,0.019008247
5.0,0.018957286
5.0,0.018906598
5.0,0.018856181
5.0,0.018806031
5.0,0.018756148
5.0,0.018706529
5.0,0.018657171
5.0,0.018608073
5.0,0.018559233
5.0,0.018510649
5.0,0.018462318
5.0,0.018414239
5.0,0.01836641
5.0,0.018318829
5.0,0.018271493
5.0,0.018224402
5.0,0.018177552
5.0,0.018130943
5.0,0.018084572
5.0,0.018038438
5.0,0.017992539
5.0,0.017946873
5.0,0.017901437
