std,overcrowding-threshold
3.16783838,50.0
1.746969695,50.0
5.221711615,50.0
0.266832748,50.0
3.731952456,50.0
8.138156227,50.0
3.813325856,50.0
1.81118579,50.0
4.474279115,50.0
1.617956194,50.0
2.981633594,50.0
6.80445378,50.0
0.958015639,50.0
2.536605279,50.0
3.071495081,50.0
1.63178488,50.0
4.392633035,50.0
6.121222882,50.0
1.632584774,50.0
3.965946729,50.0
3.757767466,50.0
0.21910351,50.0
5.097061381,50.0
5.434067181,50.0
2.312430284,50.0
4.695189027,50.0
5.1358282,50.0
0.514259477,50.0
4.37862276,50.0
4.752831656,50.0
2.987526151,50.0
5.429881702,50.0
5.812072811,50.0
1.942413809,50.0
2.971532069,50.0
3.352518033,50.0
2.976426218,50.0
5.445534982,50.0
6.500561204,50.0
2.661581704,50.0
1.563491661,50.0
3.349044205,50.0
3.681566828,50.0
4.052558219,50.0
2.986397789,50.0
2.642346393,50.0
3.682847819,50.0
3.35328989,50.0
2.280058601,50.0
3.342686602,50.0
4.391133111,50.0
2.653400694,50.0
2.273833571,50.0
3.350175818,50.0
4.385421864,50.0
3.360440798,50.0
1.574313211,50.0
2.643389836,50.0
4.386680957,50.0
3.360379015,50.0
2.976276724,50.0
2.656428178,50.0
2.973636553,50.0
3.360321606,50.0
3.6781958,50.0
2.66241075,50.0
2.267618298,50.0
3.360268123,50.0
5.081580936,50.0
3.375097914,50.0
2.2627417,50.0
3.366062033,50.0
4.375947703,50.0
3.374566509,50.0
2.263882195,50.0
1.962928425,50.0
2.963114131,50.0
4.075607589,50.0
4.375223209,50.0
2.674946583,50.0
2.257302417,50.0
3.373601055,50.0
5.77470538,50.0
4.093776102,50.0
1.551413386,50.0
3.373161238,50.0
4.372623551,50.0
4.082638423,50.0
2.264791285,50.0
3.367659634,50.0
5.081067299,50.0
3.380070713,50.0
1.558622694,50.0
4.069572594,50.0
4.385044136,50.0
3.369729557,50.0
3.675986623,50.0
2.669688868,50.0
2.966981832,50.0
4.778902877,50.0
5.086454779,50.0
2.673893855,50.0
1.55842613,50.0
2.666670672,50.0
5.078312338,50.0
4.087533393,50.0
1.559261107,50.0
4.071493823,50.0
4.385852187,50.0
1.263008339,50.0
4.366384374,50.0
4.796028603,50.0
2.260995757,50.0
4.077793707,50.0
5.786203051,50.0
1.277077702,50.0
2.244851046,50.0
4.094444655,50.0
1.553109537,50.0
4.079462199,50.0
6.48874458,50.0
0.578917833,50.0
0.830439359,50.0
4.095497079,50.0
0.146297955,50.0
2.666802718,50.0
4.379240861,50.0
0.567283406,50.0
3.654709206,50.0
5.506742195,50.0
2.961991739,50.0
5.492774223,50.0
5.085729542,50.0
1.974489427,50.0
2.95908816,50.0
2.68318357,50.0
3.660988335,50.0
6.908471065,50.0
2.271768595,50.0
0.553713247,50.0
2.966126866,50.0
0.566425851,50.0
5.063915751,50.0
7.624296433,50.0
2.263470676,50.0
0.141421356,50.0
0.140699819,50.0
0.5635318,50.0
5.067598599,50.0
6.214722414,50.0
0.148492424,50.0
0.555835181,50.0
1.557735236,50.0
0.560808826,50.0
4.367424237,50.0
4.801427509,50.0
1.259748489,50.0
2.66104436,50.0
2.981406957,50.0
1.255199119,50.0
3.676955262,50.0
3.378026708,50.0
2.971849727,50.0
6.895121054,50.0
5.101742384,50.0
1.960165775,50.0
3.679574176,50.0
1.264319959,50.0
3.668521879,50.0
7.610277092,50.0
2.982704968,50.0
1.254234653,50.0
4.382787977,50.0
0.843454726,50.0
2.951539466,50.0
6.213111584,50.0
1.558137951,50.0
2.672676732,50.0
3.675094455,50.0
0.138951114,50.0
5.066573806,50.0
7.628182246,50.0
3.669640364,50.0
1.97868507,50.0
2.254280593,50.0
0.571703355,50.0
5.063603645,50.0
6.927856312,50.0
0.846745515,50.0
1.973390055,50.0
1.555634919,50.0
0.140834546,50.0
3.661176846,50.0
3.395858492,50.0
2.251729381,50.0
4.095447031,50.0
4.371989489,50.0
1.279662879,50.0
4.359541405,50.0
4.109170732,50.0
2.245771137,50.0
3.39749314,50.0
2.954696193,50.0
2.69147759,50.0
3.658024844,50.0
2.695324672,50.0
1.541271812,50.0
4.099568498,50.0
4.368713989,50.0
1.283166746,50.0
1.53931707,50.0
1.284170936,50.0
0.833954181,50.0
2.691307559,50.0
2.249885213,50.0
1.280797189,50.0
1.541811779,50.0
1.986255003,50.0
1.543498011,50.0
1.984630557,50.0
1.545159263,50.0
0.574035025,50.0
1.541596769,50.0
0.577600045,50.0
0.575492015,50.0
0.131136167,50.0
0.130661036,50.0
1.539297433,50.0
0.124633929,50.0
1.284957484,50.0
0.57578695,50.0
0.835442887,50.0
0.127881014,50.0
2.241253649,50.0
0.585105963,50.0
0.58305296,50.0
1.285648693,50.0
0.128116908,50.0
0.832323607,50.0
0.829443595,50.0
0.826583444,50.0
0.11906609,50.0
1.290712036,50.0
0.827773467,50.0
0.584445401,50.0
1.531665197,50.0
1.292380975,50.0
0.826148327,50.0
1.995559742,50.0
1.534823749,50.0
1.289291364,50.0
0.829264763,50.0
0.583011883,50.0
1.533231535,50.0
0.586154305,50.0
0.584232488,50.0
0.122472743,50.0
0.122073809,50.0
1.531299425,50.0
0.116706944,50.0
1.293321113,50.0
0.584329398,50.0
0.827224279,50.0
0.119733736,50.0
2.233916965,50.0
0.592622826,50.0
0.590747437,50.0
1.293760041,50.0
0.120074736,50.0
0.824588472,50.0
0.822011633,50.0
0.819450849,50.0
0.111995173,50.0
1.298186753,50.0
0.820593055,50.0
0.591793983,50.0
1.524834562,50.0
1.299606041,50.0
0.819209076,50.0
2.003111003,50.0
1.527779197,50.0
1.296718478,50.0
0.822118125,50.0
0.590317373,50.0
1.526419129,50.0
0.59312539,50.0
0.591360135,50.0
0.115403184,50.0
0.115061754,50.0
1.52476418,50.0
0.110225469,50.0
1.300164082,50.0
0.591323215,50.0
0.82049125,50.0
0.113054863,50.0
2.227898757,50.0
0.598792737,50.0
0.597067109,50.0
1.300426264,50.0
0.11346126,50.0
0.818223561,50.0
0.81589244,50.0
0.813574564,50.0
0.106166174,50.0
1.304352339,50.0
0.814666686,50.0
0.597862756,50.0
1.519190199,50.0
1.305579839,50.0
0.813468247,50.0
2.00936177,50.0
1.521944512,50.0
1.302873544,50.0
0.816192125,50.0
0.596378521,50.0
1.520763899,50.0
0.59891558,50.0
0.597283657,50.0
0.109524692,50.0
0.109227877,50.0
1.51932403,50.0
0.104827151,50.0
1.305866556,50.0
0.59715452,50.0
0.814874392,50.0
0.107480231,50.0
2.222872913,50.0
0.603947967,50.0
0.602350221,50.0
1.306001971,50.0
0.107926824,50.0
0.81289441,50.0
0.810766414,50.0
0.80864953,50.0
0.101278315,50.0
1.309525026,50.0
0.809692221,50.0
0.602959271,50.0
1.514447771,50.0
1.310601515,50.0
0.808640063,50.0
2.014621366,50.0
1.517032661,50.0
1.308057583,50.0
0.811198642,50.0
0.6014883,50.0
1.515994084,50.0
0.603801508,50.0
0.602284419,50.0
0.104559649,50.0
0.10429825,50.0
1.514725,50.0
0.100261409,50.0
1.310691726,50.0
0.602090923,50.0
0.810117399,50.0
0.102756897,50.0
2.218612677,50.0
0.608319804,50.0
0.60683247,50.0
1.310734521,50.0
0.103227267,50.0
0.808367218,50.0
0.806409913,50.0
0.804462063,50.0
0.09712069,50.0
1.313926783,50.0
0.805457365,50.0
0.607299843,50.0
1.510407086,50.0
1.314881895,50.0
0.804522917,50.0
2.019108226,50.0
1.512840749,50.0
1.312483577,50.0
0.806933621,50.0
0.605854402,50.0
1.511916841,50.0
0.607979662,50.0
0.60656246,50.0
0.100310497,50.0
0.100077758,50.0
1.510786016,50.0
0.096349423,50.0
1.314827586,50.0
0.606323746,50.0
0.806036858,50.0
0.098703693,50.0
2.214955488,50.0
0.612074207,50.0
0.610683129,50.0
1.314801725,50.0
0.099186924,50.0
0.804473629,50.0
0.802661752,50.0
0.800858017,50.0
0.093541032,50.0
1.317718006,50.0
0.801808582,50.0
0.611041049,50.0
1.506923118,50.0
1.318573843,50.0
0.800970513,50.0
2.02298099,50.0
1.509221302,50.0
1.31630647,50.0
0.803248493,50.0
0.609628166,50.0
1.50839154,50.0
0.611593447,50.0
0.610263896,50.0
0.096632814,50.0
0.096423652,50.0
1.507374499,50.0
0.092960159,50.0
1.318411998,50.0
0.609993404,50.0
0.80249806,50.0
0.095187451,50.0
2.211781765,50.0
0.615333348,50.0
0.614026908,50.0
1.318334677,50.0
0.095676182,50.0
0.801089328,50.0
0.799402824,50.0
0.797723407,50.0
0.090426653,50.0
1.32101748,50.0
0.798632085,50.0
0.614299016,50.0
1.503888227,50.0
1.321790892,50.0
0.797874111,50.0
2.026357656,50.0
1.506064546,50.0
1.319641668,50.0
0.800032518,50.0
0.612922476,50.0
1.505313209,50.0
0.614749977,50.0
0.61349794,50.0
0.093418579,50.0
0.093229089,50.0
1.504391148,50.0
0.089995409,50.0
1.321548359,50.0
0.613205277,50.0
0.799399835,50.0
0.092108098,50.0
0.0,60.0
0.0,60.0
0.0,60.0
6.363961031,60.0
4.714045208,60.0
7.071067812,60.0
1.13137085,60.0
2.003469213,60.0
1.919289835,60.0
2.651650429,60.0
2.357022604,60.0
2.969848481,60.0
1.79990817,60.0
0.353553391,60.0
0.979070928,60.0
0.90913729,60.0
1.13137085,60.0
0.397747564,60.0
0.374350649,60.0
0.353553391,60.0
0.334945317,60.0
0.353553391,60.0
0.336717515,60.0
0.321412173,60.0
0.307437731,60.0
0.294627825,60.0
0.282842712,60.0
0.271964147,60.0
0.2618914,60.0
0.252538136,60.0
0.243829925,60.0
0.23570226,60.0
0.228098962,60.0
0.220970869,60.0
0.214274782,60.0
0.207972583,60.0
0.202030509,60.0
0.19641855,60.0
0.191109941,60.0
0.186080732,60.0
0.181309431,60.0
0.176776695,60.0
0.172465069,60.0
0.168358757,60.0
0.164443437,60.0
0.160706087,60.0
0.15713484,60.0
0.153718865,60.0
0.150448251,60.0
0.147313913,60.0
0.144307506,60.0
0.141421356,60.0
0.138648388,60.0
0.135982073,60.0
0.133416374,60.0
0.1309457,60.0
0.128564869,60.0
0.126269068,60.0
0.124053821,60.0
0.121914962,60.0
0.119848607,60.0
0.11785113,60.0
0.115919144,60.0
0.114049481,60.0
0.112239172,60.0
0.110485435,60.0
0.108785659,60.0
0.107137391,60.0
0.105538326,60.0
0.103986291,60.0
0.102479244,60.0
0.101015254,60.0
0.099592504,60.0
0.098209275,60.0
0.096863943,60.0
0.09555497,60.0
0.094280904,60.0
0.093040366,60.0
0.09183205,60.0
0.090654716,60.0
0.089507187,60.0
0.088388348,60.0
0.087297133,60.0
0.086232534,60.0
0.085193588,60.0
0.084179379,60.0
0.083189033,60.0
0.082221719,60.0
0.081276642,60.0
0.080353043,60.0
0.0794502,60.0
0.07856742,60.0
0.077704042,60.0
0.076859433,60.0
0.076032987,60.0
0.075224126,60.0
0.074432293,60.0
0.073656956,60.0
0.072897606,60.0
0.072153753,60.0
0.071424927,60.0
0.070710678,60.0
0.070010572,60.0
0.069324194,60.0
0.068651144,60.0
0.067991037,60.0
0.067343503,60.0
0.066708187,60.0
0.066084746,60.0
0.06547285,60.0
0.064872182,60.0
0.064282435,60.0
0.063703314,60.0
0.063134534,60.0
0.062575821,60.0
0.062026911,60.0
0.061487546,60.0
0.060957481,60.0
0.060436477,60.0
0.059924303,60.0
0.059420738,60.0
0.058925565,60.0
0.058438577,60.0
0.057959572,60.0
0.057488356,60.0
0.05702474,60.0
0.056568542,60.0
0.056119586,60.0
0.055677699,60.0
0.055242717,60.0
0.054814479,60.0
0.054392829,60.0
0.053977617,60.0
0.053568696,60.0
0.053165923,60.0
0.052769163,60.0
0.05237828,60.0
0.051993146,60.0
0.051613634,60.0
0.051239622,60.0
0.050870991,60.0
0.050507627,60.0
0.050149417,60.0
0.049796252,60.0
0.049448027,60.0
0.049104638,60.0
0.048765985,60.0
0.048431971,60.0
0.048102502,60.0
0.047777485,60.0
0.047456831,60.0
0.047140452,60.0
0.046828264,60.0
0.046520183,60.0
0.046216129,60.0
0.045916025,60.0
0.045619792,60.0
0.045327358,60.0
0.045038648,60.0
0.044753594,60.0
0.044472125,60.0
0.044194174,60.0
0.043919676,60.0
0.043648567,60.0
0.043380784,60.0
0.043116267,60.0
0.042854956,60.0
0.042596794,60.0
0.042341723,60.0
0.042089689,60.0
0.041840638,60.0
0.041594517,60.0
0.041351274,60.0
0.041110859,60.0
0.040873224,60.0
0.040638321,60.0
0.040406102,60.0
0.040176522,60.0
0.039949536,60.0
0.0397251,60.0
0.039503172,60.0
0.03928371,60.0
0.039066673,60.0
0.038852021,60.0
0.038639715,60.0
0.038429716,60.0
0.038221988,60.0
0.038016494,60.0
0.037813197,60.0
0.037612063,60.0
0.037413057,60.0
0.037216146,60.0
0.037021297,60.0
0.036828478,60.0
0.036637657,60.0
0.036448803,60.0
0.036261886,60.0
0.036076877,60.0
0.035893745,60.0
0.035712464,60.0
0.035533004,60.0
0.035355339,60.0
0.035179442,60.0
0.035005286,60.0
0.034832846,60.0
0.034662097,60.0
0.034493014,60.0
0.034325572,60.0
0.034159748,60.0
0.033995518,60.0
0.03383286,60.0
0.033671751,60.0
0.03351217,60.0
0.033354093,60.0
0.033197501,60.0
0.033042373,60.0
0.032888687,60.0
0.032736425,60.0
0.032585566,60.0
0.032436091,60.0
0.032287981,60.0
0.032141217,60.0
0.031995782,60.0
0.031851657,60.0
0.031708824,60.0
0.031567267,60.0
0.031426968,60.0
0.031287911,60.0
0.031150078,60.0
0.031013455,60.0
0.030878025,60.0
0.030743773,60.0
0.030610683,60.0
0.030478741,60.0
0.030347931,60.0
0.030218239,60.0
0.03008965,60.0
0.029962152,60.0
0.029835729,60.0
0.029710369,60.0
0.029586058,60.0
0.029462783,60.0
0.02934053,60.0
0.029219288,60.0
0.029099044,60.0
0.028979786,60.0
0.028861501,60.0
0.028744178,60.0
0.028627805,60.0
0.02851237,60.0
0.028397863,60.0
0.028284271,60.0
0.028171585,60.0
0.028059793,60.0
0.027948885,60.0
0.02783885,60.0
0.027729678,60.0
0.027621359,60.0
0.027513883,60.0
0.02740724,60.0
0.02730142,60.0
0.027196415,60.0
0.027092214,60.0
0.026988808,60.0
0.026886189,60.0
0.026784348,60.0
0.026683275,60.0
0.026582962,60.0
0.0264834,60.0
0.026384581,60.0
0.026286497,60.0
0.02618914,60.0
0.026092501,60.0
0.025996573,60.0
0.025901347,60.0
0.025806817,60.0
0.025712974,60.0
0.025619811,60.0
0.025527321,60.0
0.025435496,60.0
0.025344329,60.0
0.025253814,60.0
0.025163942,60.0
0.025074709,60.0
0.024986105,60.0
0.024898126,60.0
0.024810764,60.0
0.024724013,60.0
0.024637867,60.0
0.024552319,60.0
0.024467363,60.0
0.024382992,60.0
0.024299202,60.0
0.024215986,60.0
0.024133337,60.0
0.024051251,60.0
0.023969721,60.0
0.023888743,60.0
0.023808309,60.0
0.023728415,60.0
0.023649056,60.0
0.023570226,60.0
0.02349192,60.0
0.023414132,60.0
0.023336857,60.0
0.023260091,60.0
0.023183829,60.0
0.023108065,60.0
0.023032794,60.0
0.022958012,60.0
0.022883715,60.0
0.022809896,60.0
0.022736552,60.0
0.022663679,60.0
0.022591271,60.0
0.022519324,60.0
0.022447834,60.0
0.022376797,60.0
0.022306208,60.0
0.022236062,60.0
0.022166357,60.0
0.022097087,60.0
0.022028249,60.0
0.021959838,60.0
0.021891851,60.0
0.021824283,60.0
0.021757132,60.0
0.021690392,60.0
0.021624061,60.0
0.021558134,60.0
0.021492607,60.0
0.021427478,60.0
0.021362743,60.0
0.021298397,60.0
0.021234438,60.0
0.021170862,60.0
0.021107665,60.0
0.021044845,60.0
0.020982397,60.0
0.020920319,60.0
0.020858607,60.0
0.020797258,60.0
0.020736269,60.0
0.020675637,60.0
0.020615358,60.0
0.02055543,60.0
0.020495849,60.0
0.020436612,60.0
0.020377717,60.0
0.02031916,60.0
0.020260939,60.0
0.020203051,60.0
0.020145492,60.0
0.020088261,60.0
0.020031354,60.0
0.019974768,60.0
0.019918501,60.0
0.01986255,60.0
0.019806913,60.0
0.019751586,60.0
0.019696568,60.0
0.019641855,60.0
0.019587445,60.0
0.019533336,60.0
0.019479526,60.0
0.01942601,60.0
0.019372789,60.0
0.019319857,60.0
0.019267215,60.0
0.019214858,60.0
0.019162785,60.0
0.019110994,60.0
0.019059482,60.0
0.019008247,60.0
0.018957286,60.0
0.018906598,60.0
0.018856181,60.0
0.018806031,60.0
0.018756148,60.0
0.018706529,60.0
0.018657171,60.0
0.018608073,60.0
0.018559233,60.0
0.018510649,60.0
0.018462318,60.0
0.018414239,60.0
0.01836641,60.0
0.018318829,60.0
0.018271493,60.0
0.018224402,60.0
0.018177552,60.0
0.018130943,60.0
0.018084572,60.0
0.018038438,60.0
0.017992539,60.0
