std,overcrowding-threshold 
4.05591552,60.0
4.038433125,60.0
5.83590704,60.0
15.66815667,60.0
9.74603772,60.0
2.66363529,60.0
4.060642739,60.0
1.227038238,60.0
1.221904187,60.0
14.27471815,60.0
4.093003982,60.0
7.597015004,60.0
2.636373431,60.0
0.895475391,60.0
0.187599758,60.0
12.8630197,60.0
3.38666932,60.0
9.007057749,60.0
1.928214877,60.0
0.192333044,60.0
1.600146023,60.0
13.56690987,60.0
2.685887813,60.0
7.605573725,60.0
3.349745065,60.0
0.889407748,60.0
0.522763768,60.0
12.86221754,60.0
1.27497632,60.0
5.496395403,60.0
3.362143737,60.0
0.172728374,60.0
4.054437361,60.0
12.16277232,60.0
0.141421356,60.0
7.608043638,60.0
5.466173769,60.0
1.598905632,60.0
1.224950781,60.0
10.75587982,60.0
2.966717381,60.0
6.907289403,60.0
6.881987977,60.0
0.892915862,60.0
1.92847304,60.0
11.46486538,60.0
5.082489536,60.0
6.913367738,60.0
6.184016294,60.0
0.525279323,60.0
5.45554271,60.0
14.29258388,60.0
5.786781997,60.0
6.91669943,60.0
6.187804604,60.0
0.529093885,60.0
8.278323292,60.0
16.41322511,60.0
8.605171451,60.0
7.631876638,60.0
7.605650258,60.0
2.646807232,60.0
6.865934445,60.0
14.29846876,60.0
10.72645032,60.0
7.632453263,60.0
5.492576916,60.0
6.88361333,60.0
5.45110746,60.0
12.89055662,60.0
13.55248844,60.0
7.635348389,60.0
2.676737551,60.0
7.601397898,60.0
4.05253329,60.0
7.942241853,60.0
14.96440638,60.0
6.933319738,60.0
0.567516122,60.0
6.909117549,60.0
4.772402359,60.0
5.815500002,60.0
13.55024432,60.0
6.228845085,60.0
0.570174992,60.0
5.502454351,60.0
6.894848772,60.0
6.519613467,60.0
12.13829697,60.0
6.226959092,60.0
0.568328815,60.0
6.205850198,60.0
5.481719443,60.0
5.109064737,60.0
13.55251735,60.0
6.227311561,60.0
1.978601544,60.0
4.792373093,60.0
6.892679171,60.0
6.522524369,60.0
13.55252393,60.0
6.932628231,60.0
0.566959491,60.0
6.205179568,60.0
7.596648673,60.0
6.526006335,60.0
12.8517182,60.0
4.106658614,60.0
0.840601867,60.0
9.032249267,60.0
5.480595961,60.0
5.111017436,60.0
11.44152372,60.0
1.987710051,60.0
0.57183418,60.0
6.915749559,60.0
6.190750436,60.0
7.223461515,60.0
9.318005979,60.0
1.284914037,60.0
1.281253313,60.0
4.098005209,60.0
8.317018004,60.0
8.629099703,60.0
8.60479238,60.0
2.701306805,60.0
0.578361849,60.0
4.102404426,60.0
8.321799862,60.0
6.509310758,60.0
9.311871573,60.0
2.701460438,60.0
3.399177226,60.0
3.389838827,60.0
5.496060105,60.0
7.212102771,60.0
7.897631324,60.0
4.111979651,60.0
4.100836075,60.0
0.563774326,60.0
6.203861382,60.0
8.622140751,60.0
7.89381404,60.0
4.115966478,60.0
5.515432893,60.0
3.385085655,60.0
6.197031313,60.0
12.86073841,60.0
7.184876555,60.0
4.823212571,60.0
2.694800646,60.0
3.393001911,60.0
9.026227293,60.0
12.86050458,60.0
8.595479834,60.0
4.827011317,60.0
2.698699524,60.0
7.6287345,60.0
7.609123357,60.0
11.45331676,60.0
11.42402439,60.0
4.121783151,60.0
1.995372571,60.0
6.927492831,60.0
5.4993216,60.0
7.915667578,60.0
10.71703149,60.0
2.711168211,60.0
3.409707887,60.0
4.106522632,60.0
6.212312195,60.0
7.204749691,60.0
9.302928421,60.0
4.12187245,60.0
3.406334148,60.0
2.692579024,60.0
6.212810441,60.0
5.793769533,60.0
10.71724923,60.0
6.943443661,60.0
3.399618004,60.0
1.980585499,60.0
6.9135525,60.0
6.505723984,60.0
10.722465,60.0
4.822264275,60.0
6.926933336,60.0
4.088701173,60.0
5.489781287,60.0
13.56971585,60.0
7.894066203,60.0
3.411538878,60.0
4.108908908,60.0
3.393779009,60.0
7.61845165,60.0
12.15194541,60.0
8.596232555,60.0
6.238400013,60.0
1.285648693,60.0
6.926357587,60.0
8.321219476,60.0
12.8621414,60.0
10.01054173,60.0
5.533029099,60.0
2.698384498,60.0
5.51413545,60.0
7.617983354,60.0
12.153196,60.0
10.71452006,60.0
5.536324685,60.0
3.407260567,60.0
4.810565817,60.0
9.032770372,60.0
12.85851385,60.0
10.71306499,60.0
5.537946158,60.0
3.408982357,60.0
5.517958275,60.0
9.033328501,60.0
14.26941484,60.0
10.00454184,60.0
5.539524584,60.0
4.116204375,60.0
4.812687123,60.0
10.44653139,60.0
15.68195368,60.0
10.00316267,60.0
7.657750294,60.0
3.407669281,60.0
4.811400489,60.0
9.739974101,60.0
14.27070049,60.0
12.12313959,60.0
6.953724661,60.0
4.82201205,60.0
7.634021923,60.0
8.323267615,60.0
12.86239322,60.0
12.83496808,60.0
4.126795534,60.0
4.823639253,60.0
6.224637025,60.0
6.917088957,60.0
8.621033942,60.0
12.13097507,60.0
5.535041737,60.0
3.406564745,60.0
1.988183084,60.0
9.745968621,60.0
7.20954289,60.0
12.13401117,60.0
4.826517241,60.0
2.699596076,60.0
2.694018398,60.0
6.216707866,60.0
7.909120293,60.0
10.00984425,60.0
6.24079694,60.0
4.111052309,60.0
1.985671288,60.0
8.332626957,60.0
8.620379011,60.0
11.42558341,60.0
4.122403907,60.0
5.525432383,60.0
1.985886585,60.0
6.921679055,60.0
10.7343921,60.0
7.890121358,60.0
0.0,70.0
0.0,70.0
0.0,70.0
5.303300859,70.0
16.26345597,70.0
4.772970773,70.0
0.707106781,70.0
5.303300859,70.0
6.970052557,70.0
4.242640687,70.0
10.68516914,70.0
3.889087297,70.0
7.392479985,70.0
5.539003119,70.0
4.677783322,70.0
5.656854249,70.0
7.25962962,70.0
5.480077554,70.0
5.490476183,70.0
0.15713484,70.0
3.870479223,70.0
2.333452378,70.0
6.532319788,70.0
1.189225041,70.0
5.195697653,70.0
2.474873734,70.0
3.733523805,70.0
1.550195636,70.0
3.273642505,70.0
0.934391104,70.0
6.363961031,70.0
4.101219331,70.0
2.874046917,70.0
0.044194174,70.0
0.642824347,70.0
2.807629866,70.0
2.72741187,70.0
1.473139127,70.0
1.318658592,70.0
1.28395705,70.0
0.562059236,70.0
0.141421356,70.0
2.621469042,70.0
0.892301414,70.0
0.871550219,70.0
3.294474776,70.0
0.23570226,70.0
1.614048087,70.0
3.95678901,70.0
0.412478956,70.0
3.751995165,70.0
4.638620485,70.0
0.388215488,70.0
3.780301638,70.0
5.309971678,70.0
1.034471032,70.0
4.486913939,70.0
4.621447891,70.0
0.372161464,70.0
3.108831538,70.0
4.590201647,70.0
1.048875059,70.0
5.204769586,70.0
6.706109473,70.0
1.055048213,70.0
3.126737798,70.0
0.293721278,70.0
4.585480339,70.0
9.414018639,70.0
8.142126613,70.0
1.752395066,70.0
9.424723241,70.0
0.22906276,70.0
3.957833789,70.0
6.557688916,70.0
7.481954185,70.0
1.103086579,70.0
9.378468887,70.0
1.579511251,70.0
4.723110679,70.0
4.412704343,70.0
4.719937764,70.0
2.566535724,70.0
8.640499936,70.0
1.243826386,70.0
4.722463146,70.0
6.51370129,70.0
3.346423953,70.0
4.006938427,70.0
10.0200245,70.0
0.579986461,70.0
7.566042559,70.0
9.301173814,70.0
1.990659308,70.0
3.368261334,70.0
6.461752394,70.0
2.701892227,70.0
8.271676201,70.0
10.00884135,70.0
0.10823063,70.0
3.392684051,70.0
6.441742777,70.0
4.123622714,70.0
7.584066849,70.0
9.995606538,70.0
2.196110484,70.0
4.828529163,70.0
5.023126474,70.0
2.729300006,70.0
4.805707198,70.0
6.448294867,70.0
0.083567165,70.0
6.223813741,70.0
6.446035925,70.0
2.722048228,70.0
3.399074703,70.0
3.640062734,70.0
3.401427447,70.0
4.073418551,70.0
8.58116026,70.0
0.606091527,70.0
6.210754561,70.0
3.658254918,70.0
1.98221737,70.0
0.563385891,70.0
3.649583387,70.0
2.692662623,70.0
4.07428193,70.0
2.973189143,70.0
1.961116463,70.0
0.860587323,70.0
0.152299922,70.0
2.655698751,70.0
1.933829909,70.0
0.186080732,70.0
1.21896766,70.0
0.508069317,70.0
0.504333513,70.0
1.202597664,70.0
1.193883189,70.0
0.920764945,70.0
1.191980003,70.0
1.885618083,70.0
0.936169541,70.0
1.176863034,70.0
1.870886692,70.0
0.248706523,70.0
0.949266638,70.0
3.270970144,70.0
0.262776169,70.0
1.665734766,70.0
3.96451202,70.0
0.426137199,70.0
3.088940149,70.0
4.658585853,70.0
0.413244223,70.0
5.209780285,70.0
4.659652379,70.0
0.990850267,70.0
1.687210484,70.0
2.539358315,70.0
3.928862053,70.0
9.447122275,70.0
6.071515634,70.0
1.114886152,70.0
6.622658634,70.0
3.959797975,70.0
4.638790872,70.0
10.85218371,70.0
4.676164487,70.0
2.539726723,70.0
8.019422789,70.0
3.275020881,70.0
5.364967148,70.0
10.83549177,70.0
3.287640149,70.0
3.268853634,70.0
7.296056333,70.0
3.291841738,70.0
6.08588533,70.0
12.23018209,70.0
0.494974747,70.0
4.008240649,70.0
3.045998442,70.0
2.596588836,70.0
3.989004559,70.0
7.988395528,70.0
1.615700979,70.0
6.12951921,70.0
4.453268239,70.0
3.307314257,70.0
1.883137007,70.0
5.864173515,70.0
1.904032322,70.0
4.707938932,70.0
4.461333506,70.0
3.299831646,70.0
0.234499698,70.0
3.047378971,70.0
2.596296111,70.0
3.286802877,70.0
4.468914857,70.0
4.699973431,70.0
0.248537532,70.0
5.172677685,70.0
3.296365436,70.0
3.280285604,70.0
4.476054576,70.0
6.100930972,70.0
0.441941738,70.0
10.11602524,70.0
0.488240397,70.0
5.412215411,70.0
5.169884485,70.0
4.003618677,70.0
1.169700003,70.0
7.281555412,70.0
4.013485712,70.0
1.883445712,70.0
7.275415184,70.0
5.427609585,70.0
2.587367995,70.0
10.79857641,70.0
1.21673329,70.0
4.730956581,70.0
5.145464524,70.0
5.436865473,70.0
0.219015375,70.0
7.961960056,70.0
1.929036921,70.0
5.440708072,70.0
8.663595258,70.0
4.046732315,70.0
0.508994967,70.0
4.421693477,70.0
3.342137179,70.0
6.144306584,70.0
9.372161066,70.0
1.93335525,70.0
0.187175324,70.0
1.594688515,70.0
4.045240044,70.0
4.028454816,70.0
5.846779625,70.0
1.923446841,70.0
0.197062546,70.0
2.308920102,70.0
6.151254113,70.0
3.309374247,70.0
7.267803166,70.0
1.916855732,70.0
1.612203461,70.0
1.211378151,70.0
4.023774302,70.0
3.303558163,70.0
8.682937207,70.0
4.029122169,70.0
1.196004829,70.0
2.330425851,70.0
3.313535265,70.0
5.41387161,70.0
9.399080907,70.0
3.316086974,70.0
1.894614353,70.0
3.747934802,70.0
4.014973731,70.0
6.113138248,70.0
11.5210556,70.0
1.906804803,70.0
1.195221537,70.0
1.627134192,70.0
1.1968437,70.0
6.12391002,70.0
9.397761081,70.0
2.613445942,70.0
4.012960017,70.0
3.046987403,70.0
0.217768393,70.0
5.419450168,70.0
6.577619195,70.0
3.309969377,70.0
3.298148058,70.0
5.873264154,70.0
1.898155437,70.0
7.52831354,70.0
9.409001852,70.0
1.193397761,70.0
3.303128181,70.0
6.5733829,70.0
2.609911488,70.0
8.238161011,70.0
10.11162697,70.0
0.211403058,70.0
3.312746838,70.0
6.56426773,70.0
4.028584553,70.0
7.538477379,70.0
10.10493812,70.0
2.318929309,70.0
4.736191729,70.0
5.146034635,70.0
2.623366158,70.0
4.728923424,70.0
6.562981151,70.0
0.198363288,70.0
6.145316171,70.0
6.561023576,70.0
2.622765349,70.0
3.319025641,70.0
3.739860216,70.0
3.320426989,70.0
4.014541725,70.0
8.685363036,70.0
0.505400039,70.0
6.142566575,70.0
3.744963621,70.0
1.905821134,70.0
0.490051852,70.0
3.740751016,70.0
2.614960927,70.0
4.016543848,70.0
3.044978576,70.0
1.898835032,70.0
0.92670516,70.0
0.218918508,70.0
2.601454578,70.0
1.888519034,70.0
0.232087195,70.0
1.178511302,70.0
0.469967312,70.0
0.46853884,70.0
1.172083059,70.0
1.168542022,70.0
0.949908507,70.0
1.167894083,70.0
1.869387089,70.0
0.956177229,70.0
1.161675426,70.0
1.86323686,70.0
0.257319923,70.0
0.961581788,70.0
3.271408726,70.0
0.263350619,70.0
1.672659023,70.0
3.972579497,70.0
0.435775109,70.0
3.090773988,70.0
4.673853204,70.0
0.429969829,70.0
5.211864637,70.0
4.674198694,70.0
0.979847968,70.0
1.682148611,70.0
2.553217951,70.0
3.956192331,70.0
9.452060137,70.0
6.087093868,70.0
1.134151607,70.0
6.625412278,70.0
3.970068799,70.0
4.664147236,70.0
10.86194583,70.0
4.681399465,70.0
2.55300708,70.0
8.031408427,70.0
3.273282765,70.0
5.379823374,70.0
10.85389589,70.0
3.27927995,70.0
3.270368863,70.0
7.316351465,70.0
3.281357685,70.0
6.093316387,70.0
12.25841837,70.0
0.468244973,70.0
3.993073588,70.0
3.069786239,70.0
2.58018751,70.0
3.983805844,70.0
8.015747506,70.0
1.6474282,70.0
6.11461285,70.0
4.480198871,70.0
3.289342278,70.0
1.870232818,70.0
5.89255651,70.0
1.880720374,70.0
4.696947635,70.0
4.483824395,70.0
3.285859604,70.0
0.249032465,70.0
3.069568668,70.0
2.580668483,70.0
3.279388082,70.0
4.487339217,70.0
4.69310719,70.0
0.255990556,70.0
5.192592221,70.0
3.284395225,70.0
3.276142976,70.0
4.49074833,70.0
6.100563755,70.0
0.442602998,70.0
10.13871514,70.0
0.466725568,70.0
5.403065925,70.0
5.190687557,70.0
3.991844193,70.0
1.16055855,70.0
7.306770072,70.0
3.997141511,70.0
1.871245994,70.0
7.303329163,70.0
5.41142641,70.0
2.57674505,70.0
10.83205605,70.0
1.185894746,70.0
4.710079064,70.0
5.17697123,70.0
5.416640941,70.0
0.239640007,70.0
7.998724565,70.0
1.896255477,70.0
5.418917844,70.0
8.702595515,70.0
4.015832852,70.0
0.479168831,70.0
4.460084322,70.0
3.310319568,70.0
6.124403827,70.0
9.409959473,70.0
1.899321703,70.0
0.221483563,70.0
1.631910789,70.0
4.015647979,70.0
4.006395334,70.0
5.879552247,70.0
1.894267707,70.0
0.226533065,70.0
2.342493013,70.0
6.128795677,70.0
3.292867715,70.0
7.297149572,70.0
1.890950713,70.0
1.640870815,70.0
1.184881633,70.0
4.004290087,70.0
3.289790518,70.0
8.711492268,70.0
4.007464548,70.0
1.176411505,70.0
2.353879907,70.0
3.295650674,70.0
5.404986569,70.0
9.423407589,70.0
3.297235806,70.0
1.878883733,70.0
3.769685494,70.0
3.999717789,70.0
6.10767342,70.0
11.54478915,70.0
1.886130479,70.0
1.176466163,70.0
1.648385289,70.0
1.17749315,70.0
6.114035358,70.0
9.422007777,70.0
2.593230663,70.0
3.998862975,70.0
3.065640297,70.0
0.236707387,70.0
5.408614635,70.0
6.598162003,70.0
3.294338584,70.0
3.287373809,70.0
5.89255651,70.0
1.881648361,70.0
7.52266542,70.0
9.428090416,70.0
1.176045797,70.0
3.290482287,70.0
6.595243874,70.0
2.591744813,70.0
8.231485787,70.0
10.13226922,70.0
0.232293343,70.0
3.296429757,70.0
6.589478626,70.0
4.00887438,70.0
7.528948432,70.0
10.12796707,70.0
2.344996978,70.0
4.716445435,70.0
5.172514849,70.0
2.600374431,70.0
4.712136688,70.0
6.588235303,70.0
0.223822106,70.0
6.12778452,70.0
6.586884253,70.0
2.600282452,70.0
0.0,40.0
0.0,40.0
0.0,40.0
2.828427125,40.0
5.185449729,40.0
0.176776695,40.0
2.687005769,40.0
7.188918942,40.0
1.717259326,40.0
3.447145558,40.0
3.064129385,40.0
0.424264069,40.0
1.671343301,40.0
0.883883476,40.0
7.99574591,40.0
0.454568645,40.0
2.215601248,40.0
2.563262082,40.0
1.580591629,40.0
2.828427125,40.0
5.359125078,40.0
2.404163056,40.0
0.269374012,40.0
2.442732517,40.0
2.336526755,40.0
1.561527475,40.0
1.216223664,40.0
1.550195636,40.0
0.811863341,40.0
6.237691963,40.0
1.243532615,40.0
2.899137803,40.0
1.437023459,40.0
6.187184335,40.0
4.971174947,40.0
2.079725827,40.0
0.646497629,40.0
2.121320344,40.0
1.375991574,40.0
2.10271227,40.0
5.493675762,40.0
2.598617421,40.0
0.914064863,40.0
0.202030509,40.0
2.269319437,40.0
0.144635478,40.0
0.549971941,40.0
3.612393339,40.0
1.308899786,40.0
1.487870519,40.0
4.08390243,40.0
4.002224382,40.0
1.844023567,40.0
1.658981294,40.0
0.240149473,40.0
1.152322162,40.0
0.437120556,40.0
1.123794706,40.0
4.453532183,40.0
0.902170721,40.0
0.191757771,40.0
3.288046533,40.0
3.929658997,40.0
0.307933598,40.0
2.390694355,40.0
0.265165043,40.0
2.523827281,40.0
3.878373557,40.0
3.145042101,40.0
1.008667026,40.0
1.69090752,40.0
0.424264069,40.0
1.81258358,40.0
1.090122954,40.0
1.714491785,40.0
0.993771692,40.0
0.282842712,40.0
1.814287136,40.0
3.884495694,40.0
1.0515947,40.0
1.038283375,40.0
1.025304833,40.0
0.384107387,40.0
3.87184079,40.0
1.030842416,40.0
3.173562577,40.0
2.437438669,40.0
1.71021175,40.0
3.202299676,40.0
1.068695476,40.0
0.357525901,40.0
3.841946844,40.0
1.701718517,40.0
2.513303451,40.0
4.58478913,40.0
1.737677303,40.0
3.178258901,40.0
1.045928781,40.0
0.335328989,40.0
2.467658359,40.0
2.457017502,40.0
1.732411614,40.0
1.0151533,40.0
0.305026455,40.0
2.498901634,40.0
2.474873734,40.0
1.750931077,40.0
2.468202915,40.0
1.744637292,40.0
0.373195246,40.0
3.872869251,40.0
1.034947198,40.0
4.580268249,40.0
1.035406358,40.0
1.02624347,40.0
3.889087297,40.0
0.350479013,40.0
0.347457642,40.0
3.861890882,40.0
3.128048642,40.0
2.50755514,40.0
4.590301521,40.0
1.046050528,40.0
1.066456129,40.0
4.564575482,40.0
0.319338546,40.0
3.190465797,40.0
1.043824296,40.0
3.841761252,40.0
0.397747564,40.0
1.096289583,40.0
1.789524085,40.0
0.329263463,40.0
1.07673078,40.0
1.770425249,40.0
1.055383256,40.0
1.058041258,40.0
1.050261543,40.0
0.361295436,40.0
1.045288285,40.0
1.770310503,40.0
1.050558646,40.0
1.063167643,40.0
1.055680547,40.0
0.346136187,40.0
0.343732463,40.0
0.341361894,40.0
0.339023799,40.0
0.336717515,40.0
0.334442397,40.0
2.477246576,40.0
0.353553391,40.0
1.053635932,40.0
1.74915888,40.0
1.035241301,40.0
3.186572118,40.0
1.049255224,40.0
3.150251365,40.0
3.832788986,40.0
0.295373719,40.0
3.92244139,40.0
1.78986404,40.0
0.373317245,40.0
1.737212956,40.0
0.3817509,40.0
2.487808614,40.0
0.36426713,40.0
1.767766953,40.0
3.16292674,40.0
3.846997607,40.0
0.309620721,40.0
0.307799422,40.0
3.911830497,40.0
0.328886875,40.0
2.436044171,40.0
1.093170828,40.0
0.383857967,40.0
2.490944343,40.0
3.14802341,40.0
1.020935072,40.0
1.718387988,40.0
1.807050663,40.0
1.797066958,40.0
1.728914932,40.0
2.422710119,40.0
2.409543216,40.0
1.823188836,40.0
3.219997009,40.0
0.313849534,40.0
1.718871271,40.0
1.006411239,40.0
1.109041162,40.0
3.213448618,40.0
0.32040776,40.0
1.725633647,40.0
2.420200529,40.0
1.00082806,40.0
2.521773674,40.0
0.398420572,40.0
1.010662723,40.0
3.819797939,40.0
0.282842712,40.0
1.829330976,40.0
3.227487387,40.0
3.915211931,40.0
1.733104856,40.0
3.835623125,40.0
0.298632476,40.0
1.110191806,40.0
3.919683263,40.0
1.728859164,40.0
5.239324531,40.0
0.28820466,40.0
2.528240284,40.0
1.108796549,40.0
1.007792375,40.0
0.404530856,40.0
0.301175111,40.0
5.33099859,40.0
1.732087253,40.0
1.020300196,40.0
2.423447786,40.0
0.30076035,40.0
0.404516041,40.0
1.005169729,40.0
1.704632419,40.0
0.99309219,40.0
1.123235993,40.0
1.118287817,40.0
0.40937761,40.0
1.000448022,40.0
0.292065844,40.0
2.525381361,40.0
0.301739532,40.0
1.708588488,40.0
2.405371786,40.0
0.282842712,40.0
1.830687472,40.0
0.993529781,40.0
0.989355286,40.0
1.6893639,40.0
0.274003878,40.0
1.135478524,40.0
0.426601612,40.0
0.42484605,40.0
0.423104877,40.0
0.421377919,40.0
0.284567363,40.0
0.987659269,40.0
1.687932316,40.0
0.431647513,40.0
1.134199277,40.0
0.425390932,40.0
0.984898731,40.0
0.981005851,40.0
0.977143623,40.0
2.54835738,40.0
1.129713568,40.0
0.987748383,40.0
2.392652015,40.0
1.679037338,40.0
2.553743337,40.0
1.13516376,40.0
2.391208428,40.0
3.790952705,40.0
0.95887965,40.0
3.97580794,40.0
1.143067353,40.0
0.434327761,40.0
0.271761188,40.0
2.384185318,40.0
1.147084334,40.0
0.266143512,40.0
1.848356329,40.0
0.4325525,40.0
3.091656656,40.0
3.784949752,40.0
1.865122234,40.0
2.56294299,40.0
2.553723771,40.0
0.273718754,40.0
2.386485387,40.0
1.673402169,40.0
4.673925674,40.0
1.838977353,40.0
1.832502081,40.0
6.629436208,40.0
2.378450082,40.0
0.448409178,40.0
2.56080685,40.0
3.961266016,40.0
2.394409859,40.0
0.432525797,40.0
3.954470458,40.0
2.531587077,40.0
1.81827458,40.0
2.416147917,40.0
3.817421069,40.0
3.099841849,40.0
1.138963943,40.0
3.249380326,40.0
1.829049541,40.0
3.81508775,40.0
1.130902567,40.0
1.127170216,40.0
2.533023963,40.0
1.11514217,40.0
2.412481959,40.0
2.404623712,40.0
1.692005512,40.0
2.542380692,40.0
2.534179464,40.0
0.411531599,40.0
4.523670305,40.0
0.28013176,40.0
1.835324926,40.0
1.829498497,40.0
3.233447148,40.0
2.415762284,40.0
2.408165547,40.0
0.990836148,40.0
1.126951433,40.0
3.943056506,40.0
1.003564593,40.0
3.820127966,40.0
0.421208669,40.0
0.419912642,40.0
3.943313277,40.0
1.003356411,40.0
3.115150301,40.0
2.400724239,40.0
1.13137085,40.0
1.127952811,40.0
0.28539852,40.0
0.284541468,40.0
2.398658632,40.0
2.543473646,40.0
0.420896894,40.0
0.990369142,40.0
1.127605192,40.0
0.285762917,40.0
0.989949494,40.0
0.282013262,40.0
0.986227879,40.0
1.131783157,40.0
0.281609387,40.0
0.280793128,40.0
3.100234067,40.0
1.844183392,40.0
1.133809149,40.0
1.130560412,40.0
0.282842712,40.0
3.102405821,40.0
0.273200347,40.0
1.842884529,40.0
1.132569336,40.0
0.280850862,40.0
3.805664586,40.0
2.384752282,40.0
2.557830396,40.0
1.140431271,40.0
2.547548598,40.0
3.805840653,40.0
3.795327281,40.0
1.151239966,40.0
2.558405579,40.0
4.666904756,40.0
2.397594305,40.0
3.09624141,40.0
0.267086529,40.0
1.144018288,40.0
2.55131771,40.0
0.981563322,40.0
3.09454258,40.0
0.439809044,40.0
0.438633084,40.0
1.142684558,40.0
1.139645504,40.0
1.684302094,40.0
0.269374012,40.0
0.973904327,40.0
1.849642475,40.0
0.434286055,40.0
0.272106536,40.0
2.387177723,40.0
0.265165043,40.0
0.969746443,40.0
2.559140345,40.0
0.436688684,40.0
1.680289825,40.0
3.086548366,40.0
0.962753079,40.0
3.976797473,40.0
1.145440832,40.0
1.678703885,40.0
1.674443215,40.0
1.670204119,40.0
3.976582833,40.0
1.145263628,40.0
2.384264574,40.0
1.67295439,40.0
0.258093975,40.0
0.447893073,40.0
2.562822339,40.0
0.440406457,40.0
0.971396692,40.0
1.67435902,40.0
1.670234983,40.0
3.271454715,40.0
1.147315415,40.0
1.677001413,40.0
4.494439687,40.0
0.25118635,40.0
3.981766341,40.0
3.97212526,40.0
1.846334373,40.0
1.685129173,40.0
0.270264371,40.0
0.269616255,40.0
0.26897124,40.0
1.847928223,40.0
0.978164381,40.0
3.092122528,40.0
0.968501705,40.0
1.671647237,40.0
1.85949071,40.0
1.855115438,40.0
1.850760707,40.0
2.386278388,40.0
2.557479667,40.0
1.846059662,40.0
1.8417665,40.0
3.100769876,40.0
3.799062128,40.0
0.442554129,40.0
1.852489424,40.0
0.268212917,40.0
3.089537656,40.0
3.082467776,40.0
0.452031732,40.0
3.978482345,40.0
1.147441459,40.0
0.439336186,40.0
2.383685756,40.0
0.443737438,40.0
1.853766426,40.0
0.438565105,40.0
0.437581775,40.0
4.502071363,40.0
0.964380007,40.0
1.154363632,40.0
0.446262946,40.0
2.561890201,40.0
0.971489626,40.0
3.085982575,40.0
0.44856113,40.0
1.153127982,40.0
2.561711409,40.0
0.266132093,40.0
3.793365418,40.0
0.962836031,40.0
2.567105053,40.0
2.561536496,40.0
0.971889191,40.0
2.380949183,40.0
0.964652139,40.0
1.154180746,40.0
1.857293348,40.0
0.263461627,40.0
0.262898675,40.0
3.084734487,40.0
1.15544257,40.0
1.152989401,40.0
1.150546627,40.0
0.442502341,40.0
2.380891187,40.0
0.964642514,40.0
0.448626571,40.0
1.858934808,40.0
0.443790867,40.0
0.442864372,40.0
4.497493756,40.0
0.254323229,40.0
0.451844167,40.0
2.567837048,40.0
2.5625316,40.0
2.382293774,40.0
2.377391935,40.0
0.450109039,40.0
2.56616006,40.0
3.972233799,40.0
1.681182449,40.0
2.383425097,40.0
1.672911165,40.0
1.153172114,40.0
1.856513148,40.0
0.969950514,40.0
2.379357294,40.0
0.44816627,40.0
2.375481215,40.0
0.452038203,40.0
0.0,50.0
0.0,50.0
0.0,50.0
6.01040764,50.0
5.89255651,50.0
5.480077554,50.0
1.555634919,50.0
5.421151989,50.0
5.252793232,50.0
1.50260191,50.0
2.592724864,50.0
1.48492424,50.0
1.349931128,50.0
6.422886596,50.0
6.581532348,50.0
0.202030509,50.0
3.111269837,50.0
3.049397994,50.0
0.873484847,50.0
3.181980515,50.0
1.674726587,50.0
0.247487373,50.0
1.58257232,50.0
2.185602778,50.0
1.29123847,50.0
2.592724864,50.0
1.13137085,50.0
0.271964147,50.0
1.623726683,50.0
1.843528394,50.0
0.268212917,50.0
3.676955262,50.0
1.505453147,50.0
1.966640735,50.0
2.207030256,50.0
1.455808079,50.0
2.020305089,50.0
1.276720577,50.0
0.821772746,50.0
2.177144563,50.0
0.743368667,50.0
3.411790219,50.0
2.190306371,50.0
4.899239841,50.0
4.883970093,50.0
1.31778991,50.0
4.242640687,50.0
0.0,50.0
0.0,50.0
0.0,50.0
4.848732214,50.0
2.870853532,50.0
0.734836459,50.0
0.027196415,50.0
5.523437876,50.0
0.563066511,50.0
3.612672828,50.0
0.618718434,50.0
4.081370719,50.0
0.158489451,50.0
3.631412792,50.0
4.077649105,50.0
0.533228065,50.0
1.562477887,50.0
2.233559515,50.0
4.065863992,50.0
0.870285269,50.0
1.92847304,50.0
5.065839626,50.0
2.672447688,50.0
4.724293132,50.0
2.313249327,50.0
3.674963412,50.0
3.348936283,50.0
1.578882265,50.0
0.859994734,50.0
3.639242901,50.0
3.38666932,50.0
1.248915873,50.0
4.02506937,50.0
2.309285437,50.0
1.210920363,50.0
2.592724864,50.0
2.328278426,50.0
2.998814301,50.0
4.023774302,50.0
1.880072148,50.0
4.43175064,50.0
0.512042842,50.0
2.603438603,50.0
0.22246056,50.0
1.178511302,50.0
1.864897005,50.0
4.642309737,50.0
1.003635431,50.0
3.091711565,50.0
3.237804735,50.0
2.504336517,50.0
3.819834571,50.0
5.180639478,50.0
2.571297386,50.0
2.545584412,50.0
0.28004229,50.0
0.977471139,50.0
3.93371054,50.0
1.006267342,50.0
1.104433449,50.0
1.007293622,50.0
1.804113563,50.0
0.314269681,50.0
1.712625598,50.0
2.397734813,50.0
3.93049445,50.0
1.793020767,50.0
3.829640266,50.0
0.29152648,50.0
3.916756692,50.0
3.127118782,50.0
0.997201871,50.0
0.413477694,50.0
1.812332506,50.0
1.007627163,50.0
1.700562589,50.0
1.819930568,50.0
3.207850276,50.0
1.077767594,50.0
5.243903889,50.0
3.215652267,50.0
2.488793159,50.0
3.143310613,50.0
