avg-attendance,overcrowding-threshold 
50.53413655,50.0
50.516,50.0
50.50996016,50.0
50.52777778,50.0
50.51778656,50.0
50.50393701,50.0
50.53333333,50.0
50.54296875,50.0
50.50972763,50.0
50.53100775,50.0
50.51351351,50.0
50.53076923,50.0
50.52873563,50.0
50.52671756,50.0
50.52851711,50.0
50.54545455,50.0
50.54339623,50.0
50.53759398,50.0
50.53558052,50.0
50.5261194,50.0
50.53903346,50.0
50.53333333,50.0
50.53136531,50.0
50.53676471,50.0
50.53846154,50.0
50.52919708,50.0
50.52363636,50.0
50.52536232,50.0
50.53790614,50.0
50.52877698,50.0
50.51612903,50.0
50.52857143,50.0
50.53736655,50.0
50.5212766,50.0
50.5229682,50.0
50.52112676,50.0
50.52631579,50.0
50.51748252,50.0
50.51219512,50.0
50.51388889,50.0
50.53287197,50.0
50.51034483,50.0
50.49828179,50.0
50.5239726,50.0
50.52559727,50.0
50.50680272,50.0
50.51864407,50.0
50.52027027,50.0
50.51851852,50.0
50.5,50.0
50.50167224,50.0
50.51666667,50.0
50.49833887,50.0
50.48013245,50.0
50.50165017,50.0
50.51644737,50.0
50.50491803,50.0
50.49673203,50.0
50.48859935,50.0
50.49675325,50.0
50.48220065,50.0
50.48387097,50.0
50.47266881,50.0
50.48717949,50.0
50.47284345,50.0
50.47133758,50.0
50.48888889,50.0
50.49683544,50.0
50.47634069,50.0
50.48113208,50.0
50.48902821,50.0
50.49375,50.0
50.47663551,50.0
50.47515528,50.0
50.48916409,50.0
50.4845679,50.0
50.48,50.0
50.49079755,50.0
50.50152905,50.0
50.49390244,50.0
50.48632219,50.0
50.47878788,50.0
50.48942598,50.0
50.48795181,50.0
50.47447447,50.0
50.47904192,50.0
50.49552239,50.0
50.48809524,50.0
50.47477745,50.0
50.49112426,50.0
50.49557522,50.0
50.47941176,50.0
50.47507331,50.0
50.47368421,50.0
50.47813411,50.0
50.46802326,50.0
50.46666667,50.0
50.47398844,50.0
50.4870317,50.0
50.47988506,50.0
50.47277937,50.0
50.47714286,50.0
50.48433048,50.0
50.46590909,50.0
50.47308782,50.0
50.47740113,50.0
50.47605634,50.0
50.47191011,50.0
50.4789916,50.0
50.48324022,50.0
50.47632312,50.0
50.46944444,50.0
50.46537396,50.0
50.48895028,50.0
50.47933884,50.0
50.46153846,50.0
50.48219178,50.0
50.48907104,50.0
50.47683924,50.0
50.48369565,50.0
50.48509485,50.0
50.48918919,50.0
50.47978437,50.0
50.4811828,50.0
50.47989276,50.0
50.48663102,50.0
50.47466667,50.0
50.46808511,50.0
50.48275862,50.0
50.47883598,50.0
50.46437995,50.0
50.47894737,50.0
50.48293963,50.0
50.47643979,50.0
50.46736292,50.0
50.46354167,50.0
50.46753247,50.0
50.46632124,50.0
50.45478036,50.0
50.45618557,50.0
50.46529563,50.0
50.45384615,50.0
50.44757033,50.0
50.45918367,50.0
50.47073791,50.0
50.45685279,50.0
50.45822785,50.0
50.46464646,50.0
50.47103275,50.0
50.45728643,50.0
50.46365915,50.0
50.465,50.0
50.47381546,50.0
50.45771144,50.0
50.44665012,50.0
50.46039604,50.0
50.46419753,50.0
50.45320197,50.0
50.45945946,50.0
50.46568627,50.0
50.4596577,50.0
50.44878049,50.0
50.45742092,50.0
50.4684466,50.0
50.45520581,50.0
50.45410628,50.0
50.46024096,50.0
50.47115385,50.0
50.45323741,50.0
50.44736842,50.0
50.44152745,50.0
50.4547619,50.0
50.44655582,50.0
50.44075829,50.0
50.44680851,50.0
50.45518868,50.0
50.43764706,50.0
50.44131455,50.0
50.44730679,50.0
50.44859813,50.0
50.43822844,50.0
50.44418605,50.0
50.44779582,50.0
50.44675926,50.0
50.44110855,50.0
50.43317972,50.0
50.43908046,50.0
50.44495413,50.0
50.4416476,50.0
50.44063927,50.0
50.44646925,50.0
50.44090909,50.0
50.4399093,50.0
50.43665158,50.0
50.43566591,50.0
50.44369369,50.0
50.44044944,50.0
50.43273543,50.0
50.44071588,50.0
50.44419643,50.0
50.43875278,50.0
50.43777778,50.0
50.44124169,50.0
50.44469027,50.0
50.4392936,50.0
50.44713656,50.0
50.45494505,50.0
50.45394737,50.0
50.43982495,50.0
50.44978166,50.0
50.45969499,50.0
50.45434783,50.0
50.45336226,50.0
50.46103896,50.0
50.46868251,50.0
50.45043103,50.0
50.44731183,50.0
50.44849785,50.0
50.45182013,50.0
50.44871795,50.0
50.45628998,50.0
50.46170213,50.0
50.46496815,50.0
50.45974576,50.0
50.45454545,50.0
50.46202532,50.0
50.46736842,50.0
50.45168067,50.0
50.45492662,50.0
50.4707113,50.0
50.46137787,50.0
50.45625,50.0
50.46777547,50.0
50.47302905,50.0
50.4679089,50.0
50.46487603,50.0
50.45360825,50.0
50.46296296,50.0
50.45790554,50.0
50.44672131,50.0
50.44989775,50.0
50.46326531,50.0
50.45824847,50.0
50.45325203,50.0
50.46450304,50.0
50.46963563,50.0
50.46262626,50.0
50.45766129,50.0
50.45674044,50.0
50.45983936,50.0
50.45290581,50.0
0.0,60.0
0.0,60.0
55.0,60.0
55.5,60.0
52.66666667,60.0
52.25,60.0
53.4,60.0
53.33333333,60.0
55.85714286,60.0
57.125,60.0
56.66666667,60.0
56.5,60.0
56.36363636,60.0
57.08333333,60.0
57.0,60.0
56.71428571,60.0
56.46666667,60.0
56.375,60.0
56.58823529,60.0
57.11111111,60.0
57.21052632,60.0
57.25,60.0
57.76190476,60.0
57.59090909,60.0
57.7826087,60.0
57.70833333,60.0
57.84,60.0
57.69230769,60.0
57.7037037,60.0
57.60714286,60.0
57.75862069,60.0
57.9,60.0
57.77419355,60.0
58.125,60.0
58.15151515,60.0
58.35294118,60.0
58.17142857,60.0
58.25,60.0
58.24324324,60.0
58.28947368,60.0
58.33333333,60.0
58.3,60.0
58.29268293,60.0
58.16666667,60.0
58.34883721,60.0
58.40909091,60.0
58.51111111,60.0
58.47826087,60.0
58.5106383,60.0
58.47916667,60.0
58.53061224,60.0
58.56,60.0
58.50980392,60.0
58.51923077,60.0
58.39622642,60.0
58.53703704,60.0
58.50909091,60.0
58.60714286,60.0
58.64912281,60.0
58.65517241,60.0
58.6440678,60.0
58.65,60.0
58.63934426,60.0
58.66129032,60.0
58.68253968,60.0
58.609375,60.0
58.70769231,60.0
58.71212121,60.0
58.73134328,60.0
58.76470588,60.0
58.8115942,60.0
58.8,60.0
58.81690141,60.0
58.80555556,60.0
58.78082192,60.0
58.81081081,60.0
58.8,60.0
58.80263158,60.0
58.81818182,60.0
58.85897436,60.0
58.87341772,60.0
58.9125,60.0
58.90123457,60.0
58.92682927,60.0
58.91566265,60.0
58.9047619,60.0
58.90588235,60.0
58.89534884,60.0
58.89655172,60.0
58.89772727,60.0
58.93258427,60.0
58.95555556,60.0
59.01098901,60.0
59.01086957,60.0
59.02150538,60.0
59.0212766,60.0
59.01052632,60.0
59.0,60.0
59.0,60.0
58.98979592,60.0
58.97979798,60.0
59.01,60.0
59.01980198,60.0
59.06862745,60.0
59.08737864,60.0
59.09615385,60.0
59.11428571,60.0
59.06603774,60.0
59.07476636,60.0
59.06481481,60.0
59.05504587,60.0
59.05454545,60.0
59.06306306,60.0
59.04464286,60.0
59.08849558,60.0
59.10526316,60.0
59.09565217,60.0
59.12068966,60.0
59.07692308,60.0
59.11016949,60.0
59.1092437,60.0
59.11666667,60.0
59.09090909,60.0
59.09016393,60.0
59.06504065,60.0
59.08870968,60.0
59.104,60.0
59.0952381,60.0
59.14173228,60.0
59.125,60.0
59.14728682,60.0
59.13076923,60.0
59.14503817,60.0
59.13636364,60.0
59.15037594,60.0
59.1119403,60.0
59.11111111,60.0
59.10294118,60.0
59.08759124,60.0
59.14492754,60.0
59.13669065,60.0
59.17857143,60.0
59.16312057,60.0
59.17605634,60.0
59.13986014,60.0
59.15277778,60.0
59.15862069,60.0
59.16438356,60.0
59.15646259,60.0
59.12837838,60.0
59.16778523,60.0
59.14,60.0
59.19205298,60.0
59.15789474,60.0
59.15686275,60.0
59.16233766,60.0
59.11612903,60.0
59.14102564,60.0
59.17197452,60.0
59.17721519,60.0
59.14465409,60.0
59.16875,60.0
59.16770186,60.0
59.19135802,60.0
59.19631902,60.0
59.15853659,60.0
59.16363636,60.0
59.1626506,60.0
59.18562874,60.0
59.18452381,60.0
59.20710059,60.0
59.18235294,60.0
59.16959064,60.0
59.16860465,60.0
59.16763006,60.0
59.1954023,60.0
59.18857143,60.0
59.22727273,60.0
59.20903955,60.0
59.21910112,60.0
59.20670391,60.0
59.22222222,60.0
59.22099448,60.0
59.23076923,60.0
59.21857923,60.0
59.19565217,60.0
59.21081081,60.0
59.19354839,60.0
59.20855615,60.0
59.20212766,60.0
59.23809524,60.0
59.22105263,60.0
59.23560209,60.0
59.23958333,60.0
59.22279793,60.0
59.23195876,60.0
59.21025641,60.0
59.21938776,60.0
59.20812183,60.0
59.24747475,60.0
59.23115578,60.0
59.235,60.0
59.24875622,60.0
59.23762376,60.0
59.24630542,60.0
59.24019608,60.0
59.23414634,60.0
59.21359223,60.0
59.22705314,60.0
59.22596154,60.0
59.25358852,60.0
59.26666667,60.0
59.26540284,60.0
59.26886792,60.0
59.25352113,60.0
59.26168224,60.0
59.26046512,60.0
59.25,60.0
59.22580645,60.0
59.23394495,60.0
59.21917808,60.0
59.24090909,60.0
59.26696833,60.0
59.26576577,60.0
59.26457399,60.0
59.26785714,60.0
59.26666667,60.0
59.25663717,60.0
59.25991189,60.0
59.24561404,60.0
59.2489083,60.0
59.23043478,60.0
59.24675325,60.0
59.25862069,60.0
59.27038627,60.0
59.27777778,60.0
59.26808511,60.0
59.27542373,60.0
59.26582278,60.0
59.2605042,60.0
59.25104603,60.0
59.2625,60.0
59.23651452,60.0
59.25206612,60.0
59.25514403,60.0
59.26639344,60.0
59.27346939,60.0
59.26422764,60.0
59.27935223,60.0
59.27016129,60.0
59.27309237,60.0
59.248,60.0
59.26294821,60.0
59.23412698,60.0
59.24901186,60.0
59.2519685,60.0
59.25490196,60.0
59.26953125,60.0
59.26070039,60.0
59.28294574,60.0
59.27027027,60.0
59.28846154,60.0
59.2605364,60.0
59.26717557,60.0
59.25855513,60.0
59.26136364,60.0
59.25660377,60.0
59.2593985,60.0
59.26966292,60.0
59.24626866,60.0
59.27881041,60.0
59.27407407,60.0
59.29520295,60.0
59.27205882,60.0
59.26739927,60.0
59.27007299,60.0
59.26545455,60.0
59.26449275,60.0
59.2599278,60.0
59.27338129,60.0
59.25448029,60.0
59.28571429,60.0
59.26690391,60.0
59.28014184,60.0
59.28268551,60.0
59.27112676,60.0
59.26666667,60.0
59.25874126,60.0
59.26132404,60.0
59.25,60.0
59.26989619,60.0
59.26551724,60.0
59.28178694,60.0
59.28767123,60.0
59.29692833,60.0
59.29931973,60.0
59.30169492,60.0
59.28716216,60.0
59.28956229,60.0
59.2852349,60.0
59.27424749,60.0
59.28333333,60.0
59.27242525,60.0
59.28476821,60.0
59.28712871,60.0
59.30263158,60.0
59.29836066,60.0
59.29738562,60.0
59.28990228,60.0
59.29220779,60.0
59.28478964,60.0
59.28064516,60.0
59.28617363,60.0
59.2724359,60.0
59.29073482,60.0
59.28025478,60.0
59.2984127,60.0
59.30063291,60.0
59.31230284,60.0
59.30503145,60.0
59.30094044,60.0
59.29375,60.0
59.27725857,60.0
59.29192547,60.0
59.28173375,60.0
59.29012346,60.0
59.28307692,60.0
59.30674847,60.0
59.31192661,60.0
59.32012195,60.0
59.32218845,60.0
59.31515152,60.0
59.31117825,60.0
59.30120482,60.0
59.30630631,60.0
59.30239521,60.0
59.30447761,60.0
59.29166667,60.0
59.30267062,60.0
59.31952663,60.0
59.32743363,60.0
59.33235294,60.0
59.32258065,60.0
59.32163743,60.0
59.32069971,60.0
59.31104651,60.0
59.31594203,60.0
59.30924855,60.0
59.30259366,60.0
59.30747126,60.0
59.32091691,60.0
59.31714286,60.0
59.33048433,60.0
59.32670455,60.0
59.33427762,60.0
59.33333333,60.0
59.32394366,60.0
59.32022472,60.0
59.31932773,60.0
59.31284916,60.0
59.30640669,60.0
59.32222222,60.0
59.31301939,60.0
59.32320442,60.0
59.33333333,60.0
59.33791209,60.0
59.33972603,60.0
59.33606557,60.0
59.33514986,60.0
59.33423913,60.0
59.33604336,60.0
59.32702703,60.0
59.33423181,60.0
59.3172043,60.0
59.31903485,60.0
59.32352941,60.0
59.33333333,60.0
59.34042553,60.0
59.34217507,60.0
59.34391534,60.0
59.33509235,60.0
59.33947368,60.0
59.33333333,60.0
59.34293194,60.0
59.32375979,60.0
59.32552083,60.0
59.31948052,60.0
59.32124352,60.0
59.33591731,60.0
59.33505155,60.0
59.34190231,60.0
59.34102564,60.0
59.34782609,60.0
59.34183673,60.0
59.34351145,60.0
59.34010152,60.0
59.33924051,60.0
59.33333333,60.0
59.32745592,60.0
59.33668342,60.0
59.3358396,60.0
59.3425,60.0
59.33665835,60.0
59.35572139,60.0
59.35235732,60.0
59.35148515,60.0
59.34567901,60.0
59.33743842,60.0
59.32923833,60.0
59.33333333,60.0
59.33496333,60.0
59.33658537,60.0
59.34549878,60.0
59.33980583,60.0
59.35835351,60.0
59.35990338,60.0
59.36385542,60.0
59.35336538,60.0
59.35491607,60.0
59.34449761,60.0
59.34606205,60.0
59.34047619,60.0
59.33254157,60.0
59.33649289,60.0
59.3356974,60.0
59.35141509,60.0
59.35529412,60.0
59.36619718,60.0
59.36299766,60.0
59.35280374,60.0
59.35431235,60.0
59.35581395,60.0
59.34570766,60.0
59.34722222,60.0
59.33949192,60.0
59.32718894,60.0
59.34712644,60.0
59.34862385,60.0
59.35469108,60.0
59.35616438,60.0
59.35763098,60.0
59.36136364,60.0
59.35147392,60.0
59.34615385,60.0
59.3476298,60.0
59.35585586,60.0
59.34157303,60.0
59.34753363,60.0
59.34004474,60.0
59.35044643,60.0
59.36080178,60.0
59.36,60.0
59.36585366,60.0
59.36504425,60.0
59.35540839,60.0
59.35242291,60.0
59.35824176,60.0
59.35087719,60.0
59.35448578,60.0
59.34279476,60.0
59.33769063,60.0
59.35652174,60.0
59.35574837,60.0
59.36363636,60.0
59.3650108,60.0
59.36853448,60.0
59.35698925,60.0
59.35622318,60.0
59.35760171,60.0
59.35683761,60.0
59.36034115,60.0
59.34893617,60.0
59.36305732,60.0
59.36228814,60.0
59.36786469,60.0
59.36708861,60.0
59.37473684,60.0
59.36344538,60.0
59.35849057,60.0
59.35983264,60.0
59.34655532,60.0
59.34375,60.0
59.33887734,60.0
59.34439834,60.0
59.35196687,60.0
59.36983471,60.0
59.36907216,60.0
59.37037037,60.0
59.36755647,60.0
59.35655738,60.0
59.36400818,60.0
59.35918367,60.0
59.35234216,60.0
59.35162602,60.0
59.34482759,60.0
59.34817814,60.0
59.36969697,60.0
59.36895161,60.0
59.37424547,60.0
59.37349398,60.0
59.36873747,60.0
0.0,70.0
0.0,70.0
72.0,70.0
66.5,70.0
62.0,70.0
66.0,70.0
65.2,70.0
65.66666667,70.0
64.42857143,70.0
63.0,70.0
61.11111111,70.0
60.6,70.0
59.90909091,70.0
60.5,70.0
60.15384615,70.0
60.28571429,70.0
60.73333333,70.0
61.5,70.0
61.88235294,70.0
62.11111111,70.0
62.52631579,70.0
62.5,70.0
62.19047619,70.0
61.72727273,70.0
61.86956522,70.0
61.79166667,70.0
61.72,70.0
61.73076923,70.0
62.18518519,70.0
62.25,70.0
62.31034483,70.0
62.6,70.0
62.64516129,70.0
62.5625,70.0
62.60606061,70.0
62.61764706,70.0
62.45714286,70.0
62.52777778,70.0
62.59459459,70.0
62.63157895,70.0
62.76923077,70.0
62.95,70.0
62.97560976,70.0
63.02380952,70.0
63.02325581,70.0
63.09090909,70.0
63.06666667,70.0
62.97826087,70.0
63.04255319,70.0
63.125,70.0
63.14285714,70.0
63.18,70.0
63.33333333,70.0
63.38461538,70.0
63.35849057,70.0
63.44444444,70.0
63.52727273,70.0
63.48214286,70.0
63.42105263,70.0
63.44827586,70.0
63.45762712,70.0
63.46666667,70.0
63.47540984,70.0
63.5,70.0
63.57142857,70.0
63.59375,70.0
63.64615385,70.0
63.71212121,70.0
63.71641791,70.0
63.64705882,70.0
63.68115942,70.0
63.72857143,70.0
63.66197183,70.0
63.65277778,70.0
63.7260274,70.0
63.77027027,70.0
63.78666667,70.0
63.84210526,70.0
63.85714286,70.0
63.85897436,70.0
63.86075949,70.0
63.8625,70.0
63.90123457,70.0
63.87804878,70.0
63.85542169,70.0
63.9047619,70.0
63.94117647,70.0
63.90697674,70.0
63.93103448,70.0
63.98863636,70.0
63.97752809,70.0
63.95555556,70.0
64.0,70.0
64.0,70.0
63.95698925,70.0
63.95744681,70.0
63.97894737,70.0
63.97916667,70.0
63.98969072,70.0
64.01020408,70.0
64.02020202,70.0
64.05,70.0
64.06930693,70.0
64.07843137,70.0
64.08737864,70.0
64.07692308,70.0
64.05714286,70.0
64.0754717,70.0
64.08411215,70.0
64.08333333,70.0
64.09174312,70.0
64.11818182,70.0
64.14414414,70.0
64.15178571,70.0
64.15929204,70.0
64.18421053,70.0
64.20869565,70.0
64.18103448,70.0
64.16239316,70.0
64.19491525,70.0
64.20168067,70.0
64.16666667,70.0
64.18181818,70.0
64.22131148,70.0
64.17886179,70.0
64.19354839,70.0
64.224,70.0
64.21428571,70.0
64.22834646,70.0
64.2421875,70.0
64.24031008,70.0
64.26153846,70.0
64.24427481,70.0
64.23484848,70.0
64.27067669,70.0
64.25373134,70.0
64.24444444,70.0
64.27941176,70.0
64.29927007,70.0
64.26811594,70.0
64.28776978,70.0
64.31428571,70.0
64.27659574,70.0
64.27464789,70.0
64.29370629,70.0
64.28472222,70.0
64.28965517,70.0
64.30136986,70.0
64.29931973,70.0
64.32432432,70.0
64.34228188,70.0
64.34666667,70.0
64.35761589,70.0
64.35526316,70.0
64.33986928,70.0
64.35064935,70.0
64.37419355,70.0
64.3525641,70.0
64.34394904,70.0
64.37341772,70.0
64.38993711,70.0
64.36875,70.0
64.38509317,70.0
64.40740741,70.0
64.39263804,70.0
64.39634146,70.0
64.40606061,70.0
64.40361446,70.0
64.41317365,70.0
64.41666667,70.0
64.3964497,70.0
64.40588235,70.0
64.42690058,70.0
64.41860465,70.0
64.41040462,70.0
64.43103448,70.0
64.44571429,70.0
64.42613636,70.0
64.42937853,70.0
64.44382022,70.0
64.44692737,70.0
64.43888889,70.0
64.44751381,70.0
64.45054945,70.0
64.44808743,70.0
64.43478261,70.0
64.44324324,70.0
64.45698925,70.0
64.45454545,70.0
64.45212766,70.0
64.47089947,70.0
64.48947368,70.0
64.47120419,70.0
64.46354167,70.0
64.48186528,70.0
64.47938144,70.0
64.45641026,70.0
64.45918367,70.0
64.46700508,70.0
64.46464646,70.0
64.46733668,70.0
64.475,70.0
64.48258706,70.0
64.49009901,70.0
64.48768473,70.0
64.49509804,70.0
64.50243902,70.0
64.49029126,70.0
64.48309179,70.0
64.5,70.0
64.50717703,70.0
64.48571429,70.0
64.48815166,70.0
64.51415094,70.0
64.50704225,70.0
64.4953271,70.0
64.50697674,70.0
64.50462963,70.0
64.50691244,70.0
64.50917431,70.0
64.51141553,70.0
64.51818182,70.0
64.51131222,70.0
64.51801802,70.0
64.53363229,70.0
64.53125,70.0
64.51555556,70.0
64.53539823,70.0
64.55947137,70.0
64.52631579,70.0
64.51965066,70.0
64.53478261,70.0
64.54545455,70.0
64.54741379,70.0
64.55364807,70.0
64.53846154,70.0
64.55744681,70.0
64.56355932,70.0
64.56540084,70.0
64.56722689,70.0
64.56485356,70.0
64.5625,70.0
64.56431535,70.0
64.57438017,70.0
64.56790123,70.0
64.56557377,70.0
64.5755102,70.0
64.57723577,70.0
64.5708502,70.0
64.57258065,70.0
64.58232932,70.0
64.588,70.0
64.57768924,70.0
64.57539683,70.0
64.58893281,70.0
64.59055118,70.0
64.57254902,70.0
64.578125,70.0
64.58754864,70.0
64.57364341,70.0
64.56370656,70.0
64.57692308,70.0
64.59003831,70.0
64.58778626,70.0
64.58935361,70.0
64.59848485,70.0
64.61132075,70.0
64.60150376,70.0
64.58801498,70.0
64.59328358,70.0
64.60223048,70.0
64.58148148,70.0
64.58671587,70.0
64.61029412,70.0
64.6007326,70.0
64.60583942,70.0
64.61818182,70.0
64.61594203,70.0
64.63176895,70.0
64.63309353,70.0
64.62365591,70.0
64.61785714,70.0
64.62989324,70.0
64.62411348,70.0
64.61837456,70.0
64.61619718,70.0
64.62105263,70.0
64.62937063,70.0
64.63066202,70.0
64.62847222,70.0
64.63321799,70.0
64.63793103,70.0
64.63573883,70.0
64.6369863,70.0
64.64505119,70.0
64.6462585,70.0
64.63728814,70.0
64.63513514,70.0
64.64309764,70.0
64.65436242,70.0
64.64214047,70.0
64.64,70.0
64.65448505,70.0
64.65231788,70.0
64.64686469,70.0
64.65789474,70.0
64.6557377,70.0
64.64052288,70.0
64.64820847,70.0
64.65909091,70.0
64.65048544,70.0
64.6483871,70.0
64.65273312,70.0
64.6474359,70.0
64.65495208,70.0
64.66242038,70.0
64.66349206,70.0
64.67088608,70.0
64.67192429,70.0
64.66981132,70.0
64.67084639,70.0
64.675,70.0
64.66978193,70.0
64.66149068,70.0
64.6625387,70.0
64.66049383,70.0
64.66153846,70.0
64.67177914,70.0
64.67278287,70.0
64.67682927,70.0
64.68693009,70.0
64.69090909,70.0
64.67975831,70.0
64.68072289,70.0
64.68768769,70.0
64.68862275,70.0
64.68059701,70.0
64.68154762,70.0
64.6884273,70.0
64.68639053,70.0
64.68436578,70.0
64.69411765,70.0
64.69794721,70.0
64.69005848,70.0
64.6851312,70.0
64.69186047,70.0
64.69855072,70.0
64.68208092,70.0
64.67435159,70.0
64.68678161,70.0
64.68767908,70.0
64.68,70.0
64.68660969,70.0
64.68465909,70.0
64.68838527,70.0
64.6920904,70.0
64.69859155,70.0
64.70224719,70.0
64.68907563,70.0
64.68994413,70.0
64.69359331,70.0
64.68611111,70.0
64.68421053,70.0
64.69060773,70.0
64.68870523,70.0
64.68956044,70.0
64.69041096,70.0
64.69398907,70.0
64.69754768,70.0
64.69565217,70.0
64.69647696,70.0
64.7,70.0
64.70080863,70.0
64.69892473,70.0
64.69436997,70.0
64.68983957,70.0
64.69333333,70.0
64.69946809,70.0
64.70026525,70.0
64.7010582,70.0
64.70448549,70.0
64.70789474,70.0
64.70603675,70.0
64.70942408,70.0
64.7154047,70.0
64.71614583,70.0
64.71168831,70.0
64.71243523,70.0
64.71059432,70.0
64.70618557,70.0
64.70179949,70.0
64.70769231,70.0
64.71611253,70.0
64.71173469,70.0
64.70992366,70.0
64.72081218,70.0
64.72911392,70.0
64.71464646,70.0
64.71284635,70.0
64.72110553,70.0
64.71679198,70.0
64.71,70.0
64.71321696,70.0
64.71144279,70.0
64.7146402,70.0
64.71287129,70.0
64.71604938,70.0
64.72660099,70.0
64.71744472,70.0
64.71078431,70.0
64.71882641,70.0
64.72439024,70.0
64.71289538,70.0
64.7184466,70.0
64.72639225,70.0
64.72222222,70.0
64.72771084,70.0
64.73317308,70.0
64.72422062,70.0
64.72009569,70.0
64.72553699,70.0
64.72619048,70.0
64.72684086,70.0
64.72511848,70.0
64.72340426,70.0
64.73820755,70.0
64.73411765,70.0
64.73004695,70.0
64.73770492,70.0
64.74065421,70.0
64.72261072,70.0
64.72790698,70.0
64.73317865,70.0
64.72453704,70.0
64.7182448,70.0
64.72580645,70.0
64.72643678,70.0
64.72706422,70.0
64.73226545,70.0
64.73744292,70.0
64.74031891,70.0
64.73409091,70.0
64.7324263,70.0
64.739819,70.0
64.72911964,70.0
64.72522523,70.0
64.73483146,70.0
64.73766816,70.0
64.72930649,70.0
64.73214286,70.0
64.74387528,70.0
64.74666667,70.0
64.74722838,70.0
64.74557522,70.0
64.74613687,70.0
64.74889868,70.0
64.74285714,70.0
64.74561404,70.0
64.74835886,70.0
64.7489083,70.0
64.74727669,70.0
64.75217391,70.0
64.75488069,70.0
64.74891775,70.0
64.74946004,70.0
64.75431034,70.0
64.75483871,70.0
64.75107296,70.0
64.75374732,70.0
64.7542735,70.0
64.75053305,70.0
64.74893617,70.0
64.7537155,70.0
64.75847458,70.0
64.75475687,70.0
64.75316456,70.0
64.75578947,70.0
64.76260504,70.0
64.76310273,70.0
64.76150628,70.0
64.75991649,70.0
64.7625,70.0
64.75675676,70.0
64.75726141,70.0
64.76190476,70.0
64.76033058,70.0
64.75463918,70.0
64.76131687,70.0
64.77207392,70.0
64.76844262,70.0
64.76687117,70.0
64.7755102,70.0
64.77596741,70.0
64.76829268,70.0
64.76064909,70.0
64.75910931,70.0
64.76161616,70.0
64.75806452,70.0
64.76458753,70.0
64.76907631,70.0
64.76753507,70.0
0.0,40.0
0.0,40.0
58.0,40.0
56.0,40.0
53.66666667,40.0
54.75,40.0
52.6,40.0
51.5,40.0
51.0,40.0
51.125,40.0
50.22222222,40.0
50.5,40.0
50.09090909,40.0
50.25,40.0
50.07692308,40.0
50.0,40.0
49.46666667,40.0
48.6875,40.0
48.64705882,40.0
48.55555556,40.0
48.42105263,40.0
48.4,40.0
48.0,40.0
47.68181818,40.0
47.34782609,40.0
47.33333333,40.0
47.52,40.0
47.73076923,40.0
47.48148148,40.0
47.07142857,40.0
47.06896552,40.0
47.03333333,40.0
47.06451613,40.0
46.8125,40.0
46.78787879,40.0
46.67647059,40.0
46.45714286,40.0
46.36111111,40.0
46.35135135,40.0
46.39473684,40.0
46.20512821,40.0
46.1,40.0
46.09756098,40.0
46.02380952,40.0
46.0,40.0
45.95454545,40.0
46.02222222,40.0
45.91304348,40.0
45.85106383,40.0
45.89583333,40.0
45.7755102,40.0
45.78,40.0
45.62745098,40.0
45.61538462,40.0
45.58490566,40.0
45.51851852,40.0
45.54545455,40.0
45.46428571,40.0
45.47368421,40.0
45.29310345,40.0
45.27118644,40.0
45.33333333,40.0
45.31147541,40.0
45.29032258,40.0
45.3015873,40.0
45.34375,40.0
45.21538462,40.0
45.18181818,40.0
45.29850746,40.0
45.30882353,40.0
45.26086957,40.0
45.11428571,40.0
45.16901408,40.0
45.15277778,40.0
45.15068493,40.0
45.13513514,40.0
45.04,40.0
45.09210526,40.0
45.0,40.0
44.94871795,40.0
44.97468354,40.0
45.0125,40.0
45.02469136,40.0
44.97560976,40.0
44.97590361,40.0
45.02380952,40.0
45.03529412,40.0
45.0,40.0
44.97701149,40.0
44.96590909,40.0
44.96629213,40.0
44.92222222,40.0
44.91208791,40.0
44.90217391,40.0
44.88172043,40.0
44.86170213,40.0
44.84210526,40.0
44.84375,40.0
44.86597938,40.0
44.83673469,40.0
44.84848485,40.0
44.82,40.0
44.85148515,40.0
44.8627451,40.0
44.84466019,40.0
44.84615385,40.0
44.8,40.0
44.79245283,40.0
44.73831776,40.0
44.74074074,40.0
44.7706422,40.0
44.75454545,40.0
44.78378378,40.0
44.73214286,40.0
44.72566372,40.0
44.72807018,40.0
44.71304348,40.0
44.72413793,40.0
44.71794872,40.0
44.72881356,40.0
44.69747899,40.0
44.66666667,40.0
44.69421488,40.0
44.69672131,40.0
44.69105691,40.0
44.66935484,40.0
44.648,40.0
44.63492063,40.0
44.63779528,40.0
44.6328125,40.0
44.6124031,40.0
44.6,40.0
44.58015267,40.0
44.59090909,40.0
44.58646617,40.0
44.58208955,40.0
44.55555556,40.0
44.55882353,40.0
44.5620438,40.0
44.56521739,40.0
44.56115108,40.0
44.54285714,40.0
44.53900709,40.0
44.52112676,40.0
44.53146853,40.0
44.52083333,40.0
44.51724138,40.0
44.50684932,40.0
44.48979592,40.0
44.52027027,40.0
44.52348993,40.0
44.53333333,40.0
44.49668874,40.0
44.47368421,40.0
44.48366013,40.0
44.49350649,40.0
44.52258065,40.0
44.48076923,40.0
44.46496815,40.0
44.46202532,40.0
44.43396226,40.0
44.44375,40.0
44.45962733,40.0
44.5,40.0
44.47239264,40.0
44.43902439,40.0
