attendance,std 
51.0,4.695977439
41.0,2.366843531
40.0,3.063313806
59.0,10.3359505
45.0,0.434955718
32.0,8.727441231
51.0,4.69152076
37.0,5.190259979
44.0,0.239697214
59.0,10.33188118
48.0,2.545108246
25.0,13.672313
61.0,11.74412132
37.0,5.209019955
41.0,2.372683884
50.0,3.978060997
50.0,3.964932083
33.0,8.029383581
50.0,3.978345038
44.0,0.263431938
41.0,2.376984359
57.0,8.907708802
46.0,1.125878758
28.0,11.56461736
54.0,6.798229182
43.0,0.97680456
42.0,1.678531433
52.0,5.375362696
48.0,2.538850062
30.0,10.1568281
56.0,8.201992538
42.0,1.692164341
39.0,3.801530187
54.0,6.783805682
48.0,2.533248593
31.0,9.458102194
52.0,5.374449374
39.0,3.80615502
45.0,0.435142635
52.0,5.368372035
48.0,2.532177495
28.0,11.57456192
54.0,6.789514656
41.0,2.395592065
45.0,0.431527401
51.0,4.660089269
44.0,0.288788355
30.0,10.15777945
53.0,6.087450618
43.0,0.980689762
45.0,0.43223738
51.0,4.661047067
46.0,1.122193063
30.0,10.16154039
52.0,5.378988242
44.0,0.277053534
43.0,0.981291043
51.0,4.661971453
48.0,2.533286903
31.0,9.460107775
49.0,3.258396954
45.0,0.428734284
44.0,0.277574868
52.0,5.363910012
48.0,2.528259289
33.0,8.055392592
43.0,0.981536325
52.0,5.367220116
36.0,5.929737712
51.0,4.663726748
58.0,9.586545717
29.0,10.8890494
40.0,3.102209416
47.0,1.842406002
49.0,3.247598458
45.0,0.418013401
52.0,5.352973649
31.0,9.470180105
40.0,3.097708885
53.0,6.078027141
44.0,0.285154778
43.0,0.989565196
56.0,8.180593086
33.0,8.061017306
42.0,1.692481999
44.0,0.277520403
50.0,3.954489934
45.0,0.417835825
45.0,0.416721596
37.0,5.22619613
45.0,0.42951579
46.0,1.133615633
41.0,2.395580757
44.0,0.273538676
52.0,5.369186136
38.0,4.518449353
41.0,2.390870187
44.0,0.268847891
42.0,1.678689865
47.0,1.852033564
52.0,5.373646107
33.0,8.040605976
46.0,1.1488213
47.0,1.851169291
38.0,4.501250073
42.0,1.668555542
60.0,11.03122564
35.0,6.629574745
42.0,1.67557455
45.0,0.444620173
40.0,3.083128056
44.0,0.254060979
57.0,8.915925354
37.0,5.213144744
39.0,3.789457538
49.0,3.273447064
40.0,3.082845197
44.0,0.253788325
56.0,8.211168375
38.0,4.505628677
37.0,5.199927755
51.0,4.688048635
40.0,3.082570638
44.0,0.253523651
57.0,8.917115443
38.0,4.506947591
34.0,7.317613518
53.0,6.102638959
39.0,3.787706927
48.0,2.570061185
53.0,6.090953377
43.0,0.977769664
31.0,9.440466191
53.0,6.101321369
41.0,2.378297392
46.0,1.154494247
55.0,7.500681152
46.0,1.134039177
28.0,11.56660316
53.0,6.096721144
40.0,3.088417206
45.0,0.446072035
57.0,8.910534403
51.0,4.65703815
24.0,14.40135342
57.0,8.912491721
38.0,4.512092463
41.0,2.385263428
55.0,7.496957413
53.0,6.068792604
27.0,12.28780068
53.0,6.083055597
45.0,0.425230502
43.0,0.986735372
55.0,7.481542497
48.0,2.526066985
29.0,10.88433666
56.0,8.189060966
39.0,3.82314363
42.0,1.69800754
53.0,6.06656489
51.0,4.641966615
27.0,12.30113824
54.0,6.775654312
41.0,2.411375232
44.0,0.289413174
54.0,6.766684098
46.0,1.107385289
28.0,11.59499713
55.0,7.480445422
38.0,4.530434694
45.0,0.418397244
55.0,7.473148138
50.0,3.929054202
24.0,14.42436479
52.0,5.362991691
43.0,0.998807419
44.0,0.291071972
60.0,10.99893193
45.0,0.391488304
26.0,13.01561005
57.0,8.885673035
39.0,3.834056598
41.0,2.414694434
49.0,3.235276249
50.0,3.934030524
36.0,5.952852437
51.0,4.643931244
41.0,2.422026806
41.0,2.416938515
50.0,3.938747836
46.0,1.107997864
36.0,5.95062095
50.0,3.940647166
40.0,3.123912495
44.0,0.29487233
48.0,2.52830934
45.0,0.40614811
35.0,6.6511776
49.0,3.241633557
42.0,1.704606491
43.0,0.995455653
50.0,3.946205329
44.0,0.295830388
36.0,5.940561044
50.0,3.950887279
42.0,1.702506591
42.0,1.699060221
48.0,2.53844192
45.0,0.416280605
37.0,5.230029231
48.0,2.543028605
39.0,3.813275247
62.0,0.0
35.0,0.0
29.0,0.0
64.0,12.37436867
45.0,0.707106781
59.0,6.894291117
65.0,8.909545443
52.0,0.23570226
40.0,7.47512883
50.0,0.353553391
47.0,2.199887764
61.0,6.929646456
61.0,6.299678596
47.0,3.299831646
38.0,8.920424009
49.0,1.060660172
38.0,8.249579114
59.0,6.187184335
74.0,15.80591629
48.0,2.435590024
40.0,7.666526154
49.0,1.237436867
33.0,11.95347178
53.0,2.089179126
74.0,16.20196842
58.0,4.684582425
41.0,7.042783541
51.0,0.027196415
30.0,14.27308132
45.0,3.535533906
69.0,12.97175199
64.0,9.121677477
42.0,6.227101654
62.0,7.667689158
29.0,15.19208206
38.0,8.568470407
67.0,11.59655121
66.0,10.58695986
48.0,2.083098355
60.0,6.233704518
31.0,13.90643336
36.0,10.11162697
60.0,6.691644661
65.0,9.983674315
49.0,1.299103156
63.0,8.404928331
41.0,6.992500392
28.0,15.83304314
59.0,5.957750752
58.0,5.141255555
58.0,5.036331972
65.0,9.786357852
45.0,4.270370365
31.0,13.89736789
52.0,0.933914617
54.0,2.304644324
53.0,1.568491406
65.0,9.874241123
48.0,2.108914961
34.0,11.80136835
47.0,2.564760189
54.0,2.345237491
51.0,0.220246374
69.0,12.73932701
50.0,0.684658947
36.0,10.41877648
42.0,6.081118318
53.0,1.671343301
44.0,4.622578659
69.0,12.86310424
57.0,4.314376158
40.0,7.596347135
39.0,8.186503861
48.0,1.797229736
43.0,5.259712085
64.0,9.459942073
63.0,8.636130821
41.0,6.82916286
42.0,6.042548857
46.0,3.172915044
39.0,8.019843999
61.0,7.442298872
73.0,15.73094345
39.0,8.209337265
45.0,3.918905052
39.0,8.064384481
41.0,6.571933613
54.0,2.58998414
83.0,22.8306086
40.0,7.488903637
46.0,3.209788085
44.0,4.572623852
34.0,11.51573901
48.0,1.598676201
81.0,21.50212879
53.0,1.685020415
50.0,0.431707298
39.0,8.124362288
32.0,12.93932512
46.0,3.008811508
73.0,15.92061632
50.0,0.339411255
57.0,4.56468932
48.0,1.781631792
32.0,12.96820106
34.0,11.44289147
73.0,15.98061325
52.0,1.12069754
61.0,7.414708491
50.0,0.360100676
28.0,15.77042739
30.0,14.22570279
72.0,15.33338759
47.0,2.323350852
65.0,10.31249536
60.0,6.717514421
34.0,11.56580744
27.0,16.37317943
69.0,13.21141388
48.0,1.623948625
67.0,11.71182744
64.0,9.510586207
32.0,13.00842723
26.0,17.10966572
72.0,15.29190275
39.0,7.977761185
66.0,11.02520893
64.0,9.534717629
37.0,9.481912192
32.0,12.9157473
62.0,8.23313477
45.0,3.758544506
70.0,13.81287216
60.0,6.690730073
39.0,8.097170133
34.0,11.54589282
61.0,7.490094053
36.0,10.11266683
67.0,11.7214562
66.0,10.9345353
40.0,7.396642157
39.0,8.045865017
54.0,2.542575447
37.0,9.411491665
66.0,11.01702034
65.0,10.23831694
45.0,3.8768958
39.0,8.063923224
52.0,1.120788299
32.0,12.93336525
68.0,12.43843539
69.0,13.05790523
48.0,1.779474019
41.0,6.684950293
52.0,1.086079043
24.0,18.59139842
63.0,8.92779336
70.0,13.78858223
51.0,0.351301458
43.0,5.271973343
54.0,2.490438978
24.0,18.60574718
53.0,1.888546062
72.0,15.22898494
52.0,1.080181525
52.0,1.073595052
53.0,1.769909701
26.0,17.21762415
46.0,3.057072431
66.0,11.01908067
54.0,2.518806404
56.0,3.909884555
52.0,1.075133118
37.0,9.476053085
35.0,10.82731713
67.0,11.7322832
55.0,3.228447532
57.0,4.616282339
53.0,1.777754337
37.0,9.482381386
27.0,16.46097183
70.0,13.86714965
55.0,3.242533858
62.0,8.147268792
63.0,8.805991007
42.0,6.01040764
23.0,19.34032602
64.0,9.599164637
50.0,0.298724255
64.0,9.549702752
62.0,8.092444274
47.0,2.500925037
33.0,12.33549631
54.0,2.500653669
50.0,0.326075148
63.0,8.820610363
58.0,5.257973501
50.0,0.396845643
36.0,10.24407489
53.0,1.767766953
43.0,5.276651106
56.0,3.896158364
66.0,10.91266286
49.0,1.102666515
39.0,8.133469626
47.0,2.464475105
41.0,6.674398154
53.0,1.802092525
73.0,15.86720289
50.0,0.394348013
42.0,6.022249141
49.0,1.067394522
36.0,10.21115812
46.0,3.125278556
69.0,13.07649583
60.0,6.681167811
41.0,6.722447724
54.0,2.458505522
25.0,17.96442251
43.0,5.212479804
70.0,13.81602702
64.0,9.529870937
44.0,4.59139471
64.0,9.507719558
27.0,16.58054421
36.0,10.17097343
66.0,10.99315342
65.0,10.24053316
50.0,0.364455918
62.0,8.085207801
33.0,12.36664916
31.0,13.72094593
61.0,7.459823488
63.0,8.835786891
51.0,0.349001201
62.0,8.092444274
40.0,7.432143615
27.0,16.55408884
63.0,8.864195135
62.0,8.122814873
58.0,5.272235498
63.0,8.771070365
44.0,4.644605953
27.0,16.59655586
60.0,6.71023966
56.0,3.865903468
56.0,3.85012427
63.0,8.764099902
46.0,3.243530296
30.0,14.49854025
54.0,2.462094696
57.0,4.565081379
55.0,3.138314559
65.0,10.16886895
44.0,4.661873957
32.0,13.09539488
54.0,2.451303508
54.0,2.441728104
51.0,0.319161037
70.0,13.70087907
43.0,5.370189338
34.0,11.68901902
47.0,2.48706523
55.0,3.157690588
49.0,1.080824814
71.0,14.42069284
46.0,3.244686211
35.0,10.98142148
46.0,3.191249705
50.0,0.361468765
46.0,3.178037541
75.0,17.26388112
55.0,3.110226137
40.0,7.468815376
42.0,6.032423785
46.0,3.192303242
41.0,6.703372286
67.0,11.6390801
62.0,8.074291512
45.0,3.932327639
43.0,5.327377972
44.0,4.603770222
38.0,8.81492902
61.0,7.422113732
72.0,15.14657706
45.0,3.931414111
42.0,6.03149679
42.0,6.01040764
32.0,13.0358954
57.0,4.62565686
77.0,18.70285203
49.0,1.092358062
46.0,3.202634837
48.0,1.782296544
30.0,14.46069568
46.0,3.136283138
73.0,15.90151317
63.0,8.800612777
43.0,5.323537922
54.0,2.446399636
20.0,21.52300607
42.0,5.94676803
67.0,11.69192841
62.0,8.12938657
49.0,1.059493329
66.0,10.92526497
31.0,13.77814951
30.0,14.43791885
66.0,10.98203626
60.0,6.717514421
64.0,9.515048531
65.0,10.18918062
38.0,8.874076421
27.0,16.59887841
64.0,9.533516347
47.0,2.479377599
61.0,7.39656141
65.0,10.19263098
47.0,2.527293322
35.0,10.97794396
54.0,2.449382424
48.0,1.787654331
65.0,10.20128194
61.0,7.349957754
49.0,1.131808687
40.0,7.472634626
47.0,2.515124428
37.0,9.556786742
61.0,7.391103909
70.0,13.71312877
48.0,1.837617927
43.0,5.356869554
44.0,4.635715152
31.0,13.78645239
57.0,4.584515137
75.0,17.26060355
51.0,0.289175012
45.0,3.941699408
49.0,1.109968805
28.0,15.91199461
47.0,2.469659082
71.0,14.45825395
63.0,8.775589144
44.0,4.645815606
57.0,4.533317236
24.0,18.74655187
40.0,7.411298901
66.0,10.94176216
62.0,8.089953664
48.0,1.804341442
64.0,9.482119587
28.0,15.92808532
36.0,10.24196831
63.0,8.824772982
60.0,6.684462688
56.0,3.845142807
67.0,11.59057566
32.0,13.12120055
32.0,13.08444649
59.0,5.990656054
50.0,0.37226513
62.0,8.090480088
70.0,13.70925308
39.0,8.188374659
34.0,11.6916113
54.0,2.443792117
47.0,2.49908972
64.0,9.495709917
69.0,12.99573635
43.0,5.374395834
36.0,10.29616459
56.0,3.835576513
36.0,10.27877863
59.0,5.968589497
72.0,15.1203316
49.0,1.140067885
44.0,4.66313352
43.0,5.355957747
37.0,9.573137961
51.0,0.325493598
74.0,16.54517925
50.0,0.424264069
48.0,1.83365223
48.0,1.828852094
35.0,10.99246416
40.0,7.43751117
69.0,13.03464111
57.0,4.537573826
54.0,2.410009934
46.0,3.23847616
35.0,10.98833031
35.0,10.96015511
65.0,10.2268257
59.0,5.968919232
55.0,3.132501033
58.0,5.240486805
41.0,6.763163087
23.0,19.44186524
61.0,7.409481637
59.0,5.980204587
58.0,5.259882021
62.0,8.068088373
45.0,3.942869733
23.0,19.4507134
60.0,6.695581829
56.0,3.857582539
56.0,3.848057644
65.0,10.18686592
45.0,3.945551597
30.0,14.51648627
57.0,4.56421003
54.0,2.436931419
58.0,5.252547452
64.0,9.472141566
45.0,3.953291907
34.0,11.70312962
47.0,2.50469149
54.0,2.43917844
56.0,3.844151254
64.0,9.478275825
47.0,2.536471342
35.0,10.99551045
47.0,2.504266534
54.0,2.439685956
50.0,0.387822159
68.0,12.31099589
53.0,1.700383836
34.0,11.70709889
38.0,8.857878624
55.0,3.155546617
39.0,8.139145188
75.0,17.27642754
55.0,3.127019779
44.0,4.640388252
43.0,5.33514516
52.0,1.026445328
33.0,12.38005804
72.0,15.16225068
64.0,9.483644953
43.0,5.353347229
41.0,6.752144936
40.0,7.442298872
35.0,10.95293973
69.0,13.0590784
66.0,10.91306786
46.0,3.221795086
48.0,1.803519543
47.0,2.504997117
25.0,18.02094061
60.0,6.712779331
68.0,12.34208429
54.0,2.437161372
47.0,2.507014951
44.0,4.618095615
23.0,19.42436376
56.0,3.901547328
71.0,14.476263
56.0,3.861175187
54.0,2.441607223
52.0,1.025150443
25.0,18.02737158
46.0,3.171220195
67.0,11.65269027
58.0,5.277281778
54.0,2.443565551
60.0,6.67179631
28.0,15.92130752
35.0,10.94801594
66.0,10.948799
51.0,0.341466095
62.0,8.102328022
64.0,9.496293623
38.0,8.869611175
30.0,14.49568901
64.0,9.525759851
43.0,5.312251578
67.0,11.63376736
66.0,10.90370541
41.0,6.75976294
33.0,12.390641
60.0,6.687252022
35.0,10.9675208
66.0,10.93001854
69.0,13.02426142
46.0,3.232488143
37.0,9.576621799
54.0,2.439153907
28.0,15.91281248
65.0,10.22909091
71.0,14.44207641
49.0,1.1119941
41.0,6.755034373
57.0,4.549389657
24.0,18.74695295
59.0,5.989610382
67.0,11.62288879
57.0,4.542625382
41.0,6.75743174
54.0,2.430057107
22.0,20.15680294
55.0,3.171352658
45.0,0.0
68.0,0.0
68.0,0.0
80.0,4.242640687
60.0,6.599663291
38.0,16.61700936
57.0,2.545584412
55.0,3.299831646
61.0,0.808122036
74.0,8.750446417
62.0,0.23570226
43.0,11.87939392
55.0,3.085556863
60.0,0.412478956
53.0,4.188247858
74.0,9.899494937
65.0,3.299831646
45.0,10.16465998
50.0,6.239177481
66.0,4.792612628
54.0,3.49831776
70.0,7.424621202
67.0,5.050762723
43.0,11.37799093
44.0,10.20693267
69.0,7.15945616
58.0,0.593969696
64.0,3.508337491
68.0,6.10206963
43.0,11.16218562
46.0,8.729111299
70.0,7.966736401
60.0,0.866776054
62.0,2.209708691
68.0,6.25682364
42.0,11.77124818
44.0,10.06111934
76.0,12.21723383
62.0,2.255097302
60.0,0.81875522
64.0,3.553664849
41.0,12.39204634
49.0,6.570919113
73.0,10.15203307
61.0,1.627990031
61.0,1.590990258
61.0,1.555634919
49.0,6.779001967
49.0,6.634767883
73.0,10.12046581
57.0,1.168890802
63.0,3.012274888
61.0,1.56672679
50.0,6.091996884
44.0,10.13964441
69.0,7.398432062
64.0,3.792663645
58.0,0.441941738
66.0,5.123422818
44.0,10.25304833
44.0,10.07926785
71.0,8.862404991
66.0,5.239545329
54.0,3.193385463
72.0,9.383194747
38.0,14.42939775
45.0,9.333809512
65.0,4.735472686
72.0,9.54066463
56.0,1.746969695
67.0,5.943796132
44.0,10.17223612
47.0,7.9375226
68.0,6.815723696
66.0,5.327516845
50.0,5.905297173
70.0,8.127013938
48.0,7.331580837
44.0,10.02805981
73.0,10.34370304
64.0,3.929365531
55.0,2.404163056
65.0,4.609288648
45.0,9.416592745
44.0,10.00172724
77.0,13.17407277
66.0,5.33241702
54.0,3.11620314
65.0,4.608385574
44.0,10.12448346
44.0,10.01072522
74.0,11.07800624
69.0,7.459588021
51.0,5.21106954
64.0,3.938508738
48.0,7.296740189
43.0,10.71825016
73.0,10.38563085
69.0,7.479294407
48.0,7.294744447
65.0,4.678332744
51.0,5.16895057
43.0,10.71861863
74.0,11.09187108
70.0,8.183216341
48.0,7.302237336
59.0,0.471404521
53.0,3.735658467
47.0,7.90373561
68.0,6.881196547
68.0,6.818066303
51.0,5.155451259
58.0,0.203850604
55.0,2.304410492
48.0,7.189961872
70.0,8.292997951
67.0,6.118010846
51.0,5.150907156
58.0,0.199440374
56.0,1.599978903
52.0,4.391192532
69.0,7.566042559
64.0,3.997198664
47.0,7.957849267
58.0,0.178213904
60.0,1.226031919
55.0,2.291025971
69.0,7.548084291
61.0,1.876338467
51.0,5.154145522
55.0,2.307689573
61.0,1.920066875
56.0,1.603135221
68.0,6.830008682
63.0,3.269704289
50.0,5.878484733
52.0,4.431202495
64.0,4.024269475
58.0,0.216777261
62.0,2.592724864
68.0,6.78619026
46.0,8.707514934
51.0,5.135300312
71.0,8.943406894
57.0,0.949402112
60.0,1.163779911
64.0,3.964674573
48.0,7.298698077
47.0,7.951343601
73.0,10.36293654
64.0,3.972136751
58.0,0.268700577
61.0,1.840350762
51.0,5.196304438
48.0,7.269797169
70.0,8.232743238
62.0,2.55927035
57.0,0.970005456
64.0,3.954393337
51.0,5.204842953
46.0,8.685405935
73.0,10.34143667
63.0,3.250056013
57.0,0.986457608
63.0,3.236206495
49.0,6.622658634
44.0,10.09662774
79.0,14.56384388
63.0,3.230673497
58.0,0.303045763
59.0,0.401670124
50.0,5.927218607
49.0,6.595528164
72.0,9.611718921
60.0,1.119926347
62.0,2.519575887
57.0,1.010152545
53.0,3.816769558
49.0,6.607653198
67.0,6.08588533
60.0,1.129790723
63.0,3.233049338
60.0,1.105586846
51.0,5.229482019
48.0,7.310634044
68.0,6.794373854
61.0,1.834655432
62.0,2.528096825
64.0,3.921228514
49.0,6.649812708
46.0,8.72472494
68.0,6.795668329
60.0,1.132851702
62.0,2.533799299
64.0,3.927556836
49.0,6.644616815
49.0,6.610541857
70.0,8.196666362
59.0,0.416367445
64.0,3.931942253
63.0,3.208630268
49.0,6.657410345
47.0,8.031466574
68.0,6.784024465
61.0,1.825241149
63.0,3.223575032
64.0,3.911507755
46.0,8.773616178
49.0,6.62015914
68.0,6.782105906
58.0,0.287579313
67.0,6.047446567
65.0,4.611274554
44.0,10.18967555
47.0,8.030475604
70.0,8.194508492
58.0,0.28942045
64.0,3.934918292
66.0,5.324481477
47.0,8.07334302
45.0,9.444234406
71.0,8.899903078
61.0,1.820559993
60.0,1.108437657
67.0,6.031018376
45.0,9.482807012
42.0,11.55255346
72.0,9.617903741
65.0,4.647591707
58.0,0.300830517
69.0,7.444691919
41.0,12.30058362
42.0,11.54328862
71.0,8.924175238
67.0,6.069586105
58.0,0.293116914
69.0,7.45320637
40.0,12.99758143
43.0,10.83036969
68.0,6.818529676
71.0,8.902444789
56.0,1.697056275
72.0,9.576749103
39.0,13.70092437
43.0,10.82775446
65.0,4.709215244
69.0,7.506876481
55.0,2.382892364
72.0,9.598902985
42.0,11.56746859
43.0,10.8167459
66.0,5.424923225
68.0,6.811889231
54.0,3.075353302
73.0,10.31872821
44.0,10.1472607
43.0,10.81180133
66.0,5.430359109
69.0,7.522295485
56.0,1.663619443
71.0,8.908453386
45.0,9.439875529
42.0,11.5169001
68.0,6.84166294
69.0,7.520067175
56.0,1.665986431
70.0,8.202438662
47.0,8.030712729
38.0,14.34076112
71.0,8.960203839
69.0,7.517938268
57.0,0.963760354
66.0,5.380273737
44.0,10.13866341
43.0,10.80604209
70.0,8.255600704
68.0,6.816509371
50.0,5.889994529
74.0,11.04056617
41.0,12.24973474
45.0,9.387539489
65.0,4.737615434
73.0,10.35747869
55.0,2.362037546
68.0,6.806215095
43.0,10.83317467
44.0,10.09053782
63.0,3.332796997
68.0,6.844399436
56.0,1.635184431
71.0,8.94037432
44.0,10.11650357
45.0,9.377062091
64.0,4.044069605
69.0,7.553734557
56.0,1.633079947
72.0,9.647812862
44.0,10.11688249
44.0,10.08281892
63.0,3.340960899
69.0,7.55823837
55.0,2.333452378
75.0,11.76945174
44.0,10.11724636
40.0,12.90294849
64.0,4.054233946
70.0,8.269671766
58.0,0.214905002
74.0,11.06265104
42.0,11.52721801
41.0,12.19473151
64.0,4.055599539
69.0,7.566724655
55.0,2.325293454
76.0,12.48393633
44.0,10.11117658
37.0,15.0131116
66.0,5.475602195
71.0,8.982709804
58.0,0.209018986
72.0,9.660098283
43.0,10.81210463
39.0,13.59803788
67.0,6.181694376
67.0,6.162556003
57.0,0.90570776
75.0,11.78583826
45.0,9.39844688
35.0,16.4191492
71.0,9.00914402
66.0,5.456973001
59.0,0.505688486
70.0,8.258836302
46.0,8.685486306
35.0,16.41422048
70.0,8.309563222
64.0,4.054782468
61.0,1.927707773
69.0,7.562055903
45.0,9.380671026
38.0,14.28814587
73.0,10.42982502
59.0,0.528774866
60.0,1.232267958
70.0,8.279127794
47.0,7.961117917
35.0,16.39872857
76.0,12.55625452
62.0,2.649103215
62.0,2.641490849
59.0,0.518680046
51.0,5.123493706
46.0,8.634358018
71.0,9.017620286
58.0,0.174272776
63.0,3.351766042
59.0,0.521864723
50.0,5.825685925
46.0,8.629871836
72.0,9.727656138
60.0,1.23891411
62.0,2.645757873
62.0,2.638428904
48.0,7.241007839
46.0,8.631377817
69.0,7.611110903
61.0,1.948902526
62.0,2.648752451
65.0,4.757075321
47.0,7.949186831
44.0,10.04321583
72.0,9.729407089
63.0,3.356374775
56.0,1.589089433
70.0,8.288125596
41.0,12.18530269
43.0,10.74236622
71.0,9.032536888
68.0,6.892884405
56.0,1.588184278
68.0,6.87889895
39.0,13.59133666
48.0,7.208406137
68.0,6.915578363
70.0,8.308043121
51.0,5.113634196
72.0,9.710320915
37.0,14.9994568
48.0,7.202622562
68.0,6.921627719
67.0,6.198545306
56.0,1.575578956
67.0,6.186732221
42.0,11.46162369
49.0,6.495306565
70.0,8.332732957
65.0,4.785054243
55.0,2.280240807
65.0,4.778759431
45.0,9.339850122
46.0,8.611107393
73.0,10.45457376
69.0,7.607128813
50.0,5.813402766
67.0,6.192009506
44.0,10.04651714
46.0,8.610989246
69.0,7.633618281
68.0,6.909493044
51.0,5.098794486
67.0,6.199718624
44.0,10.03919164
46.0,8.603992732
71.0,9.051653311
67.0,6.208157842
48.0,7.209414791
70.0,8.3268213
46.0,8.622963223
47.0,7.896873573
72.0,9.757396923
64.0,4.090756176
50.0,5.794908431
66.0,5.50569128
49.0,6.499685318
46.0,8.600625034
76.0,12.58283175
67.0,6.204238087
49.0,6.508370162
60.0,1.26683065
54.0,2.96885721
49.0,6.489229365
71.0,9.046033496
67.0,6.20318037
49.0,6.509638122
54.0,2.967235615
60.0,1.27246635
51.0,5.079790095
70.0,8.336075356
62.0,2.673090166
55.0,2.271459455
53.0,3.677277406
60.0,1.269578084
56.0,1.555314235
65.0,4.797767504
64.0,4.081426726
55.0,2.277393462
52.0,4.388829055
62.0,2.676224768
52.0,4.38501118
63.0,3.385589388
69.0,7.611240698
50.0,5.810846393
51.0,5.092423116
67.0,6.207521477
53.0,3.683823408
63.0,3.379783514
66.0,5.489013519
50.0,5.811921526
49.0,6.504763475
70.0,8.326259544
58.0,0.158675378
59.0,0.547239161
66.0,5.48506258
46.0,8.63833479
49.0,6.502938821
72.0,9.739481549
63.0,3.368261334
57.0,0.872503003
64.0,4.06851375
45.0,9.346501172
46.0,8.620973507
76.0,12.56543795
62.0,2.660282837
59.0,0.537820624
62.0,2.653519105
49.0,6.525073968
44.0,10.03942765
75.0,11.85592273
64.0,4.069199401
58.0,0.173078438
63.0,3.355435728
47.0,7.941693036
43.0,10.74772906
77.0,13.26632079
62.0,2.654212411
59.0,0.53179105
62.0,2.647641061
49.0,6.531280537
43.0,10.75179818
74.0,11.14562574
65.0,4.771886253
58.0,0.177498233
63.0,3.351196497
45.0,9.357667179
43.0,10.75003109
74.0,11.14766723
67.0,6.185398712
56.0,1.589564639
66.0,5.470473991
42.0,11.47699621
44.0,10.04261675
40.0,0.0
68.0,0.0
71.0,0.0
70.0,0.353553391
37.0,15.79205145
72.0,6.717514421
53.0,5.374011537
66.0,3.181980515
71.0,5.757869504
71.0,5.038135816
41.0,14.37783788
70.0,5.515432893
55.0,4.628335295
69.0,4.831896338
67.0,3.154784101
72.0,6.212438149
49.0,9.380949964
70.0,5.126524164
55.0,5.157720051
65.0,1.807050663
71.0,5.731286542
73.0,6.788225099
51.0,8.350594368
74.0,7.553186072
54.0,6.302473484
58.0,3.329294428
71.0,5.628569978
75.0,8.131727984
52.0,7.830552873
74.0,7.449875016
60.0,2.365150268
55.0,5.703994702
70.0,4.744458403
77.0,9.391261938
46.0,12.14938015
73.0,6.73831168
59.0,3.070863735
62.0,0.923167187
59.0,2.962204083
78.0,10.19722411
49.0,10.04454248
71.0,5.374011537
58.0,3.725245481
64.0,0.505076272
60.0,2.269319437
77.0,9.529870937
53.0,7.275343104
72.0,6.025779527
59.0,3.099233977
60.0,2.342291213
64.0,0.476214771
78.0,10.16819551
54.0,6.668987485
75.0,8.022942325
56.0,5.309971678
58.0,3.823614446
66.0,1.79990817
76.0,8.712565697
49.0,10.19722411
77.0,9.43621808
55.0,6.01640007
62.0,1.048875059
57.0,4.509254719
79.0,10.86891552
53.0,7.39656141
70.0,4.551999904
65.0,1.00082806
54.0,6.674659465
64.0,0.390491805
76.0,8.745247103
56.0,5.318672745
70.0,4.515381874
64.0,0.268899762
59.0,3.221264225
64.0,0.309964616
78.0,10.07149388
55.0,6.109402589
70.0,4.438025456
63.0,0.505076272
58.0,3.988807484
66.0,1.64693225
76.0,8.609025061
53.0,7.559931759
71.0,5.10496603
64.0,0.153348459
57.0,4.739299022
65.0,0.906760461
77.0,9.282832046
53.0,7.599365982
71.0,5.070277033
64.0,0.1191753
60.0,2.679149026
62.0,1.251035074
79.0,10.65271738
54.0,6.949415032
71.0,5.017449181
62.0,1.33233804
62.0,1.318459519
62.0,1.304867153
79.0,10.60660172
53.0,7.699607173
71.0,4.97803174
59.0,3.472524391
62.0,1.337956949
64.0,0.075516258
78.0,9.879097626
52.0,8.424672222
72.0,5.663525068
58.0,4.196381365
60.0,2.75640699
64.0,0.0713594
80.0,11.28156728
50.0,9.842161954
72.0,5.663167703
57.0,4.899686811
61.0,2.053090742
62.0,1.334279752
81.0,11.99643229
49.0,10.54012159
70.0,4.272602839
58.0,4.177277875
62.0,1.337610328
60.0,2.729081544
79.0,10.61819363
53.0,7.70343973
70.0,4.282558005
62.0,1.363301874
59.0,3.456966486
63.0,0.623590232
77.0,9.203436699
57.0,4.900414437
72.0,5.662293532
61.0,2.099729297
56.0,5.592571815
70.0,4.274540241
74.0,7.049960147
48.0,11.25085456
73.0,6.379558974
62.0,1.388406746
65.0,0.72760263
59.0,3.489750014
75.0,7.768073068
50.0,9.839315636
72.0,5.67677275
60.0,2.788868703
65.0,0.741480027
60.0,2.774784541
75.0,7.778174593
53.0,7.725261841
72.0,5.671187495
59.0,3.497568441
64.0,0.037712362
63.0,0.664961344
73.0,6.363961031
56.0,5.619881346
74.0,7.061884607
59.0,3.521847968
62.0,1.391549883
68.0,2.83293099
72.0,5.625526734
55.0,6.355066606
75.0,7.738399837
60.0,2.850386963
60.0,2.832791981
69.0,3.509505435
73.0,6.29928663
51.0,9.200959147
73.0,6.317104557
60.0,2.858066331
63.0,0.732360595
67.0,2.083663769
73.0,6.289090901
51.0,9.213063792
72.0,5.603410132
61.0,2.162193568
63.0,0.74368127
66.0,1.36976685
74.0,6.986697116
54.0,7.115012301
71.0,4.878242288
62.0,1.477418638
58.0,4.281924397
71.0,4.883334124
73.0,6.262945776
51.0,9.242619785
72.0,5.576151845
