avg-attendance,std
45.79766537,0.85017897
45.82170543,4.368713989
45.84169884,3.647469728
45.83461538,1.297268979
45.81992337,2.70109372
45.78625954,6.212823703
45.79087452,0.854980823
45.81439394,4.373883991
45.84528302,5.766255676
45.83082707,2.708803797
45.82397004,1.289741582
45.79104478,6.216207375
45.79553903,0.851682517
45.82222222,5.075455341
45.84870849,5.056726723
45.82720588,4.120456795
45.82783883,0.121736332
45.79562044,6.219442856
45.81454545,3.666670073
45.82608696,2.244295436
45.86281588,7.16807163
45.82733813,6.948977432
45.83512545,1.530797476
45.80714286,5.520483656
45.8113879,0.840475676
45.82624113,2.951293197
45.84805654,4.35008094
45.83450704,2.711405932
45.83508772,0.116610592
45.81818182,3.406969037
45.80487805,2.69045507
45.81597222,2.251447633
45.83391003,3.652977247
45.83103448,0.587630118
45.83161512,0.11906609
45.81164384,4.109452766
45.79180887,4.09542733
45.79931973,1.556115944
45.81355932,2.960260592
45.8277027,2.950259712
45.82154882,1.288029524
45.80872483,2.693175157
45.77926421,6.20787726
45.78666667,1.565063009
45.80066445,2.969378643
45.82781457,5.778607735
45.81518152,2.697740723
45.80921053,1.279305032
45.78688525,4.799052581
45.79084967,0.854998396
45.80456026,2.96662389
45.83116883,5.776235914
45.81877023,2.700278323
45.81290323,1.281916165
45.79099678,4.801959877
45.79166667,0.147313913
45.80830671,3.671081532
45.83121019,5.069099887
45.81587302,3.405336467
45.8164557,0.129785422
45.79810726,4.099880958
45.79559748,0.562572376
45.80564263,2.258751756
45.83125,5.776178519
45.81308411,4.110471195
45.81677019,0.836669825
45.78947368,6.215096445
45.79012346,0.148405127
45.80307692,2.967672768
45.83128834,6.483258187
45.81039755,4.815678293
45.81402439,0.838611396
45.78723404,6.213512779
45.79090909,0.854956381
45.79758308,1.557343938
45.8253012,6.487491733
45.80780781,4.106740285
45.81137725,0.84048321
45.7880597,5.506989827
45.78571429,0.5555839
45.79525223,2.266098883
45.81952663,5.784468195
45.80825959,2.692846179
45.81176471,0.840209234
45.7888563,5.507553111
45.78070175,1.966253067
45.78717201,1.564705676
45.80813953,5.085413304
45.80869565,0.135272602
45.80924855,0.13488164
45.78962536,4.800990134
45.77298851,4.08211932
45.7765043,0.865142108
45.79428571,4.388102654
45.80911681,3.670508705
45.80397727,1.275604563
45.79320113,2.682198244
45.76836158,6.200167934
45.77183099,0.868446638
45.78932584,4.391609812
45.81232493,5.789560564
45.80167598,2.688190864
45.79665738,1.270428618
45.77222222,6.202897819
45.77562327,0.865765089
45.79558011,5.094294158
45.815427,5.08026029
45.79945055,4.100830811
45.8,0.141421356
45.77595628,6.2055382
45.79019074,3.683891459
45.79891304,2.263510294
45.82655827,7.193709638
45.8,6.929646456
45.80592992,1.551441833
45.78494624,5.504788275
45.78820375,0.856869343
45.79946524,2.970226613
45.816,4.372748335
45.80585106,2.691143095
45.80636605,0.136919881
45.79365079,3.389622983
45.78364116,2.675438322
45.79210526,2.268324122
45.80577428,3.672872231
45.80366492,0.568276916
45.80417755,0.138467385
45.7890625,4.09348535
45.77402597,4.082852921
45.77979275,1.569923605
45.79069767,2.976426218
45.80154639,2.968755017
45.79691517,1.2706109
45.78717949,2.677940297
45.76470588,6.197582965
45.77040816,1.576559507
45.78117048,2.98316296
45.80203046,5.796839856
45.79240506,2.681635337
45.78787879,1.264221215
45.77078086,4.787665058
45.77386935,0.8670053
45.78446115,2.980836105
45.805,5.794740072
45.79551122,2.683831723
45.79104478,1.266459907
45.77419355,4.790078195
45.77475248,0.159274052
45.78765432,3.685684976
45.80541872,5.087337211
45.79361179,3.389595406
45.79411765,0.145580808
45.7799511,4.087042618
45.77804878,0.550163569
45.78588808,2.272720336
45.80582524,5.794156537
45.79176755,4.095398113
45.79468599,0.85228571
45.77349398,6.203797085
45.77403846,0.159778936
45.78417266,2.981040099
45.8062201,6.500984115
45.78997613,4.801238168
45.79285714,0.8535789
45.7719715,6.20272053
45.77488152,0.866289587
45.78014184,1.569676755
45.80188679,6.504048223
45.78823529,4.092900428
45.79107981,0.854835663
45.77283372,5.496223435
45.77102804,0.545199154
45.77855478,2.277905761
45.79767442,5.79992004
45.78886311,2.679130797
45.79166667,0.854420694
45.77367206,5.496816225
45.76728111,1.956763235
45.77241379,1.575141313
45.78899083,5.098953486
45.78947368,0.148864586
45.78995434,0.148524712
45.77448747,4.79028603
45.76136364,4.073899296
45.76417234,0.873862122
45.77828054,4.399420019
45.79006772,3.683978445
45.78603604,1.262918193
45.77752809,2.671115728
45.75784753,6.19273338
45.7606264,0.876369478
45.77455357,4.402055386
45.79287305,5.80331512
45.78444444,2.67600633
45.7804878,1.258995001
45.76106195,6.195006313
45.76379691,0.874127588
45.77973568,5.105497861
45.7956044,5.094276986
45.78289474,4.089124083
45.7833698,0.153180681
45.76419214,6.197219694
45.77559913,3.694209284
45.7826087,2.275039209
45.80477223,7.209114689
45.78354978,6.918014396
45.78833693,1.563881952
45.77155172,5.495316924
45.77419355,0.866776054
45.7832618,2.981684174
45.79657388,4.386484679
45.78846154,2.678846844
45.78891258,0.149261346
45.7787234,3.379067725
45.77070064,2.66628799
45.77754237,2.27862164
45.78858351,3.68502794
45.78691983,0.556436349
45.78736842,0.150353231
45.77521008,4.083690213
45.76310273,4.075129018
45.76778243,1.578416183
45.77661795,2.986382084
45.78541667,2.980160455
45.78170478,1.259855533
45.77385892,2.668521234
45.75569358,6.191210306
45.76033058,1.583685436
45.76907216,2.991717763
45.78600823,5.808169281
45.77823409,2.671614943
45.77459016,1.254824739
45.7607362,4.78056241
45.76326531,0.874503489
45.77189409,2.989722358
45.78861789,5.806323976
45.78093306,2.673523408
45.77732794,1.256760635
45.76363636,4.782613138
45.7641129,0.166797366
45.77464789,3.694881913
45.78915663,5.098836247
45.77955912,3.379658664
0.0,0.0
0.0,0.0
74.0,0.0
60.5,9.545941546
54.66666667,8.249579114
49.5,10.96015511
48.8,1.979898987
50.16666667,4.831896338
52.0,7.778174593
52.0,0.0
51.66666667,1.885618083
50.9,4.87903679
50.09090909,5.721136684
50.58333333,3.830161731
50.76923077,1.57739205
51.42857143,6.060915267
51.33333333,0.942809042
51.5,1.767766953
50.82352941,7.653391043
51.0,2.121320344
51.05263158,0.669890635
51.4,4.666904756
51.47619048,1.077496048
51.63636364,2.378450082
51.13043478,7.870405912
51.25,1.944543648
51.12,2.206173157
51.38461538,4.677783322
51.48148148,1.780861523
51.60714286,2.399112293
51.34482759,5.193577393
51.4,1.13137085
51.25806452,3.010906294
51.46875,4.618291165
51.51515152,1.049946433
51.70588235,4.45061327
51.4,7.353910524
51.55555556,3.849803586
51.35135135,5.198190391
51.52631579,4.577586005
51.56410256,1.015332814
51.7,3.74766594
51.51219512,5.311924112
51.64285714,3.788072042
51.37209302,8.041284093
51.45454545,2.507014951
51.51111111,1.759910211
51.60869565,3.105121083
51.55319149,1.805379016
51.625,2.386485387
51.42857143,6.667006794
51.52,3.16783838
51.47058824,1.746969695
51.61538462,5.221711615
51.62264151,0.266832748
51.72222222,3.731952456
51.50909091,8.138156227
51.60714286,3.813325856
51.56140351,1.81118579
51.67241379,4.474279115
51.71186441,1.617956194
51.78333333,2.981633594
51.62295082,6.80445378
51.64516129,0.958015639
51.58730159,2.536605279
51.65625,3.071495081
51.69230769,1.63178488
51.78787879,4.392633035
51.65671642,6.121222882
51.69117647,1.632584774
51.60869565,3.965946729
51.68571429,3.757767466
51.69014085,0.21910351
51.79166667,5.097061381
51.68493151,5.434067181
51.72972973,2.312430284
51.64,4.695189027
51.73684211,5.1358282
51.72727273,0.514259477
51.80769231,4.37862276
51.72151899,4.752831656
51.775,2.987526151
51.67901235,5.429881702
51.7804878,5.812072811
51.74698795,1.942413809
51.79761905,2.971532069
51.74117647,3.352518033
51.79069767,2.976426218
51.70114943,5.445534982
51.80681818,6.500561204
51.76404494,2.661581704
51.78888889,1.563491661
51.73626374,3.349044205
51.79347826,3.681566828
51.7311828,4.052558219
51.77659574,2.986397789
51.73684211,2.642346393
51.79166667,3.682847819
51.74226804,3.35328989
51.7755102,2.280058601
51.72727273,3.342686602
51.79,4.391133111
51.75247525,2.653400694
51.78431373,2.273833571
51.73786408,3.350175818
51.79807692,4.385421864
51.75238095,3.360440798
51.77358491,1.574313211
51.73831776,2.643389836
51.7962963,4.386680957
51.75229358,3.360379015
51.79090909,2.976276724
51.75675676,2.656428178
51.79464286,2.973636553
51.75221239,3.360321606
51.79824561,3.6781958
51.76521739,2.66241075
51.79310345,2.267618298
51.75213675,3.360268123
51.81355932,5.081580936
51.77310924,3.375097914
51.8,2.2627417
51.76033058,3.366062033
51.81147541,4.375947703
51.77235772,3.374566509
51.7983871,2.263882195
51.776,1.962928425
51.80952381,2.963114131
51.76377953,4.075607589
51.8125,4.375223209
51.78294574,2.674946583
51.80769231,2.257302417
51.77099237,3.373601055
51.83333333,5.77470538
51.78947368,4.093776102
51.80597015,1.551413386
51.77037037,3.373161238
51.81617647,4.372623551
51.77372263,4.082638423
51.79710145,2.264791285
51.76258993,3.367659634
51.81428571,5.081067299
51.78014184,3.380070713
51.79577465,1.558622694
51.75524476,4.069572594
51.79861111,4.385044136
51.76551724,3.369729557
51.80136986,3.675986623
51.7755102,2.669688868
51.80405405,2.966981832
51.75838926,4.778902877
51.80666667,5.086454779
51.78145695,2.673893855
51.79605263,1.55842613
51.77124183,2.666670672
51.81818182,5.078312338
51.78064516,4.087533393
51.79487179,1.559261107
51.75796178,4.071493823
51.79746835,4.385852187
51.78616352,1.263008339
51.825,4.366384374
51.7826087,4.796028603
51.80246914,2.260995757
51.76687117,4.077793707
51.81707317,5.786203051
51.80606061,1.277077702
51.8253012,2.244851046
51.79041916,4.094444655
51.80357143,1.553109537
51.76923077,4.079462199
51.82352941,6.48874458
51.81871345,0.578917833
51.8255814,0.830439359
51.79190751,4.095497079
51.79310345,0.146297955
51.77142857,2.666802718
51.80681818,4.379240861
51.80225989,0.567283406
51.83146067,3.654709206
51.7877095,5.506742195
51.81111111,2.961991739
51.7679558,5.492774223
51.80769231,5.085729542
51.79234973,1.974489427
51.81521739,2.95908816
51.79459459,2.68318357
51.82258065,3.660988335
51.77005348,6.908471065
51.78723404,2.271768595
51.78306878,0.553713247
51.80526316,2.966126866
51.80104712,0.566425851
51.83854167,5.063915751
51.78238342,7.624296433
51.79896907,2.263470676
51.8,0.141421356
51.80102041,0.140699819
51.79695431,0.5635318
51.83333333,5.067598599
51.78894472,6.214722414
51.79,0.148492424
51.78606965,0.555835181
51.7970297,1.557735236
51.79310345,0.560808826
51.82352941,4.367424237
51.7902439,4.801427509
51.7815534,1.259748489
51.76328502,2.66104436
51.78365385,2.981406957
51.77511962,1.255199119
51.8,3.676955262
51.77725118,3.378026708
51.79716981,2.971849727
51.75117371,6.895121054
51.78504673,5.101742384
51.77209302,1.960165775
51.7962963,3.679574176
51.78801843,1.264319959
51.81192661,3.668521879
51.76255708,7.610277092
51.78181818,2.982704968
51.77375566,1.254234653
51.8018018,4.382787977
51.80717489,0.843454726
51.82589286,2.951539466
51.78666667,6.213111584
51.79646018,1.558137951
51.77973568,2.672676732
51.80263158,3.675094455
51.80349345,0.138951114
51.83478261,5.066573806
51.78787879,7.628182246
51.81034483,3.669640364
51.79828326,1.97868507
51.81196581,2.254280593
51.80851064,0.571703355
51.83898305,5.063603645
51.79746835,6.927856312
51.80252101,0.846745515
51.79079498,1.973390055
51.8,1.555634919
51.80082988,0.140834546
51.82231405,3.661176846
51.80246914,3.395858492
51.81557377,2.251729381
51.79183673,4.095447031
51.81707317,4.371989489
51.8097166,1.279662879
51.83467742,4.359541405
51.81124498,4.109170732
51.824,2.245771137
51.80478088,3.39749314
51.82142857,2.954696193
51.80632411,2.69147759
51.82677165,3.658024844
51.81176471,2.695324672
51.8203125,1.541271812
51.79766537,4.099568498
51.82170543,4.368713989
51.81467181,1.283166746
51.82307692,1.53931707
51.81609195,1.284170936
51.82061069,0.833954181
51.80608365,2.691307559
51.81818182,2.249885213
51.81132075,1.280797189
51.81954887,1.541811779
51.80898876,1.986255003
51.81716418,1.543498011
51.80669145,1.984630557
51.81481481,1.545159263
51.81180812,0.574035025
51.81985294,1.541596769
51.81684982,0.577600045
51.81386861,0.575492015
51.81454545,0.131136167
51.81521739,0.130661036
51.82310469,1.539297433
51.82374101,0.124633929
51.8172043,1.284957484
51.81428571,0.57578695
51.81850534,0.835442887
51.81914894,0.127881014
51.83038869,2.241253649
51.82746479,0.585105963
51.8245614,0.58305296
51.81818182,1.285648693
51.81881533,0.128116908
51.82291667,0.832323607
51.82698962,0.829443595
51.83103448,0.826583444
51.83161512,0.11906609
51.82534247,1.290712036
51.82935154,0.827773467
51.82653061,0.584445401
51.83389831,1.531665197
51.8277027,1.292380975
51.83164983,0.826148327
51.82214765,1.995559742
51.82943144,1.534823749
51.82333333,1.289291364
51.82724252,0.829264763
51.82450331,0.583011883
51.83168317,1.533231535
51.82894737,0.586154305
51.82622951,0.584232488
51.82679739,0.122472743
51.82736156,0.122073809
51.83441558,1.531299425
51.83495146,0.116706944
51.82903226,1.293321113
51.82636656,0.584329398
51.83012821,0.827224279
51.83067093,0.119733736
51.84076433,2.233916965
51.83809524,0.592622826
51.83544304,0.590747437
51.829653,1.293760041
51.83018868,0.120074736
51.8338558,0.824588472
51.8375,0.822011633
51.8411215,0.819450849
51.84161491,0.111995173
51.83591331,1.298186753
51.83950617,0.820593055
51.83692308,0.591793983
51.84355828,1.524834562
51.83792049,1.299606041
51.84146341,0.819209076
51.83282675,2.003111003
51.83939394,1.527779197
51.83383686,1.296718478
51.8373494,0.822118125
51.83483483,0.590317373
51.84131737,1.526419129
51.83880597,0.59312539
51.83630952,0.591360135
51.83679525,0.115403184
51.83727811,0.115061754
51.84365782,1.52476418
51.84411765,0.110225469
51.83870968,1.300164082
51.83625731,0.591323215
51.83965015,0.82049125
51.84011628,0.113054863
51.84927536,2.227898757
51.84682081,0.598792737
51.8443804,0.597067109
51.83908046,1.300426264
51.83954155,0.11346126
51.84285714,0.818223561
51.84615385,0.81589244
51.84943182,0.813574564
51.84985836,0.106166174
51.84463277,1.304352339
51.84788732,0.814666686
51.84550562,0.597862756
51.85154062,1.519190199
51.84636872,1.305579839
51.84958217,0.813468247
51.84166667,2.00936177
51.84764543,1.521944512
51.84254144,1.302873544
51.84573003,0.816192125
51.84340659,0.596378521
51.84931507,1.520763899
51.84699454,0.59891558
51.84468665,0.597283657
51.8451087,0.109524692
51.84552846,0.109227877
51.85135135,1.51932403
51.85175202,0.104827151
51.84677419,1.305866556
51.84450402,0.59715452
51.84759358,0.814874392
51.848,0.107480231
51.85638298,2.222872913
51.85411141,0.603947967
51.85185185,0.602350221
51.8469657,1.306001971
51.84736842,0.107926824
51.8503937,0.81289441
51.85340314,0.810766414
51.85639687,0.80864953
51.85677083,0.101278315
51.85194805,1.309525026
51.85492228,0.809692221
51.85271318,0.602959271
51.85824742,1.514447771
51.85347044,1.310601515
51.85641026,0.808640063
51.84910486,2.014621366
51.85459184,1.517032661
51.84987277,1.308057583
51.85279188,0.811198642
51.85063291,0.6014883
51.85606061,1.515994084
51.85390428,0.603801508
51.85175879,0.602284419
51.85213033,0.104559649
51.8525,0.10429825
51.85785536,1.514725
51.85820896,0.100261409
51.85359801,1.310691726
51.85148515,0.602090923
51.85432099,0.810117399
51.8546798,0.102756897
51.86240786,2.218612677
51.86029412,0.608319804
51.85819071,0.60683247
51.85365854,1.310734521
51.8540146,0.103227267
51.85679612,0.808367218
51.85956416,0.806409913
51.86231884,0.804462063
51.8626506,0.09712069
51.85817308,1.313926783
51.86091127,0.805457365
51.85885167,0.607299843
51.86396181,1.510407086
51.85952381,1.314881895
51.86223278,0.804522917
51.85545024,2.019108226
51.86052009,1.512840749
51.85613208,1.312483577
51.85882353,0.806933621
51.85680751,0.605854402
51.8618267,1.511916841
51.85981308,0.607979662
51.85780886,0.60656246
51.85813953,0.100310497
51.85846868,0.100077758
51.86342593,1.510786016
51.86374134,0.096349423
51.859447,1.314827586
51.85747126,0.606323746
51.86009174,0.806036858
51.8604119,0.098703693
51.86757991,2.214955488
51.86560364,0.612074207
51.86363636,0.610683129
51.85941043,1.314801725
51.85972851,0.099186924
51.86230248,0.804473629
51.86486486,0.802661752
51.86741573,0.800858017
51.867713,0.093541032
51.86353468,1.317718006
51.86607143,0.801808582
51.86414254,0.611041049
51.86888889,1.506923118
51.86474501,1.318573843
51.86725664,0.800970513
51.86092715,2.02298099
51.86563877,1.509221302
51.86153846,1.31630647
51.86403509,0.803248493
51.86214442,0.609628166
51.86681223,1.50839154
51.86492375,0.611593447
51.86304348,0.610263896
51.86334056,0.096632814
51.86363636,0.096423652
51.86825054,1.507374499
51.86853448,0.092960159
51.86451613,1.318411998
51.86266094,0.609993404
51.86509636,0.80249806
51.86538462,0.095187451
51.87206823,2.211781765
51.87021277,0.615333348
51.86836518,0.614026908
51.86440678,1.318334677
51.86469345,0.095676182
51.86708861,0.801089328
51.86947368,0.799402824
51.87184874,0.797723407
51.8721174,0.090426653
51.86820084,1.32101748
51.87056367,0.798632085
51.86875,0.614299016
51.87318087,1.503888227
51.86929461,1.321790892
51.87163561,0.797874111
51.86570248,2.026357656
51.87010309,1.506064546
51.86625514,1.319641668
51.86858316,0.800032518
51.86680328,0.612922476
51.87116564,1.505313209
51.86938776,0.614749977
51.86761711,0.61349794
51.86788618,0.093418579
51.86815416,0.093229089
51.87246964,1.504391148
51.87272727,0.089995409
51.86895161,1.321548359
51.86720322,0.613205277
51.86947791,0.799399835
51.86973948,0.092108098
0.0,0.0
0.0,0.0
50.0,0.0
59.0,6.363961031
62.33333333,4.714045208
59.0,7.071067812
58.6,1.13137085
59.16666667,2.003469213
58.71428571,1.919289835
59.25,2.651650429
59.66666667,2.357022604
59.2,2.969848481
59.45454545,1.79990817
59.5,0.353553391
59.38461538,0.979070928
59.28571429,0.90913729
59.4,1.13137085
59.4375,0.397747564
59.47058824,0.374350649
59.5,0.353553391
59.47368421,0.334945317
59.5,0.353553391
59.52380952,0.336717515
59.54545455,0.321412173
59.56521739,0.307437731
59.58333333,0.294627825
59.6,0.282842712
59.61538462,0.271964147
59.62962963,0.2618914
59.64285714,0.252538136
59.65517241,0.243829925
59.66666667,0.23570226
59.67741935,0.228098962
59.6875,0.220970869
59.6969697,0.214274782
59.70588235,0.207972583
59.71428571,0.202030509
59.72222222,0.19641855
59.72972973,0.191109941
59.73684211,0.186080732
59.74358974,0.181309431
59.75,0.176776695
59.75609756,0.172465069
59.76190476,0.168358757
59.76744186,0.164443437
59.77272727,0.160706087
59.77777778,0.15713484
59.7826087,0.153718865
59.78723404,0.150448251
59.79166667,0.147313913
59.79591837,0.144307506
59.8,0.141421356
59.80392157,0.138648388
59.80769231,0.135982073
59.81132075,0.133416374
59.81481481,0.1309457
59.81818182,0.128564869
59.82142857,0.126269068
59.8245614,0.124053821
59.82758621,0.121914962
59.83050847,0.119848607
59.83333333,0.11785113
59.83606557,0.115919144
59.83870968,0.114049481
59.84126984,0.112239172
59.84375,0.110485435
59.84615385,0.108785659
59.84848485,0.107137391
59.85074627,0.105538326
59.85294118,0.103986291
59.85507246,0.102479244
59.85714286,0.101015254
59.85915493,0.099592504
59.86111111,0.098209275
59.8630137,0.096863943
59.86486486,0.09555497
59.86666667,0.094280904
59.86842105,0.093040366
59.87012987,0.09183205
59.87179487,0.090654716
59.87341772,0.089507187
59.875,0.088388348
59.87654321,0.087297133
59.87804878,0.086232534
59.87951807,0.085193588
59.88095238,0.084179379
59.88235294,0.083189033
59.88372093,0.082221719
59.88505747,0.081276642
59.88636364,0.080353043
59.88764045,0.0794502
59.88888889,0.07856742
59.89010989,0.077704042
59.89130435,0.076859433
59.89247312,0.076032987
59.89361702,0.075224126
59.89473684,0.074432293
59.89583333,0.073656956
59.89690722,0.072897606
59.89795918,0.072153753
59.8989899,0.071424927
59.9,0.070710678
59.9009901,0.070010572
59.90196078,0.069324194
59.90291262,0.068651144
59.90384615,0.067991037
59.9047619,0.067343503
59.90566038,0.066708187
59.90654206,0.066084746
59.90740741,0.06547285
59.90825688,0.064872182
59.90909091,0.064282435
59.90990991,0.063703314
59.91071429,0.063134534
59.91150442,0.062575821
59.9122807,0.062026911
59.91304348,0.061487546
59.9137931,0.060957481
59.91452991,0.060436477
59.91525424,0.059924303
59.91596639,0.059420738
59.91666667,0.058925565
59.91735537,0.058438577
59.91803279,0.057959572
59.91869919,0.057488356
59.91935484,0.05702474
59.92,0.056568542
59.92063492,0.056119586
59.92125984,0.055677699
59.921875,0.055242717
59.92248062,0.054814479
59.92307692,0.054392829
59.92366412,0.053977617
59.92424242,0.053568696
59.92481203,0.053165923
59.92537313,0.052769163
59.92592593,0.05237828
59.92647059,0.051993146
59.9270073,0.051613634
59.92753623,0.051239622
59.92805755,0.050870991
59.92857143,0.050507627
59.92907801,0.050149417
59.92957746,0.049796252
59.93006993,0.049448027
59.93055556,0.049104638
59.93103448,0.048765985
59.93150685,0.048431971
59.93197279,0.048102502
59.93243243,0.047777485
59.93288591,0.047456831
59.93333333,0.047140452
59.93377483,0.046828264
59.93421053,0.046520183
59.93464052,0.046216129
59.93506494,0.045916025
59.93548387,0.045619792
59.93589744,0.045327358
59.93630573,0.045038648
59.93670886,0.044753594
59.93710692,0.044472125
59.9375,0.044194174
59.9378882,0.043919676
59.9382716,0.043648567
59.93865031,0.043380784
59.93902439,0.043116267
59.93939394,0.042854956
59.93975904,0.042596794
59.94011976,0.042341723
59.94047619,0.042089689
59.9408284,0.041840638
59.94117647,0.041594517
59.94152047,0.041351274
59.94186047,0.041110859
59.94219653,0.040873224
59.94252874,0.040638321
59.94285714,0.040406102
59.94318182,0.040176522
